name,B,category,seq,account_name,amount,type,level,Ledger_Account_Number,element_name,English_Label
　　　　　Accounts payable - facilities,0.0,Current liabilities,,Accounts payable - facilities,,1,5,10B100750,AccountsPayableFacilities,Accounts payable - facilities
　　　　　Non-operating notes payable,0.0,Current liabilities,,Non-operating notes payable,,1,5,10B100760,NotesPayableNonOperating,Non-operating notes payable
　　　　　Electronically recorded obligations - non-operating,0.0,Current liabilities,,Electronically recorded obligations - non-operating,,1,5,10B100770,ElectronicallyRecordedObligationsNonOperatingCL,Electronically recorded obligations - non-operating
　　　　　Short-term bonds payable,0.0,Current liabilities,,Short-term bonds payable,,1,5,10B100780,ShortTermBondsPayable,Short-term bonds payable
　　　　　Short-term borrowings,0.0,Current liabilities,,Short-term borrowings,,1,5,10B100790,ShortTermLoansPayable,Short-term borrowings
　　　　　Short-term borrowings from subsidiaries and associates,0.0,Current liabilities,,Short-term borrowings from subsidiaries and associates,,1,5,10B100800,ShortTermLoansPayableToSubsidiariesAndAffiliates,Short-term borrowings from subsidiaries and associates
　　　　　Commercial papers,0.0,Current liabilities,,Commercial papers,,1,5,10B100810,CommercialPapersLiabilities,Commercial papers
　　　　　Current portion of bonds,0.0,Current liabilities,,Current portion of bonds,,1,5,10B100820,CurrentPortionOfBonds,Current portion of bonds
　　　　　Current portion of long-term borrowings,0.0,Current liabilities,,Current portion of long-term borrowings,,1,5,10B100830,CurrentPortionOfLongTermLoansPayable,Current portion of long-term borrowings
　　　　　Current portion of long-term borrowings from subsidiaries and associates,0.0,Current liabilities,,Current portion of long-term borrowings from subsidiaries and associates,,1,5,10B100840,CurrentPortionOfLongTermLoansPayableToSubsidiariesAndAffiliates,Current portion of long-term borrowings from subsidiaries and associates
　　　　　Current portion of convertible bonds,0.0,Current liabilities,,Current portion of convertible bonds,,1,5,10B100850,CurrentPortionOfConvertibleBonds,Current portion of convertible bonds
　　　　　Current portion of bonds with share acquisition rights,0.0,Current liabilities,,Current portion of bonds with share acquisition rights,,1,5,10B100860,CurrentPortionOfBondsWithSubscriptionRightsToShares,Current portion of bonds with share acquisition rights
　　　　　Current portion of other non-current liabilities,0.0,Current liabilities,,Current portion of other non-current liabilities,,1,5,10B100870,CurrentPortionOfOtherNoncurrentLiabilities,Current portion of other non-current liabilities
　　　　　Suspense receipt,0.0,Current liabilities,,Suspense receipt,,1,5,10B100880,SuspenseReceipt,Suspense receipt
　　　　　Suspense receipt of consumption taxes,0.0,Current liabilities,,Suspense receipt of consumption taxes,,1,5,10B100890,SuspenseReceiptOfConsumptionTaxes,Suspense receipt of consumption taxes
　　　　　Accrued bonuses,0.0,Current liabilities,,Accrued bonuses,,1,5,10B100900,AccruedBonuses,Accrued bonuses
　　　　　Remuneration payable for directors (and other officers),0.0,Current liabilities,,Remuneration payable for directors (and other officers),,1,5,10B100910,DirectorsCompensationPayable,Remuneration payable for directors (and other officers)
　　　　　Dividends payable,0.0,Current liabilities,,Dividends payable,,1,5,10B100920,DividendsPayable,Dividends payable
"　　　　　Short-term borrowings from shareholders, directors (and other officers) or employees",0.0,Current liabilities,,"Short-term borrowings from shareholders, directors (and other officers) or employees",,1,5,10B100930,ShortTermLoansPayableToShareholdersDirectorsOrEmployees,"Short-term borrowings from shareholders, directors (and other officers) or employees"
"　　　　　Deposits received from shareholders, directors (and other officers) or employees",0.0,Current liabilities,,"Deposits received from shareholders, directors (and other officers) or employees",,1,5,10B100940,DepositsReceivedFromShareholdersDirectorsOrEmployees,"Deposits received from shareholders, directors (and other officers) or employees"
　　　　　Deposits received from employees,0.0,Current liabilities,,Deposits received from employees,,1,5,10B100950,DepositsReceivedFromEmployees,Deposits received from employees
　　　　Special suspense account for tax purpose reduction entry,0.0,Current liabilities,,Special suspense account for tax purpose reduction entry,,1,4,10B100960,SpecialSuspenseAccountForReductionEntry,Special suspense account for tax purpose reduction entry
　　　　Accumulated impairment loss on leased assets,0.0,Current liabilities,,Accumulated impairment loss on leased assets,,1,4,10B100970,AccumulatedImpairmentLossOnLeasedAssetsCL,Accumulated impairment loss on leased assets
　　　　Liabilities from application of equity method,0.0,Current liabilities,,Liabilities from application of equity method,,1,4,10B100980,LiabilitiesFromApplicationOfEquityMethodCL,Liabilities from application of equity method
　　　　Provision incurred from business combination,0.0,Current liabilities,,Provision incurred from business combination,,1,4,10B100990,ProvisionIncurredFromABusinessCombinationCL,Provision incurred from business combination
　　　　Special account for shares arising from restructuring,0.0,Current liabilities,,Special account for shares arising from restructuring,,1,4,10B101000,StockSpecialAccountCausedByRestructuringCL,Special account for shares arising from restructuring
　　　　Deferred installment income,0.0,Current liabilities,,Deferred installment income,,1,4,10B101010,DeferredInstallmentIncomeCL,Deferred installment income
　　　　Securities borrowed,0.0,Current liabilities,,Securities borrowed,,1,4,10B101020,SecuritiesBorrowedCL,Securities borrowed
　　　　Accounts payable - credit guarantee,0.0,Current liabilities,,Accounts payable - credit guarantee,,1,4,10B101030,AccountsPayableCreditGuaranteeCL,Accounts payable - credit guarantee
　　　　Collateral money received for loan transactions,0.0,Current liabilities,,Collateral money received for loan transactions,,1,4,10B101040,CollateralMoneyReceivedForLoanTransactionsCL,Collateral money received for loan transactions
　　　　Collateral money received for securities lent,0.0,Current liabilities,,Collateral money received for securities lent,,1,4,10B101050,CollateralMoneyReceivedForSecuritiesLentCL,Collateral money received for securities lent
　　　　Other,0.0,Current liabilities,,Other,,1,4,10B101060,OtherCL,Other
　　　　Current liabilities,0.0,Current liabilities,,Current liabilities,,1,4,10B101070,CurrentLiabilities,Current liabilities
　　　Non-current liabilities,,Non-current liabilities,,Non-current liabilities,,T,3,10B200010,NoncurrentLiabilitiesAbstract,Non-current liabilities
　　　　Bonds payable,,Non-current liabilities,,Bonds payable,,T,4,10B200020,abstract,Bonds payable
　　　　　Bonds payable,0.0,Non-current liabilities,,Bonds payable,,1,5,10B200030,BondsPayable,Bonds payable
　　　　　Convertible bonds,0.0,Non-current liabilities,,Convertible bonds,,1,5,10B200040,BondsPayable,Convertible bonds
　　　　　Convertible bond-type bonds with share acquisition rights,0.0,Non-current liabilities,,Convertible bond-type bonds with share acquisition rights,,1,5,10B200050,BondsPayable,Convertible bond-type bonds with share acquisition rights
　　　　　Bonds with share acquisition rights,0.0,Non-current liabilities,,Bonds with share acquisition rights,,1,5,10B200060,BondsPayable,Bonds with share acquisition rights
　　　　Long-term borrowings,,Non-current liabilities,,Long-term borrowings,,T,4,10B200070,abstract,Long-term borrowings
　　　　　Long-term borrowings,0.0,Non-current liabilities,,Long-term borrowings,,1,5,10B200080,LongTermLoansPayable,Long-term borrowings
"　　　　　Long-term borrowings from shareholders, directors (and other officers) or employees",0.0,Non-current liabilities,,"Long-term borrowings from shareholders, directors (and other officers) or employees",,1,5,10B200090,LongTermLoansPayableToShareholdersDirectorsOrEmployees,"Long-term borrowings from shareholders, directors (and other officers) or employees"
　　　　　Long-term borrowings from subsidiaries and associates,0.0,Non-current liabilities,,Long-term borrowings from subsidiaries and associates,,1,5,10B200100,LongTermLoansPayableToSubsidiariesAndAffiliates,Long-term borrowings from subsidiaries and associates
　　　　Provisions,,Non-current liabilities,,Provisions,,T,4,10B200110,ProvisionNCLAbstract,Provisions
　　　　　Provision for retirement benefits,0.0,Non-current liabilities,,Provision for retirement benefits,,1,5,10B200120,ProvisionForRetirementBenefits,Provision for retirement benefits
　　　　　Provision for retirement benefits for directors (and other officers),0.0,Non-current liabilities,,Provision for retirement benefits for directors (and other officers),,1,5,10B200130,ProvisionForDirectorsRetirementBenefits,Provision for retirement benefits for directors (and other officers)
　　　　　Provision for loss on guarantees,0.0,Non-current liabilities,,Provision for loss on guarantees,,1,5,10B200140,ProvisionForLossOnGuarantees,Provision for loss on guarantees
　　　　　Provision for point card certificates,0.0,Non-current liabilities,,Provision for point card certificates,,1,5,10B200150,ProvisionForPointCardCertificatesNCL,Provision for point card certificates
　　　　　Provision for special repairs,0.0,Non-current liabilities,,Provision for special repairs,,1,5,10B200160,ProvisionForSpecialRepairs,Provision for special repairs
　　　　　Provision for repairs,0.0,Non-current liabilities,,Provision for repairs,,1,5,10B200170,ProvisionForRepairsNCL,Provision for repairs
　　　　　Provision for product warranties,0.0,Non-current liabilities,,Provision for product warranties,,1,5,10B200180,ProvisionForProductWarrantiesNCL,Provision for product warranties
　　　　　Provision for loss on liquidation of subsidiaries and associates,0.0,Non-current liabilities,,Provision for loss on liquidation of subsidiaries and associates,,1,5,10B200190,ProvisionForLossOnLiquidationOfSubsidiariesAndAffiliatesNCL,Provision for loss on liquidation of subsidiaries and associates
　　　　　Provision for loss on business liquidation,0.0,Non-current liabilities,,Provision for loss on business liquidation,,1,5,10B200200,ProvisionForLossOnBusinessLiquidationNCL,Provision for loss on business liquidation
　　　　　Provision for loss on business of subsidiaries and associates,0.0,Non-current liabilities,,Provision for loss on business of subsidiaries and associates,,1,5,10B200210,ProvisionForLossOnBusinessOfSubsidiariesAndAffiliatesNCL,Provision for loss on business of subsidiaries and associates
　　　　　Provision for business restructuring,0.0,Non-current liabilities,,Provision for business restructuring,,1,5,10B200220,ProvisionForBusinessStructureImprovementNCL,Provision for business restructuring
　　　　　Provision for environmental measures,0.0,Non-current liabilities,,Provision for environmental measures,,1,5,10B200230,ProvisionForEnvironmentalMeasuresNCL,Provision for environmental measures
　　　　　Provision for loss on litigation,0.0,Non-current liabilities,,Provision for loss on litigation,,1,5,10B200240,ProvisionForLossOnLitigationNCL,Provision for loss on litigation
　　　　　Provision for loss on interest repayment,0.0,Non-current liabilities,,Provision for loss on interest repayment,,1,5,10B200250,ProvisionForLossOnInterestRepaymentNCL,Provision for loss on interest repayment
　　　　　Provision for contingent loss,0.0,Non-current liabilities,,Provision for contingent loss,,1,5,10B200260,ProvisionForContingentLossNCL,Provision for contingent loss
　　　　　Provision for loss on disaster,0.0,Non-current liabilities,,Provision for loss on disaster,,1,5,10B200270,ProvisionForLossOnDisasterNCL,Provision for loss on disaster
　　　　　Provision for share-based remuneration,0.0,Non-current liabilities,,Provision for share-based remuneration,,1,5,10B200280,OtherProvisionNCL,Provision for share-based remuneration
　　　　　Provision for share-based remuneration for directors (and other officers),0.0,Non-current liabilities,,Provision for share-based remuneration for directors (and other officers),,1,5,10B200290,ProvisionForDirectorsRetirementBenefits,Provision for share-based remuneration for directors (and other officers)
　　　　　Other provisions,0.0,Non-current liabilities,,Other provisions,,1,5,10B200300,OtherProvisionNCL,Other provisions
　　　　　Provisions,0.0,Non-current liabilities,,Provisions,,1,5,10B200310,ProvisionNCL,Provisions
　　　　Retirement benefit liability,0.0,Non-current liabilities,,Retirement benefit liability,,1,4,10B200320,ProvisionForRetirementBenefits,Retirement benefit liability
　　　　Negative goodwill,0.0,Non-current liabilities,,Negative goodwill,,1,4,10B200330,NegativeGoodwill,Negative goodwill
　　　　Lease obligations,0.0,Non-current liabilities,,Lease obligations,,1,4,10B200340,LeaseObligationsNCL,Lease obligations
　　　　Asset retirement obligations,0.0,Non-current liabilities,,Asset retirement obligations,,1,4,10B200350,AssetRetirementObligationsNCL,Asset retirement obligations
　　　　Liabilities related to right to operate public facilities,0.0,Non-current liabilities,,Liabilities related to right to operate public facilities,,1,4,10B200360,OtherNCL,Liabilities related to right to operate public facilities
　　　　Other liabilities - not current liabilities,,Non-current liabilities,,Other liabilities - not current liabilities,,T,4,10B200370,OtherLiabilitiesNotCurrentLiabilitiesNCLAbstract,Other liabilities - not current liabilities
　　　　　Guarantee deposits received,0.0,Non-current liabilities,,Guarantee deposits received,,1,5,10B200380,GuaranteeDepositsReceivedNCL,Guarantee deposits received
　　　　　Long-term deposits received,0.0,Non-current liabilities,,Long-term deposits received,,1,5,10B200390,LongTermDepositsReceived,Long-term deposits received
　　　　　Deposits received from members,0.0,Non-current liabilities,,Deposits received from members,,1,5,10B200400,DepositsReceivedFromMembers,Deposits received from members
　　　　　Long-term accounts payable - installment purchase,0.0,Non-current liabilities,,Long-term accounts payable - installment purchase,,1,5,10B200410,LongTermAccountsPayableInstallmentPurchase,Long-term accounts payable - installment purchase
　　　　　Leasehold and guarantee deposits received,0.0,Non-current liabilities,,Leasehold and guarantee deposits received,,1,5,10B200420,LeaseAndGuaranteeDepositsReceived,Leasehold and guarantee deposits received
　　　　　Long-term notes payable - facilities,0.0,Non-current liabilities,,Long-term notes payable - facilities,,1,5,10B200430,LongTermNotesPayableFacilities,Long-term notes payable - facilities
　　　　　Long-term accounts payable - facilities,0.0,Non-current liabilities,,Long-term accounts payable - facilities,,1,5,10B200440,LongTermAccountsPayableFacilities,Long-term accounts payable - facilities
　　　　　Long-term advances received,0.0,Non-current liabilities,,Long-term advances received,,1,5,10B200450,LongTermAdvancesReceived,Long-term advances received
　　　　　Long-term deferred contribution for construction,0.0,Non-current liabilities,,Long-term deferred contribution for construction,,1,5,10B200460,LongTermDeferredContributionForConstruction,Long-term deferred contribution for construction
　　　　　Long-term leasehold deposits received,0.0,Non-current liabilities,,Long-term leasehold deposits received,,1,5,10B200470,LongTermLeaseDeposited,Long-term leasehold deposits received
　　　　　Long-term leasehold and guarantee deposits received,0.0,Non-current liabilities,,Long-term leasehold and guarantee deposits received,,1,5,10B200480,LongTermLeaseAndGuaranteeDeposited,Long-term leasehold and guarantee deposits received
　　　　　Long-term guarantee deposits,0.0,Non-current liabilities,,Long-term guarantee deposits,,1,5,10B200490,LongTermGuaranteeDeposited,Long-term guarantee deposits
　　　　　Reserve for contract of insurance,0.0,Non-current liabilities,,Reserve for contract of insurance,,1,5,10B200500,ReserveForContractOfInsurance,Reserve for contract of insurance
　　　　　Long-term accounts payable - other,0.0,Non-current liabilities,,Long-term accounts payable - other,,1,5,10B200510,LongTermAccountsPayableOther,Long-term accounts payable - other
　　　　　Long-term unearned revenue,0.0,Non-current liabilities,,Long-term unearned revenue,,1,5,10B200520,LongTermUnearnedRevenue,Long-term unearned revenue
　　　　　Derivatives liabilities,0.0,Non-current liabilities,,Derivatives liabilities,,1,5,10B200530,DerivativesLiabilitiesNCL,Derivatives liabilities
　　　　　　Forward exchange contracts,0.0,Non-current liabilities,,Forward exchange contracts,,1,6,10B200540,ForwardExchangeContractsNCL,Forward exchange contracts
　　　　　　Interest rate swap liabilities,0.0,Non-current liabilities,,Interest rate swap liabilities,,1,6,10B200550,InterestRateSwapLiabilitiesNCL,Interest rate swap liabilities
　　　　　　Interest rate swaps,0.0,Non-current liabilities,,Interest rate swaps,,1,6,10B200560,InterestRateSwapNCL,Interest rate swaps
　　　　　　Sold currency options,0.0,Non-current liabilities,,Sold currency options,,1,6,10B200570,SoldCurrencyOptionNCL,Sold currency options
　　　　　　Currency options,0.0,Non-current liabilities,,Currency options,,1,6,10B200580,CurrencyOptionNCL,Currency options
　　　　　　Options,0.0,Non-current liabilities,,Options,,1,6,10B200590,OptionNCL,Options
　　　　　Accumulated impairment loss on long-term leased assets,0.0,Non-current liabilities,,Accumulated impairment loss on long-term leased assets,,1,5,10B200600,AccumulatedImpairmentLossOnLongTermLeasedAssetsNCL,Accumulated impairment loss on long-term leased assets
　　　　　Deferred tax liabilities,0.0,Non-current liabilities,,Deferred tax liabilities,,1,5,10B200610,DeferredTaxLiabilitiesNCL,Deferred tax liabilities
　　　　　Deferred tax liabilities for land revaluation,0.0,Non-current liabilities,,Deferred tax liabilities for land revaluation,,1,5,10B200620,DeferredTaxLiabilitiesForLandRevaluation,Deferred tax liabilities for land revaluation
　　　　　Liabilities from application of equity method,0.0,Non-current liabilities,,Liabilities from application of equity method,,1,5,10B200630,LiabilitiesFromApplicationOfEquityMethodNCL,Liabilities from application of equity method
　　　　　Provision incurred from business combination,0.0,Non-current liabilities,,Provision incurred from business combination,,1,5,10B200640,ProvisionIncurredFromABusinessCombinationNCL,Provision incurred from business combination
　　　　　Special account for shares arising from restructuring,0.0,Non-current liabilities,,Special account for shares arising from restructuring,,1,5,10B200650,StockSpecialAccountCausedByRestructuringNCL,Special account for shares arising from restructuring
　　　　　Other,0.0,Non-current liabilities,,Other,,1,5,10B200660,OtherNCL,Other
　　　　Non-current liabilities,0.0,Non-current liabilities,,Non-current liabilities,,1,4,10B200670,NoncurrentLiabilities,Non-current liabilities
　　　Reserves under special laws,,"Reserves under special laws, etc.",,Reserves under special laws,,T,3,10B300010,ReservesUnderTheSpecialLawsAbstract1,Reserves under special laws
　　　　Reserves under special laws,0.0,"Reserves under special laws, etc.",,Reserves under special laws,,1,4,10B300020,ReservesUnderTheSpecialLaws1,Reserves under special laws
　　　Reserves under special laws,,"Reserves under special laws, etc.",,Reserves under special laws,,T,3,10B300030,ReservesUnderTheSpecialLawsAbstract2,Reserves under special laws
　　　　Reserves under special laws,0.0,"Reserves under special laws, etc.",,Reserves under special laws,,1,4,10B300040,ReservesUnderTheSpecialLaws2,Reserves under special laws
　　　Liabilities,0.0,Liabilities,,Liabilities,,1,3,10B000020,Liabilities,Liabilities
　　Net assets,,Net assets,,Net assets,,T,2,10C000010,NetAssetsAbstract,Net assets
　　　Shareholders' equity,,Shareholders' equity,,Shareholders' equity,,T,3,10C100010,ShareholdersEquityAbstract,Shareholders' equity
　　　　Share capital,0.0,Capital stock,,Share capital,,1,4,10C110010,CapitalStock,Share capital
　　　　Deposit for subscriptions to shares,0.0,Capital stock,,Deposit for subscriptions to shares,,1,4,10C110020,DepositForSubscriptionsToShares,Deposit for subscriptions to shares
　　　　Capital surplus,,Capital surplus,,Capital surplus,,T,4,10C120010,CapitalSurplusAbstract,Capital surplus
　　　　　Legal capital surplus,0.0,Capital surplus,,Legal capital surplus,,1,5,10C120020,LegalCapitalSurplus,Legal capital surplus
　　　　　Other capital surplus,0.0,Capital surplus,,Other capital surplus,,1,5,10C120030,OtherCapitalSurplus,Other capital surplus
　　　　　Capital surplus,0.0,Capital surplus,,Capital surplus,,1,5,10C120040,CapitalSurplus,Capital surplus
　　　　Retained earnings,,Retained earnings,,Retained earnings,,T,4,10C130010,RetainedEarningsAbstract,Retained earnings
　　　　　Legal retained earnings,0.0,Retained earnings,,Legal retained earnings,,1,5,10C130020,LegalRetainedEarnings,Legal retained earnings
　　　　　Other retained earnings,,Retained earnings,,Other retained earnings,,T,5,10C130030,OtherRetainedEarningsAbstract,Other retained earnings
　　　　　　Reserve for bond sinking fund,0.0,Retained earnings,,Reserve for bond sinking fund,,1,6,10C130040,ReserveForBondSinkingFund,Reserve for bond sinking fund
　　　　　　Reserve for interim dividends,0.0,Retained earnings,,Reserve for interim dividends,,1,6,10C130050,ReserveForInterimDividends,Reserve for interim dividends
　　　　　　Reserve for dividend equalization,0.0,Retained earnings,,Reserve for dividend equalization,,1,6,10C130060,ReserveForDividendEqualization,Reserve for dividend equalization
　　　　　　Reserve for business expansion,0.0,Retained earnings,,Reserve for business expansion,,1,6,10C130070,ReserveForBusinessExpansion,Reserve for business expansion
　　　　　　Reserve for private insurance,0.0,Retained earnings,,Reserve for private insurance,,1,6,10C130080,ReserveForPrivateInsurance,Reserve for private insurance
　　　　　　Reserve for tax purpose reduction entry of non-current assets,0.0,Retained earnings,,Reserve for tax purpose reduction entry of non-current assets,,1,6,10C130090,ReserveForAdvancedDepreciationOfNoncurrentAssets,Reserve for tax purpose reduction entry of non-current assets
　　　　　　Reserve for special account for tax purpose reduction entry of non-current assets,0.0,Retained earnings,,Reserve for special account for tax purpose reduction entry of non-current assets,,1,6,10C130100,ReserveForSpecialAccountForAdvancedDepreciationOfNoncurrentAssets,Reserve for special account for tax purpose reduction entry of non-current assets
　　　　　　Reserve for special depreciation,0.0,Retained earnings,,Reserve for special depreciation,,1,6,10C130110,ReserveForSpecialDepreciation,Reserve for special depreciation
　　　　　　Reserve for software programs,0.0,Retained earnings,,Reserve for software programs,,1,6,10C130120,ReserveForSoftwarePrograms,Reserve for software programs
　　　　　　Reserve for overseas investment loss,0.0,Retained earnings,,Reserve for overseas investment loss,,1,6,10C130130,ReserveForOverseasInvestmentLoss,Reserve for overseas investment loss
　　　　　　Reserve for research and development,0.0,Retained earnings,,Reserve for research and development,,1,6,10C130140,ReserveForResearchAndDevelopment,Reserve for research and development
　　　　　　Reserve for dividends,0.0,Retained earnings,,Reserve for dividends,,1,6,10C130150,ReserveForDividends1,Reserve for dividends
　　　　　　Reserve for dividends,0.0,Retained earnings,,Reserve for dividends,,1,6,10C130160,ReserveForDividends2,Reserve for dividends
　　　　　　Reserve for dividends,0.0,Retained earnings,,Reserve for dividends,,1,6,10C130170,ReserveForDividends3,Reserve for dividends
　　　　　　Reserve for dividends,0.0,Retained earnings,,Reserve for dividends,,1,6,10C130180,ReserveForDividends4,Reserve for dividends
　　　　　　Reserve for retirement allowance,0.0,Retained earnings,,Reserve for retirement allowance,,1,6,10C130190,ReserveForRetirementAllowance1,Reserve for retirement allowance
　　　　　　Reserve for retirement allowance,0.0,Retained earnings,,Reserve for retirement allowance,,1,6,10C130200,ReserveForRetirementAllowance2,Reserve for retirement allowance
　　　　　　Reserve for retirement allowance,0.0,Retained earnings,,Reserve for retirement allowance,,1,6,10C130210,ReserveForRetirementAllowance3,Reserve for retirement allowance
　　　　　　Reserve for retirement allowance,0.0,Retained earnings,,Reserve for retirement allowance,,1,6,10C130220,ReserveForRetirementAllowance4,Reserve for retirement allowance
　　　　　　Reserve for retirement allowance for directors (and other officers),0.0,Retained earnings,,Reserve for retirement allowance for directors (and other officers),,1,6,10C130230,ReserveForDirectorsRetirementAllowance,Reserve for retirement allowance for directors (and other officers)
　　　　　　Reserve for tax purpose reduction entry,0.0,Retained earnings,,Reserve for tax purpose reduction entry,,1,6,10C130240,ReserveForReductionEntry1,Reserve for tax purpose reduction entry
　　　　　　Reserve for tax purpose reduction entry,0.0,Retained earnings,,Reserve for tax purpose reduction entry,,1,6,10C130250,ReserveForReductionEntry2,Reserve for tax purpose reduction entry
　　　　　　Reserve for tax purpose reduction entry of land,0.0,Retained earnings,,Reserve for tax purpose reduction entry of land,,1,6,10C130260,ReserveForReductionEntryOfLand,Reserve for tax purpose reduction entry of land
　　　　　　Reserve for tax purpose reduction entry of buildings,0.0,Retained earnings,,Reserve for tax purpose reduction entry of buildings,,1,6,10C130270,ReserveForReductionEntryOfBuildings,Reserve for tax purpose reduction entry of buildings
　　　　　　Reserve for tax purpose reduction entry of real estate,0.0,Retained earnings,,Reserve for tax purpose reduction entry of real estate,,1,6,10C130280,ReserveForReductionEntryOfRealEstate,Reserve for tax purpose reduction entry of real estate
　　　　　　Reserve for tax purpose reduction entry of assets,0.0,Retained earnings,,Reserve for tax purpose reduction entry of assets,,1,6,10C130290,ReserveForReductionEntryOfAssets,Reserve for tax purpose reduction entry of assets
　　　　　　Reserve for tax purpose reduction entry of depreciable assets,0.0,Retained earnings,,Reserve for tax purpose reduction entry of depreciable assets,,1,6,10C130300,ReserveForReductionEntryOfDepreciableAssets,Reserve for tax purpose reduction entry of depreciable assets
　　　　　　Reserve for tax purpose reduction entry of replacement assets,0.0,Retained earnings,,Reserve for tax purpose reduction entry of replacement assets,,1,6,10C130310,ReserveForReductionEntryOfReplacedProperty,Reserve for tax purpose reduction entry of replacement assets
　　　　　　Reserve for property replacement,0.0,Retained earnings,,Reserve for property replacement,,1,6,10C130320,ReserveForPropertyReplacement,Reserve for property replacement
　　　　　　Reserve for special depreciation,0.0,Retained earnings,,Reserve for special depreciation,,1,6,10C130330,ReserveForSpecialDepreciationGeneral,Reserve for special depreciation
　　　　　　Special reserve,0.0,Retained earnings,,Special reserve,,1,6,10C130340,SpecialReserve,Special reserve
　　　　　　Voluntary retained earnings,0.0,Retained earnings,,Voluntary retained earnings,,1,6,10C130350,VoluntaryRetainedEarnings,Voluntary retained earnings
　　　　　　General reserve,0.0,Retained earnings,,General reserve,,1,6,10C130360,GeneralReserve,General reserve
　　　　　　Retained earnings brought forward,0.0,Retained earnings,,Retained earnings brought forward,,1,6,10C130370,RetainedEarningsBroughtForward,Retained earnings brought forward
　　　　　　Other retained earnings,0.0,Retained earnings,,Other retained earnings,,1,6,10C130380,OtherRetainedEarnings,Other retained earnings
　　　　　Retained earnings,0.0,Retained earnings,,Retained earnings,,1,5,10C130390,RetainedEarnings,Retained earnings
　　　　Treasury shares,0.0,Shareholders' equity,,Treasury shares,,1,4,10C100020,TreasuryStock,Treasury shares
　　　　Deposit for subscriptions to treasury shares,0.0,Shareholders' equity,,Deposit for subscriptions to treasury shares,,1,4,10C100030,DepositForSubscriptionsToTreasuryStock,Deposit for subscriptions to treasury shares
　　　　Shareholders' equity,0.0,Shareholders' equity,,Shareholders' equity,,1,4,10C100040,ShareholdersEquity,Shareholders' equity
　　　Valuation and translation adjustments,,"Valuation and translation adjustments, etc.",,Valuation and translation adjustments,,T,3,10C200010,ValuationAndTranslationAdjustmentsAbstract,Valuation and translation adjustments
　　　　Valuation difference on available-for-sale securities,0.0,"Valuation and translation adjustments, etc.",,Valuation difference on available-for-sale securities,,1,4,10C200020,ValuationDifferenceOnAvailableForSaleSecurities,Valuation difference on available-for-sale securities
　　　　Deferred gains or losses on hedges,0.0,"Valuation and translation adjustments, etc.",,Deferred gains or losses on hedges,,1,4,10C200030,DeferredGainsOrLossesOnHedges,Deferred gains or losses on hedges
　　　　Revaluation reserve for land,0.0,"Valuation and translation adjustments, etc.",,Revaluation reserve for land,,1,4,10C200040,RevaluationReserveForLand,Revaluation reserve for land
　　　　Foreign currency translation adjustment,0.0,"Valuation and translation adjustments, etc.",,Foreign currency translation adjustment,,1,4,10C200050,ForeignCurrencyTranslationAdjustment,Foreign currency translation adjustment
　　　　Remeasurements of defined benefit plans,0.0,"Valuation and translation adjustments, etc.",,Remeasurements of defined benefit plans,,1,4,10C200060,ValuationAndTranslationAdjustmentsAbstract,Remeasurements of defined benefit plans
　　　　Valuation and translation adjustments,0.0,"Valuation and translation adjustments, etc.",,Valuation and translation adjustments,,1,4,10C200070,ValuationAndTranslationAdjustments,Valuation and translation adjustments
　　　Share acquisition rights,0.0,Share subscription rights,,Share acquisition rights,,1,3,10C300010,SubscriptionRightsToShares,Share acquisition rights
　　　Treasury share acquisition rights,0.0,Share subscription rights,,Treasury share acquisition rights,,1,3,10C300020,TreasurySubscriptionRightsToShares,Treasury share acquisition rights
　　　Non-controlling interests,0.0,Net assets,,Non-controlling interests,,1,3,10C000020,MinorityInterests,Non-controlling interests
　　　Net assets,0.0,Net assets,,Net assets,,1,3,10C000030,NetAssets,Net assets
　　Liabilities and net assets,0.0,Net assets,,Liabilities and net assets,,1,2,10C000040,LiabilitiesAndNetAssets,Liabilities and net assets
