Document_ID,Document_Number,Document_Type,Partner_Type,Partner_Code,Document_Month,Transaction_ID,Line_ID,Line_Number,Item_Code,Item_Description,Quantity,Unit,Unit_Price,Net_Amount,Tax_Category,Tax_Rate,Tax_Amount,Gross_Amount,Tax_Rounding,Amount_Basis
DOC-20210228-0003,,売上請求書,C,2,2021-02,4005,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,4002919,3639018,売上10%,10,363901,4002919,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0003,,売上請求書,C,2,2021-02,4005,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,2633499,2438425,売上8%,8,195074,2633499,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0004,,売上請求書,C,2,2021-03,4006,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,3918993,3628698,売上8%,8,290295,3918993,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0004,,売上請求書,C,2,2021-03,4006,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,3448713,3135194,売上10%,10,313519,3448713,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0004,,売上請求書,C,2,2021-03,4006,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,1881116,1741774,売上8%,8,139342,1881116,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0005,,売上請求書,C,2,2021-03,4007,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,7977,7252,売上10%,10,725,7977,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0005,,売上請求書,C,2,2021-03,4007,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,5944,5504,売上8%,8,440,5944,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0005,,売上請求書,C,2,2021-03,4007,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,3598,3271,売上10%,10,327,3598,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0004,,売上請求書,C,3,2021-02,4008,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,897724,816113,売上10%,10,81611,897724,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0004,,売上請求書,C,3,2021-02,4008,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,418938,387906,売上8%,8,31032,418938,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0004,,売上請求書,C,3,2021-02,4008,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,269317,244834,売上10%,10,24483,269317,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0006,,売上請求書,C,3,2021-03,4009,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,851297,773907,売上10%,10,77390,851297,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0006,,売上請求書,C,3,2021-03,4009,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,478126,442710,売上8%,8,35416,478126,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0006,,売上請求書,C,3,2021-03,4009,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,256555,233232,売上10%,10,23323,256555,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0005,,売上請求書,C,4,2021-02,4010,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,976655,887868,売上10%,10,88787,976655,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0005,,売上請求書,C,4,2021-02,4010,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,683659,633018,売上8%,8,50641,683659,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0005,,売上請求書,C,4,2021-02,4010,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,566460,514964,売上10%,10,51496,566460,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0006,,売上請求書,C,4,2021-02,4011,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,378,344,売上10%,10,34,378,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0006,,売上請求書,C,4,2021-02,4011,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,184,171,売上8%,8,13,184,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0006,,売上請求書,C,4,2021-02,4011,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,89,81,売上10%,10,8,89,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0007,,売上請求書,C,4,2021-03,4012,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,447983,414799,売上8%,8,33184,447983,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0007,,売上請求書,C,4,2021-03,4012,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,351987,319989,売上10%,10,31998,351987,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0007,,売上請求書,C,4,2021-03,4012,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,175993,162957,売上8%,8,13036,175993,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0008,,売上請求書,C,4,2021-03,4013,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,367,340,売上8%,8,27,367,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0008,,売上請求書,C,4,2021-03,4013,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,164,150,売上10%,10,14,164,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0008,,売上請求書,C,4,2021-03,4013,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,120,111,売上8%,8,9,120,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0007,,売上請求書,C,5,2021-02,4014,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,1804723,1671040,売上8%,8,133683,1804723,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0007,,売上請求書,C,5,2021-02,4014,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,829197,753816,売上10%,10,75381,829197,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0007,,売上請求書,C,5,2021-02,4014,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,365822,338724,売上8%,8,27098,365822,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0008,,売上請求書,C,5,2021-02,4015,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,303,276,売上10%,10,27,303,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0008,,売上請求書,C,5,2021-02,4015,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,186,173,売上8%,8,13,186,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0008,,売上請求書,C,5,2021-02,4015,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,139,126,売上10%,10,13,139,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0009,,売上請求書,C,5,2021-03,4016,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,15841,14401,売上10%,10,1440,15841,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0009,,売上請求書,C,5,2021-03,4016,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,8668,8026,売上8%,8,642,8668,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0009,,売上請求書,C,5,2021-03,4016,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,5978,5435,売上10%,10,543,5978,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0010,,売上請求書,C,5,2021-03,4017,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,568120,516473,売上10%,10,51647,568120,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0010,,売上請求書,C,5,2021-03,4017,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,352627,326507,売上8%,8,26120,352627,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0010,,売上請求書,C,5,2021-03,4017,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,284060,258237,売上10%,10,25823,284060,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0011,,売上請求書,C,5,2021-03,4018,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,309,286,売上8%,8,23,309,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0011,,売上請求書,C,5,2021-03,4018,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,234,213,売上10%,10,21,234,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0011,,売上請求書,C,5,2021-03,4018,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,85,79,売上8%,8,6,85,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0009,,売上請求書,C,6,2021-02,4019,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,620102,574169,売上8%,8,45933,620102,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0009,,売上請求書,C,6,2021-02,4019,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,238501,216820,売上10%,10,21681,238501,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0009,,売上請求書,C,6,2021-02,4019,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,162180,150167,売上8%,8,12013,162180,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0010,,売上請求書,C,6,2021-02,4020,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,346,315,売上10%,10,31,346,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0010,,売上請求書,C,6,2021-02,4020,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,227,211,売上8%,8,16,227,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0010,,売上請求書,C,6,2021-02,4020,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,102,93,売上10%,10,9,102,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0011,,売上請求書,C,6,2021-02,4021,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,12347,11225,売上10%,10,1122,12347,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0011,,売上請求書,C,6,2021-02,4021,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,8819,8166,売上8%,8,653,8819,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0011,,売上請求書,C,6,2021-02,4021,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,6173,5612,売上10%,10,561,6173,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0012,,売上請求書,C,6,2021-03,4022,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,893342,812129,売上10%,10,81213,893342,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0012,,売上請求書,C,6,2021-03,4022,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,463850,429491,売上8%,8,34359,463850,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0012,,売上請求書,C,6,2021-03,4022,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,446671,406065,売上10%,10,40606,446671,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0013,,売上請求書,C,6,2021-03,4023,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,366,340,売上8%,8,26,366,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0013,,売上請求書,C,6,2021-03,4023,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,190,173,売上10%,10,17,190,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0013,,売上請求書,C,6,2021-03,4023,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,119,110,売上8%,8,9,119,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0012,,売上請求書,C,7,2021-02,4024,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,797735,738644,売上8%,8,59091,797735,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0012,,売上請求書,C,7,2021-02,4024,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,490913,446285,売上10%,10,44628,490913,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0012,,売上請求書,C,7,2021-02,4024,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,245457,227275,売上8%,8,18182,245457,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0013,,売上請求書,C,7,2021-02,4025,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,249,227,売上10%,10,22,249,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0013,,売上請求書,C,7,2021-02,4025,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,187,174,売上8%,8,13,187,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0013,,売上請求書,C,7,2021-02,4025,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,80,73,売上10%,10,7,80,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0014,,売上請求書,C,7,2021-03,4026,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,462912,420830,売上10%,10,42082,462912,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0014,,売上請求書,C,7,2021-03,4026,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,313839,290592,売上8%,8,23247,313839,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0014,,売上請求書,C,7,2021-03,4026,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,141228,128389,売上10%,10,12839,141228,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0015,,売上請求書,C,7,2021-03,4027,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,269,245,売上10%,10,24,269,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0015,,売上請求書,C,7,2021-03,4027,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,166,154,売上8%,8,12,166,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0015,,売上請求書,C,7,2021-03,4027,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,81,74,売上10%,10,7,81,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0016,,売上請求書,C,7,2021-03,4028,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,23513,21771,売上8%,8,1742,23513,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0016,,売上請求書,C,7,2021-03,4028,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,15214,13831,売上10%,10,1383,15214,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0016,,売上請求書,C,7,2021-03,4028,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,13370,12380,売上8%,8,990,13370,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0014,,売上請求書,C,9,2021-02,4029,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,1304426,1207802,売上8%,8,96624,1304426,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0014,,売上請求書,C,9,2021-02,4029,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,772993,702721,売上10%,10,70272,772993,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0014,,売上請求書,C,9,2021-02,4029,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,507277,469701,売上8%,8,37576,507277,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0015,,売上請求書,C,9,2021-02,4030,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,309,281,売上10%,10,28,309,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0015,,売上請求書,C,9,2021-02,4030,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,176,163,売上8%,8,13,176,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0015,,売上請求書,C,9,2021-02,4030,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,157,143,売上10%,10,14,157,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0017,,売上請求書,C,9,2021-03,4031,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,498061,461168,売上8%,8,36893,498061,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0017,,売上請求書,C,9,2021-03,4031,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,334634,304213,売上10%,10,30421,334634,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0017,,売上請求書,C,9,2021-03,4031,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,132297,122497,売上8%,8,9800,132297,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0018,,売上請求書,C,9,2021-03,4032,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,380,346,売上10%,10,34,380,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0018,,売上請求書,C,9,2021-03,4032,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,139,129,売上8%,8,10,139,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0018,,売上請求書,C,9,2021-03,4032,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,123,112,売上10%,10,11,123,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0019,,売上請求書,C,10,2021-03,4033,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,36014,32740,売上10%,10,3274,36014,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0019,,売上請求書,C,10,2021-03,4033,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,27011,25011,売上8%,8,2000,27011,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0019,,売上請求書,C,10,2021-03,4033,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,16721,15201,売上10%,10,1520,16721,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0020,,売上請求書,C,11,2021-03,4034,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,3647471,3315883,売上10%,10,331588,3647471,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0020,,売上請求書,C,11,2021-03,4034,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,2321118,2149184,売上8%,8,171934,2321118,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0020,,売上請求書,C,11,2021-03,4034,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,1724259,1567508,売上10%,10,156751,1724259,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0021,,売上請求書,C,11,2021-03,4035,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,269306,249358,売上8%,8,19948,269306,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0021,,売上請求書,C,11,2021-03,4035,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,106867,97152,売上10%,10,9715,106867,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0021,,売上請求書,C,11,2021-03,4035,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,81219,75203,売上8%,8,6016,81219,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0016,,売上請求書,C,12,2021-02,4036,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,16213,14740,売上10%,10,1473,16213,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0016,,売上請求書,C,12,2021-02,4036,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,8694,8050,売上8%,8,644,8694,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0016,,売上請求書,C,12,2021-02,4036,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,5640,5127,売上10%,10,513,5640,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0017,,売上請求書,C,12,2021-02,4037,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,4726969,4376824,売上8%,8,350145,4726969,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0017,,売上請求書,C,12,2021-02,4037,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,2254401,2049456,売上10%,10,204945,2254401,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0017,,売上請求書,C,12,2021-02,4037,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,2036233,1885401,売上8%,8,150832,2036233,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0022,,売上請求書,C,12,2021-03,4038,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,21796,19815,売上10%,10,1981,21796,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0022,,売上請求書,C,12,2021-03,4038,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,14414,13347,売上8%,8,1067,14414,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0022,,売上請求書,C,12,2021-03,4038,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,9843,8948,売上10%,10,895,9843,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0023,,売上請求書,C,12,2021-03,4039,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,5052818,4593472,売上10%,10,459346,5052818,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0023,,売上請求書,C,12,2021-03,4039,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,2253283,2086374,売上8%,8,166909,2253283,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0023,,売上請求書,C,12,2021-03,4039,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,1707033,1551848,売上10%,10,155185,1707033,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0018,,売上請求書,C,13,2021-02,4040,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,1072621,975110,売上10%,10,97511,1072621,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0018,,売上請求書,C,13,2021-02,4040,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,658896,610089,売上8%,8,48807,658896,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0018,,売上請求書,C,13,2021-02,4040,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,383079,348254,売上10%,10,34825,383079,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0019,,売上請求書,C,13,2021-02,4041,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,28055,25977,売上8%,8,2078,28055,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0019,,売上請求書,C,13,2021-02,4041,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,15342,13948,売上10%,10,1394,15342,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0019,,売上請求書,C,13,2021-02,4041,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,9644,8930,売上8%,8,714,9644,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0024,,売上請求書,C,13,2021-03,4042,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,832447,756770,売上10%,10,75677,832447,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0024,,売上請求書,C,13,2021-03,4042,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,347888,322119,売上8%,8,25769,347888,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0024,,売上請求書,C,13,2021-03,4042,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,236067,214607,売上10%,10,21460,236067,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0020,,売上請求書,C,14,2021-02,4043,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,7274968,6613608,売上10%,10,661360,7274968,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0020,,売上請求書,C,14,2021-02,4043,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,3968164,3674226,売上8%,8,293938,3968164,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0020,,売上請求書,C,14,2021-02,4043,1,3,AR-DEMO-03,日用雑貨（デモ明細）,1,式,2645443,2404948,売上10%,10,240495,2645443,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0021,,売上請求書,C,14,2021-02,4044,1,1,AR-DEMO-01,家庭用品（デモ明細）,1,式,341,316,売上8%,8,25,341,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0021,,売上請求書,C,14,2021-02,4044,1,2,AR-DEMO-02,生活消耗品（デモ明細）,1,式,190,173,売上10%,10,17,190,floor,document-rate-total-tax-floor-reference-demo
