JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
2410,,,,,,162,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,4328,1,,1,1,,,,,,Meeting Meal expense,10E201130,Meeting Expenses,,,,24995,2272,S,S,10A100020,Cash,1,Cash,Subaccount,24995,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
2411,,,,,,168,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,4329,1,,1,,,,,,,Wired service fee,10E201270,Miscellaneous Expenses,,,,6000,545,S,S,10B100630,Accounts Payable Other,,,,48858,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
2411,4330,1,,,,,,,,,Security fee,10E201270,Miscellaneous Expenses,,,,42858,3896,S,S,,,,,,,,,,050,Kyushu Sales Office,Department,,,,,,,,,,,
2412,,,,,,22,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,4331,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,23000,2090,S,S,10A100020,Cash,1,Cash,Subaccount,23000,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
2413,,,,,,33,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,4332,1,,1,1,,,,,,Rent payment,10E200720,Rent Expenses,,,,320000,29090,S,S,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,Subaccount,320000,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
2413,4333,1,,1,1,,,,,,Telephone expense,10E200180,Communication Expenses,,,,171286,15571,S,S,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,Subaccount,171286,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
2414,,,,,,63,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,4334,1,,1,1,,,,,,Rent payment,10E200720,Rent Expenses,,,,1260000,114545,S,S,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,1260000,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
2415,,,,,,64,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,4335,1,,1,1,,,,,,Rent payment,10E200720,Rent Expenses,,,,840000,76363,S,S,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,Subaccount,840000,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
2416,,,,,,73,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,4336,1,,1,1,,,,,,Meal expense,10E200150,Entertainment Expenses,,,,26530,2411,S,S,10A100020,Cash,1,Cash,Subaccount,26530,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
2417,,,,,,80,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,4337,1,,1,1,,,,,,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,,,,10000,909,S,S,10A100020,Cash,1,Cash,Subaccount,10000,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
2418,,,,,,85,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,4338,1,,1,1,,,,,,Telephone expense,10E200180,Communication Expenses,,,,83240,7567,S,S,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,Subaccount,83240,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
2419,,,,,,112,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,4339,1,,1,1,,,,,,Telephone expense,10E200180,Communication Expenses,,,,159346,14486,S,S,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,Subaccount,159346,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
2420,,,,,,129,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,4340,1,,1,1,,,,,,Rent payment,10E200720,Rent Expenses,,,,399000,36272,S,S,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,Subaccount,399000,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
2421,,,,,,141,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,4341,1,,1,1,,,,,,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,,,,21500,1954,S,S,10A100020,Cash,1,Cash,Subaccount,21500,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
2422,,,,,,165,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,4342,1,,1,1,,,,,,tissues expense and others,10E201270,Miscellaneous Expenses,,,,1335,121,S,S,10A100020,Cash,1,Cash,Subaccount,1335,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
2423,,,,,,167,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,4343,1,,1,1,,,,,,Rent payment,10E200720,Rent Expenses,,,,630000,57272,S,S,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,Subaccount,630000,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
2423,4344,1,,1,1,,,,,,Telephone expense,10E200180,Communication Expenses,,,,130648,11877,S,S,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,Subaccount,130648,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
2424,,,,,,44,2022-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,4345,1,,1,1,,,,,,Meal expense Anonymized Store 020 5 people,10E200150,Entertainment Expenses,,,,33690,3062,S,S,10A100020,Cash,1,Cash,Subaccount,33690,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
2425,,,,,,69,2022-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,4346,1,,1,1,,,,,,golf play expense,10E200150,Entertainment Expenses,,,,12600,1145,S,S,10A100020,Cash,1,Cash,Subaccount,12600,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
2426,,,,,,71,2022-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,4347,1,,1,1,,,,,,golf play expense,10E200150,Entertainment Expenses,,,,13650,1240,S,S,10A100020,Cash,1,Cash,Subaccount,13650,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
2427,,,,,,17,2022-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,4348,1,,1,1,,,,,,Parking fee,10E201120,Vehicle Expenses,,,,381,34,S,S,10A100020,Cash,1,Cash,Subaccount,2381,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
2427,4349,1,,,,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,2000,181,S,S,,,,,,,,,,010,Sapporo Sales Office,Department,,,,,,,,,,,
2428,,,,,,23,2022-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,4350,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,381,34,S,S,10A100020,Cash,1,Cash,Subaccount,2381,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
2428,4351,1,,,,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,2000,181,S,S,,,,,,,,,,010,Sapporo Sales Office,Department,,,,,,,,,,,
2429,,,,,,82,2022-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,4352,1,,1,,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,31529,2866,S,S,10B100630,Accounts Payable Other,,,,31529,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
2430,,,,,,46,2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,4353,1,,1,1,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,2341,212,S,S,10A100020,Cash,1,Cash,Subaccount,11988,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
2430,4354,1,,,,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,4767,433,S,S,,,,,,,,,,020,Tokyo Branch,Department,,,,,,,,,,,
2430,4355,1,,,,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,4880,443,S,S,,,,,,,,,,020,Tokyo Branch,Department,,,,,,,,,,,
2431,,,,,,51,2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,4356,1,,1,1,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,1505,136,S,S,10A100020,Cash,1,Cash,Subaccount,7176,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
2431,4357,1,,,,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,620,56,S,S,,,,,,,,,,020,Tokyo Branch,Department,,,,,,,,,,,
2431,4358,1,,,,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,810,73,S,S,,,,,,,,,,020,Tokyo Branch,Department,,,,,,,,,,,
