JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
508,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
509,,,,,,78,2021-06-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1.0,,,,,,,,,,Golf Play Fee,10E200150,Entertainment expenses,,,,12600,1145,S10,Standard 10%,10A100020,Cash and deposits,,,,12600,0,O,Exempt,,,,,,,,,,,,,,
509,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,,,,,,,,,
509,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
510,,,,,,141,2021-06-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1.0,,,,,,,,,,JR,10E201230,Travel and transportation expenses,,,,16000,1454,S10,Standard 10%,10A100020,Cash and deposits,,,,16000,0,O,Exempt,,,,,,,,,,,,,,
510,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,,,,,,,,,
510,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
511,,,,,,50,2021-06-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1200,109,S10,Standard 10%,10A100020,Cash and deposits,,,,1200,0,O,Exempt,,,,,,,,,,,,,,
511,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
511,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
512,,,,,,85,2021-06-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,8200,745,S10,Standard 10%,10A100020,Cash and deposits,,,,8200,0,O,Exempt,,,,,,,,,,,,,,
512,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,,,,,,,,,
512,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
513,,,,,,149,2021-06-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1.0,,,,,,,,,,Coffee Cost,10E200150,Entertainment expenses,,,,1260,114,S10,Standard 10%,10A100020,Cash and deposits,,,,1260,0,O,Exempt,,,,,,,,,,,,,,
513,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,,,,,,,,,
513,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
514,,,,,,33,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1.0,,,,,,,,,,Rent Payment,10E200720,Rent expenses on land and buildings,,,,320000,29090,S10,Standard 10%,10A100020,Cash and deposits,,,,320000,0,O,Exempt,,,,,,,,,,,,,,
514,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,,,,,,,,,
514,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,,,,,,,,,
514,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
514,2.0,,,,,,,,,,Telephone Cost,10E200180,Communication expenses,,,,123450,11222,S10,Standard 10%,10A100020,Cash and deposits,,,,123450,0,O,Exempt,,,,,,,,,,,,,,
514,2.0,,,,1.0,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,,,,,,,,,
514,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,,,,,,,,,
514,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
515,,,,,,70,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1.0,,,,,,,,,,Rent Payment,10E200720,Rent expenses on land and buildings,,,,1260000,114545,S10,Standard 10%,10A100020,Cash and deposits,,,,1260000,0,O,Exempt,,,,,,,,,,,,,,
515,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,
515,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
515,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
516,,,,,,71,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.0,,,,,,,,,,Rent Payment,10E200720,Rent expenses on land and buildings,,,,840000,76363,S10,Standard 10%,10A100020,Cash and deposits,,,,840000,0,O,Exempt,,,,,,,,,,,,,,
516,1.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,,,,,,,,,
516,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,,,,,,,,,
516,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
517,,,,,,112,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,1.0,,,,,,,,,,Telephone Cost,10E200180,Communication expenses,,,,215577,19597,S10,Standard 10%,10A100020,Cash and deposits,,,,215577,0,O,Exempt,,,,,,,,,,,,,,
517,1.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,,,,,,,,,
517,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,,,,,,,,,
517,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
518,,,,,,129,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1.0,,,,,,,,,,Rent Payment,10E200720,Rent expenses on land and buildings,,,,399000,36272,S10,Standard 10%,10A100020,Cash and deposits,,,,399000,0,O,Exempt,,,,,,,,,,,,,,
518,1.0,,,,1.0,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,,,,,,,,,
518,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,,,,,,,,,
518,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
519,,,,,,167,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1.0,,,,,,,,,,Rent Payment,10E200720,Rent expenses on land and buildings,,,,630000,57272,S10,Standard 10%,10A100020,Cash and deposits,,,,630000,0,O,Exempt,,,,,,,,,,,,,,
519,1.0,,,,1.0,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,,,,,,,,,
519,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
519,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
519,2.0,,,,,,,,,,Telephone Cost,10E200180,Communication expenses,,,,149355,13577,S10,Standard 10%,10A100020,Cash and deposits,,,,149355,0,O,Exempt,,,,,,,,,,,,,,
519,2.0,,,,1.0,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,,,,,,,,,
519,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
519,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
520,,,,,,21,2021-06-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1.0,,,,,,,,,,JR,10E201230,Travel and transportation expenses,,,,64580,5870,S10,Standard 10%,10A100020,Cash and deposits,,,,64580,0,O,Exempt,,,,,,,,,,,,,,
520,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,,,,,,,,,
520,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
521,,,,,,44,2021-06-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1.0,,,,,,,,,,Coffee fee 2 people,10E200150,Entertainment expenses,,,,1260,114,S10,Standard 10%,10A100020,Cash and deposits,,,,1260,0,O,Exempt,,,,,,,,,,,,,,
521,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
521,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
522,,,,,,57,2021-06-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1.0,,,,,,,,,,JR,10E201230,Travel and transportation expenses,,,,65870,5988,S10,Standard 10%,10A100020,Cash and deposits,,,,65870,0,O,Exempt,,,,,,,,,,,,,,
522,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
522,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
523,,,,,,64,2021-06-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1.0,,,,,,,,,,Withdrawal,10A100020,Cash and deposits,,,,1000000,0,O,Exempt,10A100020,Cash and deposits,,,,1000000,0,O,Exempt,,,,,,,,,,,,,,
