JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
1898,3397,1,1,1,1,,,,,,Voucher No. 380 dated 12/5 Anonymized Partner 070,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,Subaccount,986352,0,O,O,10A100090,Accounts Receivable,22,Anonymized Partner 070,Subaccount,986352,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1898,3398,1,,1,1,,,,,,Voucher No. 380 dated 12/5 Anonymized Partner 070,10E200690,Service Fees,,,,472,42,S,S,10A100090,Accounts Receivable,22,Anonymized Partner 070,Subaccount,472,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1899,,,,,,96,2021-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,3399,1,1,1,1,,,,,,Voucher No. 381 dated 12/5 Anonymized Partner 082,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,778048,0,O,O,10A100090,Accounts Receivable,26,Anonymized Partner 082,Subaccount,778048,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1899,3400,1,,1,1,,,,,,Voucher No. 381 dated 12/5 Anonymized Partner 082,10E200690,Service Fees,,,,472,42,S,S,10A100090,Accounts Receivable,26,Anonymized Partner 082,Subaccount,472,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1900,,,,,,97,2021-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,3401,1,1,1,1,,,,,,Voucher No. 382 dated 12/5 Anonymized Partner 025,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,Subaccount,1176124,0,O,O,10A100090,Accounts Receivable,27,Anonymized Partner 025,Subaccount,1176124,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1901,,,,,,133,2021-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,3402,1,,1,1,,,,,,Tax accountant fee,10E200600,Professional Fees,,,,139710,12700,S,S,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,139710,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1902,,,,,,87,2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,3403,1,,1,1,,,,,,taxi expense,10E201230,Travel and Transportation Expenses,,,,4500,409,S,S,10A100020,Cash,1,Cash,Subaccount,4500,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1903,,,,,,106,2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,3404,1,,1,1,,,,,,Year-end gift Anonymized Store 058,10E200150,Entertainment Expenses,,,,71810,6528,S,S,10A100020,Cash,1,Cash,Subaccount,112439,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1903,3405,1,,,,,,,,,Year-end gift Anonymized Partner 057,10E200150,Entertainment Expenses,,,,40629,3693,S,S,,,,,,,,,,040,Osaka Branch,Department,,,,,,,,,,,
1904,,,,,,110,2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,3406,1,,1,1,,,,,,taxi expense,10E201230,Travel and Transportation Expenses,,,,2290,208,S,S,10A100020,Cash,1,Cash,Subaccount,2290,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1905,,,,,,159,2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,3407,1,,1,1,,,,,,taxi expense,10E201230,Travel and Transportation Expenses,,,,10500,954,S,S,10A100020,Cash,1,Cash,Subaccount,10500,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1906,,,,,,16,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,3408,1,,1,1,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,2858,259,S,S,10A100020,Cash,1,Cash,Subaccount,3236,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1906,3409,1,,,,,,,,,Parking fee,10E201120,Vehicle Expenses,,,,378,34,S,S,,,,,,,,,,010,Sapporo Sales Office,Department,,,,,,,,,,,
1907,,,,,,20,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,3410,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,39000,3545,S,S,10A100020,Cash,1,Cash,Subaccount,39000,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1908,,,,,,21,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,3411,1,,1,1,,,,,,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,,,,69500,6318,S,S,10A100020,Cash,1,Cash,Subaccount,69500,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1909,,,,,,22,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,3412,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,50000,4545,S,S,10A100020,Cash,1,Cash,Subaccount,50000,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1910,,,,,,58,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,3413,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,70000,6363,S,S,10A100020,Cash,1,Cash,Subaccount,70000,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1911,,,,,,69,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,3414,1,,1,1,,,,,,Detergent expense,10E201270,Miscellaneous Expenses,,,,380,34,S,S,10A100020,Cash,1,Cash,Subaccount,3090,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1911,3415,1,,,,,,,,,Kitchen supplies,10E201270,Miscellaneous Expenses,,,,2710,246,S,S,,,,,,,,,,010,Sapporo Sales Office,Department,,,,,,,,,,,
1911,3416,1,,1,1,,,,,,Detergent expense,10E201270,Miscellaneous Expenses,,,,898,81,S,S,10A100020,Cash,1,Cash,Subaccount,898,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1912,,,,,,102,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,3417,1,,1,1,,,,,,Year-end gift Anonymized Store 089,10E200150,Entertainment Expenses,,,,18300,1663,S,S,10A100020,Cash,1,Cash,Subaccount,18300,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1913,,,,,,76,2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,3418,1,,1,,,,,,,Employee late-night meal,10E200140,Employee Welfare Expenses,,,,75801,6891,S,S,10B100630,Accounts Payable Other,,,,75801,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1914,,,,,,77,2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,3419,1,,1,1,,,,,,golf play expense 2 people,10E200150,Entertainment Expenses,,,,14800,1345,S,S,10A100020,Cash,1,Cash,Subaccount,14800,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1915,,,,,,142,2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,3420,1,,1,1,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,3102,282,S,S,10A100020,Cash,1,Cash,Subaccount,32176,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1915,3421,1,,,,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,9373,852,S,S,,,,,,,,,,040,Osaka Branch,Department,,,,,,,,,,,
1915,3422,1,,,,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,3404,309,S,S,,,,,,,,,,040,Osaka Branch,Department,,,,,,,,,,,
1915,3423,1,,,,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,6229,566,S,S,,,,,,,,,,040,Osaka Branch,Department,,,,,,,,,,,
1915,3424,1,,,,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,4353,395,S,S,,,,,,,,,,040,Osaka Branch,Department,,,,,,,,,,,
1915,3425,1,,,,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,5715,519,S,S,,,,,,,,,,040,Osaka Branch,Department,,,,,,,,,,,
1916,,,,,,44,2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,3426,1,,1,1,,,,,,Meal expense Anonymized Store 051 3 people,10E200150,Entertainment Expenses,,,,6260,569,S,S,10A100020,Cash,1,Cash,Subaccount,6260,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1917,,,,,,112,2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,3427,1,,1,1,,,,,,Telephone expense,10E200180,Communication Expenses,,,,173616,15783,S,S,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,Subaccount,173616,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1918,,,,,,150,2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,3428,1,,1,1,,,,,,Year-end gift Anonymized Store 058,10E200150,Entertainment Expenses,,,,61058,5550,S,S,10A100020,Cash,1,Cash,Subaccount,86173,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1918,3429,1,,,,,,,,,Year-end gift Anonymized Partner 057,10E200150,Entertainment Expenses,,,,25115,2283,S,S,,,,,,,,,,050,Kyushu Sales Office,Department,,,,,,,,,,,
1919,,,,,,9,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,3430,1,,1,1,,,,,,Year-end gift Anonymized Partner 065,10E200150,Entertainment Expenses,,,,78400,7127,S,S,10A100020,Cash,1,Cash,Subaccount,78400,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1920,,,,,,33,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,3431,1,,1,1,,,,,,Rent payment,10E200720,Rent Expenses,,,,320000,29090,S,S,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,Subaccount,320000,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1920,3432,1,,1,1,,,,,,Telephone expense,10E200180,Communication Expenses,,,,138505,12591,S,S,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,Subaccount,138505,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1921,,,,,,62,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,3433,1,1,1,1,,,,,,Withdrawal,10A100020,Cash,1,Cash,Subaccount,1500000,0,O,O,10A100020,Checking Deposits,1,ABC Bank,Subaccount,1500000,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1922,,,,,,66,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,3434,1,1,1,1,,,,,,Withholding Tax payment,10B100690,Deposits Received,3,Withholding Tax,Subaccount,256142,0,O,O,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,705642,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1922,3435,1,1,,,,,,,,Resident Tax payment,10B100690,Deposits Received,2,Resident Tax,Subaccount,449500,0,O,O,,,,,,,,,,000,Common Department,Department,,,,,,,,,,,
1923,,,,,,68,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,3436,1,,1,1,,,,,,Rent payment,10E200720,Rent Expenses,,,,840000,76363,S,S,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,Subaccount,840000,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1924,,,,,,69,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,3437,1,,1,,,,,,,Wired service fee,10E201270,Miscellaneous Expenses,,,,5000,454,S,S,10B100630,Accounts Payable Other,,,,39286,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1924,3438,1,,,,,,,,,Security fee,10E201270,Miscellaneous Expenses,,,,34286,3116,S,S,,,,,,,,,,010,Sapporo Sales Office,Department,,,,,,,,,,,
1925,,,,,,82,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,3439,1,,1,,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,17064,1551,S,S,10B100630,Accounts Payable Other,,,,17064,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1926,,,,,,85,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,3440,1,,1,1,,,,,,Telephone expense,10E200180,Communication Expenses,,,,81236,7385,S,S,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,Subaccount,81236,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1927,,,,,,88,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,3441,1,,1,1,,,,,,taxi expense,10E201230,Travel and Transportation Expenses,,,,8000,727,S,S,10A100020,Cash,1,Cash,Subaccount,8000,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1928,,,,,,98,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,3442,1,1,1,1,,,,,,Voucher No. 383 dated 12/10 Anonymized Partner 085,10B100040,Accounts Payable,3,Anonymized Partner 085,Subaccount,1074280,0,O,O,10A100090,Accounts Receivable,3,Anonymized Partner 085,Subaccount,1074280,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1929,,,,,,99,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,3443,1,1,1,1,,,,,,Voucher No. 384 dated 12/10 Anonymized Partner 066 Tokyo Head Office,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,8595710,0,O,O,10A100090,Accounts Receivable,14,Anonymized Partner 066,Subaccount,8595710,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1929,3444,1,,1,1,,,,,,Voucher No. 384 dated 12/10 Anonymized Partner 066 Tokyo Head Office,10E200690,Service Fees,,,,735,66,S,S,10A100090,Accounts Receivable,14,Anonymized Partner 066,Subaccount,735,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1930,,,,,,100,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,3445,1,1,1,1,,,,,,Voucher No. 385 dated 12/10 Anonymized Partner 045,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,Subaccount,726780,0,O,O,10A100090,Accounts Receivable,19,Anonymized Partner 045,Subaccount,726780,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1930,3446,1,,1,1,,,,,,Voucher No. 385 dated 12/10 Anonymized Partner 045,10E200690,Service Fees,,,,735,66,S,S,10A100090,Accounts Receivable,19,Anonymized Partner 045,Subaccount,735,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1931,,,,,,101,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,3447,1,,1,1,,,,,,Voucher No. 386 dated 12/10 Anonymized Partner 072 | Sales voucher=20211130-114;Note number=R20211210-101-28,10A100060,Notes Receivable,,,,6004022,0,O,O,10A100090,Accounts Receivable,28,Anonymized Partner 072,Subaccount,6004022,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1932,,,,,,102,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,3448,1,1,1,,,,,,,Voucher No. 303 dated 12/10 Anonymized Partner 085,10B100040,Accounts Payable,3,Anonymized Partner 085,Subaccount,3003306,0,O,O,10B100030,Notes Payable,,,,3003306,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1933,,,,,,103,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,3449,1,,1,1,,,,,,Cof fee expense Anonymized Store 065,10E200150,Entertainment Expenses,,,,2680,243,S,S,10A100020,Cash,1,Cash,Subaccount,2680,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1933,3450,1,1,1,1,,,,,,Voucher No. 304 dated 12/10 Anonymized Partner 063,10B100040,Accounts Payable,8,Anonymized Partner 063,Subaccount,423360,0,O,O,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,423360,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1934,,,,,,110,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,3451,1,,1,1,,,,,,Rent payment,10E200720,Rent Expenses,,,,1260000,114545,S,S,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,1260000,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1935,,,,,,129,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,3452,1,,1,1,,,,,,Rent payment,10E200720,Rent Expenses,,,,399000,36272,S,S,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,Subaccount,399000,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1936,,,,,,146,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,3453,1,,1,1,,,,,,Note due date settlement Anonymized Partner 085,10B100030,Notes Payable,,,,2623516,0,O,O,10A100020,Checking Deposits,1,ABC Bank,Subaccount,2623516,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1937,,,,,,162,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,3454,1,,1,1,,,,,,Meeting Meal expense,10E201130,Meeting Expenses,,,,24995,2272,S,S,10A100020,Cash,1,Cash,Subaccount,24995,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1938,,,,,,167,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,3455,1,,1,1,,,,,,Rent payment,10E200720,Rent Expenses,,,,630000,57272,S,S,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,Subaccount,630000,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1938,3456,1,,1,1,,,,,,Telephone expense,10E200180,Communication Expenses,,,,200642,18240,S,S,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,Subaccount,200642,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1939,,,,,,168,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,3457,1,,1,,,,,,,Wired service fee,10E201270,Miscellaneous Expenses,,,,6000,545,S,S,10B100630,Accounts Payable Other,,,,48858,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1939,3458,1,,,,,,,,,Security fee,10E201270,Miscellaneous Expenses,,,,42858,3896,S,S,,,,,,,,,,050,Kyushu Sales Office,Department,,,,,,,,,,,
1940,,,,,,82,2021-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,3459,1,,1,1,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,4014,364,S,S,10A100020,Cash,1,Cash,Subaccount,4586,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1940,3460,1,,,,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,572,52,S,S,,,,,,,,,,050,Kyushu Sales Office,Department,,,,,,,,,,,
1941,,,,,,127,2021-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,3461,1,,1,1,,,,,,Revenue stamp,10E200210,Taxes and Dues,,,,2000,0,O,O,10A100020,Cash,1,Cash,Subaccount,2000,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1942,,,,,,70,2021-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,3462,1,,1,1,,,,,,Year-end gift Anonymized Store 058,10E200150,Entertainment Expenses,,,,27267,2478,S,S,10A100020,Cash,1,Cash,Subaccount,38220,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1942,3463,1,,,,,,,,,Year-end gift Anonymized Partner 057,10E200150,Entertainment Expenses,,,,10953,995,S,S,,,,,,,,,,030,Nagoya Branch,Department,,,,,,,,,,,
1943,,,,,,7,2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,3464,1,,1,1,,,,,,Meal expense Anonymized Store 090 3 people,10E200150,Entertainment Expenses,,,,15115,1374,S,S,10A100020,Cash,1,Cash,Subaccount,32601,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1943,3465,1,,,,,,,,,Meal expense Anonymized Store 014 3 people,10E200150,Entertainment Expenses,,,,17486,1589,S,S,,,,,,,,,,010,Sapporo Sales Office,Department,,,,,,,,,,,
1944,,,,,,11,2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,3466,1,,1,1,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,2800,254,S,S,10A100020,Cash,1,Cash,Subaccount,2800,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1944,3467,1,,1,1,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,4600,418,S,S,10A100020,Cash,1,Cash,Subaccount,4600,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
