entry_key,source_row,occurrence,sequence,level,type,name,semantic_path,concept_namespace,binding_path,unit,value,month,voucher
"[""20211101"",""900425""]",741,741-D,33,3,detail,accountNumber,cor:accountNumber,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",,5020,2021-11,900425
"[""20211101"",""900425""]",741,741-D,34,3,detail,accountDescription,cor:accountDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",,Demo Inventory Adjustment,2021-11,900425
"[""20211101"",""900425""]",741,741-D,35,3,detail,subaccountDescription,cor:subaccountDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""department""}",,Demo Logistics,2021-11,900425
"[""20211101"",""900425""]",741,741-D,36,3,detail,subaccountDescription,cor:subaccountDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""auxiliary-account""}",,Demo Vendor Prairie,2021-11,900425
"[""20211101"",""900425""]",741,741-D,37,3,detail,subaccountId,cor:subaccountId,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""department""}",,D04,2021-11,900425
"[""20211101"",""900425""]",741,741-D,38,3,detail,subaccountId,cor:subaccountId,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""auxiliary-account""}",,V006,2021-11,900425
"[""20211101"",""900425""]",741,741-D,39,3,detail,type,cor:type,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""department""}",,department,2021-11,900425
"[""20211101"",""900425""]",741,741-D,40,3,detail,type,cor:type,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""auxiliary-account""}",,auxiliary-account,2021-11,900425
"[""20211101"",""900425""]",741,741-D,41,3,detail,detailDescription,cor:detailDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",,Synthetic demo purchase on account 900425,2021-11,900425
"[""20211101"",""900425""]",741,741-D,42,3,detail,monetaryAmount,cor:monetaryAmount,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",iso4217:JPY,309160,2021-11,900425
"[""20211101"",""900425""]",741,741-D,43,3,detail,debitCreditIndicator,cor:debitCreditIndicator,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""741-D"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",,D,2021-11,900425
"[""20211101"",""900425""]",741,741-C,44,3,detail,amountOfTaxes,cor:amountOfTaxes,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailTax"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",iso4217:JPY,0,2021-11,900425
"[""20211101"",""900425""]",741,741-C,45,3,detail,taxCategory,cor:taxCategory,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailTax"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",,00,2021-11,900425
"[""20211101"",""900425""]",741,741-C,46,3,detail,accountNumber,cor:accountNumber,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",,2000,2021-11,900425
"[""20211101"",""900425""]",741,741-C,47,3,detail,accountDescription,cor:accountDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",,Demo Accounts Payable,2021-11,900425
"[""20211101"",""900425""]",741,741-C,48,3,detail,subaccountDescription,cor:subaccountDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""department""}",,Demo Logistics,2021-11,900425
"[""20211101"",""900425""]",741,741-C,49,3,detail,subaccountDescription,cor:subaccountDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""auxiliary-account""}",,Demo Vendor Prairie,2021-11,900425
"[""20211101"",""900425""]",741,741-C,50,3,detail,subaccountId,cor:subaccountId,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""department""}",,D04,2021-11,900425
"[""20211101"",""900425""]",741,741-C,51,3,detail,subaccountId,cor:subaccountId,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""auxiliary-account""}",,V006,2021-11,900425
"[""20211101"",""900425""]",741,741-C,52,3,detail,type,cor:type,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""department""}",,department,2021-11,900425
"[""20211101"",""900425""]",741,741-C,53,3,detail,type,cor:type,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]"",""d_cor_subaccount"":""auxiliary-account""}",,auxiliary-account,2021-11,900425
"[""20211101"",""900425""]",741,741-C,54,3,detail,detailDescription,cor:detailDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",,Synthetic demo purchase on account 900425,2021-11,900425
"[""20211101"",""900425""]",741,741-C,55,3,detail,monetaryAmount,cor:monetaryAmount,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",iso4217:JPY,309160,2021-11,900425
"[""20211101"",""900425""]",741,741-C,56,3,detail,debitCreditIndicator,cor:debitCreditIndicator,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""741-C"",""d_cor_entryHeader"":""[\""20211101\"",\""900425\""]""}",,C,2021-11,900425
"[""20211102"",""900418""]",,"[""20211102"",""900418""]",57,2,header,entryDatePosted,cor:entryDatePosted,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]""}",,2021-11-02,2021-11,900418
"[""20211102"",""900418""]",,"[""20211102"",""900418""]",58,2,header,entryId,cor:entryId,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]""}",,900418,2021-11,900418
"[""20211102"",""900418""]",742,742-D,59,3,detail,amountOfTaxes,cor:amountOfTaxes,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailTax"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]""}",iso4217:JPY,15649,2021-11,900418
"[""20211102"",""900418""]",742,742-D,60,3,detail,taxCategory,cor:taxCategory,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailTax"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]""}",,Q5,2021-11,900418
"[""20211102"",""900418""]",742,742-D,61,3,detail,accountNumber,cor:accountNumber,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]""}",,6060,2021-11,900418
"[""20211102"",""900418""]",742,742-D,62,3,detail,accountDescription,cor:accountDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]""}",,Demo Office Supplies,2021-11,900418
"[""20211102"",""900418""]",742,742-D,63,3,detail,subaccountDescription,cor:subaccountDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]"",""d_cor_subaccount"":""department""}",,Demo Operations,2021-11,900418
"[""20211102"",""900418""]",742,742-D,64,3,detail,subaccountDescription,cor:subaccountDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]"",""d_cor_subaccount"":""auxiliary-account""}",,Demo Vendor Keystone,2021-11,900418
"[""20211102"",""900418""]",742,742-D,65,3,detail,subaccountId,cor:subaccountId,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]"",""d_cor_subaccount"":""department""}",,D03,2021-11,900418
"[""20211102"",""900418""]",742,742-D,66,3,detail,subaccountId,cor:subaccountId,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]"",""d_cor_subaccount"":""auxiliary-account""}",,V001,2021-11,900418
"[""20211102"",""900418""]",742,742-D,67,3,detail,type,cor:type,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]"",""d_cor_subaccount"":""department""}",,department,2021-11,900418
"[""20211102"",""900418""]",742,742-D,68,3,detail,type,cor:type,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_detailAccountIdentifier"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]"",""d_cor_subaccount"":""auxiliary-account""}",,auxiliary-account,2021-11,900418
"[""20211102"",""900418""]",742,742-D,69,3,detail,detailDescription,cor:detailDescription,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]""}",,Synthetic demo operating expense 900418,2021-11,900418
"[""20211102"",""900418""]",742,742-D,70,3,detail,monetaryAmount,cor:monetaryAmount,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/cor/2026-12-31,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""742-D"",""d_cor_entryHeader"":""[\""20211102\"",\""900418\""]""}",iso4217:JPY,172140,2021-11,900418
