JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
7,,,,,,41,2021-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1,,1,1,,,,,,結婚式会費,10E200150,交際費,,,,12000,1090,S,S,10A100020,現金,1,現金,補助科目,12000,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
8,,,,,,134,2021-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,1,,1,1,,,,,,用紙,10E201110,事務用消耗品費,,,,15600,1418,S,S,10A100020,現金,1,現金,補助科目,15600,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
9,,,,,,310,2021-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12,1,,1,1,,,,,,ガソリン代,10E201120,車両費,,,,6486,589,S,S,10A100020,現金,1,現金,補助科目,17401,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
9,13,1,,,,,,,,,高速代,10E201120,車両費,,,,9715,883,S,S,,,,,,,,,,050,九州営業所,部門,,,,,,,,,,,
9,14,1,,,,,,,,,駐車代,10E201120,車両費,,,,1200,109,S,S,,,,,,,,,,050,九州営業所,部門,,,,,,,,,,,
10,,,,,,76,2021-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15,1,,1,,,,,,,制服代,10E200140,福利厚生費,,,,56000,5090,S,S,10B100630,未払金,,,,56000,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
11,,,,,,133,2021-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,16,1,,1,1,,,,,,税理士報酬,10E200600,支払報酬,,,,139710,12700,S,S,10A100020,普通預金,20,ABC銀行 本店,補助科目,139710,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
12,,,,,,139,2021-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,17,1,,1,,,,,,,制服代,10E200140,福利厚生費,,,,55630,5057,S,S,10B100630,未払金,,,,55630,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
13,,,,,,254,2021-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,18,1,1,1,1,,,,,,4月5日伝票No190株式会社豊原産業,10A100020,普通預金,50,MNO銀行 北九州,補助科目,2959035,0,O,O,10A100090,売掛金,22,株式会社豊原産業,補助科目,2959035,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
13,19,1,,1,1,,,,,,4月5日伝票No190株式会社豊原産業,10E200690,支払手数料,,,,630,57,S,S,10A100090,売掛金,22,株式会社豊原産業,補助科目,630,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
14,,,,,,255,2021-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,20,1,1,1,1,,,,,,4月5日伝票No191若松販売株式会社,10A100020,普通預金,20,ABC銀行 本店,補助科目,1508295,0,O,O,10A100090,売掛金,26,若松販売株式会社,補助科目,1508295,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
14,21,1,,1,1,,,,,,4月5日伝票No191若松販売株式会社,10E200690,支払手数料,,,,472,42,S,S,10A100090,売掛金,26,若松販売株式会社,補助科目,472,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
15,,,,,,256,2021-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,22,1,1,1,1,,,,,,4月5日伝票No192晴海物産株式会社,10A100020,普通預金,30,GHI銀行 名古屋,補助科目,2171384,0,O,O,10A100090,売掛金,27,晴海物産株式会社,補助科目,2171384,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
15,23,1,,1,1,,,,,,4月5日伝票No192晴海物産株式会社,10E200690,支払手数料,,,,735,66,S,S,10A100090,売掛金,27,晴海物産株式会社,補助科目,735,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
16,,,,,,10,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,24,1,,1,1,,,,,,ガソリン代,10E201120,車両費,,,,4224,384,S,S,10A100020,現金,1,現金,補助科目,4224,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
17,,,,,,42,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,25,1,,1,1,,,,,,昼食代 架空店舗036,10E200150,交際費,,,,4650,422,S,S,10A100020,現金,1,現金,補助科目,4650,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
18,,,,,,84,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,26,1,,1,1,,,,,,切手代,10E200180,通信費,,,,70000,6363,S,S,10A100020,現金,1,現金,補助科目,70000,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
19,,,,,,106,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,27,1,,1,1,,,,,,食事代 架空店舗045 2名,10E200150,交際費,,,,5372,488,S,S,10A100020,現金,1,現金,補助科目,36020,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
19,28,1,,,,,,,,,飲食代 架空店舗022,10E200150,交際費,,,,30648,2786,S,S,,,,,,,,,,040,大阪支店,部門,,,,,,,,,,,
20,,,,,,110,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,29,1,,1,1,,,,,,タクシー代,10E201230,旅費及び交通費,,,,2290,208,S,S,10A100020,現金,1,現金,補助科目,2290,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
21,,,,,,123,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,30,1,,1,1,,,,,,切手代,10E200180,通信費,,,,40000,3636,S,S,10A100020,現金,1,現金,補助科目,40000,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
22,,,,,,124,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,31,1,,1,1,,,,,,収入印紙,10E200210,租税公課,,,,6000,0,O,O,10A100020,現金,1,現金,補助科目,6000,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
23,,,,,,147,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,32,1,,1,,,,,,,ガソリン代,10E201120,車両費,,,,5126,466,S,S,10B100630,未払金,,,,5126,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
24,,,,,,156,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,33,1,,1,1,,,,,,出張旅費,10E201230,旅費及び交通費,,,,7500,681,S,S,10A100020,現金,1,現金,補助科目,7500,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
25,,,,,,236,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,34,1,,1,1,,,,,,ゴルフプレー代2名,10E200150,交際費,,,,26500,2409,S,S,10A100020,現金,1,現金,補助科目,26500,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
26,,,,,,305,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,35,1,1,1,1,,,,,,資金移動,10A100020,普通預金,40,JKL銀行 梅田,補助科目,1000000,0,O,O,10A100020,普通預金,20,ABC銀行 本店,補助科目,1000000,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
27,,,,,,20,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,36,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,39000,3545,S,S,10A100020,現金,1,現金,補助科目,39000,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
28,,,,,,21,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,37,1,,1,1,,,,,,架空鉄道会社A代,10E201230,旅費及び交通費,,,,69500,6318,S,S,10A100020,現金,1,現金,補助科目,69500,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
29,,,,,,22,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,38,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,50000,4545,S,S,10A100020,現金,1,現金,補助科目,50000,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
30,,,,,,43,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,39,1,,1,1,,,,,,手土産代 星川商事株式会社,10E200150,交際費,,,,6630,602,S,S,10A100020,現金,1,現金,補助科目,6630,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
31,,,,,,56,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,40,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,21500,1954,S,S,10A100020,現金,1,現金,補助科目,21500,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
32,,,,,,57,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,41,1,,1,1,,,,,,架空鉄道会社A代,10E201230,旅費及び交通費,,,,97800,8890,S,S,10A100020,現金,1,現金,補助科目,97800,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
33,,,,,,58,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,42,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,70000,6363,S,S,10A100020,現金,1,現金,補助科目,70000,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
34,,,,,,69,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,43,1,,1,1,,,,,,お茶代,10E201270,雑費,,,,1332,121,S,S,10A100020,現金,1,現金,補助科目,4171,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
34,44,1,,,,,,,,,コーヒー代,10E201270,雑費,,,,2839,258,S,S,,,,,,,,,,020,東京支店,部門,,,,,,,,,,,
35,,,,,,102,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,45,1,,1,1,,,,,,手土産代 架空店舗089,10E200150,交際費,,,,1050,95,S,S,10A100020,現金,1,現金,補助科目,1050,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
36,,,,,,50,2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,46,1,,1,1,,,,,,高速代,10E201120,車両費,,,,1200,109,S,S,10A100020,現金,1,現金,補助科目,1200,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
37,,,,,,143,2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,47,1,,1,1,,,,,,ガソリン代,10E201120,車両費,,,,7135,648,S,S,10A100020,現金,1,現金,補助科目,7135,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
38,,,,,,33,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,48,1,,1,1,,,,,,家賃支払い,10E200720,地代家賃,,,,320000,29090,S,S,10A100020,普通預金,10,DEF銀行 駅前,補助科目,320000,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
38,49,1,,1,1,,,,,,電話代,10E200180,通信費,,,,164130,14920,S,S,10A100020,普通預金,10,DEF銀行 駅前,補助科目,164130,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
39,,,,,,85,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,50,1,,1,1,,,,,,電話代,10E200180,通信費,,,,129188,11744,S,S,10A100020,普通預金,30,GHI銀行 名古屋,補助科目,129188,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
40,,,,,,112,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,51,1,,1,1,,,,,,電話代,10E200180,通信費,,,,246816,22437,S,S,10A100020,普通預金,40,JKL銀行 梅田,補助科目,246816,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
41,,,,,,129,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,52,1,,1,1,,,,,,家賃支払い,10E200720,地代家賃,,,,399000,36272,S,S,10A100020,普通預金,30,GHI銀行 名古屋,補助科目,399000,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
42,,,,,,149,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,53,1,,1,1,,,,,,食事代 架空店舗002 4名,10E200150,交際費,,,,5760,523,S,S,10A100020,現金,1,現金,補助科目,5760,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
43,,,,,,157,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,54,1,,1,1,,,,,,航空券代,10E201230,旅費及び交通費,,,,22200,2018,S,S,10A100020,普通預金,50,MNO銀行 北九州,補助科目,22200,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
44,,,,,,162,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,55,1,,1,1,,,,,,会議　食事代,10E201130,会議費,,,,24995,2272,S,S,10A100020,現金,1,現金,補助科目,24995,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
45,,,,,,167,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,56,1,,1,1,,,,,,家賃支払い,10E200720,地代家賃,,,,630000,57272,S,S,10A100020,普通預金,50,MNO銀行 北九州,補助科目,630000,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
45,57,1,,1,1,,,,,,電話代,10E200180,通信費,,,,166012,15092,S,S,10A100020,普通預金,50,MNO銀行 北九州,補助科目,166012,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
46,,,,,,168,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,58,1,,1,,,,,,,有線,10E201270,雑費,,,,6000,545,S,S,10B100630,未払金,,,,48858,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
46,59,1,,,,,,,,,警備料,10E201270,雑費,,,,42858,3896,S,S,,,,,,,,,,050,九州営業所,部門,,,,,,,,,,,
47,,,,,,231,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,60,1,1,1,1,,,,,,源泉税支払,10B100690,預り金,3,源泉税,補助科目,224870,0,O,O,10A100020,普通預金,20,ABC銀行 本店,補助科目,692570,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
47,61,1,1,,,,,,,,住民税支払,10B100690,預り金,2,住民税,補助科目,467700,0,O,O,,,,,,,,,,000,共通部門,部門,,,,,,,,,,,
48,,,,,,232,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,62,1,,1,1,,,,,,家賃支払,10E200720,地代家賃,,,,1260000,114545,S,S,10A100020,普通預金,20,ABC銀行 本店,補助科目,1260000,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
49,,,,,,233,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,63,1,,1,1,,,,,,家賃支払,10E200720,地代家賃,,,,840000,76363,S,S,10A100020,普通預金,40,JKL銀行 梅田,補助科目,840000,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
50,,,,,,234,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,64,1,,1,,,,,,,有線,10E201270,雑費,,,,5000,454,S,S,10B100630,未払金,,,,39286,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
50,65,1,,,,,,,,,警備料,10E201270,雑費,,,,34286,3116,S,S,,,,,,,,,,010,札幌営業所,部門,,,,,,,,,,,
51,,,,,,248,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,66,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,10450,950,S,S,10A100020,現金,1,現金,補助科目,10450,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
52,,,,,,257,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,67,1,1,1,1,,,,,,4月10日伝票No193株式会社南風商会,10A100020,普通預金,30,GHI銀行 名古屋,補助科目,1428451,0,O,O,10A100090,売掛金,19,株式会社南風商会,補助科目,1428451,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
52,68,1,,1,1,,,,,,4月10日伝票No193株式会社南風商会,10E200690,支払手数料,,,,735,66,S,S,10A100090,売掛金,19,株式会社南風商会,補助科目,735,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
53,,,,,,258,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,69,1,,1,1,,,,,,4月10日伝票No194株式会社青葉百貨店 | 売上伝票=202103分未収録;手形番号=R20210410-258-28,10A100060,受取手形,,,,7862107,0,O,O,10A100090,売掛金,28,株式会社青葉百貨店,補助科目,7862107,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
54,,,,,,259,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,70,1,1,1,1,,,,,,4月10日伝票No472青凪商事株式会社,10B100040,買掛金,3,青凪商事株式会社,補助科目,1961954,0,O,O,10A100090,売掛金,3,青凪商事株式会社,補助科目,1961954,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
55,,,,,,260,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,71,1,1,1,1,,,,,,4月10日伝票No494株式会社花咲商事東京本社,10A100020,普通預金,20,ABC銀行 本店,補助科目,18417920,0,O,O,10A100090,売掛金,14,株式会社花咲商事,補助科目,18417920,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
55,72,1,,1,1,,,,,,4月10日伝票No494株式会社花咲商事東京本社,10E200690,支払手数料,,,,840,76,S,S,10A100090,売掛金,14,株式会社花咲商事,補助科目,840,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
56,,,,,,261,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,73,1,1,1,,,,,,,4月10日伝票No271青凪商事株式会社,10B100040,買掛金,3,青凪商事株式会社,補助科目,7368349,0,O,O,10B100030,支払手形,,,,7368349,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
57,,,,,,262,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,74,1,1,1,1,,,,,,4月10日伝票No273株式会社白樺商事,10B100040,買掛金,8,株式会社白樺商事,補助科目,402696,0,O,O,10A100020,普通預金,20,ABC銀行 本店,補助科目,402696,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
58,,,,,,298,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,75,1,,1,1,,,,,,手形期日落日 青凪商事株式会社,10B100030,支払手形,,,,7322934,0,O,O,10A100020,当座預金,1,ABC銀行,補助科目,7322934,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
59,,,,,,73,2021-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,76,1,,1,1,,,,,,飲食代 架空店舗078 6名,10E200150,交際費,,,,26530,2411,S,S,10A100020,現金,1,現金,補助科目,26530,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
60,,,,,,74,2021-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,77,1,,1,1,,,,,,飲食代 架空店舗025 6名,10E200150,交際費,,,,39000,3545,S,S,10A100020,現金,1,現金,補助科目,39000,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
61,,,,,,229,2021-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,78,1,1,1,1,,,,,,資金移動,10A100020,当座預金,1,ABC銀行,補助科目,9000000,0,O,O,10A100020,普通預金,20,ABC銀行 本店,補助科目,9000000,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
61,79,1,1,1,1,,,,,,引き出し,10A100020,現金,1,現金,補助科目,2000000,0,O,O,10A100020,普通預金,20,ABC銀行 本店,補助科目,2000000,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
62,,,,,,155,2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,80,1,,1,1,,,,,,ガソリン代,10E201120,車両費,,,,4500,409,S,S,10A100020,現金,1,現金,補助科目,5072,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
62,81,1,,,,,,,,,駐車代,10E201120,車両費,,,,572,52,S,S,,,,,,,,,,050,九州営業所,部門,,,,,,,,,,,
63,,,,,,249,2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,82,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,10286,935,S,S,10A100020,現金,1,現金,補助科目,15048,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
63,83,1,,,,,,,,,タクシー代,10E201230,旅費及び交通費,,,,4762,432,S,S,,,,,,,,,,030,名古屋支店,部門,,,,,,,,,,,
64,,,,,,311,2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,84,1,,1,1,,,,,,タイヤ交換,10E201120,車両費,,,,74000,6727,S,S,10A100020,現金,1,現金,補助科目,74000,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
65,,,,,,11,2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,85,1,,1,1,,,,,,ガソリン代,10E201120,車両費,,,,3210,291,S,S,10A100020,現金,1,現金,補助科目,3210,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
66,,,,,,17,2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,86,1,,1,1,,,,,,ウォッシャー液,10E201120,車両費,,,,351,31,S,S,10A100020,現金,1,現金,補助科目,1113,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
66,87,1,,,,,,,,,駐車代,10E201120,車両費,,,,762,69,S,S,,,,,,,,,,010,札幌営業所,部門,,,,,,,,,,,
67,,,,,,144,2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,88,1,,1,1,,,,,,ウォッシャー液代,10E201120,車両費,,,,572,52,S,S,10A100020,現金,1,現金,補助科目,8691,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
67,89,1,,,,,,,,,高速代,10E201120,車両費,,,,2286,207,S,S,,,,,,,,,,040,大阪支店,部門,,,,,,,,,,,
67,90,1,,,,,,,,,ガソリン代,10E201120,車両費,,,,5833,530,S,S,,,,,,,,,,040,大阪支店,部門,,,,,,,,,,,
68,,,,,,150,2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,91,1,,1,1,,,,,,ゴルフプレー代,10E200150,交際費,,,,14000,1272,S,S,10A100020,現金,1,現金,補助科目,14000,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
69,,,,,,158,2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,92,1,,1,1,,,,,,出張旅費,10E201230,旅費及び交通費,,,,15000,1363,S,S,10A100020,現金,1,現金,補助科目,15000,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
70,,,,,,23,2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
