JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
254,,,,,,19,2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,450,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,15000,1363,S,S,10A100020,現金,1,現金,補助科目,15000,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
255,,,,,,56,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,451,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,41500,3772,S,S,10A100020,現金,1,現金,補助科目,41500,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
256,,,,,,80,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,452,1,,1,1,,,,,,タクシー代,10E201230,旅費及び交通費,,,,9500,863,S,S,10A100020,現金,1,現金,補助科目,9500,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
257,,,,,,89,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,453,1,1,1,1,,,,,,5月5日伝票No207株式会社豊原産業,10A100020,普通預金,50,MNO銀行 北九州,補助科目,1040992,0,O,O,10A100090,売掛金,22,株式会社豊原産業,補助科目,1040992,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
257,454,1,,1,1,,,,,,5月5日伝票No207株式会社豊原産業,10E200690,支払手数料,,,,472,42,S,S,10A100090,売掛金,22,株式会社豊原産業,補助科目,472,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
258,,,,,,90,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,455,1,1,1,1,,,,,,5月5日伝票No208若松販売株式会社,10A100020,普通預金,20,ABC銀行 本店,補助科目,975874,0,O,O,10A100090,売掛金,26,若松販売株式会社,補助科目,975874,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
258,456,1,,1,1,,,,,,5月5日伝票No208若松販売株式会社,10E200690,支払手数料,,,,630,57,S,S,10A100090,売掛金,26,若松販売株式会社,補助科目,630,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
259,,,,,,91,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,457,1,1,1,1,,,,,,5月5日伝票No209晴海物産株式会社,10A100020,普通預金,30,GHI銀行 名古屋,補助科目,883909,0,O,O,10A100090,売掛金,27,晴海物産株式会社,補助科目,883909,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
260,,,,,,139,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,458,1,,1,,,,,,,制服代,10E200140,福利厚生費,,,,55630,5057,S,S,10B100630,未払金,,,,55630,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
261,,,,,,20,2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,459,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,41000,3727,S,S,10A100020,現金,1,現金,補助科目,41000,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
262,,,,,,42,2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,460,1,,1,1,,,,,,食事代 株式会社桜丘百貨店2名,10E200150,交際費,,,,16650,1513,S,S,10A100020,現金,1,現金,補助科目,16650,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
263,,,,,,106,2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,461,1,,1,1,,,,,,食事代,10E200150,交際費,,,,14352,1304,S,S,10A100020,現金,1,現金,補助科目,14352,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
264,,,,,,110,2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,462,1,,1,1,,,,,,タクシー代,10E201230,旅費及び交通費,,,,3290,299,S,S,10A100020,現金,1,現金,補助科目,3290,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
265,,,,,,133,2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,463,1,,1,1,,,,,,税理士報酬,10E200600,支払報酬,,,,139710,12700,S,S,10A100020,普通預金,20,ABC銀行 本店,補助科目,139710,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
266,,,,,,22,2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,464,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,50000,4545,S,S,10A100020,現金,1,現金,補助科目,50000,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
267,,,,,,57,2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,465,1,,1,1,,,,,,架空鉄道会社A代,10E201230,旅費及び交通費,,,,97800,8890,S,S,10A100020,現金,1,現金,補助科目,97800,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
268,,,,,,58,2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,466,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,70000,6363,S,S,10A100020,現金,1,現金,補助科目,70000,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
269,,,,,,69,2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,467,1,,1,1,,,,,,洗剤代他,10E201270,雑費,,,,2398,218,S,S,10A100020,現金,1,現金,補助科目,2398,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
270,,,,,,81,2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,468,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,10000,909,S,S,10A100020,現金,1,現金,補助科目,10000,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
271,,,,,,102,2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,469,1,,1,1,,,,,,差し入れ,10E200150,交際費,,,,1050,95,S,S,10A100020,現金,1,現金,補助科目,1050,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
272,,,,,,158,2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,470,1,,1,1,,,,,,出張旅費,10E201230,旅費及び交通費,,,,10300,936,S,S,10A100020,現金,1,現金,補助科目,10300,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
273,,,,,,17,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,471,1,,1,1,,,,,,夏用ワイパー代,10E201120,車両費,,,,7560,687,S,S,10A100020,現金,1,現金,補助科目,7900,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
273,472,1,,,,,,,,,ウォッシャー液,10E201120,車両費,,,,340,30,S,S,,,,,,,,,,010,札幌営業所,部門,,,,,,,,,,,
274,,,,,,41,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,473,1,,1,1,,,,,,出産祝い,10E200150,交際費,,,,10000,909,S,S,10A100020,現金,1,現金,補助科目,10000,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
275,,,,,,43,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,474,1,,1,1,,,,,,コーヒー代2名,10E200150,交際費,,,,1200,109,S,S,10A100020,現金,1,現金,補助科目,1200,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
276,,,,,,142,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,475,1,,1,1,,,,,,駐車代,10E201120,車両費,,,,762,69,S,S,10A100020,現金,1,現金,補助科目,7572,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
276,476,1,,,,,,,,,ガソリン代,10E201120,車両費,,,,6810,619,S,S,,,,,,,,,,040,大阪支店,部門,,,,,,,,,,,
277,,,,,,147,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,477,1,,1,,,,,,,ガソリン代,10E201120,車両費,,,,6642,603,S,S,10B100630,未払金,,,,6642,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
278,,,,,,154,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,478,1,1,1,1,,,,,,引き出し,10A100020,現金,1,現金,補助科目,1000000,0,O,O,10A100020,普通預金,20,ABC銀行 本店,補助科目,1000000,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
279,,,,,,84,2021-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,479,1,,1,1,,,,,,切手代,10E200180,通信費,,,,47680,4334,S,S,10A100020,現金,1,現金,補助科目,47680,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
280,,,,,,21,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,480,1,,1,1,,,,,,架空鉄道会社A代,10E201230,旅費及び交通費,,,,82400,7490,S,S,10A100020,現金,1,現金,補助科目,82400,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
281,,,,,,46,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,481,1,,1,1,,,,,,ガソリン代,10E201120,車両費,,,,2858,259,S,S,10A100020,現金,1,現金,補助科目,10735,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
281,482,1,,,,,,,,,駐車代,10E201120,車両費,,,,1429,129,S,S,,,,,,,,,,020,東京支店,部門,,,,,,,,,,,
281,483,1,,,,,,,,,高速代,10E201120,車両費,,,,6448,586,S,S,,,,,,,,,,020,東京支店,部門,,,,,,,,,,,
282,,,,,,65,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,484,1,1,1,1,,,,,,源泉税支払,10B100690,預り金,3,源泉税,補助科目,264713,0,O,O,10A100020,普通預金,20,ABC銀行 本店,補助科目,739913,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
282,485,1,1,,,,,,,,住民税支払,10B100690,預り金,2,住民税,補助科目,475200,0,O,O,,,,,,,,,,000,共通部門,部門,,,,,,,,,,,
283,,,,,,68,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,486,1,,1,,,,,,,有線,10E201270,雑費,,,,5000,454,S,S,10B100630,未払金,,,,39286,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
283,487,1,,,,,,,,,警備料,10E201270,雑費,,,,34286,3116,S,S,,,,,,,,,,010,札幌営業所,部門,,,,,,,,,,,
284,,,,,,69,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,488,1,,1,1,,,,,,ティッシュ他,10E201270,雑費,,,,976,88,S,S,10A100020,現金,1,現金,補助科目,976,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
285,,,,,,92,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,489,1,1,1,1,,,,,,5月10日伝票No210株式会社南風商会,10A100020,普通預金,30,GHI銀行 名古屋,補助科目,818175,0,O,O,10A100090,売掛金,19,株式会社南風商会,補助科目,818175,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
285,490,1,,1,1,,,,,,5月10日伝票No210株式会社南風商会,10E200690,支払手数料,,,,735,66,S,S,10A100090,売掛金,19,株式会社南風商会,補助科目,735,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
286,,,,,,93,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,491,1,,1,1,,,,,,5月10日伝票No211株式会社青葉百貨店 | 売上伝票=20210430-279;手形番号=R20210510-93-28,10A100060,受取手形,,,,4692307,0,O,O,10A100090,売掛金,28,株式会社青葉百貨店,補助科目,4692307,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
287,,,,,,94,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,492,1,1,1,1,,,,,,5月10日伝票No473青凪商事株式会社,10B100040,買掛金,3,青凪商事株式会社,補助科目,736072,0,O,O,10A100090,売掛金,3,青凪商事株式会社,補助科目,736072,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
288,,,,,,95,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,493,1,1,1,1,,,,,,5月10日伝票No495株式会社花咲商事東京本社,10A100020,普通預金,20,ABC銀行 本店,補助科目,7350592,0,O,O,10A100090,売掛金,14,株式会社花咲商事,補助科目,7350592,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
288,494,1,,1,1,,,,,,5月10日伝票No495株式会社花咲商事東京本社,10E200690,支払手数料,,,,840,76,S,S,10A100090,売掛金,14,株式会社花咲商事,補助科目,840,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
289,,,,,,96,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,495,1,1,1,,,,,,,5月10日伝票No137青凪商事株式会社,10B100040,買掛金,3,青凪商事株式会社,補助科目,2157336,0,O,O,10B100030,支払手形,,,,2157336,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
290,,,,,,97,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,496,1,1,1,1,,,,,,5月10日伝票No139株式会社白樺商事,10B100040,買掛金,8,株式会社白樺商事,補助科目,634838,0,O,O,10A100020,普通預金,20,ABC銀行 本店,補助科目,634838,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
291,,,,,,139,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,497,1,,1,1,,,,,,青凪商事株式会社,10B100030,支払手形,,,,5177928,0,O,O,10A100020,当座預金,1,ABC銀行,補助科目,5177928,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
292,,,,,,141,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,498,1,,1,1,,,,,,架空鉄道会社A代,10E201230,旅費及び交通費,,,,45000,4090,S,S,10A100020,現金,1,現金,補助科目,45000,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
293,,,,,,150,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,499,1,,1,1,,,,,,飲食代 架空店舗060 4名,10E200150,交際費,,,,24064,2187,S,S,10A100020,現金,1,現金,補助科目,24064,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
293,500,1,,1,1,,,,,,収入印紙,10E200210,租税公課,,,,20000,0,O,O,10A100020,現金,1,現金,補助科目,20000,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
294,,,,,,162,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,501,1,,1,1,,,,,,会議　食事代,10E201130,会議費,,,,31520,2865,S,S,10A100020,現金,1,現金,補助科目,31520,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
295,,,,,,168,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,502,1,,1,,,,,,,有線,10E201270,雑費,,,,6000,545,S,S,10B100630,未払金,,,,48858,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
295,503,1,,,,,,,,,警備料,10E201270,雑費,,,,42858,3896,S,S,,,,,,,,,,050,九州営業所,部門,,,,,,,,,,,
296,,,,,,33,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,504,1,,1,1,,,,,,家賃支払い,10E200720,地代家賃,,,,320000,29090,S,S,10A100020,普通預金,10,DEF銀行 駅前,補助科目,320000,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
296,505,1,,1,1,,,,,,電話代,10E200180,通信費,,,,186152,16922,S,S,10A100020,普通預金,10,DEF銀行 駅前,補助科目,186152,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
297,,,,,,61,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,506,1,,1,1,,,,,,電話代,10E200180,通信費,,,,184264,16751,S,S,10A100020,普通預金,20,ABC銀行 本店,補助科目,184264,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
298,,,,,,64,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,507,1,1,1,1,,,,,,引き出し,10A100020,現金,1,現金,補助科目,1000000,0,O,O,10A100020,普通預金,20,ABC銀行 本店,補助科目,1000000,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
299,,,,,,66,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,508,1,,1,1,,,,,,家賃支払,10E200720,地代家賃,,,,1260000,114545,S,S,10A100020,普通預金,20,ABC銀行 本店,補助科目,1260000,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
300,,,,,,67,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,509,1,,1,1,,,,,,家賃支払,10E200720,地代家賃,,,,840000,76363,S,S,10A100020,普通預金,40,JKL銀行 梅田,補助科目,840000,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
301,,,,,,73,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,510,1,,1,1,,,,,,食事代,10E200150,交際費,,,,26530,2411,S,S,10A100020,現金,1,現金,補助科目,26530,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
302,,,,,,85,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,511,1,,1,1,,,,,,電話代,10E200180,通信費,,,,95247,8658,S,S,10A100020,普通預金,30,GHI銀行 名古屋,補助科目,95247,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
303,,,,,,112,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,512,1,,1,1,,,,,,電話代,10E200180,通信費,,,,196354,17850,S,S,10A100020,普通預金,40,JKL銀行 梅田,補助科目,196354,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
304,,,,,,129,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,513,1,,1,1,,,,,,家賃支払い,10E200720,地代家賃,,,,399000,36272,S,S,10A100020,普通預金,30,GHI銀行 名古屋,補助科目,399000,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
305,,,,,,149,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,514,1,,1,1,,,,,,コーヒー代2名,10E200150,交際費,,,,1260,114,S,S,10A100020,現金,1,現金,補助科目,1260,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
306,,,,,,167,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,515,1,,1,1,,,,,,家賃支払い,10E200720,地代家賃,,,,630000,57272,S,S,10A100020,普通預金,50,MNO銀行 北九州,補助科目,630000,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
306,516,1,,1,1,,,,,,電話代,10E200180,通信費,,,,153452,13950,S,S,10A100020,普通預金,50,MNO銀行 北九州,補助科目,153452,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
307,,,,,,23,2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,517,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,15715,1428,S,S,10A100020,現金,1,現金,補助科目,121335,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
307,518,1,,,,,,,,,旅費,10E201230,旅費及び交通費,,,,67715,6155,S,S,,,,,,,,,,010,札幌営業所,部門,,,,,,,,,,,
307,519,1,,,,,,,,,旅費,10E201230,旅費及び交通費,,,,37905,3445,S,S,,,,,,,,,,010,札幌営業所,部門,,,,,,,,,,,
308,,,,,,125,2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,520,1,,1,1,,,,,,収入印紙,10E200210,租税公課,,,,40000,0,O,O,10A100020,現金,1,現金,補助科目,40000,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
309,,,,,,143,2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,521,1,,1,1,,,,,,点検作業料,10E201120,車両費,,,,24420,2220,S,S,10A100020,現金,1,現金,補助科目,24420,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
310,,,,,,151,2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,522,1,,1,1,,,,,,飲食代 架空店舗057 2名,10E200150,交際費,,,,8991,817,S,S,10A100020,現金,1,現金,補助科目,29991,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
310,523,1,,,,,,,,,飲食代 架空店舗022,10E200150,交際費,,,,21000,1909,S,S,,,,,,,,,,040,大阪支店,部門,,,,,,,,,,,
311,,,,,,82,2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,524,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,8200,745,S,S,10A100020,現金,1,現金,補助科目,8200,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
312,,,,,,103,2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,525,1,,1,1,,,,,,コーヒー代他3名,10E200150,交際費,,,,3150,286,S,S,10A100020,現金,1,現金,補助科目,3150,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
313,,,,,,144,2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,526,1,,1,1,,,,,,ガソリン代,10E201120,車両費,,,,6720,610,S,S,10A100020,現金,1,現金,補助科目,6720,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
314,,,,,,156,2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,527,1,,1,1,,,,,,出張旅費,10E201230,旅費及び交通費,,,,10000,909,S,S,10A100020,現金,1,現金,補助科目,10000,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
315,,,,,,9,2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,528,1,,1,1,,,,,,手土産代 青凪商事株式会社,10E200150,交際費,,,,6000,545,S,S,10A100020,現金,1,現金,補助科目,34572,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
315,529,1,,,,,,,,,お米券 青凪商事株式会社,10E200150,交際費,,,,28572,2597,S,S,,,,,,,,,,010,札幌営業所,部門,,,,,,,,,,,
316,,,,,,11,2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,530,1,,1,1,,,,,,ガソリン代,10E201120,車両費,,,,3210,291,S,S,10A100020,現金,1,現金,補助科目,3210,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
317,,,,,,52,2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,531,1,,1,1,,,,,,駐車代,10E201120,車両費,,,,762,69,S,S,10A100020,現金,1,現金,補助科目,9079,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
317,532,1,,,,,,,,,高速代,10E201120,車両費,,,,2191,199,S,S,,,,,,,,,,020,東京支店,部門,,,,,,,,,,,
317,533,1,,,,,,,,,ガソリン代,10E201120,車両費,,,,6126,556,S,S,,,,,,,,,,020,東京支店,部門,,,,,,,,,,,
318,,,,,,61,2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,534,1,,1,,,,,,,広告費,10E200050,広告宣伝費,,,,31500,2863,S,S,10B100630,未払金,,,,31500,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
319,,,,,,72,2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
