Journal_Document_Link_ID,Transaction_ID,Line_ID,Document_ID,Relationship_Type,Link_Amount,Recognition_Basis
JDL-000036,458,1,DOC-20210531-0067,SETTLEMENT_EVIDENCE,1204807,
JDL-000037,4018,1,DOC-20210328-0011,PRIMARY_EVIDENCE,628,INVOICE_BASIS
JDL-000038,458,2,DOC-20210531-0068,SETTLEMENT_EVIDENCE,628,
JDL-000039,4019,1,DOC-20210228-0009,PRIMARY_EVIDENCE,1020783,INVOICE_BASIS
JDL-000040,81,1,DOC-20210415-0003,SETTLEMENT_EVIDENCE,1020783,
JDL-000041,4020,1,DOC-20210228-0010,PRIMARY_EVIDENCE,675,INVOICE_BASIS
JDL-000042,81,2,DOC-20210415-0004,SETTLEMENT_EVIDENCE,675,
JDL-000043,4021,1,DOC-20210228-0011,PRIMARY_EVIDENCE,27339,INVOICE_BASIS
JDL-000044,221,7,DOC-20210430-0056,SETTLEMENT_EVIDENCE,27339,
JDL-000045,4022,1,DOC-20210328-0012,PRIMARY_EVIDENCE,1803863,INVOICE_BASIS
JDL-000046,323,1,DOC-20210515-0005,SETTLEMENT_EVIDENCE,1803863,
JDL-000047,4023,1,DOC-20210328-0013,PRIMARY_EVIDENCE,675,INVOICE_BASIS
JDL-000048,323,2,DOC-20210515-0006,SETTLEMENT_EVIDENCE,675,
JDL-000049,4024,1,DOC-20210228-0012,PRIMARY_EVIDENCE,1534105,INVOICE_BASIS
JDL-000050,169,1,DOC-20210425-0002,SETTLEMENT_EVIDENCE,1534105,
JDL-000051,4025,1,DOC-20210228-0013,PRIMARY_EVIDENCE,516,INVOICE_BASIS
JDL-000052,169,2,DOC-20210425-0003,SETTLEMENT_EVIDENCE,516,
JDL-000053,4026,1,DOC-20210328-0014,PRIMARY_EVIDENCE,917979,INVOICE_BASIS
JDL-000054,400,2,DOC-20210525-0002,SETTLEMENT_EVIDENCE,917979,
JDL-000055,4027,1,DOC-20210328-0015,PRIMARY_EVIDENCE,516,INVOICE_BASIS
JDL-000056,400,3,DOC-20210525-0003,SETTLEMENT_EVIDENCE,516,
JDL-000057,4028,1,DOC-20210328-0016,PRIMARY_EVIDENCE,52097,INVOICE_BASIS
JDL-000058,454,7,DOC-20210531-0059,SETTLEMENT_EVIDENCE,52097,
JDL-000059,4029,1,DOC-20210228-0014,PRIMARY_EVIDENCE,2584696,INVOICE_BASIS
JDL-000060,82,1,DOC-20210415-0005,SETTLEMENT_EVIDENCE,2584696,
JDL-000061,4030,1,DOC-20210228-0015,PRIMARY_EVIDENCE,642,INVOICE_BASIS
JDL-000062,82,2,DOC-20210415-0006,SETTLEMENT_EVIDENCE,642,
JDL-000063,4031,1,DOC-20210328-0017,PRIMARY_EVIDENCE,964992,INVOICE_BASIS
JDL-000064,325,1,DOC-20210515-0007,SETTLEMENT_EVIDENCE,964992,
JDL-000065,4032,1,DOC-20210328-0018,PRIMARY_EVIDENCE,642,INVOICE_BASIS
JDL-000066,325,2,DOC-20210515-0008,SETTLEMENT_EVIDENCE,642,
JDL-000067,4033,1,DOC-20210328-0019,PRIMARY_EVIDENCE,79746,INVOICE_BASIS
JDL-000068,462,1,DOC-20210531-0072,SETTLEMENT_EVIDENCE,79746,
JDL-000069,4034,1,DOC-20210328-0020,PRIMARY_EVIDENCE,7692848,INVOICE_BASIS
JDL-000070,352,1,DOC-20210520-0001,SETTLEMENT_EVIDENCE,7692848,
JDL-000071,4035,1,DOC-20210328-0021,PRIMARY_EVIDENCE,457392,INVOICE_BASIS
JDL-000072,453,12,DOC-20210531-0057,SETTLEMENT_EVIDENCE,457392,
JDL-000073,4036,1,DOC-20210228-0016,PRIMARY_EVIDENCE,30547,INVOICE_BASIS
JDL-000074,220,10,DOC-20210430-0055,SETTLEMENT_EVIDENCE,30547,
JDL-000075,4037,1,DOC-20210228-0017,PRIMARY_EVIDENCE,9017603,INVOICE_BASIS
JDL-000076,226,1,DOC-20210430-0062,SETTLEMENT_EVIDENCE,9017603,
JDL-000077,4038,1,DOC-20210328-0022,PRIMARY_EVIDENCE,46053,INVOICE_BASIS
JDL-000078,453,13,DOC-20210531-0058,SETTLEMENT_EVIDENCE,46053,
JDL-000079,4039,1,DOC-20210328-0023,PRIMARY_EVIDENCE,9013134,INVOICE_BASIS
JDL-000080,459,1,DOC-20210531-0069,SETTLEMENT_EVIDENCE,9013134,
JDL-000081,4040,1,DOC-20210228-0018,PRIMARY_EVIDENCE,2114596,INVOICE_BASIS
JDL-000082,83,1,DOC-20210415-0007,SETTLEMENT_EVIDENCE,2114596,
JDL-000083,4041,1,DOC-20210228-0019,PRIMARY_EVIDENCE,53041,INVOICE_BASIS
JDL-000084,220,8,DOC-20210430-0054,SETTLEMENT_EVIDENCE,53041,
JDL-000085,4042,1,DOC-20210328-0024,PRIMARY_EVIDENCE,1416402,INVOICE_BASIS
JDL-000086,326,1,DOC-20210515-0009,SETTLEMENT_EVIDENCE,1416402,
JDL-000087,4043,1,DOC-20210228-0020,PRIMARY_EVIDENCE,13888575,INVOICE_BASIS
JDL-000088,55,1,DOC-20210410-0004,SETTLEMENT_EVIDENCE,13888575,
JDL-000089,4044,1,DOC-20210228-0021,PRIMARY_EVIDENCE,633,INVOICE_BASIS
JDL-000090,55,2,DOC-20210410-0005,SETTLEMENT_EVIDENCE,633,
JDL-000091,4045,1,DOC-20210328-0025,PRIMARY_EVIDENCE,10891695,INVOICE_BASIS
JDL-000092,287,1,DOC-20210510-0004,SETTLEMENT_EVIDENCE,10891695,
JDL-000093,4046,1,DOC-20210328-0026,PRIMARY_EVIDENCE,633,INVOICE_BASIS
JDL-000094,287,2,DOC-20210510-0005,SETTLEMENT_EVIDENCE,633,
JDL-000095,4047,1,DOC-20210328-0027,PRIMARY_EVIDENCE,23708,INVOICE_BASIS
JDL-000096,455,9,DOC-20210531-0060,SETTLEMENT_EVIDENCE,23708,
JDL-000097,4048,1,DOC-20210328-0028,PRIMARY_EVIDENCE,26544,INVOICE_BASIS
JDL-000098,456,5,DOC-20210531-0063,SETTLEMENT_EVIDENCE,26544,
JDL-000099,4049,1,DOC-20210228-0022,PRIMARY_EVIDENCE,1080093,INVOICE_BASIS
JDL-000100,52,1,DOC-20210410-0001,SETTLEMENT_EVIDENCE,1080093,
JDL-000101,4050,1,DOC-20210228-0023,PRIMARY_EVIDENCE,556,INVOICE_BASIS
JDL-000102,52,2,DOC-20210410-0002,SETTLEMENT_EVIDENCE,556,
JDL-000103,4051,1,DOC-20210328-0029,PRIMARY_EVIDENCE,1420826,INVOICE_BASIS
JDL-000104,284,1,DOC-20210510-0001,SETTLEMENT_EVIDENCE,1420826,
JDL-000105,4052,1,DOC-20210328-0030,PRIMARY_EVIDENCE,556,INVOICE_BASIS
JDL-000106,284,2,DOC-20210510-0002,SETTLEMENT_EVIDENCE,556,
JDL-000107,4053,1,DOC-20210228-0024,PRIMARY_EVIDENCE,1770912,INVOICE_BASIS
JDL-000108,84,1,DOC-20210415-0008,SETTLEMENT_EVIDENCE,1770912,
JDL-000109,4054,1,DOC-20210228-0025,PRIMARY_EVIDENCE,492,INVOICE_BASIS
JDL-000110,84,2,DOC-20210415-0009,SETTLEMENT_EVIDENCE,492,
JDL-000111,4055,1,DOC-20210328-0031,PRIMARY_EVIDENCE,1237604,INVOICE_BASIS
JDL-000112,321,1,DOC-20210515-0001,SETTLEMENT_EVIDENCE,1237604,
JDL-000113,4056,1,DOC-20210328-0032,PRIMARY_EVIDENCE,246,INVOICE_BASIS
JDL-000114,321,2,DOC-20210515-0002,SETTLEMENT_EVIDENCE,246,
JDL-000115,4057,1,DOC-20210328-0033,PRIMARY_EVIDENCE,16860,INVOICE_BASIS
JDL-000116,455,10,DOC-20210531-0061,SETTLEMENT_EVIDENCE,16860,
JDL-000117,4058,1,DOC-20210328-0034,PRIMARY_EVIDENCE,3431500,INVOICE_BASIS
JDL-000118,353,1,DOC-20210520-0002,SETTLEMENT_EVIDENCE,3431500,
JDL-000119,4059,1,DOC-20210328-0035,PRIMARY_EVIDENCE,3910,INVOICE_BASIS
JDL-000120,353,2,DOC-20210520-0003,SETTLEMENT_EVIDENCE,3910,
JDL-000121,4060,1,DOC-20210228-0026,PRIMARY_EVIDENCE,2380294,INVOICE_BASIS
JDL-000122,13,1,DOC-20210405-0001,SETTLEMENT_EVIDENCE,2380294,
JDL-000123,4061,1,DOC-20210228-0027,PRIMARY_EVIDENCE,507,INVOICE_BASIS
JDL-000124,13,2,DOC-20210405-0002,SETTLEMENT_EVIDENCE,507,
JDL-000125,4062,1,DOC-20210328-0036,PRIMARY_EVIDENCE,879279,INVOICE_BASIS
JDL-000126,256,1,DOC-20210505-0001,SETTLEMENT_EVIDENCE,879279,
JDL-000127,4063,1,DOC-20210328-0037,PRIMARY_EVIDENCE,380,INVOICE_BASIS
JDL-000128,256,2,DOC-20210505-0002,SETTLEMENT_EVIDENCE,380,
JDL-000129,4064,1,DOC-20210328-0038,PRIMARY_EVIDENCE,45710,INVOICE_BASIS
JDL-000130,460,1,DOC-20210531-0070,SETTLEMENT_EVIDENCE,45710,
JDL-000131,4065,1,DOC-20210328-0039,PRIMARY_EVIDENCE,64,INVOICE_BASIS
JDL-000132,460,2,DOC-20210531-0071,SETTLEMENT_EVIDENCE,64,
JDL-000133,4066,1,DOC-20210228-0028,PRIMARY_EVIDENCE,4660833,INVOICE_BASIS
JDL-000134,170,1,DOC-20210425-0004,SETTLEMENT_EVIDENCE,4660833,
JDL-000135,4067,1,DOC-20210228-0029,PRIMARY_EVIDENCE,590,INVOICE_BASIS
JDL-000136,170,2,DOC-20210425-0005,SETTLEMENT_EVIDENCE,590,
JDL-000137,4068,1,DOC-20210328-0040,PRIMARY_EVIDENCE,2701441,INVOICE_BASIS
JDL-000138,402,1,DOC-20210525-0004,SETTLEMENT_EVIDENCE,2701441,
JDL-000139,4069,1,DOC-20210328-0041,PRIMARY_EVIDENCE,590,INVOICE_BASIS
JDL-000140,402,2,DOC-20210525-0005,SETTLEMENT_EVIDENCE,590,
JDL-000141,4070,1,DOC-20210328-0042,PRIMARY_EVIDENCE,71597,INVOICE_BASIS
JDL-000142,452,4,DOC-20210531-0053,SETTLEMENT_EVIDENCE,71597,
JDL-000143,4071,1,DOC-20210228-0030,PRIMARY_EVIDENCE,1206280,INVOICE_BASIS
JDL-000144,14,1,DOC-20210405-0003,SETTLEMENT_EVIDENCE,1206280,
JDL-000145,4072,1,DOC-20210228-0031,PRIMARY_EVIDENCE,377,INVOICE_BASIS
JDL-000146,14,2,DOC-20210405-0004,SETTLEMENT_EVIDENCE,377,
JDL-000147,4073,1,DOC-20210328-0043,PRIMARY_EVIDENCE,2111325,INVOICE_BASIS
JDL-000148,257,1,DOC-20210505-0003,SETTLEMENT_EVIDENCE,2111325,
JDL-000149,4074,1,DOC-20210328-0044,PRIMARY_EVIDENCE,504,INVOICE_BASIS
JDL-000150,257,2,DOC-20210505-0004,SETTLEMENT_EVIDENCE,504,
JDL-000151,4075,1,DOC-20210328-0045,PRIMARY_EVIDENCE,26104,INVOICE_BASIS
JDL-000152,453,10,DOC-20210531-0055,SETTLEMENT_EVIDENCE,26104,
JDL-000153,4076,1,DOC-20210228-0032,PRIMARY_EVIDENCE,1419759,INVOICE_BASIS
JDL-000154,15,1,DOC-20210405-0005,SETTLEMENT_EVIDENCE,1419759,
JDL-000155,4077,1,DOC-20210228-0033,PRIMARY_EVIDENCE,481,INVOICE_BASIS
JDL-000156,15,2,DOC-20210405-0006,SETTLEMENT_EVIDENCE,481,
JDL-000157,4078,1,DOC-20210328-0046,PRIMARY_EVIDENCE,888509,INVOICE_BASIS
JDL-000158,258,1,DOC-20210505-0005,SETTLEMENT_EVIDENCE,888509,
JDL-000159,4079,1,DOC-20210228-0034,PRIMARY_EVIDENCE,6441963,INVOICE_BASIS
JDL-000160,53,1,DOC-20210410-0003,SETTLEMENT_EVIDENCE,6441963,
JDL-000161,4080,1,DOC-20210228-0035,PRIMARY_EVIDENCE,20058,INVOICE_BASIS
JDL-000162,222,9,DOC-20210430-0057,SETTLEMENT_EVIDENCE,20058,
JDL-000163,4081,1,DOC-20210328-0047,PRIMARY_EVIDENCE,6856797,INVOICE_BASIS
JDL-000164,285,1,DOC-20210510-0003,SETTLEMENT_EVIDENCE,6856797,
JDL-000165,4082,1,DOC-20210328-0048,PRIMARY_EVIDENCE,14749,INVOICE_BASIS
JDL-000166,455,11,DOC-20210531-0062,SETTLEMENT_EVIDENCE,14749,
JDL-000167,4083,1,DOC-20210228-0036,PRIMARY_EVIDENCE,2497755,INVOICE_BASIS
JDL-000168,120,1,DOC-20210420-0001,SETTLEMENT_EVIDENCE,2497755,
JDL-000169,4084,1,DOC-20210228-0037,PRIMARY_EVIDENCE,575,INVOICE_BASIS
JDL-000170,120,2,DOC-20210420-0002,SETTLEMENT_EVIDENCE,575,
JDL-000171,4085,1,DOC-20210328-0049,PRIMARY_EVIDENCE,2012328,INVOICE_BASIS
JDL-000172,354,1,DOC-20210520-0004,SETTLEMENT_EVIDENCE,2012328,
JDL-000173,4086,1,DOC-20210328-0050,PRIMARY_EVIDENCE,575,INVOICE_BASIS
JDL-000174,354,2,DOC-20210520-0005,SETTLEMENT_EVIDENCE,575,
JDL-000175,4087,1,DOC-20210228-0038,PRIMARY_EVIDENCE,3557473,INVOICE_BASIS
JDL-000176,85,1,DOC-20210415-0010,SETTLEMENT_EVIDENCE,3557473,
JDL-000177,4088,1,DOC-20210228-0039,PRIMARY_EVIDENCE,73207,INVOICE_BASIS
JDL-000178,228,8,DOC-20210430-0063,SETTLEMENT_EVIDENCE,73207,
JDL-000179,4089,1,DOC-20210328-0051,PRIMARY_EVIDENCE,4297106,INVOICE_BASIS
JDL-000180,327,1,DOC-20210515-0010,SETTLEMENT_EVIDENCE,4297106,
JDL-000181,4090,1,DOC-20210228-0040,PRIMARY_EVIDENCE,1829520,INVOICE_BASIS
JDL-000182,237,1,DOC-20210430-0075,SETTLEMENT_EVIDENCE,1829520,
JDL-000183,4091,1,DOC-20210328-0052,PRIMARY_EVIDENCE,1115850,INVOICE_BASIS
JDL-000184,468,1,DOC-20210531-0079,SETTLEMENT_EVIDENCE,1115850,
JDL-000185,4092,1,DOC-20210228-0041,PRIMARY_EVIDENCE,10297986,INVOICE_BASIS
JDL-000186,56,1,DOC-20210410-0006,SETTLEMENT_EVIDENCE,10297986,
JDL-000187,4093,1,DOC-20210228-0042,PRIMARY_EVIDENCE,30289,INVOICE_BASIS
JDL-000188,228,10,DOC-20210430-0064,SETTLEMENT_EVIDENCE,30289,
JDL-000189,4094,1,DOC-20210328-0053,PRIMARY_EVIDENCE,1928189,INVOICE_BASIS
JDL-000190,288,1,DOC-20210510-0006,SETTLEMENT_EVIDENCE,1928189,
JDL-000191,4095,1,DOC-20210328-0054,PRIMARY_EVIDENCE,113407,INVOICE_BASIS
JDL-000192,464,10,DOC-20210531-0074,SETTLEMENT_EVIDENCE,113407,
JDL-000193,4096,1,DOC-20210228-0043,PRIMARY_EVIDENCE,1416910,INVOICE_BASIS
JDL-000194,121,1,DOC-20210420-0003,SETTLEMENT_EVIDENCE,1416910,
JDL-000195,4097,1,DOC-20210328-0055,PRIMARY_EVIDENCE,905555,INVOICE_BASIS
JDL-000196,355,1,DOC-20210520-0006,SETTLEMENT_EVIDENCE,905555,
JDL-000197,4098,1,DOC-20210228-0044,PRIMARY_EVIDENCE,21674,INVOICE_BASIS
JDL-000198,230,9,DOC-20210430-0069,SETTLEMENT_EVIDENCE,21674,
JDL-000199,4099,1,DOC-20210228-0045,PRIMARY_EVIDENCE,5237507,INVOICE_BASIS
JDL-000200,238,1,DOC-20210430-0076,SETTLEMENT_EVIDENCE,5237507,
JDL-000201,4100,1,DOC-20210328-0056,PRIMARY_EVIDENCE,22176,INVOICE_BASIS
JDL-000202,466,8,DOC-20210531-0078,SETTLEMENT_EVIDENCE,22176,
JDL-000203,4101,1,DOC-20210328-0057,PRIMARY_EVIDENCE,3467360,INVOICE_BASIS
JDL-000204,469,1,DOC-20210531-0080,SETTLEMENT_EVIDENCE,3467360,
JDL-000205,4102,1,DOC-20210228-0046,PRIMARY_EVIDENCE,3596039,INVOICE_BASIS
JDL-000206,122,1,DOC-20210420-0004,SETTLEMENT_EVIDENCE,3596039,
JDL-000207,4103,1,DOC-20210228-0047,PRIMARY_EVIDENCE,22478,INVOICE_BASIS
JDL-000208,230,8,DOC-20210430-0068,SETTLEMENT_EVIDENCE,22478,
JDL-000209,4104,1,DOC-20210328-0058,PRIMARY_EVIDENCE,5204428,INVOICE_BASIS
JDL-000210,356,1,DOC-20210520-0007,SETTLEMENT_EVIDENCE,5204428,
JDL-000211,4105,1,DOC-20210228-0048,PRIMARY_EVIDENCE,5522383,INVOICE_BASIS
JDL-000212,239,1,DOC-20210430-0077,SETTLEMENT_EVIDENCE,5522383,
JDL-000213,4106,1,DOC-20210328-0059,PRIMARY_EVIDENCE,17337,INVOICE_BASIS
JDL-000214,465,5,DOC-20210531-0076,SETTLEMENT_EVIDENCE,17337,
JDL-000215,4107,1,DOC-20210328-0060,PRIMARY_EVIDENCE,3387545,INVOICE_BASIS
JDL-000216,470,1,DOC-20210531-0081,SETTLEMENT_EVIDENCE,3387545,
JDL-000217,4108,1,DOC-20210228-0049,PRIMARY_EVIDENCE,402696,INVOICE_BASIS
JDL-000218,57,1,DOC-20210410-0007,SETTLEMENT_EVIDENCE,402696,
JDL-000219,4109,1,DOC-20210328-0061,PRIMARY_EVIDENCE,634838,INVOICE_BASIS
JDL-000220,289,1,DOC-20210510-0007,SETTLEMENT_EVIDENCE,634838,
JDL-000221,4110,1,DOC-20210228-0050,PRIMARY_EVIDENCE,11793,INVOICE_BASIS
JDL-000222,229,7,DOC-20210430-0066,SETTLEMENT_EVIDENCE,11793,
JDL-000223,4111,1,DOC-20210228-0051,PRIMARY_EVIDENCE,2599235,INVOICE_BASIS
JDL-000224,240,1,DOC-20210430-0078,SETTLEMENT_EVIDENCE,2599235,
JDL-000225,4112,1,DOC-20210328-0062,PRIMARY_EVIDENCE,12903,INVOICE_BASIS
JDL-000226,465,4,DOC-20210531-0075,SETTLEMENT_EVIDENCE,12903,
JDL-000227,4113,1,DOC-20210328-0063,PRIMARY_EVIDENCE,1744898,INVOICE_BASIS
JDL-000228,471,1,DOC-20210531-0082,SETTLEMENT_EVIDENCE,1744898,
JDL-000229,4114,1,DOC-20210228-0052,PRIMARY_EVIDENCE,34587,INVOICE_BASIS
JDL-000230,230,3,DOC-20210430-0067,SETTLEMENT_EVIDENCE,34587,
JDL-000231,4115,1,DOC-20210228-0053,PRIMARY_EVIDENCE,4640751,INVOICE_BASIS
JDL-000232,232,1,DOC-20210430-0070,SETTLEMENT_EVIDENCE,4640751,
JDL-000233,4116,1,DOC-20210328-0064,PRIMARY_EVIDENCE,56044,INVOICE_BASIS
JDL-000234,466,6,DOC-20210531-0077,SETTLEMENT_EVIDENCE,56044,
JDL-000235,4117,1,DOC-20210328-0065,PRIMARY_EVIDENCE,2926580,INVOICE_BASIS
JDL-000236,472,1,DOC-20210531-0083,SETTLEMENT_EVIDENCE,2926580,
JDL-000237,4118,1,DOC-20210228-0054,PRIMARY_EVIDENCE,6181724,INVOICE_BASIS
JDL-000238,123,1,DOC-20210420-0005,SETTLEMENT_EVIDENCE,6181724,
JDL-000239,4119,1,DOC-20210328-0066,PRIMARY_EVIDENCE,4109548,INVOICE_BASIS
JDL-000240,357,1,DOC-20210520-0008,SETTLEMENT_EVIDENCE,4109548,
JDL-000241,4120,1,DOC-20210328-0067,PRIMARY_EVIDENCE,42386,INVOICE_BASIS
JDL-000242,464,3,DOC-20210531-0073,SETTLEMENT_EVIDENCE,42386,
JDL-000243,4121,1,DOC-20210228-0055,PRIMARY_EVIDENCE,497372,INVOICE_BASIS
JDL-000244,233,1,DOC-20210430-0071,SETTLEMENT_EVIDENCE,497372,
JDL-000245,4122,1,DOC-20210328-0068,PRIMARY_EVIDENCE,322812,INVOICE_BASIS
JDL-000246,473,1,DOC-20210531-0084,SETTLEMENT_EVIDENCE,322812,
JDL-000247,4123,1,DOC-20210228-0056,PRIMARY_EVIDENCE,1370598,INVOICE_BASIS
JDL-000248,234,1,DOC-20210430-0072,SETTLEMENT_EVIDENCE,1370598,
JDL-000249,4124,1,DOC-20210328-0069,PRIMARY_EVIDENCE,1985810,INVOICE_BASIS
JDL-000250,474,1,DOC-20210531-0085,SETTLEMENT_EVIDENCE,1985810,
JDL-000251,4125,1,DOC-20210228-0057,PRIMARY_EVIDENCE,4036321,INVOICE_BASIS
JDL-000252,235,1,DOC-20210430-0073,SETTLEMENT_EVIDENCE,4036321,
JDL-000253,4126,1,DOC-20210328-0070,PRIMARY_EVIDENCE,2584863,INVOICE_BASIS
JDL-000254,475,1,DOC-20210531-0086,SETTLEMENT_EVIDENCE,2584863,
JDL-000255,4127,1,DOC-20210228-0058,PRIMARY_EVIDENCE,16968,INVOICE_BASIS
JDL-000256,229,5,DOC-20210430-0065,SETTLEMENT_EVIDENCE,16968,
JDL-000257,4128,1,DOC-20210228-0059,PRIMARY_EVIDENCE,1710087,INVOICE_BASIS
JDL-000258,236,1,DOC-20210430-0074,SETTLEMENT_EVIDENCE,1710087,
JDL-000259,4129,1,DOC-20210328-0071,PRIMARY_EVIDENCE,1130334,INVOICE_BASIS
JDL-000260,476,1,DOC-20210531-0087,SETTLEMENT_EVIDENCE,1130334,
JDL-000261,223,1,DOC-20210430-0027,PRIMARY_EVIDENCE,1476232,INVOICE_BASIS
JDL-000262,555,1,DOC-20210615-0001,SETTLEMENT_EVIDENCE,1476232,
JDL-000263,220,1,DOC-20210430-0004,PRIMARY_EVIDENCE,13321782,INVOICE_BASIS
JDL-000264,635,1,DOC-20210625-0001,SETTLEMENT_EVIDENCE,13321782,
JDL-000265,222,1,DOC-20210430-0019,PRIMARY_EVIDENCE,736072,INVOICE_BASIS
JDL-000266,3002,1,DOC-20210630-0071,SETTLEMENT_EVIDENCE,736072,
JDL-000267,222,2,DOC-20210430-0020,PRIMARY_EVIDENCE,1200768,INVOICE_BASIS
JDL-000268,685,9,DOC-20210630-0057,SETTLEMENT_EVIDENCE,1200768,
JDL-000269,219,1,DOC-20210430-0001,PRIMARY_EVIDENCE,1536384,INVOICE_BASIS
JDL-000270,688,1,DOC-20210630-0058,SETTLEMENT_EVIDENCE,1536384,
JDL-000271,221,1,DOC-20210430-0013,PRIMARY_EVIDENCE,1054408,INVOICE_BASIS
JDL-000272,556,1,DOC-20210615-0002,SETTLEMENT_EVIDENCE,1054408,
JDL-000273,221,2,DOC-20210430-0014,PRIMARY_EVIDENCE,1246560,INVOICE_BASIS
JDL-000274,636,1,DOC-20210625-0002,SETTLEMENT_EVIDENCE,1246560,
JDL-000275,222,3,DOC-20210430-0021,PRIMARY_EVIDENCE,942912,INVOICE_BASIS
JDL-000276,557,1,DOC-20210615-0003,SETTLEMENT_EVIDENCE,942912,
JDL-000277,222,4,DOC-20210430-0022,PRIMARY_EVIDENCE,1202528,INVOICE_BASIS
JDL-000278,558,1,DOC-20210615-0004,SETTLEMENT_EVIDENCE,1202528,
JDL-000279,220,9,DOC-20210430-0011,PRIMARY_EVIDENCE,359744,INVOICE_BASIS
JDL-000280,692,1,DOC-20210630-0061,SETTLEMENT_EVIDENCE,359744,
JDL-000281,220,3,DOC-20210430-0006,PRIMARY_EVIDENCE,620476,INVOICE_BASIS
JDL-000282,593,1,DOC-20210620-0001,SETTLEMENT_EVIDENCE,620476,
JDL-000283,220,2,DOC-20210430-0005,PRIMARY_EVIDENCE,10846514,INVOICE_BASIS
JDL-000284,683,11,DOC-20210630-0055,SETTLEMENT_EVIDENCE,10846514,
JDL-000285,220,4,DOC-20210430-0007,PRIMARY_EVIDENCE,1671612,INVOICE_BASIS
JDL-000286,559,1,DOC-20210615-0005,SETTLEMENT_EVIDENCE,1671612,
JDL-000287,219,3,DOC-20210430-0003,PRIMARY_EVIDENCE,1418200,INVOICE_BASIS
JDL-000288,532,1,DOC-20210610-0003,SETTLEMENT_EVIDENCE,1418200,
JDL-000289,220,5,DOC-20210430-0008,PRIMARY_EVIDENCE,2064894,INVOICE_BASIS
JDL-000290,532,2,DOC-20210610-0004,SETTLEMENT_EVIDENCE,2064894,
