Document_ID,Document_Number,Document_Type,Partner_Type,Partner_Code,Document_Month,Transaction_ID,Line_ID,Line_Number,Item_Code,Item_Description,Quantity,Unit,Unit_Price,Net_Amount,Tax_Category,Tax_Rate,Tax_Amount,Gross_Amount,Tax_Rounding,Amount_Basis
DOC-INV-202104-900026-1-AP,INV-202104-900026-1-AP,Purchase Invoice,S,V001,2021-04,19,1,1,SYN-AP,Synthetic evaluation item,1,EA,78360,78360,,,0,78360,none,gross equals linked control posting
DOC-INV-202104-900031-2-AR,INV-202104-900031-2-AR,Sales Invoice,C,C001,2021-04,21,2,1,SYN-AR,Synthetic evaluation item,1,EA,372520,372520,,,0,372520,none,gross equals linked control posting
DOC-INV-202104-900034-2-AR,INV-202104-900034-2-AR,Sales Invoice,C,C001,2021-04,26,2,1,SYN-AR,Synthetic evaluation item,1,EA,280970,280970,,,0,280970,none,gross equals linked control posting
DOC-INV-202104-900051-2-AR,INV-202104-900051-2-AR,Sales Invoice,C,C001,2021-04,30,2,1,SYN-AR,Synthetic evaluation item,1,EA,496230,496230,,,0,496230,none,gross equals linked control posting
DOC-INV-202104-900032-2-AR,INV-202104-900032-2-AR,Sales Invoice,C,C001,2021-04,34,2,1,SYN-AR,Synthetic evaluation item,1,EA,104340,104340,,,0,104340,none,gross equals linked control posting
DOC-INV-202104-900036-1-AP,INV-202104-900036-1-AP,Purchase Invoice,S,V001,2021-04,35,1,1,SYN-AP,Synthetic evaluation item,1,EA,68760,68760,,,0,68760,none,gross equals linked control posting
DOC-INV-202104-900016-1-AP,INV-202104-900016-1-AP,Purchase Invoice,S,V001,2021-04,41,1,1,SYN-AP,Synthetic evaluation item,1,EA,241670,241670,,,0,241670,none,gross equals linked control posting
DOC-INV-202104-900025-1-AP,INV-202104-900025-1-AP,Purchase Invoice,S,V001,2021-04,43,1,1,SYN-AP,Synthetic evaluation item,1,EA,187410,187410,,,0,187410,none,gross equals linked control posting
DOC-INV-202104-900040-2-AR,INV-202104-900040-2-AR,Sales Invoice,C,C001,2021-04,44,2,1,SYN-AR,Synthetic evaluation item,1,EA,164790,164790,,,0,164790,none,gross equals linked control posting
DOC-INV-202104-900002-2-AR,INV-202104-900002-2-AR,Sales Invoice,C,C001,2021-04,45,2,1,SYN-AR,Synthetic evaluation item,1,EA,152170,152170,,,0,152170,none,gross equals linked control posting
DOC-INV-202104-900041-2-AR,INV-202104-900041-2-AR,Sales Invoice,C,C001,2021-04,46,2,1,SYN-AR,Synthetic evaluation item,1,EA,97700,97700,,,0,97700,none,gross equals linked control posting
DOC-INV-202104-900042-2-AR,INV-202104-900042-2-AR,Sales Invoice,C,C001,2021-04,51,2,1,SYN-AR,Synthetic evaluation item,1,EA,70700,70700,,,0,70700,none,gross equals linked control posting
DOC-INV-202104-900022-2-AR,INV-202104-900022-2-AR,Sales Invoice,C,C001,2021-04,54,2,1,SYN-AR,Synthetic evaluation item,1,EA,545850,545850,,,0,545850,none,gross equals linked control posting
DOC-INV-202104-900062-2-AR,INV-202104-900062-2-AR,Sales Invoice,C,C001,2021-04,62,2,1,SYN-AR,Synthetic evaluation item,1,EA,525670,525670,,,0,525670,none,gross equals linked control posting
DOC-INV-202105-900121-2-AR,INV-202105-900121-2-AR,Sales Invoice,C,C001,2021-05,2,2,1,SYN-AR,Synthetic evaluation item,1,EA,440700,440700,,,0,440700,none,gross equals linked control posting
DOC-INV-202105-900086-2-AR,INV-202105-900086-2-AR,Sales Invoice,C,C001,2021-05,6,2,1,SYN-AR,Synthetic evaluation item,1,EA,535390,535390,,,0,535390,none,gross equals linked control posting
DOC-INV-202105-900101-2-AR,INV-202105-900101-2-AR,Sales Invoice,C,C001,2021-05,9,2,1,SYN-AR,Synthetic evaluation item,1,EA,266140,266140,,,0,266140,none,gross equals linked control posting
DOC-INV-202105-900091-2-AR,INV-202105-900091-2-AR,Sales Invoice,C,C001,2021-05,11,2,1,SYN-AR,Synthetic evaluation item,1,EA,124120,124120,,,0,124120,none,gross equals linked control posting
DOC-INV-202105-900095-1-AP,INV-202105-900095-1-AP,Purchase Invoice,S,V001,2021-05,12,1,1,SYN-AP,Synthetic evaluation item,1,EA,350590,350590,,,0,350590,none,gross equals linked control posting
DOC-INV-202105-900100-2-AR,INV-202105-900100-2-AR,Sales Invoice,C,C001,2021-05,13,2,1,SYN-AR,Synthetic evaluation item,1,EA,536790,536790,,,0,536790,none,gross equals linked control posting
DOC-INV-202105-900092-2-AR,INV-202105-900092-2-AR,Sales Invoice,C,C001,2021-05,14,2,1,SYN-AR,Synthetic evaluation item,1,EA,569760,569760,,,0,569760,none,gross equals linked control posting
DOC-INV-202105-900111-2-AR,INV-202105-900111-2-AR,Sales Invoice,C,C001,2021-05,15,2,1,SYN-AR,Synthetic evaluation item,1,EA,311690,311690,,,0,311690,none,gross equals linked control posting
DOC-INV-202105-900066-1-AP,INV-202105-900066-1-AP,Purchase Invoice,S,V001,2021-05,16,1,1,SYN-AP,Synthetic evaluation item,1,EA,51360,51360,,,0,51360,none,gross equals linked control posting
DOC-INV-202105-900068-2-AR,INV-202105-900068-2-AR,Sales Invoice,C,C001,2021-05,17,2,1,SYN-AR,Synthetic evaluation item,1,EA,91250,91250,,,0,91250,none,gross equals linked control posting
DOC-INV-202105-900075-1-AP,INV-202105-900075-1-AP,Purchase Invoice,S,V001,2021-05,18,1,1,SYN-AP,Synthetic evaluation item,1,EA,379290,379290,,,0,379290,none,gross equals linked control posting
DOC-INV-202105-900082-2-AR,INV-202105-900082-2-AR,Sales Invoice,C,C001,2021-05,19,2,1,SYN-AR,Synthetic evaluation item,1,EA,355510,355510,,,0,355510,none,gross equals linked control posting
DOC-INV-202105-900076-1-AP,INV-202105-900076-1-AP,Purchase Invoice,S,V001,2021-05,21,1,1,SYN-AP,Synthetic evaluation item,1,EA,161300,161300,,,0,161300,none,gross equals linked control posting
DOC-INV-202105-900106-1-AP,INV-202105-900106-1-AP,Purchase Invoice,S,V001,2021-05,23,1,1,SYN-AP,Synthetic evaluation item,1,EA,182290,182290,,,0,182290,none,gross equals linked control posting
DOC-INV-202105-900074-2-AR,INV-202105-900074-2-AR,Sales Invoice,C,C001,2021-05,25,2,1,SYN-AR,Synthetic evaluation item,1,EA,71780,71780,,,0,71780,none,gross equals linked control posting
DOC-INV-202105-900096-1-AP,INV-202105-900096-1-AP,Purchase Invoice,S,V001,2021-05,27,1,1,SYN-AP,Synthetic evaluation item,1,EA,183300,183300,,,0,183300,none,gross equals linked control posting
DOC-INV-202105-900080-2-AR,INV-202105-900080-2-AR,Sales Invoice,C,C001,2021-05,32,2,1,SYN-AR,Synthetic evaluation item,1,EA,324430,324430,,,0,324430,none,gross equals linked control posting
DOC-INV-202105-900116-2-AR,INV-202105-900116-2-AR,Sales Invoice,C,C001,2021-05,33,2,1,SYN-AR,Synthetic evaluation item,1,EA,181470,181470,,,0,181470,none,gross equals linked control posting
DOC-INV-202105-900122-2-AR,INV-202105-900122-2-AR,Sales Invoice,C,C001,2021-05,34,2,1,SYN-AR,Synthetic evaluation item,1,EA,114980,114980,,,0,114980,none,gross equals linked control posting
DOC-INV-202105-900081-2-AR,INV-202105-900081-2-AR,Sales Invoice,C,C001,2021-05,35,2,1,SYN-AR,Synthetic evaluation item,1,EA,267410,267410,,,0,267410,none,gross equals linked control posting
DOC-INV-202105-900085-1-AP,INV-202105-900085-1-AP,Purchase Invoice,S,V001,2021-05,39,1,1,SYN-AP,Synthetic evaluation item,1,EA,209540,209540,,,0,209540,none,gross equals linked control posting
DOC-INV-202105-900070-2-AR,INV-202105-900070-2-AR,Sales Invoice,C,C001,2021-05,50,2,1,SYN-AR,Synthetic evaluation item,1,EA,237630,237630,,,0,237630,none,gross equals linked control posting
DOC-INV-202105-900102-2-AR,INV-202105-900102-2-AR,Sales Invoice,C,C001,2021-05,51,2,1,SYN-AR,Synthetic evaluation item,1,EA,482460,482460,,,0,482460,none,gross equals linked control posting
DOC-INV-202105-900072-2-AR,INV-202105-900072-2-AR,Sales Invoice,C,C001,2021-05,53,2,1,SYN-AR,Synthetic evaluation item,1,EA,396750,396750,,,0,396750,none,gross equals linked control posting
DOC-INV-202105-900120-2-AR,INV-202105-900120-2-AR,Sales Invoice,C,C001,2021-05,55,2,1,SYN-AR,Synthetic evaluation item,1,EA,97300,97300,,,0,97300,none,gross equals linked control posting
DOC-INV-202105-900110-2-AR,INV-202105-900110-2-AR,Sales Invoice,C,C001,2021-05,56,2,1,SYN-AR,Synthetic evaluation item,1,EA,240910,240910,,,0,240910,none,gross equals linked control posting
DOC-INV-202105-900115-1-AP,INV-202105-900115-1-AP,Purchase Invoice,S,V001,2021-05,60,1,1,SYN-AP,Synthetic evaluation item,1,EA,36650,36650,,,0,36650,none,gross equals linked control posting
DOC-INV-202106-900170-2-AR,INV-202106-900170-2-AR,Sales Invoice,C,C001,2021-06,3,2,1,SYN-AR,Synthetic evaluation item,1,EA,431450,431450,,,0,431450,none,gross equals linked control posting
DOC-INV-202106-900128-2-AR,INV-202106-900128-2-AR,Sales Invoice,C,C001,2021-06,9,2,1,SYN-AR,Synthetic evaluation item,1,EA,131050,131050,,,0,131050,none,gross equals linked control posting
DOC-INV-202106-900146-1-AP,INV-202106-900146-1-AP,Purchase Invoice,S,V001,2021-06,10,1,1,SYN-AP,Synthetic evaluation item,1,EA,321220,321220,,,0,321220,none,gross equals linked control posting
DOC-INV-202106-900155-1-AP,INV-202106-900155-1-AP,Purchase Invoice,S,V001,2021-06,13,1,1,SYN-AP,Synthetic evaluation item,1,EA,308680,308680,,,0,308680,none,gross equals linked control posting
DOC-INV-202106-900140-2-AR,INV-202106-900140-2-AR,Sales Invoice,C,C001,2021-06,14,2,1,SYN-AR,Synthetic evaluation item,1,EA,470070,470070,,,0,470070,none,gross equals linked control posting
DOC-INV-202106-900145-1-AP,INV-202106-900145-1-AP,Purchase Invoice,S,V001,2021-06,16,1,1,SYN-AP,Synthetic evaluation item,1,EA,295460,295460,,,0,295460,none,gross equals linked control posting
DOC-INV-202106-900174-2-AR,INV-202106-900174-2-AR,Sales Invoice,C,C001,2021-06,17,2,1,SYN-AR,Synthetic evaluation item,1,EA,169640,169640,,,0,169640,none,gross equals linked control posting
DOC-INV-202106-900132-2-AR,INV-202106-900132-2-AR,Sales Invoice,C,C001,2021-06,18,2,1,SYN-AR,Synthetic evaluation item,1,EA,593870,593870,,,0,593870,none,gross equals linked control posting
DOC-INV-202106-900162-2-AR,INV-202106-900162-2-AR,Sales Invoice,C,C001,2021-06,23,2,1,SYN-AR,Synthetic evaluation item,1,EA,412360,412360,,,0,412360,none,gross equals linked control posting
DOC-INV-202106-900136-1-AP,INV-202106-900136-1-AP,Purchase Invoice,S,V001,2021-06,25,1,1,SYN-AP,Synthetic evaluation item,1,EA,311910,311910,,,0,311910,none,gross equals linked control posting
DOC-INV-202106-900130-2-AR,INV-202106-900130-2-AR,Sales Invoice,C,C001,2021-06,27,2,1,SYN-AR,Synthetic evaluation item,1,EA,196610,196610,,,0,196610,none,gross equals linked control posting
DOC-INV-202106-900176-1-AP,INV-202106-900176-1-AP,Purchase Invoice,S,V001,2021-06,32,1,1,SYN-AP,Synthetic evaluation item,1,EA,78180,78180,,,0,78180,none,gross equals linked control posting
DOC-INV-202106-900126-1-AP,INV-202106-900126-1-AP,Purchase Invoice,S,V001,2021-06,34,1,1,SYN-AP,Synthetic evaluation item,1,EA,99670,99670,,,0,99670,none,gross equals linked control posting
DOC-INV-202106-900160-2-AR,INV-202106-900160-2-AR,Sales Invoice,C,C001,2021-06,35,2,1,SYN-AR,Synthetic evaluation item,1,EA,172330,172330,,,0,172330,none,gross equals linked control posting
DOC-INV-202106-900175-1-AP,INV-202106-900175-1-AP,Purchase Invoice,S,V001,2021-06,38,1,1,SYN-AP,Synthetic evaluation item,1,EA,123750,123750,,,0,123750,none,gross equals linked control posting
DOC-INV-202106-900152-2-AR,INV-202106-900152-2-AR,Sales Invoice,C,C001,2021-06,44,2,1,SYN-AR,Synthetic evaluation item,1,EA,503860,503860,,,0,503860,none,gross equals linked control posting
DOC-INV-202106-900156-1-AP,INV-202106-900156-1-AP,Purchase Invoice,S,V001,2021-06,45,1,1,SYN-AP,Synthetic evaluation item,1,EA,207690,207690,,,0,207690,none,gross equals linked control posting
DOC-INV-202106-900161-2-AR,INV-202106-900161-2-AR,Sales Invoice,C,C001,2021-06,47,2,1,SYN-AR,Synthetic evaluation item,1,EA,98340,98340,,,0,98340,none,gross equals linked control posting
DOC-INV-202106-900151-2-AR,INV-202106-900151-2-AR,Sales Invoice,C,C001,2021-06,48,2,1,SYN-AR,Synthetic evaluation item,1,EA,102260,102260,,,0,102260,none,gross equals linked control posting
DOC-INV-202106-900166-2-AR,INV-202106-900166-2-AR,Sales Invoice,C,C001,2021-06,49,2,1,SYN-AR,Synthetic evaluation item,1,EA,175070,175070,,,0,175070,none,gross equals linked control posting
DOC-INV-202106-900171-2-AR,INV-202106-900171-2-AR,Sales Invoice,C,C001,2021-06,50,2,1,SYN-AR,Synthetic evaluation item,1,EA,168530,168530,,,0,168530,none,gross equals linked control posting
DOC-INV-202106-900142-2-AR,INV-202106-900142-2-AR,Sales Invoice,C,C001,2021-06,54,2,1,SYN-AR,Synthetic evaluation item,1,EA,399260,399260,,,0,399260,none,gross equals linked control posting
DOC-INV-202106-900165-1-AP,INV-202106-900165-1-AP,Purchase Invoice,S,V001,2021-06,55,1,1,SYN-AP,Synthetic evaluation item,1,EA,129600,129600,,,0,129600,none,gross equals linked control posting
DOC-INV-202107-900190-2-AR,INV-202107-900190-2-AR,Sales Invoice,C,C001,2021-07,2,2,1,SYN-AR,Synthetic evaluation item,1,EA,322010,322010,,,0,322010,none,gross equals linked control posting
DOC-INV-202107-900211-2-AR,INV-202107-900211-2-AR,Sales Invoice,C,C001,2021-07,3,2,1,SYN-AR,Synthetic evaluation item,1,EA,417160,417160,,,0,417160,none,gross equals linked control posting
DOC-INV-202107-900226-1-AP,INV-202107-900226-1-AP,Purchase Invoice,S,V001,2021-07,4,1,1,SYN-AP,Synthetic evaluation item,1,EA,84120,84120,,,0,84120,none,gross equals linked control posting
DOC-INV-202107-900201-2-AR,INV-202107-900201-2-AR,Sales Invoice,C,C001,2021-07,9,2,1,SYN-AR,Synthetic evaluation item,1,EA,452220,452220,,,0,452220,none,gross equals linked control posting
DOC-INV-202107-900231-2-AR,INV-202107-900231-2-AR,Sales Invoice,C,C001,2021-07,11,2,1,SYN-AR,Synthetic evaluation item,1,EA,292430,292430,,,0,292430,none,gross equals linked control posting
DOC-INV-202107-900192-2-AR,INV-202107-900192-2-AR,Sales Invoice,C,C001,2021-07,14,2,1,SYN-AR,Synthetic evaluation item,1,EA,264960,264960,,,0,264960,none,gross equals linked control posting
DOC-INV-202107-900186-1-AP,INV-202107-900186-1-AP,Purchase Invoice,S,V001,2021-07,15,1,1,SYN-AP,Synthetic evaluation item,1,EA,272140,272140,,,0,272140,none,gross equals linked control posting
DOC-INV-202107-900221-2-AR,INV-202107-900221-2-AR,Sales Invoice,C,C001,2021-07,19,2,1,SYN-AR,Synthetic evaluation item,1,EA,383150,383150,,,0,383150,none,gross equals linked control posting
DOC-INV-202107-900195-1-AP,INV-202107-900195-1-AP,Purchase Invoice,S,V001,2021-07,20,1,1,SYN-AP,Synthetic evaluation item,1,EA,106450,106450,,,0,106450,none,gross equals linked control posting
DOC-INV-202107-900200-2-AR,INV-202107-900200-2-AR,Sales Invoice,C,C001,2021-07,21,2,1,SYN-AR,Synthetic evaluation item,1,EA,269950,269950,,,0,269950,none,gross equals linked control posting
DOC-INV-202107-900204-2-AR,INV-202107-900204-2-AR,Sales Invoice,C,C001,2021-07,22,2,1,SYN-AR,Synthetic evaluation item,1,EA,56250,56250,,,0,56250,none,gross equals linked control posting
DOC-INV-202107-900182-2-AR,INV-202107-900182-2-AR,Sales Invoice,C,C001,2021-07,24,2,1,SYN-AR,Synthetic evaluation item,1,EA,303390,303390,,,0,303390,none,gross equals linked control posting
DOC-INV-202107-900215-1-AP,INV-202107-900215-1-AP,Purchase Invoice,S,V001,2021-07,25,1,1,SYN-AP,Synthetic evaluation item,1,EA,289860,289860,,,0,289860,none,gross equals linked control posting
DOC-INV-202107-900180-2-AR,INV-202107-900180-2-AR,Sales Invoice,C,C001,2021-07,27,2,1,SYN-AR,Synthetic evaluation item,1,EA,399270,399270,,,0,399270,none,gross equals linked control posting
DOC-INV-202107-900210-2-AR,INV-202107-900210-2-AR,Sales Invoice,C,C001,2021-07,32,2,1,SYN-AR,Synthetic evaluation item,1,EA,240630,240630,,,0,240630,none,gross equals linked control posting
DOC-INV-202107-900196-1-AP,INV-202107-900196-1-AP,Purchase Invoice,S,V001,2021-07,33,1,1,SYN-AP,Synthetic evaluation item,1,EA,263010,263010,,,0,263010,none,gross equals linked control posting
DOC-INV-202107-900236-1-AP,INV-202107-900236-1-AP,Purchase Invoice,S,V001,2021-07,37,1,1,SYN-AP,Synthetic evaluation item,1,EA,58120,58120,,,0,58120,none,gross equals linked control posting
DOC-INV-202107-900230-2-AR,INV-202107-900230-2-AR,Sales Invoice,C,C001,2021-07,45,2,1,SYN-AR,Synthetic evaluation item,1,EA,233380,233380,,,0,233380,none,gross equals linked control posting
DOC-INV-202107-900216-2-AR,INV-202107-900216-2-AR,Sales Invoice,C,C001,2021-07,47,2,1,SYN-AR,Synthetic evaluation item,1,EA,420010,420010,,,0,420010,none,gross equals linked control posting
DOC-INV-202107-900220-2-AR,INV-202107-900220-2-AR,Sales Invoice,C,C001,2021-07,48,2,1,SYN-AR,Synthetic evaluation item,1,EA,458600,458600,,,0,458600,none,gross equals linked control posting
DOC-INV-202107-900222-2-AR,INV-202107-900222-2-AR,Sales Invoice,C,C001,2021-07,49,2,1,SYN-AR,Synthetic evaluation item,1,EA,597180,597180,,,0,597180,none,gross equals linked control posting
DOC-INV-202107-900202-2-AR,INV-202107-900202-2-AR,Sales Invoice,C,C001,2021-07,51,2,1,SYN-AR,Synthetic evaluation item,1,EA,317450,317450,,,0,317450,none,gross equals linked control posting
DOC-INV-202107-900205-1-AP,INV-202107-900205-1-AP,Purchase Invoice,S,V001,2021-07,52,1,1,SYN-AP,Synthetic evaluation item,1,EA,62220,62220,,,0,62220,none,gross equals linked control posting
DOC-INV-202107-900185-1-AP,INV-202107-900185-1-AP,Purchase Invoice,S,V001,2021-07,56,1,1,SYN-AP,Synthetic evaluation item,1,EA,252490,252490,,,0,252490,none,gross equals linked control posting
DOC-INV-202108-900250-2-AR,INV-202108-900250-2-AR,Sales Invoice,C,C001,2021-08,3,2,1,SYN-AR,Synthetic evaluation item,1,EA,366950,366950,,,0,366950,none,gross equals linked control posting
DOC-INV-202108-900252-2-AR,INV-202108-900252-2-AR,Sales Invoice,C,C001,2021-08,4,2,1,SYN-AR,Synthetic evaluation item,1,EA,583320,583320,,,0,583320,none,gross equals linked control posting
DOC-INV-202108-900240-2-AR,INV-202108-900240-2-AR,Sales Invoice,C,C001,2021-08,6,2,1,SYN-AR,Synthetic evaluation item,1,EA,378250,378250,,,0,378250,none,gross equals linked control posting
DOC-INV-202108-900255-1-AP,INV-202108-900255-1-AP,Purchase Invoice,S,V001,2021-08,11,1,1,SYN-AP,Synthetic evaluation item,1,EA,149650,149650,,,0,149650,none,gross equals linked control posting
DOC-INV-202108-900245-1-AP,INV-202108-900245-1-AP,Purchase Invoice,S,V001,2021-08,14,1,1,SYN-AP,Synthetic evaluation item,1,EA,189000,189000,,,0,189000,none,gross equals linked control posting
DOC-INV-202108-900280-2-AR,INV-202108-900280-2-AR,Sales Invoice,C,C001,2021-08,16,2,1,SYN-AR,Synthetic evaluation item,1,EA,532330,532330,,,0,532330,none,gross equals linked control posting
DOC-INV-202108-900292-2-AR,INV-202108-900292-2-AR,Sales Invoice,C,C001,2021-08,18,2,1,SYN-AR,Synthetic evaluation item,1,EA,282820,282820,,,0,282820,none,gross equals linked control posting
DOC-INV-202108-900294-2-AR,INV-202108-900294-2-AR,Sales Invoice,C,C001,2021-08,24,2,1,SYN-AR,Synthetic evaluation item,1,EA,130300,130300,,,0,130300,none,gross equals linked control posting
DOC-INV-202108-900272-2-AR,INV-202108-900272-2-AR,Sales Invoice,C,C001,2021-08,25,2,1,SYN-AR,Synthetic evaluation item,1,EA,284960,284960,,,0,284960,none,gross equals linked control posting
DOC-INV-202108-900248-2-AR,INV-202108-900248-2-AR,Sales Invoice,C,C001,2021-08,27,2,1,SYN-AR,Synthetic evaluation item,1,EA,104500,104500,,,0,104500,none,gross equals linked control posting
DOC-INV-202108-900254-2-AR,INV-202108-900254-2-AR,Sales Invoice,C,C001,2021-08,28,2,1,SYN-AR,Synthetic evaluation item,1,EA,85870,85870,,,0,85870,none,gross equals linked control posting
DOC-INV-202108-900261-2-AR,INV-202108-900261-2-AR,Sales Invoice,C,C001,2021-08,29,2,1,SYN-AR,Synthetic evaluation item,1,EA,268900,268900,,,0,268900,none,gross equals linked control posting
DOC-INV-202108-900260-2-AR,INV-202108-900260-2-AR,Sales Invoice,C,C001,2021-08,30,2,1,SYN-AR,Synthetic evaluation item,1,EA,109160,109160,,,0,109160,none,gross equals linked control posting
DOC-INV-202108-900282-2-AR,INV-202108-900282-2-AR,Sales Invoice,C,C001,2021-08,31,2,1,SYN-AR,Synthetic evaluation item,1,EA,146210,146210,,,0,146210,none,gross equals linked control posting
DOC-INV-202108-900271-2-AR,INV-202108-900271-2-AR,Sales Invoice,C,C001,2021-08,33,2,1,SYN-AR,Synthetic evaluation item,1,EA,316370,316370,,,0,316370,none,gross equals linked control posting
DOC-INV-202108-900265-1-AP,INV-202108-900265-1-AP,Purchase Invoice,S,V001,2021-08,40,1,1,SYN-AP,Synthetic evaluation item,1,EA,96540,96540,,,0,96540,none,gross equals linked control posting
DOC-INV-202108-900275-1-AP,INV-202108-900275-1-AP,Purchase Invoice,S,V001,2021-08,41,1,1,SYN-AP,Synthetic evaluation item,1,EA,330660,330660,,,0,330660,none,gross equals linked control posting
DOC-INV-202108-900286-1-AP,INV-202108-900286-1-AP,Purchase Invoice,S,V001,2021-08,42,1,1,SYN-AP,Synthetic evaluation item,1,EA,63790,63790,,,0,63790,none,gross equals linked control posting
DOC-INV-202108-900246-1-AP,INV-202108-900246-1-AP,Purchase Invoice,S,V001,2021-08,48,1,1,SYN-AP,Synthetic evaluation item,1,EA,31780,31780,,,0,31780,none,gross equals linked control posting
DOC-INV-202108-900290-2-AR,INV-202108-900290-2-AR,Sales Invoice,C,C001,2021-08,50,2,1,SYN-AR,Synthetic evaluation item,1,EA,444700,444700,,,0,444700,none,gross equals linked control posting
DOC-INV-202108-900295-1-AP,INV-202108-900295-1-AP,Purchase Invoice,S,V001,2021-08,52,1,1,SYN-AP,Synthetic evaluation item,1,EA,334370,334370,,,0,334370,none,gross equals linked control posting
DOC-INV-202108-900256-1-AP,INV-202108-900256-1-AP,Purchase Invoice,S,V001,2021-08,54,1,1,SYN-AP,Synthetic evaluation item,1,EA,333720,333720,,,0,333720,none,gross equals linked control posting
DOC-INV-202108-900242-2-AR,INV-202108-900242-2-AR,Sales Invoice,C,C001,2021-08,56,2,1,SYN-AR,Synthetic evaluation item,1,EA,62850,62850,,,0,62850,none,gross equals linked control posting
DOC-INV-202108-900262-2-AR,INV-202108-900262-2-AR,Sales Invoice,C,C001,2021-08,57,2,1,SYN-AR,Synthetic evaluation item,1,EA,263930,263930,,,0,263930,none,gross equals linked control posting
DOC-INV-202108-900266-1-AP,INV-202108-900266-1-AP,Purchase Invoice,S,V001,2021-08,58,1,1,SYN-AP,Synthetic evaluation item,1,EA,371680,371680,,,0,371680,none,gross equals linked control posting
DOC-INV-202109-900312-2-AR,INV-202109-900312-2-AR,Sales Invoice,C,C001,2021-09,5,2,1,SYN-AR,Synthetic evaluation item,1,EA,381440,381440,,,0,381440,none,gross equals linked control posting
DOC-INV-202109-900336-2-AR,INV-202109-900336-2-AR,Sales Invoice,C,C001,2021-09,6,2,1,SYN-AR,Synthetic evaluation item,1,EA,283080,283080,,,0,283080,none,gross equals linked control posting
