scope,partner_type,partner_code,invoice_month,invoice_transaction_id,invoice_line_id,invoice_document_date,invoice_document_id,invoice_document_number,settlement_month,settlement_transaction_id,settlement_line_id,settlement_document_date,settlement_document_id,settlement_document_number,amount,relationship
REPORTING_PERIOD,C,C001,2021-04,1,2,2021-04-02,DOC-INV-202104-900050-2-AR,INV-202104-900050-2-AR,2021-04,27,4,2021-04-16,DOC-SET-202104-900046-4-AR,SET-202104-900046-4-AR,135930,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-02,RB002,2,2021-02-15,DOC-INV-202102-REF-BF-AP-001-2-AP,INV-202102-REF-BF-AP-001-2-AP,2021-04,29,2,2021-04-17,DOC-SET-202104-900007-2-AP,SET-202104-900007-2-AP,106280,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,1,2,2021-04-02,DOC-INV-202104-900050-2-AR,INV-202104-900050-2-AR,2021-04,32,1,2021-04-18,DOC-SET-202104-900023-1-AR,SET-202104-900023-1-AR,201290,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,2,2,2021-04-03,DOC-INV-202104-900001-2-AR,INV-202104-900001-2-AR,2021-04,32,1,2021-04-18,DOC-SET-202104-900023-1-AR,SET-202104-900023-1-AR,122070,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-02,RB002,2,2021-02-15,DOC-INV-202102-REF-BF-AP-001-2-AP,INV-202102-REF-BF-AP-001-2-AP,2021-04,36,1,2021-04-19,DOC-SET-202104-900055-1-AP,SET-202104-900055-1-AP,1210,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-04,36,1,2021-04-19,DOC-SET-202104-900055-1-AP,SET-202104-900055-1-AP,86070,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-04,38,1,2021-04-20,DOC-SET-202104-900015-1-AP,SET-202104-900015-1-AP,479460,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-04,42,1,2021-04-22,DOC-SET-202104-900021-1-AP,SET-202104-900021-1-AP,189620,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-04,48,1,2021-04-24,DOC-SET-202104-900009-1-AP,SET-202104-900009-1-AP,206960,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-04,52,2,2021-04-26,DOC-SET-202104-900057-2-AP,SET-202104-900057-2-AP,122790,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-04,55,1,2021-04-27,DOC-SET-202104-900061-1-AP,SET-202104-900061-1-AP,174850,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,2,2,2021-04-03,DOC-INV-202104-900001-2-AR,INV-202104-900001-2-AR,2021-04,56,1,2021-04-28,DOC-SET-202104-900053-1-AR,SET-202104-900053-1-AR,233240,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,3,2,2021-04-03,DOC-INV-202104-900012-2-AR,INV-202104-900012-2-AR,2021-04,56,1,2021-04-28,DOC-SET-202104-900053-1-AR,SET-202104-900053-1-AR,93370,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,3,2,2021-04-03,DOC-INV-202104-900012-2-AR,INV-202104-900012-2-AR,2021-04,57,1,2021-04-29,DOC-SET-202104-900013-1-AR,SET-202104-900013-1-AR,151030,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-04,59,2,2021-04-29,DOC-SET-202104-900047-2-AP,SET-202104-900047-2-AP,338130,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,3,2,2021-04-03,DOC-INV-202104-900012-2-AR,INV-202104-900012-2-AR,2021-04,61,1,2021-04-30,DOC-SET-202104-900054-1-AR,SET-202104-900054-1-AR,163850,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,3,2,2021-04-03,DOC-INV-202104-900012-2-AR,INV-202104-900012-2-AR,2021-05,10,1,2021-05-05,DOC-SET-202105-900094-1-AR,SET-202105-900094-1-AR,147400,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,6,2,2021-04-06,DOC-INV-202104-900010-2-AR,INV-202104-900010-2-AR,2021-05,10,1,2021-05-05,DOC-SET-202105-900094-1-AR,SET-202105-900094-1-AR,228470,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,11,2,2021-04-08,DOC-INV-202104-900020-2-AR,INV-202104-900020-2-AR,2021-05,10,1,2021-05-05,DOC-SET-202105-900094-1-AR,SET-202105-900094-1-AR,65230,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,12,2,2021-04-08,DOC-INV-202104-900028-2-AR,INV-202104-900028-2-AR,2021-05,10,1,2021-05-05,DOC-SET-202105-900094-1-AR,SET-202105-900094-1-AR,26040,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-05,20,1,2021-05-09,DOC-SET-202105-900099-1-AP,SET-202105-900099-1-AP,176880,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-05,22,2,2021-05-10,DOC-SET-202105-900077-2-AP,SET-202105-900077-2-AP,147100,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,12,2,2021-04-08,DOC-INV-202104-900028-2-AR,INV-202104-900028-2-AR,2021-05,28,1,2021-05-14,DOC-SET-202105-900073-1-AR,SET-202105-900073-1-AR,264790,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,18,2,2021-04-12,DOC-INV-202104-900060-2-AR,INV-202104-900060-2-AR,2021-05,28,1,2021-05-14,DOC-SET-202105-900073-1-AR,SET-202105-900073-1-AR,24730,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-05,29,2,2021-05-15,DOC-SET-202105-900067-2-AP,SET-202105-900067-2-AP,134370,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-05,31,2,2021-05-15,DOC-SET-202105-900117-2-AP,SET-202105-900117-2-AP,103780,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,18,2,2021-04-12,DOC-INV-202104-900060-2-AR,INV-202104-900060-2-AR,2021-05,37,1,2021-05-18,DOC-SET-202105-900113-1-AR,SET-202105-900113-1-AR,202750,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,21,2,2021-04-15,DOC-INV-202104-900031-2-AR,INV-202104-900031-2-AR,2021-05,37,1,2021-05-18,DOC-SET-202105-900113-1-AR,SET-202105-900113-1-AR,140820,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-05,40,2,2021-05-21,DOC-SET-202105-900087-2-AP,SET-202105-900087-2-AP,25360,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,21,2,2021-04-15,DOC-INV-202104-900031-2-AR,INV-202104-900031-2-AR,2021-05,41,1,2021-05-22,DOC-SET-202105-900064-1-AR,SET-202105-900064-1-AR,231700,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,26,2,2021-04-16,DOC-INV-202104-900034-2-AR,INV-202104-900034-2-AR,2021-05,41,1,2021-05-22,DOC-SET-202105-900064-1-AR,SET-202105-900064-1-AR,265900,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,26,2,2021-04-16,DOC-INV-202104-900034-2-AR,INV-202104-900034-2-AR,2021-05,43,1,2021-05-22,DOC-SET-202105-900104-1-AR,SET-202105-900104-1-AR,15070,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,30,2,2021-04-17,DOC-INV-202104-900051-2-AR,INV-202104-900051-2-AR,2021-05,43,1,2021-05-22,DOC-SET-202105-900104-1-AR,SET-202105-900104-1-AR,91580,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,30,2,2021-04-17,DOC-INV-202104-900051-2-AR,INV-202104-900051-2-AR,2021-05,45,1,2021-05-23,DOC-SET-202105-900083-1-AR,SET-202105-900083-1-AR,192450,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-05,46,2,2021-05-23,DOC-SET-202105-900107-2-AP,SET-202105-900107-2-AP,182360,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,30,2,2021-04-17,DOC-INV-202104-900051-2-AR,INV-202104-900051-2-AR,2021-05,47,1,2021-05-24,DOC-SET-202105-900063-1-AR,SET-202105-900063-1-AR,212200,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,34,2,2021-04-19,DOC-INV-202104-900032-2-AR,INV-202104-900032-2-AR,2021-05,47,1,2021-05-24,DOC-SET-202105-900063-1-AR,SET-202105-900063-1-AR,104340,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,44,2,2021-04-22,DOC-INV-202104-900040-2-AR,INV-202104-900040-2-AR,2021-05,47,1,2021-05-24,DOC-SET-202105-900063-1-AR,SET-202105-900063-1-AR,31680,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,44,2,2021-04-22,DOC-INV-202104-900040-2-AR,INV-202104-900040-2-AR,2021-05,48,1,2021-05-24,DOC-SET-202105-900114-1-AR,SET-202105-900114-1-AR,133110,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,45,2,2021-04-23,DOC-INV-202104-900002-2-AR,INV-202104-900002-2-AR,2021-05,48,1,2021-05-24,DOC-SET-202105-900114-1-AR,SET-202105-900114-1-AR,121040,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-03,RB006,2,2021-03-20,DOC-INV-202103-REF-BF-AP-002-2-AP,INV-202103-REF-BF-AP-002-2-AP,2021-05,49,1,2021-05-25,DOC-SET-202105-900109-1-AP,SET-202105-900109-1-AP,55990,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,5,1,2021-04-06,DOC-INV-202104-900006-1-AP,INV-202104-900006-1-AP,2021-05,49,1,2021-05-25,DOC-SET-202105-900109-1-AP,SET-202105-900109-1-AP,64290,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,5,1,2021-04-06,DOC-INV-202104-900006-1-AP,INV-202104-900006-1-AP,2021-05,52,1,2021-05-26,DOC-SET-202105-900103-1-AP,SET-202105-900103-1-AP,303560,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,10,1,2021-04-07,DOC-INV-202104-900056-1-AP,INV-202104-900056-1-AP,2021-05,52,1,2021-05-26,DOC-SET-202105-900103-1-AP,SET-202105-900103-1-AP,44360,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,10,1,2021-04-07,DOC-INV-202104-900056-1-AP,INV-202104-900056-1-AP,2021-05,58,1,2021-05-29,DOC-SET-202105-900093-1-AP,SET-202105-900093-1-AP,135240,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,45,2,2021-04-23,DOC-INV-202104-900002-2-AR,INV-202104-900002-2-AR,2021-06,1,1,2021-06-01,DOC-SET-202106-900143-1-AR,SET-202106-900143-1-AR,31130,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,46,2,2021-04-23,DOC-INV-202104-900041-2-AR,INV-202104-900041-2-AR,2021-06,1,1,2021-06-01,DOC-SET-202106-900143-1-AR,SET-202106-900143-1-AR,97700,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,51,2,2021-04-25,DOC-INV-202104-900042-2-AR,INV-202104-900042-2-AR,2021-06,1,1,2021-06-01,DOC-SET-202106-900143-1-AR,SET-202106-900143-1-AR,34370,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,51,2,2021-04-25,DOC-INV-202104-900042-2-AR,INV-202104-900042-2-AR,2021-06,4,1,2021-06-02,DOC-SET-202106-900124-1-AR,SET-202106-900124-1-AR,36330,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,54,2,2021-04-27,DOC-INV-202104-900022-2-AR,INV-202104-900022-2-AR,2021-06,4,1,2021-06-02,DOC-SET-202106-900124-1-AR,SET-202106-900124-1-AR,63700,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,54,2,2021-04-27,DOC-INV-202104-900022-2-AR,INV-202104-900022-2-AR,2021-06,5,1,2021-06-02,DOC-SET-202106-900133-1-AR,SET-202106-900133-1-AR,211410,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,10,1,2021-04-07,DOC-INV-202104-900056-1-AP,INV-202104-900056-1-AP,2021-06,6,2,2021-06-02,DOC-SET-202106-900167-2-AP,SET-202106-900167-2-AP,42650,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,9,1,2021-04-07,DOC-INV-202104-900045-1-AP,INV-202104-900045-1-AP,2021-06,6,2,2021-06-02,DOC-SET-202106-900167-2-AP,SET-202106-900167-2-AP,56120,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,54,2,2021-04-27,DOC-INV-202104-900022-2-AR,INV-202104-900022-2-AR,2021-06,7,1,2021-06-02,DOC-SET-202106-900169-1-AR,SET-202106-900169-1-AR,153850,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,54,2,2021-04-27,DOC-INV-202104-900022-2-AR,INV-202104-900022-2-AR,2021-06,7,3,2021-06-02,DOC-SET-202106-900169-3-AR,SET-202106-900169-3-AR,12300,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,54,2,2021-04-27,DOC-INV-202104-900022-2-AR,INV-202104-900022-2-AR,2021-06,7,4,2021-06-02,DOC-SET-202106-900169-4-AR,SET-202106-900169-4-AR,104590,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,62,2,2021-04-30,DOC-INV-202104-900062-2-AR,INV-202104-900062-2-AR,2021-06,7,4,2021-06-02,DOC-SET-202106-900169-4-AR,SET-202106-900169-4-AR,36960,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,62,2,2021-04-30,DOC-INV-202104-900062-2-AR,INV-202104-900062-2-AR,2021-06,8,1,2021-06-03,DOC-SET-202106-900154-1-AR,SET-202106-900154-1-AR,126120,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,62,2,2021-04-30,DOC-INV-202104-900062-2-AR,INV-202104-900062-2-AR,2021-06,15,1,2021-06-07,DOC-SET-202106-900173-1-AR,SET-202106-900173-1-AR,70630,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,9,1,2021-04-07,DOC-INV-202104-900045-1-AP,INV-202104-900045-1-AP,2021-06,19,1,2021-06-09,DOC-SET-202106-900153-1-AP,SET-202106-900153-1-AP,39460,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,15,1,2021-04-11,DOC-INV-202104-900035-1-AP,INV-202104-900035-1-AP,2021-06,19,1,2021-06-09,DOC-SET-202106-900153-1-AP,SET-202106-900153-1-AP,116900,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,15,1,2021-04-11,DOC-INV-202104-900035-1-AP,INV-202104-900035-1-AP,2021-06,21,1,2021-06-10,DOC-SET-202106-900141-1-AP,SET-202106-900141-1-AP,64450,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,19,1,2021-04-14,DOC-INV-202104-900026-1-AP,INV-202104-900026-1-AP,2021-06,21,1,2021-06-10,DOC-SET-202106-900141-1-AP,SET-202106-900141-1-AP,78360,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,35,1,2021-04-19,DOC-INV-202104-900036-1-AP,INV-202104-900036-1-AP,2021-06,21,1,2021-06-10,DOC-SET-202106-900141-1-AP,SET-202106-900141-1-AP,20280,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,62,2,2021-04-30,DOC-INV-202104-900062-2-AR,INV-202104-900062-2-AR,2021-06,26,1,2021-06-11,DOC-SET-202106-900164-1-AR,SET-202106-900164-1-AR,172860,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-04,62,2,2021-04-30,DOC-INV-202104-900062-2-AR,INV-202104-900062-2-AR,2021-06,30,1,2021-06-13,DOC-SET-202106-900123-1-AR,SET-202106-900123-1-AR,119100,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,2,2,2021-05-01,DOC-INV-202105-900121-2-AR,INV-202105-900121-2-AR,2021-06,30,1,2021-06-13,DOC-SET-202106-900123-1-AR,SET-202106-900123-1-AR,157030,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,2,2,2021-05-01,DOC-INV-202105-900121-2-AR,INV-202105-900121-2-AR,2021-06,36,1,2021-06-19,DOC-SET-202106-900134-1-AR,SET-202106-900134-1-AR,145720,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,35,1,2021-04-19,DOC-INV-202104-900036-1-AP,INV-202104-900036-1-AP,2021-06,37,1,2021-06-19,DOC-SET-202106-900147-1-AP,SET-202106-900147-1-AP,48480,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,41,1,2021-04-22,DOC-INV-202104-900016-1-AP,INV-202104-900016-1-AP,2021-06,37,1,2021-06-19,DOC-SET-202106-900147-1-AP,SET-202106-900147-1-AP,171300,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,41,1,2021-04-22,DOC-INV-202104-900016-1-AP,INV-202104-900016-1-AP,2021-06,40,1,2021-06-22,DOC-SET-202106-900135-1-AP,SET-202106-900135-1-AP,70370,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-04,43,1,2021-04-22,DOC-INV-202104-900025-1-AP,INV-202104-900025-1-AP,2021-06,40,1,2021-06-22,DOC-SET-202106-900135-1-AP,SET-202106-900135-1-AP,187410,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,12,1,2021-05-07,DOC-INV-202105-900095-1-AP,INV-202105-900095-1-AP,2021-06,40,1,2021-06-22,DOC-SET-202106-900135-1-AP,SET-202106-900135-1-AP,148710,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,12,1,2021-05-07,DOC-INV-202105-900095-1-AP,INV-202105-900095-1-AP,2021-06,42,2,2021-06-23,DOC-SET-202106-900177-2-AP,SET-202106-900177-2-AP,201880,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,16,1,2021-05-09,DOC-INV-202105-900066-1-AP,INV-202105-900066-1-AP,2021-06,42,2,2021-06-23,DOC-SET-202106-900177-2-AP,SET-202106-900177-2-AP,9900,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,16,1,2021-05-09,DOC-INV-202105-900066-1-AP,INV-202105-900066-1-AP,2021-06,53,2,2021-06-30,DOC-SET-202106-900127-2-AP,SET-202106-900127-2-AP,41460,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,18,1,2021-05-09,DOC-INV-202105-900075-1-AP,INV-202105-900075-1-AP,2021-06,53,2,2021-06-30,DOC-SET-202106-900127-2-AP,SET-202106-900127-2-AP,315770,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,18,1,2021-05-09,DOC-INV-202105-900075-1-AP,INV-202105-900075-1-AP,2021-07,5,1,2021-07-04,DOC-SET-202107-900235-1-AP,SET-202107-900235-1-AP,63520,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,21,1,2021-05-10,DOC-INV-202105-900076-1-AP,INV-202105-900076-1-AP,2021-07,5,1,2021-07-04,DOC-SET-202107-900235-1-AP,SET-202107-900235-1-AP,71500,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,2,2,2021-05-01,DOC-INV-202105-900121-2-AR,INV-202105-900121-2-AR,2021-07,8,1,2021-07-06,DOC-SET-202107-900194-1-AR,SET-202107-900194-1-AR,137950,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,6,2,2021-05-04,DOC-INV-202105-900086-2-AR,INV-202105-900086-2-AR,2021-07,8,1,2021-07-06,DOC-SET-202107-900194-1-AR,SET-202107-900194-1-AR,288830,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,21,1,2021-05-10,DOC-INV-202105-900076-1-AP,INV-202105-900076-1-AP,2021-07,12,1,2021-07-11,DOC-SET-202107-900199-1-AP,SET-202107-900199-1-AP,72970,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,21,1,2021-05-10,DOC-INV-202105-900076-1-AP,INV-202105-900076-1-AP,2021-07,13,1,2021-07-12,DOC-SET-202107-900181-1-AP,SET-202107-900181-1-AP,16830,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,23,1,2021-05-10,DOC-INV-202105-900106-1-AP,INV-202105-900106-1-AP,2021-07,13,1,2021-07-12,DOC-SET-202107-900181-1-AP,SET-202107-900181-1-AP,182290,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,27,1,2021-05-13,DOC-INV-202105-900096-1-AP,INV-202105-900096-1-AP,2021-07,13,1,2021-07-12,DOC-SET-202107-900181-1-AP,SET-202107-900181-1-AP,49070,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,6,2,2021-05-04,DOC-INV-202105-900086-2-AR,INV-202105-900086-2-AR,2021-07,17,1,2021-07-13,DOC-SET-202107-900234-1-AR,SET-202107-900234-1-AR,246560,EXPLICIT_APPLICATION
