Ledger_Account_Number,Level,Type,Ledger_Account_Number,Parent,Category,eTax_Category,eTax_Account_Name,Beginning_Balance,Total_Debit,Total_Credit,Ending_Balance,seq
10E200140,2,1,10E200140,10E200010,Expenses,"Selling, General and Administrative Expenses",Employee Welfare Expenses,0,4300467,0,4300467,347
10E200150,2,1,10E200150,10E200010,Expenses,"Selling, General and Administrative Expenses",Entertainment Expenses,0,3250843,0,3250843,348
10E200180,2,1,10E200180,10E200010,Expenses,"Selling, General and Administrative Expenses",Communication Expenses,0,9929652,0,9929652,351
10E200200,2,1,10E200200,10E200010,Expenses,"Selling, General and Administrative Expenses",Supplies Expenses,0,4879550,2439775,2439775,353
10E200210,2,1,10E200210,10E200010,Expenses,"Selling, General and Administrative Expenses",Taxes and Dues,0,239000,0,239000,354
10E200220,2,1,10E200220,10E200010,Expenses,"Selling, General and Administrative Expenses",Depreciation Expenses,0,0,0,0,355
10E200240,2,1,10E200240,10E200010,Expenses,"Selling, General and Administrative Expenses",Insurance Expenses,0,2869380,0,2869380,357
10E200370,2,1,10E200370,10E200010,Expenses,"Selling, General and Administrative Expenses",Salaries and Allowances,0,47058972,0,47058972,370
10E200520,2,1,10E200520,10E200010,Expenses,"Selling, General and Administrative Expenses",Temporary Wages,0,3790337,0,3790337,385
10E200540,2,1,10E200540,10E200010,Expenses,"Selling, General and Administrative Expenses",Statutory Welfare Expenses,0,7008962,0,7008962,387
10E200600,2,1,10E200600,10E200010,Expenses,"Selling, General and Administrative Expenses",Professional Fees,0,1257390,0,1257390,393
10E200690,2,1,10E200690,10E200010,Expenses,"Selling, General and Administrative Expenses",Service Fees,0,12735423,0,12735423,402
10E200720,2,1,10E200720,10E200010,Expenses,"Selling, General and Administrative Expenses",Rent Expenses,0,31011000,0,31011000,405
10E200730,2,1,10E200730,10E200010,Expenses,"Selling, General and Administrative Expenses",Land and Building Rent,0,2350800,0,2350800,406
10E200870,2,1,10E200870,10E200010,Expenses,"Selling, General and Administrative Expenses",Freight Expenses,0,37366207,0,37366207,420
10E201000,2,1,10E201000,10E200010,Expenses,"Selling, General and Administrative Expenses",Repairs and Maintenance,0,301650,0,301650,433
10E201040,2,1,10E201040,10E200010,Expenses,"Selling, General and Administrative Expenses",Utilities Expenses,0,5413937,0,5413937,437
10E201110,2,1,10E201110,10E200010,Expenses,"Selling, General and Administrative Expenses",Office Supplies Expenses,0,1147431,0,1147431,444
10E201120,2,1,10E201120,10E200010,Expenses,"Selling, General and Administrative Expenses",Vehicle Expenses,0,5617052,0,5617052,445
10E201130,2,1,10E201130,10E200010,Expenses,"Selling, General and Administrative Expenses",Meeting Expenses,0,255434,0,255434,446
10E201140,2,1,10E201140,10E200010,Expenses,"Selling, General and Administrative Expenses",Membership Fees,0,1044000,0,1044000,447
10E201160,2,1,10E201160,10E200010,Expenses,"Selling, General and Administrative Expenses",Books and Publications,0,224838,0,224838,449
10E201230,2,1,10E201230,10E200010,Expenses,"Selling, General and Administrative Expenses",Travel and Transportation Expenses,0,9896123,0,9896123,456
10E201270,2,1,10E201270,10E200010,Expenses,"Selling, General and Administrative Expenses",Miscellaneous Expenses,0,4342686,0,4342686,460
10E300010,1,T,10E300010,10_000000,Expenses,Non-operating Expenses,Non-operating Expenses,0,1050085,0,1050085,543
10E300020,2,1,10E300020,10E300010,Expenses,Non-operating Expenses,Interest Expense,0,1050085,0,1050085,544
