Ledger_Account_Number,Level,Type,Ledger_Account_Number,Parent,Category,eTax_Category,eTax_Account_Name,Beginning_Balance,Total_Debit,Total_Credit,Ending_Balance,seq
10E200130,2,1,10E200130,10E200010,Expenses,"Selling, General and Administrative Expenses",Bonuses,0,11082000,0,11082000,346
10E200140,2,1,10E200140,10E200010,Expenses,"Selling, General and Administrative Expenses",Employee Welfare Expenses,0,5585786,0,5585786,347
10E200150,2,1,10E200150,10E200010,Expenses,"Selling, General and Administrative Expenses",Entertainment Expenses,0,4258344,0,4258344,348
10E200180,2,1,10E200180,10E200010,Expenses,"Selling, General and Administrative Expenses",Communication Expenses,0,13260677,0,13260677,351
10E200200,2,1,10E200200,10E200010,Expenses,"Selling, General and Administrative Expenses",Supplies Expenses,0,6735986,3367993,3367993,353
10E200210,2,1,10E200210,10E200010,Expenses,"Selling, General and Administrative Expenses",Taxes and Dues,0,267000,0,267000,354
10E200220,2,1,10E200220,10E200010,Expenses,"Selling, General and Administrative Expenses",Depreciation Expenses,0,2239924,0,2239924,355
10E200240,2,1,10E200240,10E200010,Expenses,"Selling, General and Administrative Expenses",Insurance Expenses,0,3825840,0,3825840,357
10E200370,2,1,10E200370,10E200010,Expenses,"Selling, General and Administrative Expenses",Salaries and Allowances,0,62235612,0,62235612,370
10E200520,2,1,10E200520,10E200010,Expenses,"Selling, General and Administrative Expenses",Temporary Wages,0,4582962,0,4582962,385
10E200540,2,1,10E200540,10E200010,Expenses,"Selling, General and Administrative Expenses",Statutory Welfare Expenses,0,11174629,0,11174629,387
10E200600,2,1,10E200600,10E200010,Expenses,"Selling, General and Administrative Expenses",Professional Fees,0,1676520,0,1676520,393
10E200690,2,1,10E200690,10E200010,Expenses,"Selling, General and Administrative Expenses",Service Fees,0,21935551,0,21935551,402
10E200720,2,1,10E200720,10E200010,Expenses,"Selling, General and Administrative Expenses",Rent Expenses,0,41358000,0,41358000,405
10E200730,2,1,10E200730,10E200010,Expenses,"Selling, General and Administrative Expenses",Land and Building Rent,0,3526200,0,3526200,406
10E200870,2,1,10E200870,10E200010,Expenses,"Selling, General and Administrative Expenses",Freight Expenses,0,51396860,0,51396860,420
10E201000,2,1,10E201000,10E200010,Expenses,"Selling, General and Administrative Expenses",Repairs and Maintenance,0,337350,0,337350,433
10E201040,2,1,10E201040,10E200010,Expenses,"Selling, General and Administrative Expenses",Utilities Expenses,0,7070997,0,7070997,437
10E201110,2,1,10E201110,10E200010,Expenses,"Selling, General and Administrative Expenses",Office Supplies Expenses,0,1528632,0,1528632,444
10E201120,2,1,10E201120,10E200010,Expenses,"Selling, General and Administrative Expenses",Vehicle Expenses,0,7546928,0,7546928,445
10E201130,2,1,10E201130,10E200010,Expenses,"Selling, General and Administrative Expenses",Meeting Expenses,0,330419,0,330419,446
10E201140,2,1,10E201140,10E200010,Expenses,"Selling, General and Administrative Expenses",Membership Fees,0,1392000,0,1392000,447
10E201160,2,1,10E201160,10E200010,Expenses,"Selling, General and Administrative Expenses",Books and Publications,0,299784,0,299784,449
10E201230,2,1,10E201230,10E200010,Expenses,"Selling, General and Administrative Expenses",Travel and Transportation Expenses,0,12971976,0,12971976,456
10E201270,2,1,10E201270,10E200010,Expenses,"Selling, General and Administrative Expenses",Miscellaneous Expenses,0,5746663,0,5746663,460
10E300010,1,T,10E300010,10_000000,Expenses,Non-operating Expenses,Non-operating Expenses,0,1691768,0,1691768,543
10E300020,2,1,10E300020,10E300010,Expenses,Non-operating Expenses,Interest Expense,0,1691768,0,1691768,544
