Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
2021-09-06,税理士報酬,10E200600,支払報酬,,,,,139710,0,10A100020,現金及び預金,20,みずほ 本店,,,838260,2021-09
2021-09-06,コーヒー代2名,10A100020,現金及び預金,,,,,0,1260,10E200150,交際費,,,,,-11016517,2021-09
2021-09-06,コーヒー代2名,10E200150,交際費,,,,,1260,0,10A100020,現金及び預金,,,,,1738793,2021-09
2021-09-06,食事代 トン吉2名,10A100020,現金及び預金,,,,,0,4120,10E200150,交際費,,,,,-11020637,2021-09
2021-09-06,食事代 トン吉2名,10E200150,交際費,,,,,4120,0,10A100020,現金及び預金,,,,,1742913,2021-09
2021-09-07,JR代,10A100020,現金及び預金,,,,,0,69500,10E201230,旅費及び交通費,,,,,-11090137,2021-09
2021-09-07,JR代,10E201230,旅費及び交通費,,,,,69500,0,10A100020,現金及び預金,,,,,5336501,2021-09
2021-09-07,旅費,10A100020,現金及び預金,,,,,0,50000,10E201230,旅費及び交通費,,,,,-11140137,2021-09
2021-09-07,旅費,10E201230,旅費及び交通費,,,,,50000,0,10A100020,現金及び預金,,,,,5386501,2021-09
2021-09-08,コーヒー代2名,10A100020,現金及び預金,,,,,0,1400,10E200150,交際費,,,,,-11141537,2021-09
2021-09-08,コーヒー代2名,10E200150,交際費,,,,,1400,0,10A100020,現金及び預金,,,,,1744313,2021-09
2021-09-09,ガソリン代,10A100020,現金及び預金,,,,,0,6865,10E201120,車両費,,,,,-11148402,2021-09
2021-09-09,高速代,10A100020,現金及び預金,,,,,0,2286,10E201120,車両費,,,,,-11150688,2021-09
2021-09-09,ガソリン代,10E201120,車両費,,,,,6865,0,10A100020,現金及び預金,,,,,3002650,2021-09
2021-09-09,高速代,10E201120,車両費,,,,,2286,0,10A100020,現金及び預金,,,,,3004936,2021-09
2021-09-09,旅費,10A100020,現金及び預金,,,,,0,38970,10E201230,旅費及び交通費,,,,,-11189658,2021-09
2021-09-09,旅費,10E201230,旅費及び交通費,,,,,38970,0,10A100020,現金及び預金,,,,,5425471,2021-09
2021-09-10,お見舞代,10A100020,現金及び預金,,,,,0,10000,10E200150,交際費,,,,,-11199658,2021-09
2021-09-10,お見舞代,10E200150,交際費,,,,,10000,0,10A100020,現金及び預金,,,,,1754313,2021-09
2021-09-10,手形期日落日 チェック,10A100020,現金及び預金,1,みずほ銀行,,,0,2653685,10B100030,支払手形,,,,,-13853343,2021-09
2021-09-10,手形期日落日 チェック,10B100030,支払手形,,,,,2653685,0,10A100020,現金及び預金,1,みずほ銀行,,,-24768825,2021-09
2021-09-10,点検作業料,10A100020,現金及び預金,,,,,0,22000,10E201120,車両費,,,,,-13875343,2021-09
2021-09-10,点検作業料,10E201120,車両費,,,,,22000,0,10A100020,現金及び預金,,,,,3026936,2021-09
2021-09-10,会議 食事代,10A100020,現金及び預金,,,,,0,24995,10E201130,会議費,,,,,-13900338,2021-09
2021-09-10,会議 食事代,10E201130,会議費,,,,,24995,0,10A100020,現金及び預金,,,,,180449,2021-09
2021-09-10,有線,10B100630,未払金,,,,,0,6000,10E201270,雑費,,,,,35399333,2021-09
2021-09-10,警備料,10B100630,未払金,,,,,0,42858,10E201270,雑費,,,,,35442191,2021-09
2021-09-10,有線,10E201270,雑費,,,,,6000,0,10B100630,未払金,,,,,2412358,2021-09
2021-09-10,警備料,10E201270,雑費,,,,,42858,0,10B100630,未払金,,,,,2455216,2021-09
2021-09-10,手土産代 五越百貨店,10A100020,現金及び預金,,,,,0,2540,10E200150,交際費,,,,,-13902878,2021-09
2021-09-10,手土産代 五越百貨店,10E200150,交際費,,,,,2540,0,10A100020,現金及び預金,,,,,1756853,2021-09
2021-09-10,源泉税支払,10A100020,現金及び預金,20,みずほ 本店,,,0,260493,10B100690,預り金,3,源泉税,,,-14163371,2021-09
2021-09-10,住民税支払,10A100020,現金及び預金,20,みずほ 本店,,,0,449500,10B100690,預り金,2,住民税,,,-14612871,2021-09
2021-09-10,源泉税支払,10B100690,預り金,3,源泉税,,,260493,0,10A100020,現金及び預金,20,みずほ 本店,,,343221,2021-09
2021-09-10,住民税支払,10B100690,預り金,2,住民税,,,449500,0,10A100020,現金及び預金,20,みずほ 本店,,,-106279,2021-09
2021-09-10,有線,10B100630,未払金,,,,,0,5000,10E201270,雑費,,,,,35447191,2021-09
2021-09-10,警備料,10B100630,未払金,,,,,0,34286,10E201270,雑費,,,,,35481477,2021-09
2021-09-10,有線,10E201270,雑費,,,,,5000,0,10B100630,未払金,,,,,2460216,2021-09
2021-09-10,警備料,10E201270,雑費,,,,,34286,0,10B100630,未払金,,,,,2494502,2021-09
2021-09-10,ゴルフプレー代,10A100020,現金及び預金,,,,,0,18600,10E200150,交際費,,,,,-14631471,2021-09
2021-09-10,ゴルフプレー代,10E200150,交際費,,,,,18600,0,10A100020,現金及び預金,,,,,1775453,2021-09
2021-09-10,ガソリン代,10A100020,現金及び預金,,,,,0,4931,10E201120,車両費,,,,,-14636402,2021-09
2021-09-10,駐車代,10A100020,現金及び預金,,,,,0,572,10E201120,車両費,,,,,-14636974,2021-09
2021-09-10,ガソリン代,10E201120,車両費,,,,,4931,0,10A100020,現金及び預金,,,,,3031867,2021-09
2021-09-10,駐車代,10E201120,車両費,,,,,572,0,10A100020,現金及び預金,,,,,3032439,2021-09
2021-09-10,電話代,10A100020,現金及び預金,30,三井 名古屋,,,0,69152,10E200180,通信費,,,,,-14706126,2021-09
2021-09-10,ＪＲ代,10A100020,現金及び預金,30,三井 名古屋,,,0,6000,10E201230,旅費及び交通費,,,,,-14712126,2021-09
2021-09-10,電話代,10E200180,通信費,,,,,69152,0,10A100020,現金及び預金,30,三井 名古屋,,,5843963,2021-09
2021-09-10,ＪＲ代,10E201230,旅費及び交通費,,,,,6000,0,10A100020,現金及び預金,30,三井 名古屋,,,5431471,2021-09
2021-09-10,9月10日伝票No302株式会社 ミナミ,10A100020,現金及び預金,30,三井 名古屋,,,570942,0,10A100090,売掛金,19,㈱ﾐﾅﾐ,,,-14141184,2021-09
2021-09-10,9月10日伝票No302株式会社 ミナミ,10A100090,売掛金,19,㈱ﾐﾅﾐ,,,0,570942,10A100020,現金及び預金,30,三井 名古屋,,,-51701011,2021-09
2021-09-10,9月10日伝票No302株式会社 ミナミ,10A100090,売掛金,19,㈱ﾐﾅﾐ,,,0,735,10E200690,支払手数料,,,,,-51701746,2021-09
2021-09-10,9月10日伝票No302株式会社 ミナミ,10E200690,支払手数料,,,,,735,0,10A100090,売掛金,19,㈱ﾐﾅﾐ,,,61157,2021-09
2021-09-10,9月10日伝票No303かめだデパート,10A100060,受取手形,,,,,5178380,0,10A100090,売掛金,28,かめだﾃﾞﾊﾟｰﾄ,,,53385044,2021-09
2021-09-10,9月10日伝票No303かめだデパート,10A100090,売掛金,28,かめだﾃﾞﾊﾟｰﾄ,,,0,5178380,10A100060,受取手形,,,,,-56880126,2021-09
2021-09-10,9月10日伝票No477株式会社 チェック,10A100090,売掛金,3,㈱ﾁｪｯｸ,,,0,627649,10B100040,買掛金,3,㈱ﾁｪｯｸ,,,-57507775,2021-09
2021-09-10,9月10日伝票No477株式会社 チェック,10B100040,買掛金,3,㈱ﾁｪｯｸ,,,627649,0,10A100090,売掛金,3,㈱ﾁｪｯｸ,,,-15662081,2021-09
2021-09-10,9月10日伝票No499株式会社 藤田東京本社,10A100020,現金及び預金,20,みずほ 本店,,,8166175,0,10A100090,売掛金,14,㈱藤田,,,-5975009,2021-09
2021-09-10,9月10日伝票No499株式会社 藤田東京本社,10A100090,売掛金,14,㈱藤田,,,0,8166175,10A100020,現金及び預金,20,みずほ 本店,,,-65673950,2021-09
2021-09-10,9月10日伝票No499株式会社 藤田東京本社,10A100090,売掛金,14,㈱藤田,,,0,840,10E200690,支払手数料,,,,,-65674790,2021-09
2021-09-10,9月10日伝票No499株式会社 藤田東京本社,10E200690,支払手数料,,,,,840,0,10A100090,売掛金,14,㈱藤田,,,61997,2021-09
2021-09-10,9月10日伝票No220株式会社 チェック,10B100030,支払手形,,,,,0,2623516,10B100040,買掛金,3,㈱ﾁｪｯｸ,,,-22145309,2021-09
2021-09-10,9月10日伝票No220株式会社 チェック,10B100040,買掛金,3,㈱ﾁｪｯｸ,,,2623516,0,10B100030,支払手形,,,,,-18285597,2021-09
2021-09-10,9月10日伝票No222株式会社 山下,10A100020,現金及び預金,20,みずほ 本店,,,0,414892,10B100040,買掛金,8,㈱山下,,,-6389901,2021-09
2021-09-10,9月10日伝票No222株式会社 山下,10B100040,買掛金,8,㈱山下,,,414892,0,10A100020,現金及び預金,20,みずほ 本店,,,-18700489,2021-09
2021-09-11,電話代,10A100020,現金及び預金,40,三菱東京 梅田,,,0,167604,10E200180,通信費,,,,,-6557505,2021-09
2021-09-11,電話代,10E200180,通信費,,,,,167604,0,10A100020,現金及び預金,40,三菱東京 梅田,,,6011567,2021-09
2021-09-11,家賃支払い,10A100020,現金及び預金,30,三井 名古屋,,,0,399000,10E200720,地代家賃,,,,,-6956505,2021-09
2021-09-11,家賃支払い,10E200720,地代家賃,,,,,399000,0,10A100020,現金及び預金,30,三井 名古屋,,,17614000,2021-09
2021-09-11,出張旅費,10A100020,現金及び預金,,,,,0,7000,10E201230,旅費及び交通費,,,,,-6963505,2021-09
2021-09-11,出張旅費,10E201230,旅費及び交通費,,,,,7000,0,10A100020,現金及び預金,,,,,5438471,2021-09
2021-09-11,旅費,10A100020,現金及び預金,,,,,0,4300,10E201230,旅費及び交通費,,,,,-6967805,2021-09
2021-09-11,旅費,10E201230,旅費及び交通費,,,,,4300,0,10A100020,現金及び預金,,,,,5442771,2021-09
2021-09-11,家賃支払い,10A100020,現金及び預金,50,福岡 北九州,,,0,630000,10E200720,地代家賃,,,,,-7597805,2021-09
2021-09-11,電話代,10A100020,現金及び預金,50,福岡 北九州,,,0,110745,10E200180,通信費,,,,,-7708550,2021-09
2021-09-11,電話代,10E200180,通信費,,,,,110745,0,10A100020,現金及び預金,50,福岡 北九州,,,6122312,2021-09
2021-09-11,家賃支払い,10E200720,地代家賃,,,,,630000,0,10A100020,現金及び預金,50,福岡 北九州,,,18244000,2021-09
2021-09-11,旅費,10A100020,現金及び預金,,,,,0,28448,10E201230,旅費及び交通費,,,,,-7736998,2021-09
2021-09-11,旅費,10A100020,現金及び預金,,,,,0,33181,10E201230,旅費及び交通費,,,,,-7770179,2021-09
2021-09-11,旅費,10A100020,現金及び預金,,,,,0,39811,10E201230,旅費及び交通費,,,,,-7809990,2021-09
2021-09-11,旅費,10E201230,旅費及び交通費,,,,,28448,0,10A100020,現金及び預金,,,,,5471219,2021-09
2021-09-11,旅費,10E201230,旅費及び交通費,,,,,33181,0,10A100020,現金及び預金,,,,,5504400,2021-09
2021-09-11,旅費,10E201230,旅費及び交通費,,,,,39811,0,10A100020,現金及び預金,,,,,5544211,2021-09
2021-09-11,家賃支払い,10A100020,現金及び預金,10,北海道 駅前,,,0,320000,10E200720,地代家賃,,,,,-8129990,2021-09
2021-09-11,電話代,10A100020,現金及び預金,10,北海道 駅前,,,0,169240,10E200180,通信費,,,,,-8299230,2021-09
2021-09-11,電話代,10E200180,通信費,,,,,169240,0,10A100020,現金及び預金,10,北海道 駅前,,,6291552,2021-09
2021-09-11,家賃支払い,10E200720,地代家賃,,,,,320000,0,10A100020,現金及び預金,10,北海道 駅前,,,18564000,2021-09
2021-09-11,飲食代 居酒屋富士4名,10A100020,現金及び預金,,,,,0,17360,10E200150,交際費,,,,,-8316590,2021-09
2021-09-11,飲食代 居酒屋富士4名,10E200150,交際費,,,,,17360,0,10A100020,現金及び預金,,,,,1792813,2021-09
2021-09-11,旅費,10A100020,現金及び預金,,,,,0,90200,10E201230,旅費及び交通費,,,,,-8406790,2021-09
2021-09-11,旅費,10E201230,旅費及び交通費,,,,,90200,0,10A100020,現金及び預金,,,,,5634411,2021-09
2021-09-11,家賃支払,10A100020,現金及び預金,20,みずほ 本店,,,0,1260000,10E200720,地代家賃,,,,,-9666790,2021-09
2021-09-11,家賃支払,10E200720,地代家賃,,,,,1260000,0,10A100020,現金及び預金,20,みずほ 本店,,,19824000,2021-09
2021-09-11,家賃支払,10A100020,現金及び預金,40,三菱東京 梅田,,,0,840000,10E200720,地代家賃,,,,,-10506790,2021-09
2021-09-11,家賃支払,10E200720,地代家賃,,,,,840000,0,10A100020,現金及び預金,40,三菱東京 梅田,,,20664000,2021-09
2021-09-12,"発生記録により、電子記録債権40,000円が発生",10A100090,売掛金,1,五越㈱,,,0,40000,10A100200,電子記録債権,,,,,-65714790,2021-09
2021-09-12,"発生記録により、電子記録債権40,000円が発生",10A100200,電子記録債権,,,,,40000,0,10A100090,売掛金,1,五越㈱,,,40000,2021-09
2021-09-12,コーヒー代3名,10A100020,現金及び預金,,,,,0,1890,10E200150,交際費,,,,,-10508680,2021-09
2021-09-12,コーヒー代3名,10E200150,交際費,,,,,1890,0,10A100020,現金及び預金,,,,,1794703,2021-09
2021-09-12,ガソリン代,10A100020,現金及び預金,,,,,0,3210,10E201120,車両費,,,,,-10511890,2021-09
2021-09-12,ガソリン代,10E201120,車両費,,,,,3210,0,10A100020,現金及び預金,,,,,3035649,2021-09
2021-09-12,コーヒー代3名,10A100020,現金及び預金,,,,,0,1890,10E200150,交際費,,,,,-10513780,2021-09
2021-09-12,コーヒー代3名,10E200150,交際費,,,,,1890,0,10A100020,現金及び預金,,,,,1796593,2021-09
2021-09-12,引き出し,10A100020,現金及び預金,,,,,1000000,0,10A100020,現金及び預金,1,みずほ銀行,,,-9513780,2021-09
2021-09-12,引き出し,10A100020,現金及び預金,1,みずほ銀行,,,0,1000000,10A100020,現金及び預金,,,,,-10513780,2021-09
2021-09-12,コーヒー代3名,10A100020,現金及び預金,,,,,0,1575,10E200150,交際費,,,,,-10515355,2021-09
2021-09-12,コーヒー代3名,10E200150,交際費,,,,,1575,0,10A100020,現金及び預金,,,,,1798168,2021-09
2021-09-13,コーヒー代3名,10A100020,現金及び預金,,,,,0,1890,10E200150,交際費,,,,,-10517245,2021-09
2021-09-13,コーヒー代3名,10E200150,交際費,,,,,1890,0,10A100020,現金及び預金,,,,,1800058,2021-09
2021-09-13,航空券代,10A100020,現金及び預金,50,福岡 北九州,,,0,26900,10E201230,旅費及び交通費,,,,,-10544145,2021-09
2021-09-13,航空券代,10E201230,旅費及び交通費,,,,,26900,0,10A100020,現金及び預金,50,福岡 北九州,,,5661311,2021-09
2021-09-13,台所用品他,10A100020,現金及び預金,,,,,0,1311,10E201270,雑費,,,,,-10545456,2021-09
