Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Source_Row,Entry_Key,Occurrence,Semantic_Path,Month
3,1,900595,Credit,2022-02-02,Synthetic demo purchase on account 900595,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,D04,Demo Logistics,0,38230,5010,Demo Freight-in,,,,,1587670,1061,"[""20220202"",""900595""]",1061-C,cor:monetaryAmount,2022-02
3,2,900595,Debit,2022-02-02,Synthetic demo purchase on account 900595,5010,Demo Freight-in,V006,Demo Vendor Prairie,D04,Demo Logistics,38230,0,2000,Demo Accounts Payable,,,,,6563360,1061,"[""20220202"",""900595""]",1061-D,cor:monetaryAmount,2022-02
4,1,900629,Debit,2022-02-02,Synthetic demo multi-vendor settlement 900629,2000,Demo Accounts Payable,V010,Demo Vendor Tandem,D01,Demo Sales,117770,0,,,,,,,1469900,1062,"[""20220202"",""900629""]",1062-D,cor:monetaryAmount,2022-02
4,2,900629,Debit,2022-02-02,Synthetic demo multi-vendor settlement 900629,2100,Demo Accrued Payables,V003,Demo Vendor Mosaic,D01,Demo Sales,117770,0,,,,,,,797810,1063,"[""20220202"",""900629""]",1063-D,cor:monetaryAmount,2022-02
4,3,900629,Credit,2022-02-02,Synthetic demo multi-vendor settlement 900629,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,0,195490,,,,,,,1733020,1064,"[""20220202"",""900629""]",1064-C,cor:monetaryAmount,2022-02
4,4,900629,Credit,2022-02-02,Synthetic demo multi-vendor settlement 900629,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,0,40050,,,,,,,1958510,1065,"[""20220202"",""900629""]",1065-C,cor:monetaryAmount,2022-02
5,1,900641,Credit,2022-02-02,Synthetic demo credit sale 900641,4020,Demo Other Operating Revenue,C004,Demo Customer Dawn,D01,Demo Sales,0,550300,1200,Demo Accounts Receivable,,,,,12704720,1066,"[""20220202"",""900641""]",1066-C,cor:monetaryAmount,2022-02
5,2,900641,Debit,2022-02-02,Synthetic demo credit sale 900641,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,D01,Demo Sales,550300,0,4020,Demo Other Operating Revenue,,,,,28930930,1066,"[""20220202"",""900641""]",1066-D,cor:monetaryAmount,2022-02
6,1,900599,Credit,2022-02-03,Synthetic demo prepaid service 900599,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D05,Demo Digital Services,0,114750,1400,Demo Prepaid Expenses,,,,,1618270,1067,"[""20220203"",""900599""]",1067-C,cor:monetaryAmount,2022-02
6,2,900599,Debit,2022-02-03,Synthetic demo prepaid service 900599,1400,Demo Prepaid Expenses,S006,Demo Insurance Services,D05,Demo Digital Services,114750,0,1120,Demo Harbor Ordinary Deposit,,,,,6468460,1067,"[""20220203"",""900599""]",1067-D,cor:monetaryAmount,2022-02
7,1,900626,Credit,2022-02-03,Synthetic demo purchase on account 900626,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,0,277450,5020,Demo Inventory Adjustment,,,,,1747350,1068,"[""20220203"",""900626""]",1068-C,cor:monetaryAmount,2022-02
7,2,900626,Debit,2022-02-03,Synthetic demo purchase on account 900626,5020,Demo Inventory Adjustment,V001,Demo Vendor Keystone,D04,Demo Logistics,277450,0,2000,Demo Accounts Payable,,,,,6255530,1068,"[""20220203"",""900626""]",1068-D,cor:monetaryAmount,2022-02
8,1,900591,Credit,2022-02-04,Synthetic demo monthly payroll bundle 900591,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D02,Demo Administration,0,467130,,,,,,,1491380,1069,"[""20220204"",""900591""]",1069-C,cor:monetaryAmount,2022-02
8,2,900591,Debit,2022-02-04,Synthetic demo monthly payroll bundle 900591,6000,Demo Salaries,,,D02,Demo Administration,74740,0,1100,Demo Central Ordinary Deposit,,,,,5087690,1069,"[""20220204"",""900591""]",1069-D,cor:monetaryAmount,2022-02
8,3,900591,Debit,2022-02-04,Synthetic demo monthly payroll bundle 900591,6010,Demo Statutory Welfare,,,D02,Demo Administration,266260,0,1100,Demo Central Ordinary Deposit,,,,,3288120,1070,"[""20220204"",""900591""]",1070-D,cor:monetaryAmount,2022-02
8,4,900591,Debit,2022-02-04,Synthetic demo monthly payroll bundle 900591,2110,Demo Payroll Withholding,,,D02,Demo Administration,126130,0,1100,Demo Central Ordinary Deposit,,,,,654950,1071,"[""20220204"",""900591""]",1071-D,cor:monetaryAmount,2022-02
9,1,900593,Debit,2022-02-04,Synthetic demo multi-vendor settlement 900593,2000,Demo Accounts Payable,V004,Demo Vendor Nimbus,D01,Demo Sales,67240,0,,,,,,,1680110,1072,"[""20220204"",""900593""]",1072-D,cor:monetaryAmount,2022-02
9,2,900593,Debit,2022-02-04,Synthetic demo multi-vendor settlement 900593,2100,Demo Accrued Payables,V007,Demo Vendor Quartz,D01,Demo Sales,119560,0,,,,,,,678250,1073,"[""20220204"",""900593""]",1073-D,cor:monetaryAmount,2022-02
9,3,900593,Credit,2022-02-04,Synthetic demo multi-vendor settlement 900593,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,0,63510,,,,,,,1554760,1074,"[""20220204"",""900593""]",1074-C,cor:monetaryAmount,2022-02
9,4,900593,Credit,2022-02-04,Synthetic demo multi-vendor settlement 900593,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,0,123290,,,,,,,1368090,1075,"[""20220204"",""900593""]",1075-C,cor:monetaryAmount,2022-02
10,1,900600,Debit,2022-02-04,Synthetic demo mixed sales and receipt 900600,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,329970,0,,,,,,,1698060,1076,"[""20220204"",""900600""]",1076-D,cor:monetaryAmount,2022-02
10,2,900600,Debit,2022-02-04,Synthetic demo mixed sales and receipt 900600,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,387360,0,,,,,,,29318290,1077,"[""20220204"",""900600""]",1077-D,cor:monetaryAmount,2022-02
10,3,900600,Credit,2022-02-04,Synthetic demo mixed sales and receipt 900600,4000,Demo Product Sales,C002,Demo Customer Birch,D01,Demo Sales,0,487780,,,,,,,23459190,1078,"[""20220204"",""900600""]",1078-C,cor:monetaryAmount,2022-02
10,4,900600,Credit,2022-02-04,Synthetic demo mixed sales and receipt 900600,4010,Demo Service Revenue,C003,Demo Customer Cobalt,D01,Demo Sales,0,229550,,,,,,,24597350,1079,"[""20220204"",""900600""]",1079-C,cor:monetaryAmount,2022-02
11,1,900614,Credit,2022-02-04,Synthetic demo customer receipt 900614,1200,Demo Accounts Receivable,C003,Demo Customer Cobalt,D01,Demo Sales,0,79810,1120,Demo Harbor Ordinary Deposit,,,,,29238480,1080,"[""20220204"",""900614""]",1080-C,cor:monetaryAmount,2022-02
11,2,900614,Debit,2022-02-04,Synthetic demo customer receipt 900614,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,79810,0,1200,Demo Accounts Receivable,,,,,1634570,1080,"[""20220204"",""900614""]",1080-D,cor:monetaryAmount,2022-02
12,1,900616,Debit,2022-02-05,Synthetic demo mixed sales and receipt 900616,1110,Demo North Current Deposit,B002,North Demo Bank,D01,Demo Sales,297370,0,,,,,,,3346320,1081,"[""20220205"",""900616""]",1081-D,cor:monetaryAmount,2022-02
12,2,900616,Debit,2022-02-05,Synthetic demo mixed sales and receipt 900616,1200,Demo Accounts Receivable,C007,Demo Customer Grove,D01,Demo Sales,182270,0,,,,,,,29420750,1082,"[""20220205"",""900616""]",1082-D,cor:monetaryAmount,2022-02
12,3,900616,Credit,2022-02-05,Synthetic demo mixed sales and receipt 900616,4000,Demo Product Sales,C008,Demo Customer Halo,D01,Demo Sales,0,244610,,,,,,,23703800,1083,"[""20220205"",""900616""]",1083-C,cor:monetaryAmount,2022-02
12,4,900616,Credit,2022-02-05,Synthetic demo mixed sales and receipt 900616,4010,Demo Service Revenue,C009,Demo Customer Indigo,D01,Demo Sales,0,235030,,,,,,,24832380,1084,"[""20220205"",""900616""]",1084-C,cor:monetaryAmount,2022-02
13,1,900597,Credit,2022-02-06,Synthetic demo monthly payroll bundle 900597,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D02,Demo Administration,0,196410,,,,,,,1501650,1085,"[""20220206"",""900597""]",1085-C,cor:monetaryAmount,2022-02
13,2,900597,Debit,2022-02-06,Synthetic demo monthly payroll bundle 900597,6000,Demo Salaries,,,D02,Demo Administration,60880,0,1100,Demo Central Ordinary Deposit,,,,,5148570,1085,"[""20220206"",""900597""]",1085-D,cor:monetaryAmount,2022-02
13,3,900597,Debit,2022-02-06,Synthetic demo monthly payroll bundle 900597,6010,Demo Statutory Welfare,,,D02,Demo Administration,56950,0,1100,Demo Central Ordinary Deposit,,,,,3345070,1086,"[""20220206"",""900597""]",1086-D,cor:monetaryAmount,2022-02
13,4,900597,Debit,2022-02-06,Synthetic demo monthly payroll bundle 900597,2110,Demo Payroll Withholding,,,D02,Demo Administration,78580,0,1100,Demo Central Ordinary Deposit,,,,,576370,1087,"[""20220206"",""900597""]",1087-D,cor:monetaryAmount,2022-02
14,1,900627,Credit,2022-02-06,Synthetic demo vendor settlement 900627,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D04,Demo Logistics,0,297220,2000,Demo Accounts Payable,,,,,1204430,1088,"[""20220206"",""900627""]",1088-C,cor:monetaryAmount,2022-02
14,2,900627,Debit,2022-02-06,Synthetic demo vendor settlement 900627,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,D04,Demo Logistics,297220,0,1100,Demo Central Ordinary Deposit,,,,,1382890,1088,"[""20220206"",""900627""]",1088-D,cor:monetaryAmount,2022-02
15,1,900647,Credit,2022-02-06,Synthetic demo vendor settlement 900647,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D04,Demo Logistics,0,293160,2000,Demo Accounts Payable,,,,,1341410,1089,"[""20220206"",""900647""]",1089-C,cor:monetaryAmount,2022-02
15,2,900647,Debit,2022-02-06,Synthetic demo vendor settlement 900647,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,D04,Demo Logistics,293160,0,1120,Demo Harbor Ordinary Deposit,,,,,1089730,1089,"[""20220206"",""900647""]",1089-D,cor:monetaryAmount,2022-02
16,1,900618,Credit,2022-02-07,Synthetic demo operating expense 900618,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D02,Demo Administration,0,3950,6080,Demo Advertising,,,,,1200480,1090,"[""20220207"",""900618""]",1090-C,cor:monetaryAmount,2022-02
16,2,900618,Debit,2022-02-07,Synthetic demo operating expense 900618,6080,Demo Advertising,V001,Demo Vendor Keystone,D02,Demo Administration,3950,0,1100,Demo Central Ordinary Deposit,,,,,386430,1090,"[""20220207"",""900618""]",1090-D,cor:monetaryAmount,2022-02
17,1,900623,Debit,2022-02-08,Synthetic demo multi-vendor settlement 900623,2000,Demo Accounts Payable,V004,Demo Vendor Nimbus,D01,Demo Sales,100460,0,,,,,,,989270,1091,"[""20220208"",""900623""]",1091-D,cor:monetaryAmount,2022-02
17,2,900623,Debit,2022-02-08,Synthetic demo multi-vendor settlement 900623,2100,Demo Accrued Payables,V007,Demo Vendor Quartz,D01,Demo Sales,96530,0,,,,,,,581720,1092,"[""20220208"",""900623""]",1092-D,cor:monetaryAmount,2022-02
17,3,900623,Credit,2022-02-08,Synthetic demo multi-vendor settlement 900623,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,0,94550,,,,,,,1246860,1093,"[""20220208"",""900623""]",1093-C,cor:monetaryAmount,2022-02
17,4,900623,Credit,2022-02-08,Synthetic demo multi-vendor settlement 900623,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,0,102440,,,,,,,1098040,1094,"[""20220208"",""900623""]",1094-C,cor:monetaryAmount,2022-02
18,1,900634,Credit,2022-02-08,Synthetic demo customer receipt 900634,1200,Demo Accounts Receivable,C003,Demo Customer Cobalt,D01,Demo Sales,0,500030,1110,Demo North Current Deposit,,,,,28920720,1095,"[""20220208"",""900634""]",1095-C,cor:monetaryAmount,2022-02
18,2,900634,Debit,2022-02-08,Synthetic demo customer receipt 900634,1110,Demo North Current Deposit,B002,North Demo Bank,D01,Demo Sales,500030,0,1200,Demo Accounts Receivable,,,,,3846350,1095,"[""20220208"",""900634""]",1095-D,cor:monetaryAmount,2022-02
19,1,900604,Credit,2022-02-09,Synthetic demo operating cost bundle 900604,1110,Demo North Current Deposit,B002,North Demo Bank,D03,Demo Operations,0,290670,,,,,,,3555680,1096,"[""20220209"",""900604""]",1096-C,cor:monetaryAmount,2022-02
19,2,900604,Debit,2022-02-09,Synthetic demo operating cost bundle 900604,6030,Demo Utilities,S002,Demo Energy Services,D03,Demo Operations,90100,0,1110,Demo North Current Deposit,,,,,4955140,1096,"[""20220209"",""900604""]",1096-D,cor:monetaryAmount,2022-02
19,3,900604,Debit,2022-02-09,Synthetic demo operating cost bundle 900604,6040,Demo Communication,S003,Demo Network Services,D03,Demo Operations,37780,0,1110,Demo North Current Deposit,,,,,3813110,1097,"[""20220209"",""900604""]",1097-D,cor:monetaryAmount,2022-02
19,4,900604,Debit,2022-02-09,Synthetic demo operating cost bundle 900604,6060,Demo Office Supplies,V005,Demo Vendor Orchid,D03,Demo Operations,162790,0,1110,Demo North Current Deposit,,,,,5687680,1098,"[""20220209"",""900604""]",1098-D,cor:monetaryAmount,2022-02
20,1,900620,Credit,2022-02-09,Synthetic demo credit sale 900620,4020,Demo Other Operating Revenue,C001,Demo Customer Aurora,D01,Demo Sales,0,406720,1200,Demo Accounts Receivable,,,,,13111440,1099,"[""20220209"",""900620""]",1099-C,cor:monetaryAmount,2022-02
20,2,900620,Debit,2022-02-09,Synthetic demo credit sale 900620,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,406720,0,4020,Demo Other Operating Revenue,,,,,29327440,1099,"[""20220209"",""900620""]",1099-D,cor:monetaryAmount,2022-02
21,1,900603,Credit,2022-02-10,Synthetic demo customer receipt 900603,1200,Demo Accounts Receivable,C010,Demo Customer Juniper,D01,Demo Sales,0,61800,1100,Demo Central Ordinary Deposit,,,,,29265640,1100,"[""20220210"",""900603""]",1100-C,cor:monetaryAmount,2022-02
21,2,900603,Debit,2022-02-10,Synthetic demo customer receipt 900603,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,61800,0,1200,Demo Accounts Receivable,,,,,1159840,1100,"[""20220210"",""900603""]",1100-D,cor:monetaryAmount,2022-02
22,1,900631,Credit,2022-02-10,Synthetic demo operating cost bundle 900631,1110,Demo North Current Deposit,B002,North Demo Bank,D03,Demo Operations,0,594980,,,,,,,2960700,1101,"[""20220210"",""900631""]",1101-C,cor:monetaryAmount,2022-02
22,2,900631,Debit,2022-02-10,Synthetic demo operating cost bundle 900631,6030,Demo Utilities,S002,Demo Energy Services,D03,Demo Operations,368880,0,1110,Demo North Current Deposit,,,,,5324020,1101,"[""20220210"",""900631""]",1101-D,cor:monetaryAmount,2022-02
22,3,900631,Debit,2022-02-10,Synthetic demo operating cost bundle 900631,6040,Demo Communication,S003,Demo Network Services,D03,Demo Operations,41640,0,1110,Demo North Current Deposit,,,,,3854750,1102,"[""20220210"",""900631""]",1102-D,cor:monetaryAmount,2022-02
22,4,900631,Debit,2022-02-10,Synthetic demo operating cost bundle 900631,6060,Demo Office Supplies,V002,Demo Vendor Lattice,D03,Demo Operations,184460,0,1110,Demo North Current Deposit,,,,,5872140,1103,"[""20220210"",""900631""]",1103-D,cor:monetaryAmount,2022-02
23,1,900642,Credit,2022-02-11,Synthetic demo credit sale 900642,4000,Demo Product Sales,C007,Demo Customer Grove,D01,Demo Sales,0,327270,1200,Demo Accounts Receivable,,,,,24031070,1104,"[""20220211"",""900642""]",1104-C,cor:monetaryAmount,2022-02
23,2,900642,Debit,2022-02-11,Synthetic demo credit sale 900642,1200,Demo Accounts Receivable,C007,Demo Customer Grove,D01,Demo Sales,327270,0,4000,Demo Product Sales,,,,,29592910,1104,"[""20220211"",""900642""]",1104-D,cor:monetaryAmount,2022-02
24,1,900645,Credit,2022-02-11,Synthetic demo purchase on account 900645,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,D04,Demo Logistics,0,362650,5000,Demo Purchases,,,,,1351920,1105,"[""20220211"",""900645""]",1105-C,cor:monetaryAmount,2022-02
24,2,900645,Debit,2022-02-11,Synthetic demo purchase on account 900645,5000,Demo Purchases,V006,Demo Vendor Prairie,D04,Demo Logistics,362650,0,2000,Demo Accounts Payable,,,,,4607010,1105,"[""20220211"",""900645""]",1105-D,cor:monetaryAmount,2022-02
25,1,900598,Credit,2022-02-12,Synthetic demo operating expense 900598,1110,Demo North Current Deposit,B002,North Demo Bank,D03,Demo Operations,0,127860,6060,Demo Office Supplies,,,,,2832840,1106,"[""20220212"",""900598""]",1106-C,cor:monetaryAmount,2022-02
25,2,900598,Debit,2022-02-12,Synthetic demo operating expense 900598,6060,Demo Office Supplies,V001,Demo Vendor Keystone,D03,Demo Operations,127860,0,1110,Demo North Current Deposit,,,,,6000000,1106,"[""20220212"",""900598""]",1106-D,cor:monetaryAmount,2022-02
26,1,900621,Credit,2022-02-12,Synthetic demo credit sale 900621,4000,Demo Product Sales,C004,Demo Customer Dawn,D01,Demo Sales,0,558020,1200,Demo Accounts Receivable,,,,,24589090,1107,"[""20220212"",""900621""]",1107-C,cor:monetaryAmount,2022-02
26,2,900621,Debit,2022-02-12,Synthetic demo credit sale 900621,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,D01,Demo Sales,558020,0,4000,Demo Product Sales,,,,,30150930,1107,"[""20220212"",""900621""]",1107-D,cor:monetaryAmount,2022-02
27,1,900630,Credit,2022-02-12,Synthetic demo credit sale 900630,4000,Demo Product Sales,C001,Demo Customer Aurora,D01,Demo Sales,0,396830,1200,Demo Accounts Receivable,,,,,24985920,1108,"[""20220212"",""900630""]",1108-C,cor:monetaryAmount,2022-02
27,2,900630,Debit,2022-02-12,Synthetic demo credit sale 900630,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,396830,0,4000,Demo Product Sales,,,,,30547760,1108,"[""20220212"",""900630""]",1108-D,cor:monetaryAmount,2022-02
28,1,900644,Debit,2022-02-12,Synthetic demo mixed sales and receipt 900644,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,141750,0,,,,,,,1388610,1109,"[""20220212"",""900644""]",1109-D,cor:monetaryAmount,2022-02
28,2,900644,Debit,2022-02-12,Synthetic demo mixed sales and receipt 900644,1200,Demo Accounts Receivable,C005,Demo Customer Elm,D01,Demo Sales,33250,0,,,,,,,30581010,1110,"[""20220212"",""900644""]",1110-D,cor:monetaryAmount,2022-02
