JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
13,2,2021-04,2021-04-05,254,Voucher No. 190 dated 4/5 Anonymized Partner 070,10E200690,Service Fees,630,S,S,57,,,050,Kyushu Sales Office,10A100090,Accounts Receivable,630,O,O,0,22,Anonymized Partner 070,000,Common Department
14,1,2021-04,2021-04-05,255,Voucher No. 191 dated 4/5 Anonymized Partner 082,10A100020,Ordinary Deposits,1508295,O,O,0,20,ABC Bank Head Office,000,Common Department,10A100090,Accounts Receivable,1508295,O,O,0,26,Anonymized Partner 082,000,Common Department
14,2,2021-04,2021-04-05,255,Voucher No. 191 dated 4/5 Anonymized Partner 082,10E200690,Service Fees,472,S,S,42,,,020,Tokyo Branch,10A100090,Accounts Receivable,472,O,O,0,26,Anonymized Partner 082,000,Common Department
15,1,2021-04,2021-04-05,256,Voucher No. 192 dated 4/5 Anonymized Partner 025,10A100020,Ordinary Deposits,2171384,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department,10A100090,Accounts Receivable,2171384,O,O,0,27,Anonymized Partner 025,000,Common Department
15,2,2021-04,2021-04-05,256,Voucher No. 192 dated 4/5 Anonymized Partner 025,10E200690,Service Fees,735,S,S,66,,,030,Nagoya Branch,10A100090,Accounts Receivable,735,O,O,0,27,Anonymized Partner 025,000,Common Department
10,1,2021-04,2021-04-05,76,Uniform expense,10E200140,Employee Welfare Expenses,56000,S,S,5090,,,020,Tokyo Branch,10B100630,Accounts Payable Other,56000,O,O,0,,,000,Common Department
16,1,2021-04,2021-04-06,10,Gasoline,10E201120,Vehicle Expenses,4224,S,S,384,,,010,Sapporo Sales Office,10A100020,Cash,4224,O,O,0,,,000,Common Department
19,1,2021-04,2021-04-06,106,Meal expense Anonymized Store 045 2 people,10E200150,Entertainment Expenses,5372,S,S,488,,,040,Osaka Branch,10A100020,Cash,5372,O,O,0,,,000,Common Department
19,2,2021-04,2021-04-06,106,Meal expense Anonymized Store 022,10E200150,Entertainment Expenses,30648,S,S,2786,,,040,Osaka Branch,10A100020,Cash,30648,O,O,0,,,000,Common Department
20,1,2021-04,2021-04-06,110,taxi expense,10E201230,Travel and Transportation Expenses,2290,S,S,208,,,040,Osaka Branch,10A100020,Cash,2290,O,O,0,,,000,Common Department
21,1,2021-04,2021-04-06,123,Postage stamps,10E200180,Communication Expenses,40000,S,S,3636,,,040,Osaka Branch,10A100020,Cash,40000,O,O,0,,,000,Common Department
22,1,2021-04,2021-04-06,124,Revenue stamp,10E200210,Taxes and Dues,6000,O,O,0,,,040,Osaka Branch,10A100020,Cash,6000,O,O,0,,,000,Common Department
23,1,2021-04,2021-04-06,147,Gasoline,10E201120,Vehicle Expenses,5126,S,S,466,,,050,Kyushu Sales Office,10B100630,Accounts Payable Other,5126,O,O,0,,,000,Common Department
24,1,2021-04,2021-04-06,156,Business travel expense,10E201230,Travel and Transportation Expenses,7500,S,S,681,,,050,Kyushu Sales Office,10A100020,Cash,7500,O,O,0,,,000,Common Department
25,1,2021-04,2021-04-06,236,golf play expense 2 people,10E200150,Entertainment Expenses,26500,S,S,2409,,,020,Tokyo Branch,10A100020,Cash,26500,O,O,0,,,000,Common Department
26,1,2021-04,2021-04-06,305,Funds transfer,10A100020,Ordinary Deposits,1000000,O,O,0,40,JKL Bank Umeda Branch,000,Common Department,10A100020,Ordinary Deposits,1000000,O,O,0,20,ABC Bank Head Office,000,Common Department
17,1,2021-04,2021-04-06,42,Lunch expense Anonymized Store 036,10E200150,Entertainment Expenses,4650,S,S,422,,,020,Tokyo Branch,10A100020,Cash,4650,O,O,0,,,000,Common Department
18,1,2021-04,2021-04-06,84,Postage stamps,10E200180,Communication Expenses,70000,S,S,6363,,,030,Nagoya Branch,10A100020,Cash,70000,O,O,0,,,000,Common Department
35,1,2021-04,2021-04-07,102,Gift expense Anonymized Store 089,10E200150,Entertainment Expenses,1050,S,S,95,,,040,Osaka Branch,10A100020,Cash,1050,O,O,0,,,000,Common Department
27,1,2021-04,2021-04-07,20,Travel expense,10E201230,Travel and Transportation Expenses,39000,S,S,3545,,,010,Sapporo Sales Office,10A100020,Cash,39000,O,O,0,,,000,Common Department
28,1,2021-04,2021-04-07,21,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,69500,S,S,6318,,,010,Sapporo Sales Office,10A100020,Cash,69500,O,O,0,,,000,Common Department
29,1,2021-04,2021-04-07,22,Travel expense,10E201230,Travel and Transportation Expenses,50000,S,S,4545,,,010,Sapporo Sales Office,10A100020,Cash,50000,O,O,0,,,000,Common Department
30,1,2021-04,2021-04-07,43,Gift expense Anonymized Partner 023,10E200150,Entertainment Expenses,6630,S,S,602,,,020,Tokyo Branch,10A100020,Cash,6630,O,O,0,,,000,Common Department
31,1,2021-04,2021-04-07,56,Travel expense,10E201230,Travel and Transportation Expenses,21500,S,S,1954,,,020,Tokyo Branch,10A100020,Cash,21500,O,O,0,,,000,Common Department
32,1,2021-04,2021-04-07,57,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,97800,S,S,8890,,,020,Tokyo Branch,10A100020,Cash,97800,O,O,0,,,000,Common Department
33,1,2021-04,2021-04-07,58,Travel expense,10E201230,Travel and Transportation Expenses,70000,S,S,6363,,,020,Tokyo Branch,10A100020,Cash,70000,O,O,0,,,000,Common Department
34,1,2021-04,2021-04-07,69,Tea expense,10E201270,Miscellaneous Expenses,1332,S,S,121,,,020,Tokyo Branch,10A100020,Cash,1332,O,O,0,,,000,Common Department
34,2,2021-04,2021-04-07,69,Cof fee expense,10E201270,Miscellaneous Expenses,2839,S,S,258,,,020,Tokyo Branch,10A100020,Cash,2839,O,O,0,,,000,Common Department
37,1,2021-04,2021-04-08,143,Gasoline,10E201120,Vehicle Expenses,7135,S,S,648,,,040,Osaka Branch,10A100020,Cash,7135,O,O,0,,,000,Common Department
36,1,2021-04,2021-04-08,50,Expressway toll,10E201120,Vehicle Expenses,1200,S,S,109,,,020,Tokyo Branch,10A100020,Cash,1200,O,O,0,,,000,Common Department
40,1,2021-04,2021-04-10,112,Telephone expense,10E200180,Communication Expenses,246816,S,S,22437,,,040,Osaka Branch,10A100020,Ordinary Deposits,246816,O,O,0,40,JKL Bank Umeda Branch,000,Common Department
41,1,2021-04,2021-04-10,129,Rent payment,10E200720,Rent Expenses,399000,S,S,36272,,,030,Nagoya Branch,10A100020,Ordinary Deposits,399000,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department
42,1,2021-04,2021-04-10,149,Meal expense Anonymized Store 002 4 people,10E200150,Entertainment Expenses,5760,S,S,523,,,030,Nagoya Branch,10A100020,Cash,5760,O,O,0,,,000,Common Department
43,1,2021-04,2021-04-10,157,Airfare,10E201230,Travel and Transportation Expenses,22200,S,S,2018,,,050,Kyushu Sales Office,10A100020,Ordinary Deposits,22200,O,O,0,50,MNO Bank Kitakyushu Branch,000,Common Department
44,1,2021-04,2021-04-10,162,Meeting Meal expense,10E201130,Meeting Expenses,24995,S,S,2272,,,020,Tokyo Branch,10A100020,Cash,24995,O,O,0,,,000,Common Department
45,1,2021-04,2021-04-10,167,Rent payment,10E200720,Rent Expenses,630000,S,S,57272,,,050,Kyushu Sales Office,10A100020,Ordinary Deposits,630000,O,O,0,50,MNO Bank Kitakyushu Branch,000,Common Department
45,2,2021-04,2021-04-10,167,Telephone expense,10E200180,Communication Expenses,166012,S,S,15092,,,050,Kyushu Sales Office,10A100020,Ordinary Deposits,166012,O,O,0,50,MNO Bank Kitakyushu Branch,000,Common Department
46,1,2021-04,2021-04-10,168,Wired service fee,10E201270,Miscellaneous Expenses,6000,S,S,545,,,050,Kyushu Sales Office,10B100630,Accounts Payable Other,6000,O,O,0,,,000,Common Department
46,2,2021-04,2021-04-10,168,Security fee,10E201270,Miscellaneous Expenses,42858,S,S,3896,,,050,Kyushu Sales Office,10B100630,Accounts Payable Other,42858,O,O,0,,,000,Common Department
47,1,2021-04,2021-04-10,231,Withholding Tax payment,10B100690,Deposits Received,224870,O,O,0,3,Withholding Tax,000,Common Department,10A100020,Ordinary Deposits,224870,O,O,0,20,ABC Bank Head Office,000,Common Department
47,2,2021-04,2021-04-10,231,Resident Tax payment,10B100690,Deposits Received,467700,O,O,0,2,Resident Tax,000,Common Department,10A100020,Ordinary Deposits,467700,O,O,0,20,ABC Bank Head Office,000,Common Department
48,1,2021-04,2021-04-10,232,Rent payment,10E200720,Rent Expenses,1260000,S,S,114545,,,020,Tokyo Branch,10A100020,Ordinary Deposits,1260000,O,O,0,20,ABC Bank Head Office,000,Common Department
49,1,2021-04,2021-04-10,233,Rent payment,10E200720,Rent Expenses,840000,S,S,76363,,,040,Osaka Branch,10A100020,Ordinary Deposits,840000,O,O,0,40,JKL Bank Umeda Branch,000,Common Department
50,1,2021-04,2021-04-10,234,Wired service fee,10E201270,Miscellaneous Expenses,5000,S,S,454,,,010,Sapporo Sales Office,10B100630,Accounts Payable Other,5000,O,O,0,,,000,Common Department
50,2,2021-04,2021-04-10,234,Security fee,10E201270,Miscellaneous Expenses,34286,S,S,3116,,,010,Sapporo Sales Office,10B100630,Accounts Payable Other,34286,O,O,0,,,000,Common Department
51,1,2021-04,2021-04-10,248,Travel expense,10E201230,Travel and Transportation Expenses,10450,S,S,950,,,030,Nagoya Branch,10A100020,Cash,10450,O,O,0,,,000,Common Department
52,1,2021-04,2021-04-10,257,Voucher No. 193 dated 4/10 Anonymized Partner 045,10A100020,Ordinary Deposits,1428451,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department,10A100090,Accounts Receivable,1428451,O,O,0,19,Anonymized Partner 045,000,Common Department
52,2,2021-04,2021-04-10,257,Voucher No. 193 dated 4/10 Anonymized Partner 045,10E200690,Service Fees,735,S,S,66,,,030,Nagoya Branch,10A100090,Accounts Receivable,735,O,O,0,19,Anonymized Partner 045,000,Common Department
53,1,2021-04,2021-04-10,258,Voucher No. 194 dated 4/10 Anonymized Partner 072 | Sales voucher=202103 period not recorded;Note number=R20210410-258-28,10A100060,Notes Receivable,7862107,O,O,0,,,000,Common Department,10A100090,Accounts Receivable,7862107,O,O,0,28,Anonymized Partner 072,000,Common Department
54,1,2021-04,2021-04-10,259,Voucher No. 472 dated 4/10 Anonymized Partner 085,10B100040,Accounts Payable,1961954,O,O,0,3,Anonymized Partner 085,000,Common Department,10A100090,Accounts Receivable,1961954,O,O,0,3,Anonymized Partner 085,000,Common Department
55,1,2021-04,2021-04-10,260,Voucher No. 494 dated 4/10 Anonymized Partner 066 Tokyo Head Office,10A100020,Ordinary Deposits,18417920,O,O,0,20,ABC Bank Head Office,000,Common Department,10A100090,Accounts Receivable,18417920,O,O,0,14,Anonymized Partner 066,000,Common Department
55,2,2021-04,2021-04-10,260,Voucher No. 494 dated 4/10 Anonymized Partner 066 Tokyo Head Office,10E200690,Service Fees,840,S,S,76,,,020,Tokyo Branch,10A100090,Accounts Receivable,840,O,O,0,14,Anonymized Partner 066,000,Common Department
56,1,2021-04,2021-04-10,261,Voucher No. 271 dated 4/10 Anonymized Partner 085,10B100040,Accounts Payable,7368349,O,O,0,3,Anonymized Partner 085,000,Common Department,10B100030,Notes Payable,7368349,O,O,0,,,000,Common Department
57,1,2021-04,2021-04-10,262,Voucher No. 273 dated 4/10 Anonymized Partner 063,10B100040,Accounts Payable,402696,O,O,0,8,Anonymized Partner 063,000,Common Department,10A100020,Ordinary Deposits,402696,O,O,0,20,ABC Bank Head Office,000,Common Department
58,1,2021-04,2021-04-10,298,Note due date settlement Anonymized Partner 085,10B100030,Notes Payable,7322934,O,O,0,,,000,Common Department,10A100020,Checking Deposits,7322934,O,O,0,1,ABC Bank,000,Common Department
38,1,2021-04,2021-04-10,33,Rent payment,10E200720,Rent Expenses,320000,S,S,29090,,,010,Sapporo Sales Office,10A100020,Ordinary Deposits,320000,O,O,0,10,DEF Bank Station Branch,000,Common Department
38,2,2021-04,2021-04-10,33,Telephone expense,10E200180,Communication Expenses,164130,S,S,14920,,,010,Sapporo Sales Office,10A100020,Ordinary Deposits,164130,O,O,0,10,DEF Bank Station Branch,000,Common Department
39,1,2021-04,2021-04-10,85,Telephone expense,10E200180,Communication Expenses,129188,S,S,11744,,,030,Nagoya Branch,10A100020,Ordinary Deposits,129188,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department
61,1,2021-04,2021-04-11,229,Funds transfer,10A100020,Checking Deposits,9000000,O,O,0,1,ABC Bank,000,Common Department,10A100020,Ordinary Deposits,9000000,O,O,0,20,ABC Bank Head Office,000,Common Department
61,2,2021-04,2021-04-11,229,Withdrawal,10A100020,Cash,2000000,O,O,0,,,000,Common Department,10A100020,Ordinary Deposits,2000000,O,O,0,20,ABC Bank Head Office,000,Common Department
59,1,2021-04,2021-04-11,73,Meal expense Anonymized Store 078 6 people,10E200150,Entertainment Expenses,26530,S,S,2411,,,020,Tokyo Branch,10A100020,Cash,26530,O,O,0,,,000,Common Department
60,1,2021-04,2021-04-11,74,Meal expense Anonymized Store 025 6 people,10E200150,Entertainment Expenses,39000,S,S,3545,,,020,Tokyo Branch,10A100020,Cash,39000,O,O,0,,,000,Common Department
62,1,2021-04,2021-04-12,155,Gasoline,10E201120,Vehicle Expenses,4500,S,S,409,,,050,Kyushu Sales Office,10A100020,Cash,4500,O,O,0,,,000,Common Department
62,2,2021-04,2021-04-12,155,Parking fee,10E201120,Vehicle Expenses,572,S,S,52,,,050,Kyushu Sales Office,10A100020,Cash,572,O,O,0,,,000,Common Department
63,1,2021-04,2021-04-12,249,Travel expense,10E201230,Travel and Transportation Expenses,10286,S,S,935,,,030,Nagoya Branch,10A100020,Cash,10286,O,O,0,,,000,Common Department
63,2,2021-04,2021-04-12,249,taxi expense,10E201230,Travel and Transportation Expenses,4762,S,S,432,,,030,Nagoya Branch,10A100020,Cash,4762,O,O,0,,,000,Common Department
64,1,2021-04,2021-04-12,311,tire replacement,10E201120,Vehicle Expenses,74000,S,S,6727,,,010,Sapporo Sales Office,10A100020,Cash,74000,O,O,0,,,000,Common Department
65,1,2021-04,2021-04-13,11,Gasoline,10E201120,Vehicle Expenses,3210,S,S,291,,,010,Sapporo Sales Office,10A100020,Cash,3210,O,O,0,,,000,Common Department
67,1,2021-04,2021-04-13,144,Windshield washer fluid expense,10E201120,Vehicle Expenses,572,S,S,52,,,040,Osaka Branch,10A100020,Cash,572,O,O,0,,,000,Common Department
67,2,2021-04,2021-04-13,144,Expressway toll,10E201120,Vehicle Expenses,2286,S,S,207,,,040,Osaka Branch,10A100020,Cash,2286,O,O,0,,,000,Common Department
67,3,2021-04,2021-04-13,144,Gasoline,10E201120,Vehicle Expenses,5833,S,S,530,,,040,Osaka Branch,10A100020,Cash,5833,O,O,0,,,000,Common Department
68,1,2021-04,2021-04-13,150,golf play expense,10E200150,Entertainment Expenses,14000,S,S,1272,,,050,Kyushu Sales Office,10A100020,Cash,14000,O,O,0,,,000,Common Department
69,1,2021-04,2021-04-13,158,Business travel expense,10E201230,Travel and Transportation Expenses,15000,S,S,1363,,,040,Osaka Branch,10A100020,Cash,15000,O,O,0,,,000,Common Department
66,1,2021-04,2021-04-13,17,Windshield washer fluid,10E201120,Vehicle Expenses,351,S,S,31,,,010,Sapporo Sales Office,10A100020,Cash,351,O,O,0,,,000,Common Department
66,2,2021-04,2021-04-13,17,Parking fee,10E201120,Vehicle Expenses,762,S,S,69,,,010,Sapporo Sales Office,10A100020,Cash,762,O,O,0,,,000,Common Department
70,1,2021-04,2021-04-14,23,Travel expense,10E201230,Travel and Transportation Expenses,26667,S,S,2424,,,010,Sapporo Sales Office,10A100020,Cash,26667,O,O,0,,,000,Common Department
70,2,2021-04,2021-04-14,23,Travel expense,10E201230,Travel and Transportation Expenses,29524,S,S,2684,,,010,Sapporo Sales Office,10A100020,Cash,29524,O,O,0,,,000,Common Department
70,3,2021-04,2021-04-14,23,Travel expense,10E201230,Travel and Transportation Expenses,36667,S,S,3333,,,010,Sapporo Sales Office,10A100020,Cash,36667,O,O,0,,,000,Common Department
71,1,2021-04,2021-04-14,46,Gasoline,10E201120,Vehicle Expenses,2341,S,S,212,,,020,Tokyo Branch,10A100020,Cash,2341,O,O,0,,,000,Common Department
71,2,2021-04,2021-04-14,46,Parking fee,10E201120,Vehicle Expenses,1762,S,S,160,,,020,Tokyo Branch,10A100020,Cash,1762,O,O,0,,,000,Common Department
71,3,2021-04,2021-04-14,46,Expressway toll,10E201120,Vehicle Expenses,3048,S,S,277,,,020,Tokyo Branch,10A100020,Cash,3048,O,O,0,,,000,Common Department
72,1,2021-04,2021-04-14,51,Expressway toll,10E201120,Vehicle Expenses,1505,S,S,136,,,020,Tokyo Branch,10A100020,Cash,1505,O,O,0,,,000,Common Department
72,2,2021-04,2021-04-14,51,Parking fee,10E201120,Vehicle Expenses,620,S,S,56,,,020,Tokyo Branch,10A100020,Cash,620,O,O,0,,,000,Common Department
72,3,2021-04,2021-04-14,51,Parking fee,10E201120,Vehicle Expenses,810,S,S,73,,,020,Tokyo Branch,10A100020,Cash,810,O,O,0,,,000,Common Department
72,4,2021-04,2021-04-14,51,Expressway toll,10E201120,Vehicle Expenses,1096,S,S,99,,,020,Tokyo Branch,10A100020,Cash,1096,O,O,0,,,000,Common Department
75,1,2021-04,2021-04-15,117,Membership fee,10E201140,Membership Fees,20000,O,O,0,,,040,Osaka Branch,10A100020,Cash,20000,O,O,0,,,000,Common Department
76,1,2021-04,2021-04-15,130,Membership fee,10E201140,Membership Fees,24000,O,O,0,,,040,Osaka Branch,10A100020,Ordinary Deposits,24000,O,O,0,40,JKL Bank Umeda Branch,000,Common Department
77,1,2021-04,2021-04-15,151,Meal expense Anonymized Store 072,10E200150,Entertainment Expenses,16741,S,S,1521,,,040,Osaka Branch,10A100020,Cash,16741,O,O,0,,,000,Common Department
77,2,2021-04,2021-04-15,151,Meal expense Anonymized Store 032,10E200150,Entertainment Expenses,21000,S,S,1909,,,040,Osaka Branch,10A100020,Cash,21000,O,O,0,,,000,Common Department
78,1,2021-04,2021-04-15,243,Gasoline,10E201120,Vehicle Expenses,6239,S,S,567,,,040,Osaka Branch,10A100020,Cash,6239,O,O,0,,,000,Common Department
79,1,2021-04,2021-04-15,252,Month 4 Payroll Other 0060 Part-time Staff,10E200520,Temporary Wages,378068,O,O,0,,,020,Tokyo Branch,10A100020,Cash,378068,O,O,0,,,000,Common Department
79,2,2021-04,2021-04-15,252,Month 4 Payroll Other 0060 Part-time Staff,10E200520,Temporary Wages,2970,O,O,0,,,020,Tokyo Branch,10B100690,Deposits Received,2970,O,O,0,3,Withholding Tax,000,Common Department
79,3,2021-04,2021-04-15,252,Month 4 Payroll Other 0060 Part-time Staff,10E200520,Temporary Wages,15427,O,O,0,,,020,Tokyo Branch,10B100690,Deposits Received,15427,O,O,0,9,Other,000,Common Department
80,1,2021-04,2021-04-15,263,Voucher No. 195 dated 4/15 Anonymized Partner 068,10A100020,Ordinary Deposits,1382966,O,O,0,50,MNO Bank Kitakyushu Branch,000,Common Department,10A100090,Accounts Receivable,1382966,O,O,0,1,Anonymized Partner 068,000,Common Department
80,2,2021-04,2021-04-15,263,Voucher No. 195 dated 4/15 Anonymized Partner 068,10E200690,Service Fees,840,S,S,76,,,050,Kyushu Sales Office,10A100090,Accounts Receivable,840,O,O,0,1,Anonymized Partner 068,000,Common Department
81,1,2021-04,2021-04-15,264,Voucher No. 196 dated 4/15 Anonymized Partner 061,10A100020,Ordinary Deposits,1269492,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department,10A100090,Accounts Receivable,1269492,O,O,0,6,Anonymized Partner 061,000,Common Department
81,2,2021-04,2021-04-15,264,Voucher No. 196 dated 4/15 Anonymized Partner 061,10E200690,Service Fees,840,S,S,76,,,030,Nagoya Branch,10A100090,Accounts Receivable,840,O,O,0,6,Anonymized Partner 061,000,Common Department
82,1,2021-04,2021-04-15,265,Voucher No. 197 dated 4/15 Anonymized Partner 026,10A100020,Ordinary Deposits,3379724,O,O,0,40,JKL Bank Umeda Branch,000,Common Department,10A100090,Accounts Receivable,3379724,O,O,0,9,Anonymized Partner 026,000,Common Department
82,2,2021-04,2021-04-15,265,Voucher No. 197 dated 4/15 Anonymized Partner 026,10E200690,Service Fees,840,S,S,76,,,040,Osaka Branch,10A100090,Accounts Receivable,840,O,O,0,9,Anonymized Partner 026,000,Common Department
83,1,2021-04,2021-04-15,266,Voucher No. 198 dated 4/15 Anonymized Partner 023,10A100020,Ordinary Deposits,2819432,O,O,0,20,ABC Bank Head Office,000,Common Department,10A100090,Accounts Receivable,2819432,O,O,0,13,Anonymized Partner 023,000,Common Department
84,1,2021-04,2021-04-15,267,Voucher No. 199 dated 4/15 Anonymized Partner 079,10A100020,Ordinary Deposits,2268756,O,O,0,40,JKL Bank Umeda Branch,000,Common Department,10A100090,Accounts Receivable,2268756,O,O,0,20,Anonymized Partner 079,000,Common Department
84,2,2021-04,2021-04-15,267,Voucher No. 199 dated 4/15 Anonymized Partner 079,10E200690,Service Fees,630,S,S,57,,,040,Osaka Branch,10A100090,Accounts Receivable,630,O,O,0,20,Anonymized Partner 079,000,Common Department
85,1,2021-04,2021-04-15,268,Voucher No. 274 dated 4/15 Anonymized Partner 043,10B100040,Accounts Payable,3557473,O,O,0,1,Anonymized Partner 043,000,Common Department,10A100020,Ordinary Deposits,3557473,O,O,0,20,ABC Bank Head Office,000,Common Department
73,1,2021-04,2021-04-15,4,Advertising expense,10E200050,Advertising Expenses,31500,S,S,2863,,,010,Sapporo Sales Office,10B100630,Accounts Payable Other,31500,O,O,0,,,000,Common Department
74,1,2021-04,2021-04-15,79,Prize expense,10E200140,Employee Welfare Expenses,45477,S,S,4134,,,030,Nagoya Branch,10A100020,Cash,45477,O,O,0,,,000,Common Department
87,1,2021-04,2021-04-16,103,Cof fee expense 5 people,10E200150,Entertainment Expenses,2680,S,S,243,,,040,Osaka Branch,10A100020,Cash,2680,O,O,0,,,000,Common Department
88,1,2021-04,2021-04-16,136,Anonymized Cleaning Company A expense,10E201270,Miscellaneous Expenses,16500,S,S,1500,,,040,Osaka Branch,10A100020,Cash,16500,O,O,0,,,000,Common Department
86,1,2021-04,2021-04-16,61,Telephone expense,10E200180,Communication Expenses,169334,S,S,15394,,,020,Tokyo Branch,10A100020,Ordinary Deposits,169334,O,O,0,20,ABC Bank Head Office,000,Common Department
89,1,2021-04,2021-04-17,12,Gasoline,10E201120,Vehicle Expenses,4456,S,S,405,,,010,Sapporo Sales Office,10A100020,Cash,4456,O,O,0,,,000,Common Department
89,2,2021-04,2021-04-17,12,Expressway toll,10E201120,Vehicle Expenses,572,S,S,52,,,010,Sapporo Sales Office,10A100020,Cash,572,O,O,0,,,000,Common Department
89,3,2021-04,2021-04-17,12,Parking fee,10E201120,Vehicle Expenses,1143,S,S,103,,,010,Sapporo Sales Office,10A100020,Cash,1143,O,O,0,,,000,Common Department
90,1,2021-04,2021-04-17,47,Gasoline,10E201120,Vehicle Expenses,2540,S,S,230,,,020,Tokyo Branch,10A100020,Cash,2540,O,O,0,,,000,Common Department
91,1,2021-04,2021-04-17,52,Gasoline,10E201120,Vehicle Expenses,2191,S,S,199,,,020,Tokyo Branch,10A100020,Cash,2191,O,O,0,,,000,Common Department
91,2,2021-04,2021-04-17,52,Expressway toll,10E201120,Vehicle Expenses,1096,S,S,99,,,020,Tokyo Branch,10A100020,Cash,1096,O,O,0,,,000,Common Department
91,3,2021-04,2021-04-17,52,Parking fee,10E201120,Vehicle Expenses,1143,S,S,103,,,020,Tokyo Branch,10A100020,Cash,1143,O,O,0,,,000,Common Department
92,1,2021-04,2021-04-18,237,golf play expense,10E200150,Entertainment Expenses,12000,S,S,1090,,,020,Tokyo Branch,10A100020,Cash,12000,O,O,0,,,000,Common Department
