C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
2021-06-08,900174,246-C,C,4000,Demo Product Sales,D01,Demo Sales,C006,Demo Customer Fjord,B5,17220,189420,Synthetic demo mixed sales and receipt 900174
2021-06-08,900174,247-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,8482,93300,Synthetic demo mixed sales and receipt 900174
2021-06-09,900132,248-C,C,4000,Demo Product Sales,D01,Demo Sales,C007,Demo Customer Grove,B5,53988,593870,Synthetic demo credit sale 900132
2021-06-09,900132,248-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,593870,Synthetic demo credit sale 900132
2021-06-09,900153,249-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,156360,Synthetic demo multi-vendor settlement 900153
2021-06-09,900153,250-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V007,Demo Vendor Quartz,00,0,364860,Synthetic demo multi-vendor settlement 900153
2021-06-09,900153,251-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,218910,Synthetic demo multi-vendor settlement 900153
2021-06-09,900153,252-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,302310,Synthetic demo multi-vendor settlement 900153
2021-06-09,900163,253-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,570350,Synthetic demo operating cost bundle 900163
2021-06-09,900163,253-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,10888,119770,Synthetic demo operating cost bundle 900163
2021-06-09,900163,254-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,C5,11925,131180,Synthetic demo operating cost bundle 900163
2021-06-09,900163,255-D,D,6060,Demo Office Supplies,D03,Demo Operations,V004,Demo Vendor Nimbus,Q5,29036,319400,Synthetic demo operating cost bundle 900163
2021-06-10,900141,256-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,163090,Synthetic demo multi-vendor settlement 900141
2021-06-10,900141,257-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V005,Demo Vendor Orchid,00,0,80340,Synthetic demo multi-vendor settlement 900141
2021-06-10,900141,258-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,204480,Synthetic demo multi-vendor settlement 900141
2021-06-10,900141,259-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,38950,Synthetic demo multi-vendor settlement 900141
2021-06-10,900149,260-C,C,1120,Demo Harbor Ordinary Deposit,D05,Demo Digital Services,B003,Harbor Demo Bank,00,0,136940,Synthetic demo prepaid service 900149
2021-06-10,900149,260-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S006,Demo Insurance Services,00,0,136940,Synthetic demo prepaid service 900149
2021-06-10,900162,261-C,C,4000,Demo Product Sales,D01,Demo Sales,C007,Demo Customer Grove,B5,37487,412360,Synthetic demo credit sale 900162
2021-06-10,900162,261-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,412360,Synthetic demo credit sale 900162
2021-06-10,900168,262-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,146860,Synthetic demo operating expense 900168
2021-06-10,900168,262-D,D,6080,Demo Advertising,D02,Demo Administration,V001,Demo Vendor Keystone,Q5,13351,146860,Synthetic demo operating expense 900168
2021-06-11,900136,263-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,311910,Synthetic demo purchase on account 900136
2021-06-11,900136,263-D,D,5010,Demo Freight-in,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,28355,311910,Synthetic demo purchase on account 900136
2021-06-11,900164,264-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,172860,Synthetic demo customer receipt 900164
2021-06-11,900164,264-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,172860,Synthetic demo customer receipt 900164
2021-06-12,900130,265-C,C,4010,Demo Service Revenue,D01,Demo Sales,C001,Demo Customer Aurora,B5,17874,196610,Synthetic demo credit sale 900130
2021-06-12,900130,265-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,196610,Synthetic demo credit sale 900130
2021-06-12,900138,266-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,167560,Synthetic demo operating expense 900138
2021-06-12,900138,266-D,D,6140,Demo Vehicle Expense,D02,Demo Administration,V001,Demo Vendor Keystone,Q6,12412,167560,Synthetic demo operating expense 900138
2021-06-12,900148,267-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,144520,Synthetic demo operating expense 900148
2021-06-12,900148,267-D,D,6060,Demo Office Supplies,D03,Demo Operations,V001,Demo Vendor Keystone,Q5,13138,144520,Synthetic demo operating expense 900148
2021-06-13,900123,268-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,276130,Synthetic demo customer receipt 900123
2021-06-13,900123,268-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,276130,Synthetic demo customer receipt 900123
2021-06-13,900178,269-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,608990,Synthetic demo operating cost bundle 900178
2021-06-13,900178,269-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,8304,91340,Synthetic demo operating cost bundle 900178
2021-06-13,900178,270-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,10518,115700,Synthetic demo operating cost bundle 900178
2021-06-13,900178,271-D,D,6060,Demo Office Supplies,D03,Demo Operations,V009,Demo Vendor Summit,Q5,36541,401950,Synthetic demo operating cost bundle 900178
2021-06-14,900176,272-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,78180,Synthetic demo purchase on account 900176
2021-06-14,900176,272-D,D,5020,Demo Inventory Adjustment,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,7107,78180,Synthetic demo purchase on account 900176
2021-06-15,900125,273-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,263560,Synthetic demo financing settlement 900125
2021-06-15,900125,273-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,129140,Synthetic demo financing settlement 900125
2021-06-15,900125,274-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,23720,Synthetic demo financing settlement 900125
2021-06-15,900125,275-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,110700,Synthetic demo financing settlement 900125
2021-06-15,900126,276-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,99670,Synthetic demo purchase on account 900126
2021-06-15,900126,276-D,D,5000,Demo Purchases,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,9061,99670,Synthetic demo purchase on account 900126
2021-06-17,900160,277-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,366180,Synthetic demo mixed sales and receipt 900160
2021-06-17,900160,278-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,172330,Synthetic demo mixed sales and receipt 900160
2021-06-17,900160,279-C,C,4000,Demo Product Sales,D01,Demo Sales,C002,Demo Customer Birch,B5,26925,296180,Synthetic demo mixed sales and receipt 900160
2021-06-17,900160,280-C,C,4010,Demo Service Revenue,D01,Demo Sales,C003,Demo Customer Cobalt,B5,22030,242330,Synthetic demo mixed sales and receipt 900160
2021-06-19,900134,281-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,145720,Synthetic demo customer receipt 900134
2021-06-19,900134,281-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,145720,Synthetic demo customer receipt 900134
2021-06-19,900147,282-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,219780,Synthetic demo multi-vendor settlement 900147
2021-06-19,900147,283-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,194910,Synthetic demo multi-vendor settlement 900147
2021-06-19,900147,284-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,265400,Synthetic demo multi-vendor settlement 900147
2021-06-19,900147,285-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,149290,Synthetic demo multi-vendor settlement 900147
2021-06-19,900175,286-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,123750,Synthetic demo purchase on account 900175
2021-06-19,900175,286-D,D,5010,Demo Freight-in,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,11250,123750,Synthetic demo purchase on account 900175
2021-06-20,900144,287-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,639440,Synthetic demo monthly payroll bundle 900144
2021-06-20,900144,287-D,D,6000,Demo Salaries,D02,Demo Administration,,,00,0,185430,Synthetic demo monthly payroll bundle 900144
2021-06-20,900144,288-D,D,6010,Demo Statutory Welfare,D02,Demo Administration,,,00,0,38360,Synthetic demo monthly payroll bundle 900144
2021-06-20,900144,289-D,D,2110,Demo Payroll Withholding,D02,Demo Administration,,,00,0,415650,Synthetic demo monthly payroll bundle 900144
2021-06-22,900135,290-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,406490,Synthetic demo multi-vendor settlement 900135
2021-06-22,900135,291-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V009,Demo Vendor Summit,00,0,332590,Synthetic demo multi-vendor settlement 900135
2021-06-22,900135,292-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,502570,Synthetic demo multi-vendor settlement 900135
2021-06-22,900135,293-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,236510,Synthetic demo multi-vendor settlement 900135
2021-06-22,900137,294-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,274110,Synthetic demo financing settlement 900137
2021-06-22,900137,294-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,74000,Synthetic demo financing settlement 900137
2021-06-22,900137,295-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,24660,Synthetic demo financing settlement 900137
2021-06-22,900137,296-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,175450,Synthetic demo financing settlement 900137
2021-06-23,900177,297-C,C,1100,Demo Central Ordinary Deposit,D04,Demo Logistics,B001,Demo Central Bank,00,0,211780,Synthetic demo vendor settlement 900177
2021-06-23,900177,297-D,D,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,211780,Synthetic demo vendor settlement 900177
2021-06-25,900150,298-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,746950,Synthetic demo monthly payroll bundle 900150
2021-06-25,900150,298-D,D,6000,Demo Salaries,D02,Demo Administration,,,00,0,343590,Synthetic demo monthly payroll bundle 900150
2021-06-25,900150,299-D,D,6010,Demo Statutory Welfare,D02,Demo Administration,,,00,0,179260,Synthetic demo monthly payroll bundle 900150
2021-06-25,900150,300-D,D,2110,Demo Payroll Withholding,D02,Demo Administration,,,00,0,224100,Synthetic demo monthly payroll bundle 900150
2021-06-25,900152,301-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,45805,503860,Synthetic demo credit sale 900152
2021-06-25,900152,301-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,503860,Synthetic demo credit sale 900152
2021-06-25,900156,302-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,207690,Synthetic demo purchase on account 900156
2021-06-25,900156,302-D,D,5000,Demo Purchases,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,18881,207690,Synthetic demo purchase on account 900156
2021-06-25,900159,303-C,C,1100,Demo Central Ordinary Deposit,D05,Demo Digital Services,B001,Demo Central Bank,00,0,25040,Synthetic demo prepaid service 900159
2021-06-25,900159,303-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S004,Demo Logistics Services,00,0,25040,Synthetic demo prepaid service 900159
2021-06-25,900161,304-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C004,Demo Customer Dawn,B5,8940,98340,Synthetic demo credit sale 900161
2021-06-25,900161,304-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,98340,Synthetic demo credit sale 900161
2021-06-26,900151,305-C,C,4010,Demo Service Revenue,D01,Demo Sales,C004,Demo Customer Dawn,B5,9296,102260,Synthetic demo credit sale 900151
2021-06-26,900151,305-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,102260,Synthetic demo credit sale 900151
2021-06-26,900166,306-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,175070,Synthetic demo mixed sales and receipt 900166
2021-06-26,900166,307-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,175070,Synthetic demo mixed sales and receipt 900166
2021-06-26,900166,308-C,C,4000,Demo Product Sales,D01,Demo Sales,C008,Demo Customer Halo,B5,24191,266100,Synthetic demo mixed sales and receipt 900166
2021-06-26,900166,309-C,C,4010,Demo Service Revenue,D01,Demo Sales,C009,Demo Customer Indigo,B5,7640,84040,Synthetic demo mixed sales and receipt 900166
2021-06-27,900171,310-C,C,4000,Demo Product Sales,D01,Demo Sales,C004,Demo Customer Dawn,B5,15321,168530,Synthetic demo credit sale 900171
2021-06-27,900171,310-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,168530,Synthetic demo credit sale 900171
2021-06-29,900131,311-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,470220,Synthetic demo financing settlement 900131
2021-06-29,900131,311-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,117550,Synthetic demo financing settlement 900131
2021-06-29,900131,312-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,103440,Synthetic demo financing settlement 900131
2021-06-29,900131,313-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,249230,Synthetic demo financing settlement 900131
2021-06-29,900139,314-C,C,1110,Demo North Current Deposit,D05,Demo Digital Services,B002,North Demo Bank,00,0,205380,Synthetic demo prepaid service 900139
2021-06-29,900139,314-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S002,Demo Energy Services,00,0,205380,Synthetic demo prepaid service 900139
2021-06-30,900127,315-C,C,1110,Demo North Current Deposit,D04,Demo Logistics,B002,North Demo Bank,00,0,357230,Synthetic demo vendor settlement 900127
2021-06-30,900127,315-D,D,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,357230,Synthetic demo vendor settlement 900127
2021-06-30,900142,316-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,36296,399260,Synthetic demo credit sale 900142
2021-06-30,900142,316-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,399260,Synthetic demo credit sale 900142
2021-06-30,900165,317-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,129600,Synthetic demo purchase on account 900165
2021-06-30,900165,317-D,D,5000,Demo Purchases,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,11782,129600,Synthetic demo purchase on account 900165
2021-06-30,900172,318-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,467140,Synthetic demo operating cost bundle 900172
2021-06-30,900172,318-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,11041,121450,Synthetic demo operating cost bundle 900172
2021-06-30,900172,319-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,6795,74740,Synthetic demo operating cost bundle 900172
2021-06-30,900172,320-D,D,6060,Demo Office Supplies,D03,Demo Operations,V003,Demo Vendor Mosaic,Q5,24632,270950,Synthetic demo operating cost bundle 900172
