C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18
1,"[""20210902"",""900351""]",,,,,2021-09-02,900351,Synthetic demo monthly payroll bundle 900351,,,,,,,,,
1,"[""20210902"",""900351""]",534-C,,,,,,,C,607870,,,,,,,
1,"[""20210902"",""900351""]",534-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20210902"",""900351""]",534-C,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20210902"",""900351""]",534-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20210902"",""900351""]",534-C,,,1,,,,,,,,,,,00,0
1,"[""20210902"",""900351""]",534-D,,,,,,,D,243140,,,,,,,
1,"[""20210902"",""900351""]",534-D,1,,,,,,,,6000,Demo Salaries,,,,,
1,"[""20210902"",""900351""]",534-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20210902"",""900351""]",534-D,,,1,,,,,,,,,,,00,0
1,"[""20210902"",""900351""]",535-D,,,,,,,D,72940,,,,,,,
1,"[""20210902"",""900351""]",535-D,1,,,,,,,,6010,Demo Statutory Welfare,,,,,
1,"[""20210902"",""900351""]",535-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20210902"",""900351""]",535-D,,,1,,,,,,,,,,,00,0
1,"[""20210902"",""900351""]",536-D,,,,,,,D,291790,,,,,,,
1,"[""20210902"",""900351""]",536-D,1,,,,,,,,2110,Demo Payroll Withholding,,,,,
1,"[""20210902"",""900351""]",536-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20210902"",""900351""]",536-D,,,1,,,,,,,,,,,00,0
1,"[""20210903"",""900312""]",,,,,2021-09-03,900312,Synthetic demo credit sale 900312,,,,,,,,,
1,"[""20210903"",""900312""]",537-C,,,,,,,C,381440,,,,,,,
1,"[""20210903"",""900312""]",537-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20210903"",""900312""]",537-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210903"",""900312""]",537-C,1,2-auxiliary-account,,,,,,,,,C007,Demo Customer Grove,auxiliary-account,,
1,"[""20210903"",""900312""]",537-C,,,1,,,,,,,,,,,B5,34676
1,"[""20210903"",""900312""]",537-D,,,,,,,D,381440,,,,,,,
1,"[""20210903"",""900312""]",537-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210903"",""900312""]",537-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210903"",""900312""]",537-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210903"",""900312""]",537-D,,,1,,,,,,,,,,,00,0
1,"[""20210903"",""900336""]",,,,,2021-09-03,900336,Synthetic demo mixed sales and receipt 900336,,,,,,,,,
1,"[""20210903"",""900336""]",538-D,,,,,,,D,166240,,,,,,,
1,"[""20210903"",""900336""]",538-D,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20210903"",""900336""]",538-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210903"",""900336""]",538-D,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20210903"",""900336""]",538-D,,,1,,,,,,,,,,,00,0
1,"[""20210903"",""900336""]",539-D,,,,,,,D,283080,,,,,,,
1,"[""20210903"",""900336""]",539-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210903"",""900336""]",539-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210903"",""900336""]",539-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210903"",""900336""]",539-D,,,1,,,,,,,,,,,00,0
1,"[""20210903"",""900336""]",540-C,,,,,,,C,89860,,,,,,,
1,"[""20210903"",""900336""]",540-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20210903"",""900336""]",540-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210903"",""900336""]",540-C,1,2-auxiliary-account,,,,,,,,,C008,Demo Customer Halo,auxiliary-account,,
1,"[""20210903"",""900336""]",540-C,,,1,,,,,,,,,,,B5,8169
1,"[""20210903"",""900336""]",541-C,,,,,,,C,359460,,,,,,,
1,"[""20210903"",""900336""]",541-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20210903"",""900336""]",541-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210903"",""900336""]",541-C,1,2-auxiliary-account,,,,,,,,,C009,Demo Customer Indigo,auxiliary-account,,
1,"[""20210903"",""900336""]",541-C,,,1,,,,,,,,,,,B5,32678
1,"[""20210903"",""900338""]",,,,,2021-09-03,900338,Synthetic demo financing settlement 900338,,,,,,,,,
1,"[""20210903"",""900338""]",542-C,,,,,,,C,561320,,,,,,,
1,"[""20210903"",""900338""]",542-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20210903"",""900338""]",542-C,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20210903"",""900338""]",542-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210903"",""900338""]",542-C,,,1,,,,,,,,,,,00,0
1,"[""20210903"",""900338""]",542-D,,,,,,,D,123490,,,,,,,
1,"[""20210903"",""900338""]",542-D,1,,,,,,,,2200,Demo Short-term Loans,,,,,
1,"[""20210903"",""900338""]",542-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20210903"",""900338""]",542-D,,,1,,,,,,,,,,,00,0
1,"[""20210903"",""900338""]",543-D,,,,,,,D,179620,,,,,,,
1,"[""20210903"",""900338""]",543-D,1,,,,,,,,6070,Demo Bank Fees,,,,,
1,"[""20210903"",""900338""]",543-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20210903"",""900338""]",543-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210903"",""900338""]",543-D,,,1,,,,,,,,,,,00,0
1,"[""20210903"",""900338""]",544-D,,,,,,,D,258210,,,,,,,
1,"[""20210903"",""900338""]",544-D,1,,,,,,,,7000,Demo Taxes and Dues,,,,,
1,"[""20210903"",""900338""]",544-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20210903"",""900338""]",544-D,,,1,,,,,,,,,,,P0,0
1,"[""20210904"",""900324""]",,,,,2021-09-04,900324,Synthetic demo customer receipt 900324,,,,,,,,,
1,"[""20210904"",""900324""]",545-C,,,,,,,C,382510,,,,,,,
1,"[""20210904"",""900324""]",545-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210904"",""900324""]",545-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210904"",""900324""]",545-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210904"",""900324""]",545-C,,,1,,,,,,,,,,,00,0
1,"[""20210904"",""900324""]",545-D,,,,,,,D,382510,,,,,,,
1,"[""20210904"",""900324""]",545-D,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20210904"",""900324""]",545-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210904"",""900324""]",545-D,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20210904"",""900324""]",545-D,,,1,,,,,,,,,,,00,0
1,"[""20210904"",""900340""]",,,,,2021-09-04,900340,Synthetic demo credit sale 900340,,,,,,,,,
1,"[""20210904"",""900340""]",546-C,,,,,,,C,556670,,,,,,,
1,"[""20210904"",""900340""]",546-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20210904"",""900340""]",546-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210904"",""900340""]",546-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210904"",""900340""]",546-C,,,1,,,,,,,,,,,B5,50606
1,"[""20210904"",""900340""]",546-D,,,,,,,D,556670,,,,,,,
1,"[""20210904"",""900340""]",546-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210904"",""900340""]",546-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210904"",""900340""]",546-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210904"",""900340""]",546-D,,,1,,,,,,,,,,,00,0
1,"[""20210905"",""900349""]",,,,,2021-09-05,900349,Synthetic demo prepaid service 900349,,,,,,,,,
1,"[""20210905"",""900349""]",547-C,,,,,,,C,236490,,,,,,,
1,"[""20210905"",""900349""]",547-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20210905"",""900349""]",547-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20210905"",""900349""]",547-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20210905"",""900349""]",547-C,,,1,,,,,,,,,,,00,0
1,"[""20210905"",""900349""]",547-D,,,,,,,D,236490,,,,,,,
1,"[""20210905"",""900349""]",547-D,1,,,,,,,,1400,Demo Prepaid Expenses,,,,,
1,"[""20210905"",""900349""]",547-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20210905"",""900349""]",547-D,1,2-auxiliary-account,,,,,,,,,S002,Demo Energy Services,auxiliary-account,,
1,"[""20210905"",""900349""]",547-D,,,1,,,,,,,,,,,00,0
1,"[""20210906"",""900299""]",,,,,2021-09-06,900299,Synthetic demo prepaid service 900299,,,,,,,,,
1,"[""20210906"",""900299""]",548-C,,,,,,,C,123160,,,,,,,
1,"[""20210906"",""900299""]",548-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20210906"",""900299""]",548-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20210906"",""900299""]",548-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210906"",""900299""]",548-C,,,1,,,,,,,,,,,00,0
1,"[""20210906"",""900299""]",548-D,,,,,,,D,123160,,,,,,,
1,"[""20210906"",""900299""]",548-D,1,,,,,,,,1400,Demo Prepaid Expenses,,,,,
1,"[""20210906"",""900299""]",548-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20210906"",""900299""]",548-D,1,2-auxiliary-account,,,,,,,,,S006,Demo Insurance Services,auxiliary-account,,
1,"[""20210906"",""900299""]",548-D,,,1,,,,,,,,,,,00,0
1,"[""20210906"",""900300""]",,,,,2021-09-06,900300,Synthetic demo mixed sales and receipt 900300,,,,,,,,,
1,"[""20210906"",""900300""]",549-D,,,,,,,D,141350,,,,,,,
1,"[""20210906"",""900300""]",549-D,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20210906"",""900300""]",549-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210906"",""900300""]",549-D,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20210906"",""900300""]",549-D,,,1,,,,,,,,,,,00,0
1,"[""20210906"",""900300""]",550-D,,,,,,,D,153130,,,,,,,
1,"[""20210906"",""900300""]",550-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210906"",""900300""]",550-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210906"",""900300""]",550-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210906"",""900300""]",550-D,,,1,,,,,,,,,,,00,0
1,"[""20210906"",""900300""]",551-C,,,,,,,C,114840,,,,,,,
1,"[""20210906"",""900300""]",551-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20210906"",""900300""]",551-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210906"",""900300""]",551-C,1,2-auxiliary-account,,,,,,,,,C002,Demo Customer Birch,auxiliary-account,,
1,"[""20210906"",""900300""]",551-C,,,1,,,,,,,,,,,B5,10440
1,"[""20210906"",""900300""]",552-C,,,,,,,C,179640,,,,,,,
1,"[""20210906"",""900300""]",552-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20210906"",""900300""]",552-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210906"",""900300""]",552-C,1,2-auxiliary-account,,,,,,,,,C003,Demo Customer Cobalt,auxiliary-account,,
1,"[""20210906"",""900300""]",552-C,,,1,,,,,,,,,,,B5,16331
1,"[""20210906"",""900313""]",,,,,2021-09-06,900313,Synthetic demo operating cost bundle 900313,,,,,,,,,
1,"[""20210906"",""900313""]",553-C,,,,,,,C,768830,,,,,,,
1,"[""20210906"",""900313""]",553-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20210906"",""900313""]",553-C,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20210906"",""900313""]",553-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20210906"",""900313""]",553-C,,,1,,,,,,,,,,,00,0
1,"[""20210906"",""900313""]",553-D,,,,,,,D,276770,,,,,,,
1,"[""20210906"",""900313""]",553-D,1,,,,,,,,6030,Demo Utilities,,,,,
1,"[""20210906"",""900313""]",553-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20210906"",""900313""]",553-D,1,2-auxiliary-account,,,,,,,,,S002,Demo Energy Services,auxiliary-account,,
1,"[""20210906"",""900313""]",553-D,,,1,,,,,,,,,,,Q5,25161
1,"[""20210906"",""900313""]",554-D,,,,,,,D,322900,,,,,,,
1,"[""20210906"",""900313""]",554-D,1,,,,,,,,6040,Demo Communication,,,,,
1,"[""20210906"",""900313""]",554-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20210906"",""900313""]",554-D,1,2-auxiliary-account,,,,,,,,,S003,Demo Network Services,auxiliary-account,,
1,"[""20210906"",""900313""]",554-D,,,1,,,,,,,,,,,Q5,29355
1,"[""20210906"",""900313""]",555-D,,,,,,,D,169160,,,,,,,
1,"[""20210906"",""900313""]",555-D,1,,,,,,,,6060,Demo Office Supplies,,,,,
1,"[""20210906"",""900313""]",555-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20210906"",""900313""]",555-D,1,2-auxiliary-account,,,,,,,,,V004,Demo Vendor Nimbus,auxiliary-account,,
1,"[""20210906"",""900313""]",555-D,,,1,,,,,,,,,,,Q5,15378
1,"[""20210907"",""900353""]",,,,,2021-09-07,900353,Synthetic demo customer receipt 900353,,,,,,,,,
1,"[""20210907"",""900353""]",556-C,,,,,,,C,386200,,,,,,,
1,"[""20210907"",""900353""]",556-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210907"",""900353""]",556-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210907"",""900353""]",556-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210907"",""900353""]",556-C,,,1,,,,,,,,,,,00,0
1,"[""20210907"",""900353""]",556-D,,,,,,,D,386200,,,,,,,
1,"[""20210907"",""900353""]",556-D,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20210907"",""900353""]",556-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210907"",""900353""]",556-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210907"",""900353""]",556-D,,,1,,,,,,,,,,,00,0
1,"[""20210908"",""900327""]",,,,,2021-09-08,900327,Synthetic demo vendor settlement 900327,,,,,,,,,
1,"[""20210908"",""900327""]",557-C,,,,,,,C,168360,,,,,,,
1,"[""20210908"",""900327""]",557-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20210908"",""900327""]",557-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210908"",""900327""]",557-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20210908"",""900327""]",557-C,,,1,,,,,,,,,,,00,0
1,"[""20210908"",""900327""]",557-D,,,,,,,D,168360,,,,,,,
1,"[""20210908"",""900327""]",557-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20210908"",""900327""]",557-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210908"",""900327""]",557-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210908"",""900327""]",557-D,,,1,,,,,,,,,,,00,0
1,"[""20210909"",""900314""]",,,,,2021-09-09,900314,Synthetic demo customer receipt 900314,,,,,,,,,
1,"[""20210909"",""900314""]",558-C,,,,,,,C,87980,,,,,,,
1,"[""20210909"",""900314""]",558-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210909"",""900314""]",558-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210909"",""900314""]",558-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210909"",""900314""]",558-C,,,1,,,,,,,,,,,00,0
1,"[""20210909"",""900314""]",558-D,,,,,,,D,87980,,,,,,,
1,"[""20210909"",""900314""]",558-D,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20210909"",""900314""]",558-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210909"",""900314""]",558-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210909"",""900314""]",558-D,,,1,,,,,,,,,,,00,0
1,"[""20210909"",""900326""]",,,,,2021-09-09,900326,Synthetic demo financing settlement 900326,,,,,,,,,
1,"[""20210909"",""900326""]",559-C,,,,,,,C,390260,,,,,,,
1,"[""20210909"",""900326""]",559-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20210909"",""900326""]",559-C,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20210909"",""900326""]",559-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210909"",""900326""]",559-C,,,1,,,,,,,,,,,00,0
1,"[""20210909"",""900326""]",559-D,,,,,,,D,160000,,,,,,,
1,"[""20210909"",""900326""]",559-D,1,,,,,,,,2200,Demo Short-term Loans,,,,,
1,"[""20210909"",""900326""]",559-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20210909"",""900326""]",559-D,,,1,,,,,,,,,,,00,0
1,"[""20210909"",""900326""]",560-D,,,,,,,D,27310,,,,,,,
1,"[""20210909"",""900326""]",560-D,1,,,,,,,,6070,Demo Bank Fees,,,,,
1,"[""20210909"",""900326""]",560-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20210909"",""900326""]",560-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210909"",""900326""]",560-D,,,1,,,,,,,,,,,00,0
1,"[""20210909"",""900326""]",561-D,,,,,,,D,202950,,,,,,,
1,"[""20210909"",""900326""]",561-D,1,,,,,,,,7000,Demo Taxes and Dues,,,,,
1,"[""20210909"",""900326""]",561-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20210909"",""900326""]",561-D,,,1,,,,,,,,,,,P0,0
1,"[""20210910"",""900317""]",,,,,2021-09-10,900317,Synthetic demo multi-vendor settlement 900317,,,,,,,,,
1,"[""20210910"",""900317""]",562-D,,,,,,,D,123380,,,,,,,
1,"[""20210910"",""900317""]",562-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20210910"",""900317""]",562-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210910"",""900317""]",562-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210910"",""900317""]",562-D,,,1,,,,,,,,,,,00,0
1,"[""20210910"",""900317""]",563-D,,,,,,,D,118550,,,,,,,
1,"[""20210910"",""900317""]",563-D,1,,,,,,,,2100,Demo Accrued Payables,,,,,
1,"[""20210910"",""900317""]",563-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210910"",""900317""]",563-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210910"",""900317""]",563-D,,,1,,,,,,,,,,,00,0
1,"[""20210910"",""900317""]",564-C,,,,,,,C,91930,,,,,,,
1,"[""20210910"",""900317""]",564-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20210910"",""900317""]",564-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210910"",""900317""]",564-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210910"",""900317""]",564-C,,,1,,,,,,,,,,,00,0
1,"[""20210910"",""900317""]",565-C,,,,,,,C,150000,,,,,,,
1,"[""20210910"",""900317""]",565-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20210910"",""900317""]",565-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210910"",""900317""]",565-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20210910"",""900317""]",565-C,,,1,,,,,,,,,,,00,0
1,"[""20210910"",""900330""]",,,,,2021-09-10,900330,Synthetic demo credit sale 900330,,,,,,,,,
1,"[""20210910"",""900330""]",566-C,,,,,,,C,195040,,,,,,,
1,"[""20210910"",""900330""]",566-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20210910"",""900330""]",566-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210910"",""900330""]",566-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210910"",""900330""]",566-C,,,1,,,,,,,,,,,B5,17731
1,"[""20210910"",""900330""]",566-D,,,,,,,D,195040,,,,,,,
1,"[""20210910"",""900330""]",566-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210910"",""900330""]",566-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210910"",""900330""]",566-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210910"",""900330""]",566-D,,,1,,,,,,,,,,,00,0
1,"[""20210911"",""900350""]",,,,,2021-09-11,900350,Synthetic demo credit sale 900350,,,,,,,,,
1,"[""20210911"",""900350""]",567-C,,,,,,,C,314480,,,,,,,
1,"[""20210911"",""900350""]",567-C,1,,,,,,,,4020,Demo Other Operating Revenue,,,,,
1,"[""20210911"",""900350""]",567-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210911"",""900350""]",567-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210911"",""900350""]",567-C,,,1,,,,,,,,,,,B5,28589
1,"[""20210911"",""900350""]",567-D,,,,,,,D,314480,,,,,,,
1,"[""20210911"",""900350""]",567-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210911"",""900350""]",567-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210911"",""900350""]",567-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210911"",""900350""]",567-D,,,1,,,,,,,,,,,00,0
1,"[""20210912"",""900296""]",,,,,2021-09-12,900296,Synthetic demo purchase on account 900296,,,,,,,,,
1,"[""20210912"",""900296""]",568-C,,,,,,,C,258430,,,,,,,
1,"[""20210912"",""900296""]",568-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20210912"",""900296""]",568-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210912"",""900296""]",568-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210912"",""900296""]",568-C,,,1,,,,,,,,,,,00,0
1,"[""20210912"",""900296""]",568-D,,,,,,,D,258430,,,,,,,
1,"[""20210912"",""900296""]",568-D,1,,,,,,,,5020,Demo Inventory Adjustment,,,,,
