C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
2022-03-12,900685,1201-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,4357,47930,Synthetic demo operating cost bundle 900685
2022-03-12,900685,1202-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,458,5040,Synthetic demo operating cost bundle 900685
2022-03-12,900685,1203-D,D,6060,Demo Office Supplies,D03,Demo Operations,V006,Demo Vendor Prairie,Q5,18120,199320,Synthetic demo operating cost bundle 900685
2022-03-14,900701,1204-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,133420,Synthetic demo low-frequency account event 900701
2022-03-14,900701,1204-D,D,1510,Demo Vehicles,D06,Demo Management,,,00,0,133420,Synthetic demo low-frequency account event 900701
2022-03-15,900650,1205-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,197400,Synthetic demo mixed sales and receipt 900650
2022-03-15,900650,1206-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,439400,Synthetic demo mixed sales and receipt 900650
2022-03-15,900650,1207-C,C,4000,Demo Product Sales,D01,Demo Sales,C002,Demo Customer Birch,B5,27208,299290,Synthetic demo mixed sales and receipt 900650
2022-03-15,900650,1208-C,C,4010,Demo Service Revenue,D01,Demo Sales,C003,Demo Customer Cobalt,B5,30683,337510,Synthetic demo mixed sales and receipt 900650
2022-03-15,900675,1209-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,418040,Synthetic demo multi-vendor settlement 900675
2022-03-15,900675,1210-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V009,Demo Vendor Summit,00,0,146890,Synthetic demo multi-vendor settlement 900675
2022-03-15,900675,1211-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,220320,Synthetic demo multi-vendor settlement 900675
2022-03-15,900675,1212-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,344610,Synthetic demo multi-vendor settlement 900675
2022-03-15,900679,1213-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,408090,Synthetic demo operating cost bundle 900679
2022-03-15,900679,1213-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,8904,97940,Synthetic demo operating cost bundle 900679
2022-03-15,900679,1214-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,8904,97940,Synthetic demo operating cost bundle 900679
2022-03-15,900679,1215-D,D,6060,Demo Office Supplies,D03,Demo Operations,V010,Demo Vendor Tandem,Q5,19292,212210,Synthetic demo operating cost bundle 900679
2022-03-17,900700,1216-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,537560,Synthetic demo mixed sales and receipt 900700
2022-03-17,900700,1217-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,134390,Synthetic demo mixed sales and receipt 900700
2022-03-17,900700,1218-C,C,4000,Demo Product Sales,D01,Demo Sales,C002,Demo Customer Birch,B5,28099,309090,Synthetic demo mixed sales and receipt 900700
2022-03-17,900700,1219-C,C,4010,Demo Service Revenue,D01,Demo Sales,C003,Demo Customer Cobalt,R5,26879,362860,Synthetic demo mixed sales and receipt 900700
2022-03-18,900649,1220-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,50040,Synthetic demo low-frequency account event 900649
2022-03-18,900649,1220-D,D,1520,Demo Software,D06,Demo Management,,,00,0,50040,Synthetic demo low-frequency account event 900649
2022-03-18,900662,1221-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,191100,Synthetic demo mixed sales and receipt 900662
2022-03-18,900662,1222-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,47780,Synthetic demo mixed sales and receipt 900662
2022-03-18,900662,1223-C,C,4000,Demo Product Sales,D01,Demo Sales,C004,Demo Customer Dawn,B5,9120,100320,Synthetic demo mixed sales and receipt 900662
2022-03-18,900662,1224-C,C,4010,Demo Service Revenue,D01,Demo Sales,C005,Demo Customer Elm,B5,12596,138560,Synthetic demo mixed sales and receipt 900662
2022-03-18,900663,1225-C,C,1590,Demo Accumulated Depreciation,D06,Demo Management,,,00,0,127930,Synthetic demo low-frequency account event 900663
2022-03-18,900663,1225-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,127930,Synthetic demo low-frequency account event 900663
2022-03-18,900703,1226-C,C,2010,Demo Notes Payable,D06,Demo Management,,,00,0,105070,Synthetic demo low-frequency account event 900703
2022-03-18,900703,1226-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,105070,Synthetic demo low-frequency account event 900703
2022-03-18,900704,1227-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,415410,Synthetic demo financing settlement 900704
2022-03-18,900704,1227-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,294940,Synthetic demo financing settlement 900704
2022-03-18,900704,1228-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,29070,Synthetic demo financing settlement 900704
2022-03-18,900704,1229-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,91400,Synthetic demo financing settlement 900704
2022-03-19,900657,1230-C,C,2120,Demo Output Tax Payable,D06,Demo Management,,,00,0,163390,Synthetic demo low-frequency account event 900657
2022-03-19,900657,1230-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,163390,Synthetic demo low-frequency account event 900657
2022-03-19,900660,1231-C,C,2130,Demo Temporary Receipts,D06,Demo Management,,,00,0,40470,Synthetic demo low-frequency account event 900660
2022-03-19,900660,1231-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,40470,Synthetic demo low-frequency account event 900660
2022-03-19,900691,1232-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,653200,Synthetic demo operating cost bundle 900691
2022-03-19,900691,1232-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,21971,241680,Synthetic demo operating cost bundle 900691
2022-03-19,900691,1233-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,16033,176360,Synthetic demo operating cost bundle 900691
2022-03-19,900691,1234-D,D,6060,Demo Office Supplies,D03,Demo Operations,V002,Demo Vendor Lattice,Q5,21378,235160,Synthetic demo operating cost bundle 900691
2022-03-19,900705,1235-C,C,2300,Demo Long-term Loans,D06,Demo Management,,,00,0,154870,Synthetic demo low-frequency account event 900705
2022-03-19,900705,1235-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,154870,Synthetic demo low-frequency account event 900705
2022-03-20,900658,1236-C,C,2400,Demo Unearned Revenue,D06,Demo Management,,,00,0,113970,Synthetic demo low-frequency account event 900658
2022-03-20,900658,1236-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,113970,Synthetic demo low-frequency account event 900658
2022-03-20,900665,1237-C,C,3000,Demo Capital,D06,Demo Management,,,00,0,78940,Synthetic demo low-frequency account event 900665
2022-03-20,900665,1237-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,78940,Synthetic demo low-frequency account event 900665
2022-03-21,900678,1238-C,C,3100,Demo Retained Earnings,D06,Demo Management,,,00,0,68330,Synthetic demo low-frequency account event 900678
2022-03-21,900678,1238-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,68330,Synthetic demo low-frequency account event 900678
2022-03-21,900694,1239-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,386630,Synthetic demo mixed sales and receipt 900694
2022-03-21,900694,1240-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,122100,Synthetic demo mixed sales and receipt 900694
2022-03-21,900694,1241-C,C,4000,Demo Product Sales,D01,Demo Sales,C006,Demo Customer Fjord,B5,33298,366280,Synthetic demo mixed sales and receipt 900694
2022-03-21,900694,1242-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,12950,142450,Synthetic demo mixed sales and receipt 900694
2022-03-21,900708,1243-C,C,4030,Demo Interest Income,D06,Demo Management,,,B5,2657,29230,Synthetic demo low-frequency account event 900708
2022-03-21,900708,1243-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,29230,Synthetic demo low-frequency account event 900708
2022-03-26,900666,1244-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,469280,Synthetic demo monthly payroll bundle 900666
2022-03-26,900666,1244-D,D,6000,Demo Salaries,D02,Demo Administration,,,00,0,154860,Synthetic demo monthly payroll bundle 900666
2022-03-26,900666,1245-D,D,6010,Demo Statutory Welfare,D02,Demo Administration,,,00,0,28150,Synthetic demo monthly payroll bundle 900666
2022-03-26,900666,1246-D,D,2110,Demo Payroll Withholding,D02,Demo Administration,,,00,0,286270,Synthetic demo monthly payroll bundle 900666
2022-03-26,900677,1247-C,C,4040,Demo Miscellaneous Income,D06,Demo Management,,,B5,15944,175380,Synthetic demo low-frequency account event 900677
2022-03-26,900677,1247-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,175380,Synthetic demo low-frequency account event 900677
2022-03-26,900689,1248-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,170080,Synthetic demo low-frequency account event 900689
2022-03-26,900689,1248-D,D,6050,Demo Business Travel,D06,Demo Management,,,Q5,15462,170080,Synthetic demo low-frequency account event 900689
2022-03-26,900690,1249-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,63660,Synthetic demo low-frequency account event 900690
2022-03-26,900690,1249-D,D,6090,Demo Insurance,D06,Demo Management,,,Q5,5787,63660,Synthetic demo low-frequency account event 900690
2022-03-28,900684,1250-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,40850,Synthetic demo low-frequency account event 900684
2022-03-28,900684,1250-D,D,6110,Demo Depreciation Expense,D06,Demo Management,,,Q5,3714,40850,Synthetic demo low-frequency account event 900684
2022-03-28,900688,1251-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,243840,Synthetic demo mixed sales and receipt 900688
2022-03-28,900688,1252-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,253800,Synthetic demo mixed sales and receipt 900688
2022-03-28,900688,1253-C,C,4000,Demo Product Sales,D01,Demo Sales,C010,Demo Customer Juniper,B5,11310,124410,Synthetic demo mixed sales and receipt 900688
2022-03-28,900688,1254-C,C,4010,Demo Service Revenue,D01,Demo Sales,C001,Demo Customer Aurora,B5,33930,373230,Synthetic demo mixed sales and receipt 900688
2022-03-28,900702,1255-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,22200,Synthetic demo low-frequency account event 900702
2022-03-28,900702,1255-D,D,6130,Demo Training,D06,Demo Management,,,Q5,2018,22200,Synthetic demo low-frequency account event 900702
2022-03-29,900673,1256-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,27710,Synthetic demo low-frequency account event 900673
2022-03-29,900673,1256-D,D,6150,Demo Software Subscription,D06,Demo Management,,,Q5,2519,27710,Synthetic demo low-frequency account event 900673
2022-03-29,900681,1257-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,220380,Synthetic demo multi-vendor settlement 900681
2022-03-29,900681,1258-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V005,Demo Vendor Orchid,00,0,65840,Synthetic demo multi-vendor settlement 900681
2022-03-29,900681,1259-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,197490,Synthetic demo multi-vendor settlement 900681
2022-03-29,900681,1260-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,88730,Synthetic demo multi-vendor settlement 900681
2022-03-29,900699,1261-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,84370,Synthetic demo low-frequency account event 900699
2022-03-29,900699,1261-D,D,6170,Demo Miscellaneous Expense,D06,Demo Management,,,Q5,7670,84370,Synthetic demo low-frequency account event 900699
2022-03-30,900648,1262-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,80460,Synthetic demo low-frequency account event 900648
2022-03-30,900648,1262-D,D,7010,Demo Corporate Tax,D06,Demo Management,,,P0,0,80460,Synthetic demo low-frequency account event 900648
2022-03-30,900653,1263-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,539220,Synthetic demo financing settlement 900653
2022-03-30,900653,1263-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,323530,Synthetic demo financing settlement 900653
2022-03-30,900653,1264-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,53920,Synthetic demo financing settlement 900653
2022-03-30,900653,1265-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,161770,Synthetic demo financing settlement 900653
2022-03-30,900682,1266-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,164190,Synthetic demo low-frequency account event 900682
2022-03-30,900682,1266-D,D,7020,Demo Consumption Tax Expense,D06,Demo Management,,,P0,0,164190,Synthetic demo low-frequency account event 900682
2022-03-30,900698,1267-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,659310,Synthetic demo financing settlement 900698
2022-03-30,900698,1267-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,375800,Synthetic demo financing settlement 900698
2022-03-30,900698,1268-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,125260,Synthetic demo financing settlement 900698
2022-03-30,900698,1269-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,158250,Synthetic demo financing settlement 900698
2022-03-31,900668,1270-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,139920,Synthetic demo low-frequency account event 900668
2022-03-31,900668,1270-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,139920,Synthetic demo low-frequency account event 900668
2022-03-31,900707,1271-C,C,8010,Demo Clearing,D06,Demo Management,,,00,0,41830,Synthetic demo low-frequency account event 900707
2022-03-31,900707,1271-D,D,8000,Demo Suspense,D06,Demo Management,,,00,0,41830,Synthetic demo low-frequency account event 900707
