C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
2021-08-09,900264,453-D,D,6010,Demo Statutory Welfare,D02,Demo Administration,,,00,0,121250,Synthetic demo monthly payroll bundle 900264
2021-08-09,900264,454-D,D,2110,Demo Payroll Withholding,D02,Demo Administration,,,00,0,234160,Synthetic demo monthly payroll bundle 900264
2021-08-09,900280,455-C,C,4010,Demo Service Revenue,D01,Demo Sales,C001,Demo Customer Aurora,B5,48394,532330,Synthetic demo credit sale 900280
2021-08-09,900280,455-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,532330,Synthetic demo credit sale 900280
2021-08-11,900291,456-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,197380,Synthetic demo monthly payroll bundle 900291
2021-08-11,900291,456-D,D,6000,Demo Salaries,D02,Demo Administration,,,00,0,96710,Synthetic demo monthly payroll bundle 900291
2021-08-11,900291,457-D,D,6010,Demo Statutory Welfare,D02,Demo Administration,,,00,0,59210,Synthetic demo monthly payroll bundle 900291
2021-08-11,900291,458-D,D,2110,Demo Payroll Withholding,D02,Demo Administration,,,00,0,41460,Synthetic demo monthly payroll bundle 900291
2021-08-11,900292,459-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,25711,282820,Synthetic demo credit sale 900292
2021-08-11,900292,459-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,282820,Synthetic demo credit sale 900292
2021-08-12,900249,460-C,C,1100,Demo Central Ordinary Deposit,D05,Demo Digital Services,B001,Demo Central Bank,00,0,172120,Synthetic demo prepaid service 900249
2021-08-12,900249,460-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S004,Demo Logistics Services,00,0,172120,Synthetic demo prepaid service 900249
2021-08-12,900287,461-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,262520,Synthetic demo multi-vendor settlement 900287
2021-08-12,900287,462-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,447020,Synthetic demo multi-vendor settlement 900287
2021-08-12,900287,463-C,C,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,546340,Synthetic demo multi-vendor settlement 900287
2021-08-12,900287,464-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,163200,Synthetic demo multi-vendor settlement 900287
2021-08-13,900253,465-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,179710,Synthetic demo customer receipt 900253
2021-08-13,900253,465-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,179710,Synthetic demo customer receipt 900253
2021-08-13,900278,466-C,C,1120,Demo Harbor Ordinary Deposit,D05,Demo Digital Services,B003,Harbor Demo Bank,00,0,103020,Synthetic demo operating expense 900278
2021-08-13,900278,466-D,D,6100,Demo Repairs,D05,Demo Digital Services,V001,Demo Vendor Keystone,Q5,9365,103020,Synthetic demo operating expense 900278
2021-08-13,900283,467-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,237520,Synthetic demo customer receipt 900283
2021-08-13,900283,467-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,237520,Synthetic demo customer receipt 900283
2021-08-13,900294,468-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,555460,Synthetic demo mixed sales and receipt 900294
2021-08-13,900294,469-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,130300,Synthetic demo mixed sales and receipt 900294
2021-08-13,900294,470-C,C,4000,Demo Product Sales,D01,Demo Sales,C006,Demo Customer Fjord,R5,15239,205720,Synthetic demo mixed sales and receipt 900294
2021-08-13,900294,471-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,43640,480040,Synthetic demo mixed sales and receipt 900294
2021-08-14,900272,472-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,25905,284960,Synthetic demo credit sale 900272
2021-08-14,900272,472-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,284960,Synthetic demo credit sale 900272
2021-08-15,900238,473-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,229780,Synthetic demo operating cost bundle 900238
2021-08-15,900238,473-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,16293,179220,Synthetic demo operating cost bundle 900238
2021-08-15,900238,474-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,1253,13780,Synthetic demo operating cost bundle 900238
2021-08-15,900238,475-D,D,6060,Demo Office Supplies,D03,Demo Operations,V009,Demo Vendor Summit,Q5,3344,36780,Synthetic demo operating cost bundle 900238
2021-08-15,900248,476-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,393100,Synthetic demo mixed sales and receipt 900248
2021-08-15,900248,477-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,104500,Synthetic demo mixed sales and receipt 900248
2021-08-15,900248,478-C,C,4000,Demo Product Sales,D01,Demo Sales,C010,Demo Customer Juniper,B5,13118,144300,Synthetic demo mixed sales and receipt 900248
2021-08-15,900248,479-C,C,4010,Demo Service Revenue,D01,Demo Sales,C001,Demo Customer Aurora,B5,32118,353300,Synthetic demo mixed sales and receipt 900248
2021-08-15,900254,480-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,343440,Synthetic demo mixed sales and receipt 900254
2021-08-15,900254,481-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,85870,Synthetic demo mixed sales and receipt 900254
2021-08-15,900254,482-C,C,4000,Demo Product Sales,D01,Demo Sales,C006,Demo Customer Fjord,B5,12879,141670,Synthetic demo mixed sales and receipt 900254
2021-08-15,900254,483-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,26149,287640,Synthetic demo mixed sales and receipt 900254
2021-08-15,900261,484-C,C,4000,Demo Product Sales,D01,Demo Sales,C004,Demo Customer Dawn,B5,24445,268900,Synthetic demo credit sale 900261
2021-08-15,900261,484-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,268900,Synthetic demo credit sale 900261
2021-08-16,900260,485-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,53760,Synthetic demo mixed sales and receipt 900260
2021-08-16,900260,486-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,109160,Synthetic demo mixed sales and receipt 900260
2021-08-16,900260,487-C,C,4000,Demo Product Sales,D01,Demo Sales,C002,Demo Customer Birch,B5,2369,26060,Synthetic demo mixed sales and receipt 900260
2021-08-16,900260,488-C,C,4010,Demo Service Revenue,D01,Demo Sales,C003,Demo Customer Cobalt,B5,12442,136860,Synthetic demo mixed sales and receipt 900260
2021-08-16,900282,489-C,C,4000,Demo Product Sales,D01,Demo Sales,C007,Demo Customer Grove,B5,13292,146210,Synthetic demo credit sale 900282
2021-08-16,900282,489-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,146210,Synthetic demo credit sale 900282
2021-08-17,900239,490-C,C,1120,Demo Harbor Ordinary Deposit,D05,Demo Digital Services,B003,Harbor Demo Bank,00,0,208130,Synthetic demo prepaid service 900239
2021-08-17,900239,490-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S006,Demo Insurance Services,00,0,208130,Synthetic demo prepaid service 900239
2021-08-17,900271,491-C,C,4010,Demo Service Revenue,D01,Demo Sales,C004,Demo Customer Dawn,B5,28761,316370,Synthetic demo credit sale 900271
2021-08-17,900271,491-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,316370,Synthetic demo credit sale 900271
2021-08-17,900284,492-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,182170,Synthetic demo customer receipt 900284
2021-08-17,900284,492-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,182170,Synthetic demo customer receipt 900284
2021-08-17,900288,493-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,75170,Synthetic demo operating expense 900288
2021-08-17,900288,493-D,D,6020,Demo Office Rent,D02,Demo Administration,V001,Demo Vendor Keystone,Q5,6834,75170,Synthetic demo operating expense 900288
2021-08-18,900247,494-C,C,1110,Demo North Current Deposit,D04,Demo Logistics,B002,North Demo Bank,00,0,120360,Synthetic demo vendor settlement 900247
2021-08-18,900247,494-D,D,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,120360,Synthetic demo vendor settlement 900247
2021-08-18,900276,495-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,148340,Synthetic demo combined customer receipt 900276
2021-08-18,900276,495-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,593370,Synthetic demo combined customer receipt 900276
2021-08-18,900276,496-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,35600,Synthetic demo combined customer receipt 900276
2021-08-18,900276,497-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,409430,Synthetic demo combined customer receipt 900276
2021-08-18,900281,498-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,360210,Synthetic demo multi-vendor settlement 900281
2021-08-18,900281,499-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V005,Demo Vendor Orchid,00,0,101610,Synthetic demo multi-vendor settlement 900281
2021-08-18,900281,500-C,C,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,193960,Synthetic demo multi-vendor settlement 900281
2021-08-18,900281,501-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,267860,Synthetic demo multi-vendor settlement 900281
2021-08-18,900285,502-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,653300,Synthetic demo monthly payroll bundle 900285
2021-08-18,900285,502-D,D,6000,Demo Salaries,D02,Demo Administration,,,00,0,169850,Synthetic demo monthly payroll bundle 900285
2021-08-18,900285,503-D,D,6010,Demo Statutory Welfare,D02,Demo Administration,,,00,0,287450,Synthetic demo monthly payroll bundle 900285
2021-08-18,900285,504-D,D,2110,Demo Payroll Withholding,D02,Demo Administration,,,00,0,196000,Synthetic demo monthly payroll bundle 900285
2021-08-19,900265,505-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,96540,Synthetic demo purchase on account 900265
2021-08-19,900265,505-D,D,5010,Demo Freight-in,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,8776,96540,Synthetic demo purchase on account 900265
2021-08-19,900275,506-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,330660,Synthetic demo purchase on account 900275
2021-08-19,900275,506-D,D,5020,Demo Inventory Adjustment,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,30060,330660,Synthetic demo purchase on account 900275
2021-08-19,900286,507-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,63790,Synthetic demo purchase on account 900286
2021-08-19,900286,507-D,D,5010,Demo Freight-in,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,5799,63790,Synthetic demo purchase on account 900286
2021-08-19,900289,508-C,C,1110,Demo North Current Deposit,D05,Demo Digital Services,B002,North Demo Bank,00,0,135110,Synthetic demo prepaid service 900289
2021-08-19,900289,508-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S002,Demo Energy Services,00,0,135110,Synthetic demo prepaid service 900289
2021-08-22,900243,509-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,511200,Synthetic demo customer receipt 900243
2021-08-22,900243,509-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,511200,Synthetic demo customer receipt 900243
2021-08-22,900244,510-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,289950,Synthetic demo operating cost bundle 900244
2021-08-22,900244,510-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,12915,142070,Synthetic demo operating cost bundle 900244
2021-08-22,900244,511-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,1317,14490,Synthetic demo operating cost bundle 900244
2021-08-22,900244,512-D,D,6060,Demo Office Supplies,D03,Demo Operations,V005,Demo Vendor Orchid,C5,12126,133390,Synthetic demo operating cost bundle 900244
2021-08-22,900263,513-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,415340,Synthetic demo customer receipt 900263
2021-08-22,900263,513-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,415340,Synthetic demo customer receipt 900263
2021-08-22,900293,514-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,434210,Synthetic demo customer receipt 900293
2021-08-22,900293,514-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,434210,Synthetic demo customer receipt 900293
2021-08-24,900246,515-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,31780,Synthetic demo purchase on account 900246
2021-08-24,900246,515-D,D,5000,Demo Purchases,D04,Demo Logistics,V001,Demo Vendor Keystone,C5,2889,31780,Synthetic demo purchase on account 900246
2021-08-24,900267,516-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,334530,Synthetic demo multi-vendor settlement 900267
2021-08-24,900267,517-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,392720,Synthetic demo multi-vendor settlement 900267
2021-08-24,900267,518-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,421800,Synthetic demo multi-vendor settlement 900267
2021-08-24,900267,519-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,305450,Synthetic demo multi-vendor settlement 900267
2021-08-26,900290,520-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C001,Demo Customer Aurora,B5,40427,444700,Synthetic demo credit sale 900290
2021-08-26,900290,520-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,444700,Synthetic demo credit sale 900290
2021-08-27,900251,521-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,700360,Synthetic demo financing settlement 900251
2021-08-27,900251,521-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,147070,Synthetic demo financing settlement 900251
2021-08-27,900251,522-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,70030,Synthetic demo financing settlement 900251
2021-08-27,900251,523-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,483260,Synthetic demo financing settlement 900251
2021-08-27,900295,524-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,334370,Synthetic demo purchase on account 900295
2021-08-27,900295,524-D,D,5010,Demo Freight-in,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,30397,334370,Synthetic demo purchase on account 900295
2021-08-28,900268,525-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,31250,Synthetic demo operating expense 900268
2021-08-28,900268,525-D,D,7000,Demo Taxes and Dues,D03,Demo Operations,V001,Demo Vendor Keystone,P0,0,31250,Synthetic demo operating expense 900268
2021-08-30,900256,526-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,333720,Synthetic demo purchase on account 900256
2021-08-30,900256,526-D,D,5010,Demo Freight-in,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,30338,333720,Synthetic demo purchase on account 900256
2021-08-30,900258,527-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,87240,Synthetic demo operating expense 900258
2021-08-30,900258,527-D,D,6080,Demo Advertising,D02,Demo Administration,V001,Demo Vendor Keystone,Q5,7931,87240,Synthetic demo operating expense 900258
2021-08-31,900242,528-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,5714,62850,Synthetic demo credit sale 900242
2021-08-31,900242,528-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,62850,Synthetic demo credit sale 900242
2021-08-31,900262,529-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,23994,263930,Synthetic demo credit sale 900262
2021-08-31,900262,529-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,263930,Synthetic demo credit sale 900262
2021-08-31,900266,530-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,371680,Synthetic demo purchase on account 900266
2021-08-31,900266,530-D,D,5020,Demo Inventory Adjustment,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,33789,371680,Synthetic demo purchase on account 900266
