C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18
1,"[""20210502"",""900119""]",117-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20210502"",""900119""]",117-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210502"",""900119""]",117-C,,,1,,,,,,,,,,,00,0
1,"[""20210502"",""900119""]",117-D,,,,,,,D,184270,,,,,,,
1,"[""20210502"",""900119""]",117-D,1,,,,,,,,1400,Demo Prepaid Expenses,,,,,
1,"[""20210502"",""900119""]",117-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20210502"",""900119""]",117-D,1,2-auxiliary-account,,,,,,,,,S006,Demo Insurance Services,auxiliary-account,,
1,"[""20210502"",""900119""]",117-D,,,1,,,,,,,,,,,00,0
1,"[""20210503"",""900069""]",,,,,2021-05-03,900069,Synthetic demo prepaid service 900069,,,,,,,,,
1,"[""20210503"",""900069""]",118-C,,,,,,,C,42190,,,,,,,
1,"[""20210503"",""900069""]",118-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20210503"",""900069""]",118-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20210503"",""900069""]",118-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20210503"",""900069""]",118-C,,,1,,,,,,,,,,,00,0
1,"[""20210503"",""900069""]",118-D,,,,,,,D,42190,,,,,,,
1,"[""20210503"",""900069""]",118-D,1,,,,,,,,1400,Demo Prepaid Expenses,,,,,
1,"[""20210503"",""900069""]",118-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20210503"",""900069""]",118-D,1,2-auxiliary-account,,,,,,,,,S004,Demo Logistics Services,auxiliary-account,,
1,"[""20210503"",""900069""]",118-D,,,1,,,,,,,,,,,00,0
1,"[""20210504"",""900079""]",,,,,2021-05-04,900079,Synthetic demo prepaid service 900079,,,,,,,,,
1,"[""20210504"",""900079""]",119-C,,,,,,,C,96050,,,,,,,
1,"[""20210504"",""900079""]",119-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20210504"",""900079""]",119-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20210504"",""900079""]",119-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20210504"",""900079""]",119-C,,,1,,,,,,,,,,,00,0
1,"[""20210504"",""900079""]",119-D,,,,,,,D,96050,,,,,,,
1,"[""20210504"",""900079""]",119-D,1,,,,,,,,1400,Demo Prepaid Expenses,,,,,
1,"[""20210504"",""900079""]",119-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20210504"",""900079""]",119-D,1,2-auxiliary-account,,,,,,,,,S002,Demo Energy Services,auxiliary-account,,
1,"[""20210504"",""900079""]",119-D,,,1,,,,,,,,,,,00,0
1,"[""20210504"",""900086""]",,,,,2021-05-04,900086,Synthetic demo mixed sales and receipt 900086,,,,,,,,,
1,"[""20210504"",""900086""]",120-D,,,,,,,D,169060,,,,,,,
1,"[""20210504"",""900086""]",120-D,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20210504"",""900086""]",120-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210504"",""900086""]",120-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210504"",""900086""]",120-D,,,1,,,,,,,,,,,00,0
1,"[""20210504"",""900086""]",121-D,,,,,,,D,535390,,,,,,,
1,"[""20210504"",""900086""]",121-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210504"",""900086""]",121-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210504"",""900086""]",121-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210504"",""900086""]",121-D,,,1,,,,,,,,,,,00,0
1,"[""20210504"",""900086""]",122-C,,,,,,,C,521290,,,,,,,
1,"[""20210504"",""900086""]",122-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20210504"",""900086""]",122-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210504"",""900086""]",122-C,1,2-auxiliary-account,,,,,,,,,C008,Demo Customer Halo,auxiliary-account,,
1,"[""20210504"",""900086""]",122-C,,,1,,,,,,,,,,,B5,47390
1,"[""20210504"",""900086""]",123-C,,,,,,,C,183160,,,,,,,
1,"[""20210504"",""900086""]",123-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20210504"",""900086""]",123-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210504"",""900086""]",123-C,1,2-auxiliary-account,,,,,,,,,C009,Demo Customer Indigo,auxiliary-account,,
1,"[""20210504"",""900086""]",123-C,,,1,,,,,,,,,,,B5,16651
1,"[""20210504"",""900090""]",,,,,2021-05-04,900090,Synthetic demo monthly payroll bundle 900090,,,,,,,,,
1,"[""20210504"",""900090""]",124-C,,,,,,,C,481970,,,,,,,
1,"[""20210504"",""900090""]",124-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20210504"",""900090""]",124-C,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20210504"",""900090""]",124-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20210504"",""900090""]",124-C,,,1,,,,,,,,,,,00,0
1,"[""20210504"",""900090""]",124-D,,,,,,,D,183140,,,,,,,
1,"[""20210504"",""900090""]",124-D,1,,,,,,,,6000,Demo Salaries,,,,,
1,"[""20210504"",""900090""]",124-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20210504"",""900090""]",124-D,,,1,,,,,,,,,,,00,0
1,"[""20210504"",""900090""]",125-D,,,,,,,D,154230,,,,,,,
1,"[""20210504"",""900090""]",125-D,1,,,,,,,,6010,Demo Statutory Welfare,,,,,
1,"[""20210504"",""900090""]",125-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20210504"",""900090""]",125-D,,,1,,,,,,,,,,,00,0
1,"[""20210504"",""900090""]",126-D,,,,,,,D,144600,,,,,,,
1,"[""20210504"",""900090""]",126-D,1,,,,,,,,2110,Demo Payroll Withholding,,,,,
1,"[""20210504"",""900090""]",126-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20210504"",""900090""]",126-D,,,1,,,,,,,,,,,00,0
1,"[""20210504"",""900097""]",,,,,2021-05-04,900097,Synthetic demo operating cost bundle 900097,,,,,,,,,
1,"[""20210504"",""900097""]",127-C,,,,,,,C,673710,,,,,,,
1,"[""20210504"",""900097""]",127-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20210504"",""900097""]",127-C,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20210504"",""900097""]",127-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20210504"",""900097""]",127-C,,,1,,,,,,,,,,,00,0
1,"[""20210504"",""900097""]",127-D,,,,,,,D,323380,,,,,,,
1,"[""20210504"",""900097""]",127-D,1,,,,,,,,6030,Demo Utilities,,,,,
1,"[""20210504"",""900097""]",127-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20210504"",""900097""]",127-D,1,2-auxiliary-account,,,,,,,,,S002,Demo Energy Services,auxiliary-account,,
1,"[""20210504"",""900097""]",127-D,,,1,,,,,,,,,,,Q5,29398
1,"[""20210504"",""900097""]",128-D,,,,,,,D,188630,,,,,,,
1,"[""20210504"",""900097""]",128-D,1,,,,,,,,6040,Demo Communication,,,,,
1,"[""20210504"",""900097""]",128-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20210504"",""900097""]",128-D,1,2-auxiliary-account,,,,,,,,,S003,Demo Network Services,auxiliary-account,,
1,"[""20210504"",""900097""]",128-D,,,1,,,,,,,,,,,Q5,17148
1,"[""20210504"",""900097""]",129-D,,,,,,,D,161700,,,,,,,
1,"[""20210504"",""900097""]",129-D,1,,,,,,,,6060,Demo Office Supplies,,,,,
1,"[""20210504"",""900097""]",129-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20210504"",""900097""]",129-D,1,2-auxiliary-account,,,,,,,,,V008,Demo Vendor Rivulet,auxiliary-account,,
1,"[""20210504"",""900097""]",129-D,,,1,,,,,,,,,,,Q5,14700
1,"[""20210504"",""900101""]",,,,,2021-05-04,900101,Synthetic demo credit sale 900101,,,,,,,,,
1,"[""20210504"",""900101""]",130-C,,,,,,,C,266140,,,,,,,
1,"[""20210504"",""900101""]",130-C,1,,,,,,,,4020,Demo Other Operating Revenue,,,,,
1,"[""20210504"",""900101""]",130-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210504"",""900101""]",130-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20210504"",""900101""]",130-C,,,1,,,,,,,,,,,B5,24195
1,"[""20210504"",""900101""]",130-D,,,,,,,D,266140,,,,,,,
1,"[""20210504"",""900101""]",130-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210504"",""900101""]",130-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210504"",""900101""]",130-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210504"",""900101""]",130-D,,,1,,,,,,,,,,,00,0
1,"[""20210505"",""900094""]",,,,,2021-05-05,900094,Synthetic demo customer receipt 900094,,,,,,,,,
1,"[""20210505"",""900094""]",131-C,,,,,,,C,467140,,,,,,,
1,"[""20210505"",""900094""]",131-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210505"",""900094""]",131-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210505"",""900094""]",131-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210505"",""900094""]",131-C,,,1,,,,,,,,,,,00,0
1,"[""20210505"",""900094""]",131-D,,,,,,,D,467140,,,,,,,
1,"[""20210505"",""900094""]",131-D,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20210505"",""900094""]",131-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210505"",""900094""]",131-D,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20210505"",""900094""]",131-D,,,1,,,,,,,,,,,00,0
1,"[""20210506"",""900091""]",,,,,2021-05-06,900091,Synthetic demo credit sale 900091,,,,,,,,,
1,"[""20210506"",""900091""]",132-C,,,,,,,C,124120,,,,,,,
1,"[""20210506"",""900091""]",132-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20210506"",""900091""]",132-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210506"",""900091""]",132-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20210506"",""900091""]",132-C,,,1,,,,,,,,,,,B5,11284
1,"[""20210506"",""900091""]",132-D,,,,,,,D,124120,,,,,,,
1,"[""20210506"",""900091""]",132-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210506"",""900091""]",132-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210506"",""900091""]",132-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210506"",""900091""]",132-D,,,1,,,,,,,,,,,00,0
1,"[""20210507"",""900095""]",,,,,2021-05-07,900095,Synthetic demo purchase on account 900095,,,,,,,,,
1,"[""20210507"",""900095""]",133-C,,,,,,,C,350590,,,,,,,
1,"[""20210507"",""900095""]",133-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20210507"",""900095""]",133-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210507"",""900095""]",133-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210507"",""900095""]",133-C,,,1,,,,,,,,,,,00,0
1,"[""20210507"",""900095""]",133-D,,,,,,,D,350590,,,,,,,
1,"[""20210507"",""900095""]",133-D,1,,,,,,,,5020,Demo Inventory Adjustment,,,,,
1,"[""20210507"",""900095""]",133-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210507"",""900095""]",133-D,1,2-auxiliary-account,,,,,,,,,V006,Demo Vendor Prairie,auxiliary-account,,
1,"[""20210507"",""900095""]",133-D,,,1,,,,,,,,,,,Q5,31872
1,"[""20210507"",""900100""]",,,,,2021-05-07,900100,Synthetic demo credit sale 900100,,,,,,,,,
1,"[""20210507"",""900100""]",134-C,,,,,,,C,536790,,,,,,,
1,"[""20210507"",""900100""]",134-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20210507"",""900100""]",134-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210507"",""900100""]",134-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210507"",""900100""]",134-C,,,1,,,,,,,,,,,B5,48799
1,"[""20210507"",""900100""]",134-D,,,,,,,D,536790,,,,,,,
1,"[""20210507"",""900100""]",134-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210507"",""900100""]",134-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210507"",""900100""]",134-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210507"",""900100""]",134-D,,,1,,,,,,,,,,,00,0
1,"[""20210508"",""900092""]",,,,,2021-05-08,900092,Synthetic demo credit sale 900092,,,,,,,,,
1,"[""20210508"",""900092""]",135-C,,,,,,,C,569760,,,,,,,
1,"[""20210508"",""900092""]",135-C,1,,,,,,,,4020,Demo Other Operating Revenue,,,,,
1,"[""20210508"",""900092""]",135-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210508"",""900092""]",135-C,1,2-auxiliary-account,,,,,,,,,C007,Demo Customer Grove,auxiliary-account,,
1,"[""20210508"",""900092""]",135-C,,,1,,,,,,,,,,,B5,51796
1,"[""20210508"",""900092""]",135-D,,,,,,,D,569760,,,,,,,
1,"[""20210508"",""900092""]",135-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210508"",""900092""]",135-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210508"",""900092""]",135-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210508"",""900092""]",135-D,,,1,,,,,,,,,,,00,0
1,"[""20210508"",""900111""]",,,,,2021-05-08,900111,Synthetic demo credit sale 900111,,,,,,,,,
1,"[""20210508"",""900111""]",136-C,,,,,,,C,311690,,,,,,,
1,"[""20210508"",""900111""]",136-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20210508"",""900111""]",136-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210508"",""900111""]",136-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20210508"",""900111""]",136-C,,,1,,,,,,,,,,,R5,23088
1,"[""20210508"",""900111""]",136-D,,,,,,,D,311690,,,,,,,
1,"[""20210508"",""900111""]",136-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210508"",""900111""]",136-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210508"",""900111""]",136-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210508"",""900111""]",136-D,,,1,,,,,,,,,,,00,0
1,"[""20210509"",""900066""]",,,,,2021-05-09,900066,Synthetic demo purchase on account 900066,,,,,,,,,
1,"[""20210509"",""900066""]",137-C,,,,,,,C,51360,,,,,,,
1,"[""20210509"",""900066""]",137-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20210509"",""900066""]",137-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210509"",""900066""]",137-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210509"",""900066""]",137-C,,,1,,,,,,,,,,,00,0
1,"[""20210509"",""900066""]",137-D,,,,,,,D,51360,,,,,,,
1,"[""20210509"",""900066""]",137-D,1,,,,,,,,5000,Demo Purchases,,,,,
1,"[""20210509"",""900066""]",137-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210509"",""900066""]",137-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210509"",""900066""]",137-D,,,1,,,,,,,,,,,Q5,4669
1,"[""20210509"",""900068""]",,,,,2021-05-09,900068,Synthetic demo mixed sales and receipt 900068,,,,,,,,,
1,"[""20210509"",""900068""]",138-D,,,,,,,D,273730,,,,,,,
1,"[""20210509"",""900068""]",138-D,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20210509"",""900068""]",138-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210509"",""900068""]",138-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20210509"",""900068""]",138-D,,,1,,,,,,,,,,,00,0
1,"[""20210509"",""900068""]",139-D,,,,,,,D,91250,,,,,,,
1,"[""20210509"",""900068""]",139-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210509"",""900068""]",139-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210509"",""900068""]",139-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210509"",""900068""]",139-D,,,1,,,,,,,,,,,00,0
1,"[""20210509"",""900068""]",140-C,,,,,,,C,138690,,,,,,,
1,"[""20210509"",""900068""]",140-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20210509"",""900068""]",140-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210509"",""900068""]",140-C,1,2-auxiliary-account,,,,,,,,,C010,Demo Customer Juniper,auxiliary-account,,
1,"[""20210509"",""900068""]",140-C,,,1,,,,,,,,,,,B5,12608
1,"[""20210509"",""900068""]",141-C,,,,,,,C,226290,,,,,,,
1,"[""20210509"",""900068""]",141-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20210509"",""900068""]",141-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210509"",""900068""]",141-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210509"",""900068""]",141-C,,,1,,,,,,,,,,,B5,20572
1,"[""20210509"",""900075""]",,,,,2021-05-09,900075,Synthetic demo purchase on account 900075,,,,,,,,,
1,"[""20210509"",""900075""]",142-C,,,,,,,C,379290,,,,,,,
1,"[""20210509"",""900075""]",142-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20210509"",""900075""]",142-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210509"",""900075""]",142-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210509"",""900075""]",142-C,,,1,,,,,,,,,,,00,0
1,"[""20210509"",""900075""]",142-D,,,,,,,D,379290,,,,,,,
1,"[""20210509"",""900075""]",142-D,1,,,,,,,,5000,Demo Purchases,,,,,
1,"[""20210509"",""900075""]",142-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210509"",""900075""]",142-D,1,2-auxiliary-account,,,,,,,,,V006,Demo Vendor Prairie,auxiliary-account,,
1,"[""20210509"",""900075""]",142-D,,,1,,,,,,,,,,,Q5,34481
1,"[""20210509"",""900082""]",,,,,2021-05-09,900082,Synthetic demo credit sale 900082,,,,,,,,,
1,"[""20210509"",""900082""]",143-C,,,,,,,C,355510,,,,,,,
1,"[""20210509"",""900082""]",143-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20210509"",""900082""]",143-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210509"",""900082""]",143-C,1,2-auxiliary-account,,,,,,,,,C007,Demo Customer Grove,auxiliary-account,,
1,"[""20210509"",""900082""]",143-C,,,1,,,,,,,,,,,B5,32319
1,"[""20210509"",""900082""]",143-D,,,,,,,D,355510,,,,,,,
1,"[""20210509"",""900082""]",143-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20210509"",""900082""]",143-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210509"",""900082""]",143-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20210509"",""900082""]",143-D,,,1,,,,,,,,,,,00,0
1,"[""20210509"",""900099""]",,,,,2021-05-09,900099,Synthetic demo multi-vendor settlement 900099,,,,,,,,,
1,"[""20210509"",""900099""]",144-D,,,,,,,D,176880,,,,,,,
1,"[""20210509"",""900099""]",144-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20210509"",""900099""]",144-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210509"",""900099""]",144-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210509"",""900099""]",144-D,,,1,,,,,,,,,,,00,0
1,"[""20210509"",""900099""]",145-D,,,,,,,D,95250,,,,,,,
1,"[""20210509"",""900099""]",145-D,1,,,,,,,,2100,Demo Accrued Payables,,,,,
1,"[""20210509"",""900099""]",145-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210509"",""900099""]",145-D,1,2-auxiliary-account,,,,,,,,,V003,Demo Vendor Mosaic,auxiliary-account,,
1,"[""20210509"",""900099""]",145-D,,,1,,,,,,,,,,,00,0
1,"[""20210509"",""900099""]",146-C,,,,,,,C,73470,,,,,,,
1,"[""20210509"",""900099""]",146-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20210509"",""900099""]",146-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210509"",""900099""]",146-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20210509"",""900099""]",146-C,,,1,,,,,,,,,,,00,0
1,"[""20210509"",""900099""]",147-C,,,,,,,C,198660,,,,,,,
1,"[""20210509"",""900099""]",147-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20210509"",""900099""]",147-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20210509"",""900099""]",147-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20210509"",""900099""]",147-C,,,1,,,,,,,,,,,00,0
1,"[""20210510"",""900076""]",,,,,2021-05-10,900076,Synthetic demo purchase on account 900076,,,,,,,,,
1,"[""20210510"",""900076""]",148-C,,,,,,,C,161300,,,,,,,
1,"[""20210510"",""900076""]",148-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20210510"",""900076""]",148-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210510"",""900076""]",148-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210510"",""900076""]",148-C,,,1,,,,,,,,,,,00,0
1,"[""20210510"",""900076""]",148-D,,,,,,,D,161300,,,,,,,
1,"[""20210510"",""900076""]",148-D,1,,,,,,,,5010,Demo Freight-in,,,,,
1,"[""20210510"",""900076""]",148-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20210510"",""900076""]",148-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20210510"",""900076""]",148-D,,,1,,,,,,,,,,,Q5,14664
1,"[""20210510"",""900077""]",,,,,2021-05-10,900077,Synthetic demo vendor settlement 900077,,,,,,,,,
1,"[""20210510"",""900077""]",149-C,,,,,,,C,147100,,,,,,,
1,"[""20210510"",""900077""]",149-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20210510"",""900077""]",149-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
