C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18
1,"[""20220105"",""900573""]",962-D,,,1,,,,,,,,,,,00,0
1,"[""20220106"",""900563""]",,,,,2022-01-06,900563,Synthetic demo customer receipt 900563,,,,,,,,,
1,"[""20220106"",""900563""]",963-C,,,,,,,C,86730,,,,,,,
1,"[""20220106"",""900563""]",963-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220106"",""900563""]",963-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220106"",""900563""]",963-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220106"",""900563""]",963-C,,,1,,,,,,,,,,,00,0
1,"[""20220106"",""900563""]",963-D,,,,,,,D,86730,,,,,,,
1,"[""20220106"",""900563""]",963-D,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220106"",""900563""]",963-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220106"",""900563""]",963-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220106"",""900563""]",963-D,,,1,,,,,,,,,,,00,0
1,"[""20220106"",""900572""]",,,,,2022-01-06,900572,Synthetic demo financing settlement 900572,,,,,,,,,
1,"[""20220106"",""900572""]",964-C,,,,,,,C,726130,,,,,,,
1,"[""20220106"",""900572""]",964-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220106"",""900572""]",964-C,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20220106"",""900572""]",964-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220106"",""900572""]",964-C,,,1,,,,,,,,,,,00,0
1,"[""20220106"",""900572""]",964-D,,,,,,,D,377580,,,,,,,
1,"[""20220106"",""900572""]",964-D,1,,,,,,,,2200,Demo Short-term Loans,,,,,
1,"[""20220106"",""900572""]",964-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20220106"",""900572""]",964-D,,,1,,,,,,,,,,,00,0
1,"[""20220106"",""900572""]",965-D,,,,,,,D,7260,,,,,,,
1,"[""20220106"",""900572""]",965-D,1,,,,,,,,6070,Demo Bank Fees,,,,,
1,"[""20220106"",""900572""]",965-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20220106"",""900572""]",965-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220106"",""900572""]",965-D,,,1,,,,,,,,,,,00,0
1,"[""20220106"",""900572""]",966-D,,,,,,,D,341290,,,,,,,
1,"[""20220106"",""900572""]",966-D,1,,,,,,,,7000,Demo Taxes and Dues,,,,,
1,"[""20220106"",""900572""]",966-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20220106"",""900572""]",966-D,,,1,,,,,,,,,,,P0,0
1,"[""20220107"",""900536""]",,,,,2022-01-07,900536,Synthetic demo purchase on account 900536,,,,,,,,,
1,"[""20220107"",""900536""]",967-C,,,,,,,C,46110,,,,,,,
1,"[""20220107"",""900536""]",967-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220107"",""900536""]",967-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220107"",""900536""]",967-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220107"",""900536""]",967-C,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900536""]",967-D,,,,,,,D,46110,,,,,,,
1,"[""20220107"",""900536""]",967-D,1,,,,,,,,5020,Demo Inventory Adjustment,,,,,
1,"[""20220107"",""900536""]",967-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220107"",""900536""]",967-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220107"",""900536""]",967-D,,,1,,,,,,,,,,,Q5,4192
1,"[""20220107"",""900538""]",,,,,2022-01-07,900538,Synthetic demo operating expense 900538,,,,,,,,,
1,"[""20220107"",""900538""]",968-C,,,,,,,C,57370,,,,,,,
1,"[""20220107"",""900538""]",968-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20220107"",""900538""]",968-C,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20220107"",""900538""]",968-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20220107"",""900538""]",968-C,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900538""]",968-D,,,,,,,D,57370,,,,,,,
1,"[""20220107"",""900538""]",968-D,1,,,,,,,,7000,Demo Taxes and Dues,,,,,
1,"[""20220107"",""900538""]",968-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20220107"",""900538""]",968-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220107"",""900538""]",968-D,,,1,,,,,,,,,,,P0,0
1,"[""20220107"",""900548""]",,,,,2022-01-07,900548,Synthetic demo operating expense 900548,,,,,,,,,
1,"[""20220107"",""900548""]",969-C,,,,,,,C,26960,,,,,,,
1,"[""20220107"",""900548""]",969-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220107"",""900548""]",969-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20220107"",""900548""]",969-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220107"",""900548""]",969-C,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900548""]",969-D,,,,,,,D,26960,,,,,,,
1,"[""20220107"",""900548""]",969-D,1,,,,,,,,6100,Demo Repairs,,,,,
1,"[""20220107"",""900548""]",969-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20220107"",""900548""]",969-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220107"",""900548""]",969-D,,,1,,,,,,,,,,,Q5,2451
1,"[""20220107"",""900552""]",,,,,2022-01-07,900552,Synthetic demo monthly payroll bundle 900552,,,,,,,,,
1,"[""20220107"",""900552""]",970-C,,,,,,,C,403430,,,,,,,
1,"[""20220107"",""900552""]",970-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20220107"",""900552""]",970-C,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220107"",""900552""]",970-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20220107"",""900552""]",970-C,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900552""]",970-D,,,,,,,D,88750,,,,,,,
1,"[""20220107"",""900552""]",970-D,1,,,,,,,,6000,Demo Salaries,,,,,
1,"[""20220107"",""900552""]",970-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220107"",""900552""]",970-D,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900552""]",971-D,,,,,,,D,56480,,,,,,,
1,"[""20220107"",""900552""]",971-D,1,,,,,,,,6010,Demo Statutory Welfare,,,,,
1,"[""20220107"",""900552""]",971-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220107"",""900552""]",971-D,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900552""]",972-D,,,,,,,D,258200,,,,,,,
1,"[""20220107"",""900552""]",972-D,1,,,,,,,,2110,Demo Payroll Withholding,,,,,
1,"[""20220107"",""900552""]",972-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220107"",""900552""]",972-D,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900566""]",,,,,2022-01-07,900566,Synthetic demo purchase on account 900566,,,,,,,,,
1,"[""20220107"",""900566""]",973-C,,,,,,,C,154460,,,,,,,
1,"[""20220107"",""900566""]",973-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220107"",""900566""]",973-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220107"",""900566""]",973-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220107"",""900566""]",973-C,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900566""]",973-D,,,,,,,D,154460,,,,,,,
1,"[""20220107"",""900566""]",973-D,1,,,,,,,,5020,Demo Inventory Adjustment,,,,,
1,"[""20220107"",""900566""]",973-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220107"",""900566""]",973-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220107"",""900566""]",973-D,,,1,,,,,,,,,,,Q5,14042
1,"[""20220107"",""900567""]",,,,,2022-01-07,900567,Synthetic demo vendor settlement 900567,,,,,,,,,
1,"[""20220107"",""900567""]",974-C,,,,,,,C,132130,,,,,,,
1,"[""20220107"",""900567""]",974-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20220107"",""900567""]",974-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220107"",""900567""]",974-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20220107"",""900567""]",974-C,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900567""]",974-D,,,,,,,D,132130,,,,,,,
1,"[""20220107"",""900567""]",974-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220107"",""900567""]",974-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220107"",""900567""]",974-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220107"",""900567""]",974-D,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900569""]",,,,,2022-01-07,900569,Synthetic demo prepaid service 900569,,,,,,,,,
1,"[""20220107"",""900569""]",975-C,,,,,,,C,64800,,,,,,,
1,"[""20220107"",""900569""]",975-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220107"",""900569""]",975-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20220107"",""900569""]",975-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220107"",""900569""]",975-C,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900569""]",975-D,,,,,,,D,64800,,,,,,,
1,"[""20220107"",""900569""]",975-D,1,,,,,,,,1400,Demo Prepaid Expenses,,,,,
1,"[""20220107"",""900569""]",975-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20220107"",""900569""]",975-D,1,2-auxiliary-account,,,,,,,,,S006,Demo Insurance Services,auxiliary-account,,
1,"[""20220107"",""900569""]",975-D,,,1,,,,,,,,,,,00,0
1,"[""20220107"",""900590""]",,,,,2022-01-07,900590,Synthetic demo credit sale 900590,,,,,,,,,
1,"[""20220107"",""900590""]",976-C,,,,,,,C,441180,,,,,,,
1,"[""20220107"",""900590""]",976-C,1,,,,,,,,4020,Demo Other Operating Revenue,,,,,
1,"[""20220107"",""900590""]",976-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220107"",""900590""]",976-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220107"",""900590""]",976-C,,,1,,,,,,,,,,,B5,40107
1,"[""20220107"",""900590""]",976-D,,,,,,,D,441180,,,,,,,
1,"[""20220107"",""900590""]",976-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220107"",""900590""]",976-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220107"",""900590""]",976-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220107"",""900590""]",976-D,,,1,,,,,,,,,,,00,0
1,"[""20220108"",""900532""]",,,,,2022-01-08,900532,Synthetic demo credit sale 900532,,,,,,,,,
1,"[""20220108"",""900532""]",977-C,,,,,,,C,278710,,,,,,,
1,"[""20220108"",""900532""]",977-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20220108"",""900532""]",977-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220108"",""900532""]",977-C,1,2-auxiliary-account,,,,,,,,,C007,Demo Customer Grove,auxiliary-account,,
1,"[""20220108"",""900532""]",977-C,,,1,,,,,,,,,,,B5,25337
1,"[""20220108"",""900532""]",977-D,,,,,,,D,278710,,,,,,,
1,"[""20220108"",""900532""]",977-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220108"",""900532""]",977-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220108"",""900532""]",977-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220108"",""900532""]",977-D,,,1,,,,,,,,,,,00,0
1,"[""20220108"",""900539""]",,,,,2022-01-08,900539,Synthetic demo prepaid service 900539,,,,,,,,,
1,"[""20220108"",""900539""]",978-C,,,,,,,C,142580,,,,,,,
1,"[""20220108"",""900539""]",978-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220108"",""900539""]",978-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20220108"",""900539""]",978-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220108"",""900539""]",978-C,,,1,,,,,,,,,,,00,0
1,"[""20220108"",""900539""]",978-D,,,,,,,D,142580,,,,,,,
1,"[""20220108"",""900539""]",978-D,1,,,,,,,,1400,Demo Prepaid Expenses,,,,,
1,"[""20220108"",""900539""]",978-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20220108"",""900539""]",978-D,1,2-auxiliary-account,,,,,,,,,S006,Demo Insurance Services,auxiliary-account,,
1,"[""20220108"",""900539""]",978-D,,,1,,,,,,,,,,,00,0
1,"[""20220108"",""900545""]",,,,,2022-01-08,900545,Synthetic demo purchase on account 900545,,,,,,,,,
1,"[""20220108"",""900545""]",979-C,,,,,,,C,145800,,,,,,,
1,"[""20220108"",""900545""]",979-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220108"",""900545""]",979-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220108"",""900545""]",979-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220108"",""900545""]",979-C,,,1,,,,,,,,,,,00,0
1,"[""20220108"",""900545""]",979-D,,,,,,,D,145800,,,,,,,
1,"[""20220108"",""900545""]",979-D,1,,,,,,,,5020,Demo Inventory Adjustment,,,,,
1,"[""20220108"",""900545""]",979-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220108"",""900545""]",979-D,1,2-auxiliary-account,,,,,,,,,V006,Demo Vendor Prairie,auxiliary-account,,
1,"[""20220108"",""900545""]",979-D,,,1,,,,,,,,,,,Q5,13255
1,"[""20220108"",""900547""]",,,,,2022-01-08,900547,Synthetic demo vendor settlement 900547,,,,,,,,,
1,"[""20220108"",""900547""]",980-C,,,,,,,C,29050,,,,,,,
1,"[""20220108"",""900547""]",980-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20220108"",""900547""]",980-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220108"",""900547""]",980-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20220108"",""900547""]",980-C,,,1,,,,,,,,,,,00,0
1,"[""20220108"",""900547""]",980-D,,,,,,,D,29050,,,,,,,
1,"[""20220108"",""900547""]",980-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220108"",""900547""]",980-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220108"",""900547""]",980-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220108"",""900547""]",980-D,,,1,,,,,,,,,,,00,0
1,"[""20220108"",""900571""]",,,,,2022-01-08,900571,Synthetic demo credit sale 900571,,,,,,,,,
1,"[""20220108"",""900571""]",981-C,,,,,,,C,462720,,,,,,,
1,"[""20220108"",""900571""]",981-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20220108"",""900571""]",981-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220108"",""900571""]",981-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20220108"",""900571""]",981-C,,,1,,,,,,,,,,,B5,42065
1,"[""20220108"",""900571""]",981-D,,,,,,,D,462720,,,,,,,
1,"[""20220108"",""900571""]",981-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220108"",""900571""]",981-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220108"",""900571""]",981-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220108"",""900571""]",981-D,,,1,,,,,,,,,,,00,0
1,"[""20220109"",""900550""]",,,,,2022-01-09,900550,Synthetic demo credit sale 900550,,,,,,,,,
1,"[""20220109"",""900550""]",982-C,,,,,,,C,257130,,,,,,,
1,"[""20220109"",""900550""]",982-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20220109"",""900550""]",982-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220109"",""900550""]",982-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220109"",""900550""]",982-C,,,1,,,,,,,,,,,B5,23375
1,"[""20220109"",""900550""]",982-D,,,,,,,D,257130,,,,,,,
1,"[""20220109"",""900550""]",982-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220109"",""900550""]",982-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220109"",""900550""]",982-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220109"",""900550""]",982-D,,,1,,,,,,,,,,,00,0
1,"[""20220109"",""900562""]",,,,,2022-01-09,900562,Synthetic demo mixed sales and receipt 900562,,,,,,,,,
1,"[""20220109"",""900562""]",983-D,,,,,,,D,602730,,,,,,,
1,"[""20220109"",""900562""]",983-D,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20220109"",""900562""]",983-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220109"",""900562""]",983-D,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20220109"",""900562""]",983-D,,,1,,,,,,,,,,,00,0
1,"[""20220109"",""900562""]",984-D,,,,,,,D,141390,,,,,,,
1,"[""20220109"",""900562""]",984-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220109"",""900562""]",984-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220109"",""900562""]",984-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220109"",""900562""]",984-D,,,1,,,,,,,,,,,00,0
1,"[""20220109"",""900562""]",985-C,,,,,,,C,186030,,,,,,,
1,"[""20220109"",""900562""]",985-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20220109"",""900562""]",985-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220109"",""900562""]",985-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20220109"",""900562""]",985-C,,,1,,,,,,,,,,,B5,16912
1,"[""20220109"",""900562""]",986-C,,,,,,,C,558090,,,,,,,
1,"[""20220109"",""900562""]",986-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20220109"",""900562""]",986-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220109"",""900562""]",986-C,1,2-auxiliary-account,,,,,,,,,C005,Demo Customer Elm,auxiliary-account,,
1,"[""20220109"",""900562""]",986-C,,,1,,,,,,,,,,,B5,50735
1,"[""20220109"",""900589""]",,,,,2022-01-09,900589,Synthetic demo prepaid service 900589,,,,,,,,,
1,"[""20220109"",""900589""]",987-C,,,,,,,C,199900,,,,,,,
1,"[""20220109"",""900589""]",987-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20220109"",""900589""]",987-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
