C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18
1,"[""20220202"",""900592""]",1060-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220202"",""900592""]",1060-D,,,1,,,,,,,,,,,00,0
1,"[""20220202"",""900595""]",,,,,2022-02-02,900595,Synthetic demo purchase on account 900595,,,,,,,,,
1,"[""20220202"",""900595""]",1061-C,,,,,,,C,38230,,,,,,,
1,"[""20220202"",""900595""]",1061-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220202"",""900595""]",1061-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220202"",""900595""]",1061-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220202"",""900595""]",1061-C,,,1,,,,,,,,,,,00,0
1,"[""20220202"",""900595""]",1061-D,,,,,,,D,38230,,,,,,,
1,"[""20220202"",""900595""]",1061-D,1,,,,,,,,5010,Demo Freight-in,,,,,
1,"[""20220202"",""900595""]",1061-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220202"",""900595""]",1061-D,1,2-auxiliary-account,,,,,,,,,V006,Demo Vendor Prairie,auxiliary-account,,
1,"[""20220202"",""900595""]",1061-D,,,1,,,,,,,,,,,Q5,3475
1,"[""20220202"",""900629""]",,,,,2022-02-02,900629,Synthetic demo multi-vendor settlement 900629,,,,,,,,,
1,"[""20220202"",""900629""]",1062-D,,,,,,,D,117770,,,,,,,
1,"[""20220202"",""900629""]",1062-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220202"",""900629""]",1062-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220202"",""900629""]",1062-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220202"",""900629""]",1062-D,,,1,,,,,,,,,,,00,0
1,"[""20220202"",""900629""]",1063-D,,,,,,,D,117770,,,,,,,
1,"[""20220202"",""900629""]",1063-D,1,,,,,,,,2100,Demo Accrued Payables,,,,,
1,"[""20220202"",""900629""]",1063-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220202"",""900629""]",1063-D,1,2-auxiliary-account,,,,,,,,,V003,Demo Vendor Mosaic,auxiliary-account,,
1,"[""20220202"",""900629""]",1063-D,,,1,,,,,,,,,,,00,0
1,"[""20220202"",""900629""]",1064-C,,,,,,,C,195490,,,,,,,
1,"[""20220202"",""900629""]",1064-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220202"",""900629""]",1064-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220202"",""900629""]",1064-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220202"",""900629""]",1064-C,,,1,,,,,,,,,,,00,0
1,"[""20220202"",""900629""]",1065-C,,,,,,,C,40050,,,,,,,
1,"[""20220202"",""900629""]",1065-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20220202"",""900629""]",1065-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220202"",""900629""]",1065-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20220202"",""900629""]",1065-C,,,1,,,,,,,,,,,00,0
1,"[""20220202"",""900641""]",,,,,2022-02-02,900641,Synthetic demo credit sale 900641,,,,,,,,,
1,"[""20220202"",""900641""]",1066-C,,,,,,,C,550300,,,,,,,
1,"[""20220202"",""900641""]",1066-C,1,,,,,,,,4020,Demo Other Operating Revenue,,,,,
1,"[""20220202"",""900641""]",1066-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220202"",""900641""]",1066-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20220202"",""900641""]",1066-C,,,1,,,,,,,,,,,B5,50027
1,"[""20220202"",""900641""]",1066-D,,,,,,,D,550300,,,,,,,
1,"[""20220202"",""900641""]",1066-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220202"",""900641""]",1066-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220202"",""900641""]",1066-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220202"",""900641""]",1066-D,,,1,,,,,,,,,,,00,0
1,"[""20220203"",""900599""]",,,,,2022-02-03,900599,Synthetic demo prepaid service 900599,,,,,,,,,
1,"[""20220203"",""900599""]",1067-C,,,,,,,C,114750,,,,,,,
1,"[""20220203"",""900599""]",1067-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220203"",""900599""]",1067-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20220203"",""900599""]",1067-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220203"",""900599""]",1067-C,,,1,,,,,,,,,,,00,0
1,"[""20220203"",""900599""]",1067-D,,,,,,,D,114750,,,,,,,
1,"[""20220203"",""900599""]",1067-D,1,,,,,,,,1400,Demo Prepaid Expenses,,,,,
1,"[""20220203"",""900599""]",1067-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20220203"",""900599""]",1067-D,1,2-auxiliary-account,,,,,,,,,S006,Demo Insurance Services,auxiliary-account,,
1,"[""20220203"",""900599""]",1067-D,,,1,,,,,,,,,,,00,0
1,"[""20220203"",""900626""]",,,,,2022-02-03,900626,Synthetic demo purchase on account 900626,,,,,,,,,
1,"[""20220203"",""900626""]",1068-C,,,,,,,C,277450,,,,,,,
1,"[""20220203"",""900626""]",1068-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220203"",""900626""]",1068-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220203"",""900626""]",1068-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220203"",""900626""]",1068-C,,,1,,,,,,,,,,,00,0
1,"[""20220203"",""900626""]",1068-D,,,,,,,D,277450,,,,,,,
1,"[""20220203"",""900626""]",1068-D,1,,,,,,,,5020,Demo Inventory Adjustment,,,,,
1,"[""20220203"",""900626""]",1068-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220203"",""900626""]",1068-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220203"",""900626""]",1068-D,,,1,,,,,,,,,,,Q5,25223
1,"[""20220204"",""900591""]",,,,,2022-02-04,900591,Synthetic demo monthly payroll bundle 900591,,,,,,,,,
1,"[""20220204"",""900591""]",1069-C,,,,,,,C,467130,,,,,,,
1,"[""20220204"",""900591""]",1069-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20220204"",""900591""]",1069-C,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220204"",""900591""]",1069-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20220204"",""900591""]",1069-C,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900591""]",1069-D,,,,,,,D,74740,,,,,,,
1,"[""20220204"",""900591""]",1069-D,1,,,,,,,,6000,Demo Salaries,,,,,
1,"[""20220204"",""900591""]",1069-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220204"",""900591""]",1069-D,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900591""]",1070-D,,,,,,,D,266260,,,,,,,
1,"[""20220204"",""900591""]",1070-D,1,,,,,,,,6010,Demo Statutory Welfare,,,,,
1,"[""20220204"",""900591""]",1070-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220204"",""900591""]",1070-D,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900591""]",1071-D,,,,,,,D,126130,,,,,,,
1,"[""20220204"",""900591""]",1071-D,1,,,,,,,,2110,Demo Payroll Withholding,,,,,
1,"[""20220204"",""900591""]",1071-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220204"",""900591""]",1071-D,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900593""]",,,,,2022-02-04,900593,Synthetic demo multi-vendor settlement 900593,,,,,,,,,
1,"[""20220204"",""900593""]",1072-D,,,,,,,D,67240,,,,,,,
1,"[""20220204"",""900593""]",1072-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220204"",""900593""]",1072-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220204"",""900593""]",1072-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220204"",""900593""]",1072-D,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900593""]",1073-D,,,,,,,D,119560,,,,,,,
1,"[""20220204"",""900593""]",1073-D,1,,,,,,,,2100,Demo Accrued Payables,,,,,
1,"[""20220204"",""900593""]",1073-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220204"",""900593""]",1073-D,1,2-auxiliary-account,,,,,,,,,V007,Demo Vendor Quartz,auxiliary-account,,
1,"[""20220204"",""900593""]",1073-D,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900593""]",1074-C,,,,,,,C,63510,,,,,,,
1,"[""20220204"",""900593""]",1074-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220204"",""900593""]",1074-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220204"",""900593""]",1074-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220204"",""900593""]",1074-C,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900593""]",1075-C,,,,,,,C,123290,,,,,,,
1,"[""20220204"",""900593""]",1075-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20220204"",""900593""]",1075-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220204"",""900593""]",1075-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20220204"",""900593""]",1075-C,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900600""]",,,,,2022-02-04,900600,Synthetic demo mixed sales and receipt 900600,,,,,,,,,
1,"[""20220204"",""900600""]",1076-D,,,,,,,D,329970,,,,,,,
1,"[""20220204"",""900600""]",1076-D,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20220204"",""900600""]",1076-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220204"",""900600""]",1076-D,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20220204"",""900600""]",1076-D,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900600""]",1077-D,,,,,,,D,387360,,,,,,,
1,"[""20220204"",""900600""]",1077-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220204"",""900600""]",1077-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220204"",""900600""]",1077-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220204"",""900600""]",1077-D,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900600""]",1078-C,,,,,,,C,487780,,,,,,,
1,"[""20220204"",""900600""]",1078-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20220204"",""900600""]",1078-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220204"",""900600""]",1078-C,1,2-auxiliary-account,,,,,,,,,C002,Demo Customer Birch,auxiliary-account,,
1,"[""20220204"",""900600""]",1078-C,,,1,,,,,,,,,,,B5,44344
1,"[""20220204"",""900600""]",1079-C,,,,,,,C,229550,,,,,,,
1,"[""20220204"",""900600""]",1079-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20220204"",""900600""]",1079-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220204"",""900600""]",1079-C,1,2-auxiliary-account,,,,,,,,,C003,Demo Customer Cobalt,auxiliary-account,,
1,"[""20220204"",""900600""]",1079-C,,,1,,,,,,,,,,,B5,20868
1,"[""20220204"",""900614""]",,,,,2022-02-04,900614,Synthetic demo customer receipt 900614,,,,,,,,,
1,"[""20220204"",""900614""]",1080-C,,,,,,,C,79810,,,,,,,
1,"[""20220204"",""900614""]",1080-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220204"",""900614""]",1080-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220204"",""900614""]",1080-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220204"",""900614""]",1080-C,,,1,,,,,,,,,,,00,0
1,"[""20220204"",""900614""]",1080-D,,,,,,,D,79810,,,,,,,
1,"[""20220204"",""900614""]",1080-D,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220204"",""900614""]",1080-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220204"",""900614""]",1080-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220204"",""900614""]",1080-D,,,1,,,,,,,,,,,00,0
1,"[""20220205"",""900616""]",,,,,2022-02-05,900616,Synthetic demo mixed sales and receipt 900616,,,,,,,,,
1,"[""20220205"",""900616""]",1081-D,,,,,,,D,297370,,,,,,,
1,"[""20220205"",""900616""]",1081-D,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20220205"",""900616""]",1081-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220205"",""900616""]",1081-D,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20220205"",""900616""]",1081-D,,,1,,,,,,,,,,,00,0
1,"[""20220205"",""900616""]",1082-D,,,,,,,D,182270,,,,,,,
1,"[""20220205"",""900616""]",1082-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220205"",""900616""]",1082-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220205"",""900616""]",1082-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220205"",""900616""]",1082-D,,,1,,,,,,,,,,,00,0
1,"[""20220205"",""900616""]",1083-C,,,,,,,C,244610,,,,,,,
1,"[""20220205"",""900616""]",1083-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20220205"",""900616""]",1083-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220205"",""900616""]",1083-C,1,2-auxiliary-account,,,,,,,,,C008,Demo Customer Halo,auxiliary-account,,
1,"[""20220205"",""900616""]",1083-C,,,1,,,,,,,,,,,B5,22237
1,"[""20220205"",""900616""]",1084-C,,,,,,,C,235030,,,,,,,
1,"[""20220205"",""900616""]",1084-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20220205"",""900616""]",1084-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220205"",""900616""]",1084-C,1,2-auxiliary-account,,,,,,,,,C009,Demo Customer Indigo,auxiliary-account,,
1,"[""20220205"",""900616""]",1084-C,,,1,,,,,,,,,,,B5,21366
1,"[""20220206"",""900597""]",,,,,2022-02-06,900597,Synthetic demo monthly payroll bundle 900597,,,,,,,,,
1,"[""20220206"",""900597""]",1085-C,,,,,,,C,196410,,,,,,,
1,"[""20220206"",""900597""]",1085-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20220206"",""900597""]",1085-C,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220206"",""900597""]",1085-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20220206"",""900597""]",1085-C,,,1,,,,,,,,,,,00,0
1,"[""20220206"",""900597""]",1085-D,,,,,,,D,60880,,,,,,,
1,"[""20220206"",""900597""]",1085-D,1,,,,,,,,6000,Demo Salaries,,,,,
1,"[""20220206"",""900597""]",1085-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220206"",""900597""]",1085-D,,,1,,,,,,,,,,,00,0
1,"[""20220206"",""900597""]",1086-D,,,,,,,D,56950,,,,,,,
1,"[""20220206"",""900597""]",1086-D,1,,,,,,,,6010,Demo Statutory Welfare,,,,,
1,"[""20220206"",""900597""]",1086-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220206"",""900597""]",1086-D,,,1,,,,,,,,,,,00,0
1,"[""20220206"",""900597""]",1087-D,,,,,,,D,78580,,,,,,,
1,"[""20220206"",""900597""]",1087-D,1,,,,,,,,2110,Demo Payroll Withholding,,,,,
1,"[""20220206"",""900597""]",1087-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220206"",""900597""]",1087-D,,,1,,,,,,,,,,,00,0
1,"[""20220206"",""900627""]",,,,,2022-02-06,900627,Synthetic demo vendor settlement 900627,,,,,,,,,
1,"[""20220206"",""900627""]",1088-C,,,,,,,C,297220,,,,,,,
1,"[""20220206"",""900627""]",1088-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20220206"",""900627""]",1088-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220206"",""900627""]",1088-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20220206"",""900627""]",1088-C,,,1,,,,,,,,,,,00,0
1,"[""20220206"",""900627""]",1088-D,,,,,,,D,297220,,,,,,,
1,"[""20220206"",""900627""]",1088-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220206"",""900627""]",1088-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220206"",""900627""]",1088-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220206"",""900627""]",1088-D,,,1,,,,,,,,,,,00,0
1,"[""20220206"",""900647""]",,,,,2022-02-06,900647,Synthetic demo vendor settlement 900647,,,,,,,,,
1,"[""20220206"",""900647""]",1089-C,,,,,,,C,293160,,,,,,,
1,"[""20220206"",""900647""]",1089-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220206"",""900647""]",1089-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220206"",""900647""]",1089-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220206"",""900647""]",1089-C,,,1,,,,,,,,,,,00,0
1,"[""20220206"",""900647""]",1089-D,,,,,,,D,293160,,,,,,,
1,"[""20220206"",""900647""]",1089-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220206"",""900647""]",1089-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20220206"",""900647""]",1089-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220206"",""900647""]",1089-D,,,1,,,,,,,,,,,00,0
1,"[""20220207"",""900618""]",,,,,2022-02-07,900618,Synthetic demo operating expense 900618,,,,,,,,,
1,"[""20220207"",""900618""]",1090-C,,,,,,,C,3950,,,,,,,
1,"[""20220207"",""900618""]",1090-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20220207"",""900618""]",1090-C,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220207"",""900618""]",1090-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20220207"",""900618""]",1090-C,,,1,,,,,,,,,,,00,0
1,"[""20220207"",""900618""]",1090-D,,,,,,,D,3950,,,,,,,
1,"[""20220207"",""900618""]",1090-D,1,,,,,,,,6080,Demo Advertising,,,,,
1,"[""20220207"",""900618""]",1090-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20220207"",""900618""]",1090-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220207"",""900618""]",1090-D,,,1,,,,,,,,,,,Q5,359
1,"[""20220208"",""900623""]",,,,,2022-02-08,900623,Synthetic demo multi-vendor settlement 900623,,,,,,,,,
1,"[""20220208"",""900623""]",1091-D,,,,,,,D,100460,,,,,,,
1,"[""20220208"",""900623""]",1091-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20220208"",""900623""]",1091-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220208"",""900623""]",1091-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20220208"",""900623""]",1091-D,,,1,,,,,,,,,,,00,0
1,"[""20220208"",""900623""]",1092-D,,,,,,,D,96530,,,,,,,
1,"[""20220208"",""900623""]",1092-D,1,,,,,,,,2100,Demo Accrued Payables,,,,,
1,"[""20220208"",""900623""]",1092-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220208"",""900623""]",1092-D,1,2-auxiliary-account,,,,,,,,,V007,Demo Vendor Quartz,auxiliary-account,,
1,"[""20220208"",""900623""]",1092-D,,,1,,,,,,,,,,,00,0
1,"[""20220208"",""900623""]",1093-C,,,,,,,C,94550,,,,,,,
1,"[""20220208"",""900623""]",1093-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20220208"",""900623""]",1093-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220208"",""900623""]",1093-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20220208"",""900623""]",1093-C,,,1,,,,,,,,,,,00,0
1,"[""20220208"",""900623""]",1094-C,,,,,,,C,102440,,,,,,,
1,"[""20220208"",""900623""]",1094-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20220208"",""900623""]",1094-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220208"",""900623""]",1094-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20220208"",""900623""]",1094-C,,,1,,,,,,,,,,,00,0
1,"[""20220208"",""900634""]",,,,,2022-02-08,900634,Synthetic demo customer receipt 900634,,,,,,,,,
1,"[""20220208"",""900634""]",1095-C,,,,,,,C,500030,,,,,,,
1,"[""20220208"",""900634""]",1095-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20220208"",""900634""]",1095-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220208"",""900634""]",1095-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20220208"",""900634""]",1095-C,,,1,,,,,,,,,,,00,0
1,"[""20220208"",""900634""]",1095-D,,,,,,,D,500030,,,,,,,
1,"[""20220208"",""900634""]",1095-D,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20220208"",""900634""]",1095-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20220208"",""900634""]",1095-D,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20220208"",""900634""]",1095-D,,,1,,,,,,,,,,,00,0
1,"[""20220209"",""900604""]",,,,,2022-02-09,900604,Synthetic demo operating cost bundle 900604,,,,,,,,,
1,"[""20220209"",""900604""]",1096-C,,,,,,,C,290670,,,,,,,
1,"[""20220209"",""900604""]",1096-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20220209"",""900604""]",1096-C,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20220209"",""900604""]",1096-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20220209"",""900604""]",1096-C,,,1,,,,,,,,,,,00,0
1,"[""20220209"",""900604""]",1096-D,,,,,,,D,90100,,,,,,,
1,"[""20220209"",""900604""]",1096-D,1,,,,,,,,6030,Demo Utilities,,,,,
1,"[""20220209"",""900604""]",1096-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20220209"",""900604""]",1096-D,1,2-auxiliary-account,,,,,,,,,S002,Demo Energy Services,auxiliary-account,,
1,"[""20220209"",""900604""]",1096-D,,,1,,,,,,,,,,,Q5,8191
1,"[""20220209"",""900604""]",1097-D,,,,,,,D,37780,,,,,,,
1,"[""20220209"",""900604""]",1097-D,1,,,,,,,,6040,Demo Communication,,,,,
1,"[""20220209"",""900604""]",1097-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20220209"",""900604""]",1097-D,1,2-auxiliary-account,,,,,,,,,S003,Demo Network Services,auxiliary-account,,
1,"[""20220209"",""900604""]",1097-D,,,1,,,,,,,,,,,Q5,3435
1,"[""20220209"",""900604""]",1098-D,,,,,,,D,162790,,,,,,,
1,"[""20220209"",""900604""]",1098-D,1,,,,,,,,6060,Demo Office Supplies,,,,,
1,"[""20220209"",""900604""]",1098-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20220209"",""900604""]",1098-D,1,2-auxiliary-account,,,,,,,,,V005,Demo Vendor Orchid,auxiliary-account,,
1,"[""20220209"",""900604""]",1098-D,,,1,,,,,,,,,,,Q5,14799
1,"[""20220209"",""900620""]",,,,,2022-02-09,900620,Synthetic demo credit sale 900620,,,,,,,,,
1,"[""20220209"",""900620""]",1099-C,,,,,,,C,406720,,,,,,,
