C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18
1,"[""20211002"",""900385""]",639-D,1,2-auxiliary-account,,,,,,,,,V006,Demo Vendor Prairie,auxiliary-account,,
1,"[""20211002"",""900385""]",639-D,,,1,,,,,,,,,,,Q5,3333
1,"[""20211003"",""900383""]",,,,,2021-10-03,900383,Synthetic demo financing settlement 900383,,,,,,,,,
1,"[""20211003"",""900383""]",640-C,,,,,,,C,434210,,,,,,,
1,"[""20211003"",""900383""]",640-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211003"",""900383""]",640-C,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211003"",""900383""]",640-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211003"",""900383""]",640-C,,,1,,,,,,,,,,,00,0
1,"[""20211003"",""900383""]",640-D,,,,,,,D,121570,,,,,,,
1,"[""20211003"",""900383""]",640-D,1,,,,,,,,2200,Demo Short-term Loans,,,,,
1,"[""20211003"",""900383""]",640-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211003"",""900383""]",640-D,,,1,,,,,,,,,,,00,0
1,"[""20211003"",""900383""]",641-D,,,,,,,D,243150,,,,,,,
1,"[""20211003"",""900383""]",641-D,1,,,,,,,,6070,Demo Bank Fees,,,,,
1,"[""20211003"",""900383""]",641-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211003"",""900383""]",641-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211003"",""900383""]",641-D,,,1,,,,,,,,,,,00,0
1,"[""20211003"",""900383""]",642-D,,,,,,,D,69490,,,,,,,
1,"[""20211003"",""900383""]",642-D,1,,,,,,,,7000,Demo Taxes and Dues,,,,,
1,"[""20211003"",""900383""]",642-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211003"",""900383""]",642-D,,,1,,,,,,,,,,,P0,0
1,"[""20211003"",""900401""]",,,,,2021-10-03,900401,Synthetic demo multi-vendor settlement 900401,,,,,,,,,
1,"[""20211003"",""900401""]",643-D,,,,,,,D,231960,,,,,,,
1,"[""20211003"",""900401""]",643-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20211003"",""900401""]",643-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211003"",""900401""]",643-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211003"",""900401""]",643-D,,,1,,,,,,,,,,,00,0
1,"[""20211003"",""900401""]",644-D,,,,,,,D,61670,,,,,,,
1,"[""20211003"",""900401""]",644-D,1,,,,,,,,2100,Demo Accrued Payables,,,,,
1,"[""20211003"",""900401""]",644-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211003"",""900401""]",644-D,1,2-auxiliary-account,,,,,,,,,V005,Demo Vendor Orchid,auxiliary-account,,
1,"[""20211003"",""900401""]",644-D,,,1,,,,,,,,,,,00,0
1,"[""20211003"",""900401""]",645-C,,,,,,,C,138000,,,,,,,
1,"[""20211003"",""900401""]",645-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211003"",""900401""]",645-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211003"",""900401""]",645-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211003"",""900401""]",645-C,,,1,,,,,,,,,,,00,0
1,"[""20211003"",""900401""]",646-C,,,,,,,C,155630,,,,,,,
1,"[""20211003"",""900401""]",646-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20211003"",""900401""]",646-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211003"",""900401""]",646-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20211003"",""900401""]",646-C,,,1,,,,,,,,,,,00,0
1,"[""20211004"",""900406""]",,,,,2021-10-04,900406,Synthetic demo purchase on account 900406,,,,,,,,,
1,"[""20211004"",""900406""]",647-C,,,,,,,C,333950,,,,,,,
1,"[""20211004"",""900406""]",647-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20211004"",""900406""]",647-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211004"",""900406""]",647-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211004"",""900406""]",647-C,,,1,,,,,,,,,,,00,0
1,"[""20211004"",""900406""]",647-D,,,,,,,D,333950,,,,,,,
1,"[""20211004"",""900406""]",647-D,1,,,,,,,,5010,Demo Freight-in,,,,,
1,"[""20211004"",""900406""]",647-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211004"",""900406""]",647-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211004"",""900406""]",647-D,,,1,,,,,,,,,,,Q5,30359
1,"[""20211005"",""900395""]",,,,,2021-10-05,900395,Synthetic demo purchase on account 900395,,,,,,,,,
1,"[""20211005"",""900395""]",648-C,,,,,,,C,195440,,,,,,,
1,"[""20211005"",""900395""]",648-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20211005"",""900395""]",648-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211005"",""900395""]",648-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211005"",""900395""]",648-C,,,1,,,,,,,,,,,00,0
1,"[""20211005"",""900395""]",648-D,,,,,,,D,195440,,,,,,,
1,"[""20211005"",""900395""]",648-D,1,,,,,,,,5020,Demo Inventory Adjustment,,,,,
1,"[""20211005"",""900395""]",648-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211005"",""900395""]",648-D,1,2-auxiliary-account,,,,,,,,,V006,Demo Vendor Prairie,auxiliary-account,,
1,"[""20211005"",""900395""]",648-D,,,1,,,,,,,,,,,Q5,17767
1,"[""20211006"",""900372""]",,,,,2021-10-06,900372,Synthetic demo credit sale 900372,,,,,,,,,
1,"[""20211006"",""900372""]",649-C,,,,,,,C,486740,,,,,,,
1,"[""20211006"",""900372""]",649-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20211006"",""900372""]",649-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211006"",""900372""]",649-C,1,2-auxiliary-account,,,,,,,,,C007,Demo Customer Grove,auxiliary-account,,
1,"[""20211006"",""900372""]",649-C,,,1,,,,,,,,,,,B5,44249
1,"[""20211006"",""900372""]",649-D,,,,,,,D,486740,,,,,,,
1,"[""20211006"",""900372""]",649-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211006"",""900372""]",649-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211006"",""900372""]",649-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211006"",""900372""]",649-D,,,1,,,,,,,,,,,00,0
1,"[""20211006"",""900396""]",,,,,2021-10-06,900396,Synthetic demo combined customer receipt 900396,,,,,,,,,
1,"[""20211006"",""900396""]",650-C,,,,,,,C,80610,,,,,,,
1,"[""20211006"",""900396""]",650-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211006"",""900396""]",650-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211006"",""900396""]",650-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211006"",""900396""]",650-C,,,1,,,,,,,,,,,00,0
1,"[""20211006"",""900396""]",650-D,,,,,,,D,268710,,,,,,,
1,"[""20211006"",""900396""]",650-D,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20211006"",""900396""]",650-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211006"",""900396""]",650-D,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20211006"",""900396""]",650-D,,,1,,,,,,,,,,,00,0
1,"[""20211006"",""900396""]",651-C,,,,,,,C,29550,,,,,,,
1,"[""20211006"",""900396""]",651-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211006"",""900396""]",651-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211006"",""900396""]",651-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211006"",""900396""]",651-C,,,1,,,,,,,,,,,00,0
1,"[""20211006"",""900396""]",652-C,,,,,,,C,158550,,,,,,,
1,"[""20211006"",""900396""]",652-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211006"",""900396""]",652-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211006"",""900396""]",652-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211006"",""900396""]",652-C,,,1,,,,,,,,,,,00,0
1,"[""20211006"",""900408""]",,,,,2021-10-06,900408,Synthetic demo operating expense 900408,,,,,,,,,
1,"[""20211006"",""900408""]",653-C,,,,,,,C,64460,,,,,,,
1,"[""20211006"",""900408""]",653-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20211006"",""900408""]",653-C,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20211006"",""900408""]",653-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20211006"",""900408""]",653-C,,,1,,,,,,,,,,,00,0
1,"[""20211006"",""900408""]",653-D,,,,,,,D,64460,,,,,,,
1,"[""20211006"",""900408""]",653-D,1,,,,,,,,6140,Demo Vehicle Expense,,,,,
1,"[""20211006"",""900408""]",653-D,1,1-department,,,,,,,,,D02,Demo Administration,department,,
1,"[""20211006"",""900408""]",653-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211006"",""900408""]",653-D,,,1,,,,,,,,,,,Q5,5860
1,"[""20211007"",""900364""]",,,,,2021-10-07,900364,Synthetic demo operating cost bundle 900364,,,,,,,,,
1,"[""20211007"",""900364""]",654-C,,,,,,,C,524240,,,,,,,
1,"[""20211007"",""900364""]",654-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20211007"",""900364""]",654-C,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211007"",""900364""]",654-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20211007"",""900364""]",654-C,,,1,,,,,,,,,,,00,0
1,"[""20211007"",""900364""]",654-D,,,,,,,D,330270,,,,,,,
1,"[""20211007"",""900364""]",654-D,1,,,,,,,,6030,Demo Utilities,,,,,
1,"[""20211007"",""900364""]",654-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211007"",""900364""]",654-D,1,2-auxiliary-account,,,,,,,,,S002,Demo Energy Services,auxiliary-account,,
1,"[""20211007"",""900364""]",654-D,,,1,,,,,,,,,,,Q5,30025
1,"[""20211007"",""900364""]",655-D,,,,,,,D,78630,,,,,,,
1,"[""20211007"",""900364""]",655-D,1,,,,,,,,6040,Demo Communication,,,,,
1,"[""20211007"",""900364""]",655-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211007"",""900364""]",655-D,1,2-auxiliary-account,,,,,,,,,S003,Demo Network Services,auxiliary-account,,
1,"[""20211007"",""900364""]",655-D,,,1,,,,,,,,,,,Q5,7148
1,"[""20211007"",""900364""]",656-D,,,,,,,D,115340,,,,,,,
1,"[""20211007"",""900364""]",656-D,1,,,,,,,,6060,Demo Office Supplies,,,,,
1,"[""20211007"",""900364""]",656-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211007"",""900364""]",656-D,1,2-auxiliary-account,,,,,,,,,V005,Demo Vendor Orchid,auxiliary-account,,
1,"[""20211007"",""900364""]",656-D,,,1,,,,,,,,,,,Q5,10485
1,"[""20211007"",""900380""]",,,,,2021-10-07,900380,Synthetic demo mixed sales and receipt 900380,,,,,,,,,
1,"[""20211007"",""900380""]",657-D,,,,,,,D,146410,,,,,,,
1,"[""20211007"",""900380""]",657-D,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211007"",""900380""]",657-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211007"",""900380""]",657-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211007"",""900380""]",657-D,,,1,,,,,,,,,,,00,0
1,"[""20211007"",""900380""]",658-D,,,,,,,D,78840,,,,,,,
1,"[""20211007"",""900380""]",658-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211007"",""900380""]",658-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211007"",""900380""]",658-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211007"",""900380""]",658-D,,,1,,,,,,,,,,,00,0
1,"[""20211007"",""900380""]",659-C,,,,,,,C,128390,,,,,,,
1,"[""20211007"",""900380""]",659-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20211007"",""900380""]",659-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211007"",""900380""]",659-C,1,2-auxiliary-account,,,,,,,,,C002,Demo Customer Birch,auxiliary-account,,
1,"[""20211007"",""900380""]",659-C,,,1,,,,,,,,,,,B5,11672
1,"[""20211007"",""900380""]",660-C,,,,,,,C,96860,,,,,,,
1,"[""20211007"",""900380""]",660-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20211007"",""900380""]",660-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211007"",""900380""]",660-C,1,2-auxiliary-account,,,,,,,,,C003,Demo Customer Cobalt,auxiliary-account,,
1,"[""20211007"",""900380""]",660-C,,,1,,,,,,,,,,,B5,8805
1,"[""20211008"",""900382""]",,,,,2021-10-08,900382,Synthetic demo credit sale 900382,,,,,,,,,
1,"[""20211008"",""900382""]",661-C,,,,,,,C,100740,,,,,,,
1,"[""20211008"",""900382""]",661-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20211008"",""900382""]",661-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211008"",""900382""]",661-C,1,2-auxiliary-account,,,,,,,,,C007,Demo Customer Grove,auxiliary-account,,
1,"[""20211008"",""900382""]",661-C,,,1,,,,,,,,,,,B5,9158
1,"[""20211008"",""900382""]",661-D,,,,,,,D,100740,,,,,,,
1,"[""20211008"",""900382""]",661-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211008"",""900382""]",661-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211008"",""900382""]",661-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211008"",""900382""]",661-D,,,1,,,,,,,,,,,00,0
1,"[""20211008"",""900392""]",,,,,2021-10-08,900392,Synthetic demo mixed sales and receipt 900392,,,,,,,,,
1,"[""20211008"",""900392""]",662-D,,,,,,,D,110050,,,,,,,
1,"[""20211008"",""900392""]",662-D,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211008"",""900392""]",662-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211008"",""900392""]",662-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211008"",""900392""]",662-D,,,1,,,,,,,,,,,00,0
1,"[""20211008"",""900392""]",663-D,,,,,,,D,368460,,,,,,,
1,"[""20211008"",""900392""]",663-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211008"",""900392""]",663-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211008"",""900392""]",663-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211008"",""900392""]",663-D,,,1,,,,,,,,,,,00,0
1,"[""20211008"",""900392""]",664-C,,,,,,,C,291890,,,,,,,
1,"[""20211008"",""900392""]",664-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20211008"",""900392""]",664-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211008"",""900392""]",664-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20211008"",""900392""]",664-C,,,1,,,,,,,,,,,B5,26535
1,"[""20211008"",""900392""]",665-C,,,,,,,C,186620,,,,,,,
1,"[""20211008"",""900392""]",665-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20211008"",""900392""]",665-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211008"",""900392""]",665-C,1,2-auxiliary-account,,,,,,,,,C005,Demo Customer Elm,auxiliary-account,,
1,"[""20211008"",""900392""]",665-C,,,1,,,,,,,,,,,B5,16965
1,"[""20211009"",""900354""]",,,,,2021-10-09,900354,Synthetic demo customer receipt 900354,,,,,,,,,
1,"[""20211009"",""900354""]",666-C,,,,,,,C,451200,,,,,,,
1,"[""20211009"",""900354""]",666-C,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211009"",""900354""]",666-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211009"",""900354""]",666-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211009"",""900354""]",666-C,,,1,,,,,,,,,,,00,0
1,"[""20211009"",""900354""]",666-D,,,,,,,D,451200,,,,,,,
1,"[""20211009"",""900354""]",666-D,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20211009"",""900354""]",666-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211009"",""900354""]",666-D,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20211009"",""900354""]",666-D,,,1,,,,,,,,,,,00,0
1,"[""20211009"",""900356""]",,,,,2021-10-09,900356,Synthetic demo purchase on account 900356,,,,,,,,,
1,"[""20211009"",""900356""]",667-C,,,,,,,C,268000,,,,,,,
1,"[""20211009"",""900356""]",667-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20211009"",""900356""]",667-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211009"",""900356""]",667-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211009"",""900356""]",667-C,,,1,,,,,,,,,,,00,0
1,"[""20211009"",""900356""]",667-D,,,,,,,D,268000,,,,,,,
1,"[""20211009"",""900356""]",667-D,1,,,,,,,,5020,Demo Inventory Adjustment,,,,,
1,"[""20211009"",""900356""]",667-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211009"",""900356""]",667-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211009"",""900356""]",667-D,,,1,,,,,,,,,,,Q5,24364
1,"[""20211009"",""900381""]",,,,,2021-10-09,900381,Synthetic demo credit sale 900381,,,,,,,,,
1,"[""20211009"",""900381""]",668-C,,,,,,,C,335100,,,,,,,
1,"[""20211009"",""900381""]",668-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20211009"",""900381""]",668-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211009"",""900381""]",668-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20211009"",""900381""]",668-C,,,1,,,,,,,,,,,B5,30464
1,"[""20211009"",""900381""]",668-D,,,,,,,D,335100,,,,,,,
1,"[""20211009"",""900381""]",668-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211009"",""900381""]",668-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211009"",""900381""]",668-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211009"",""900381""]",668-D,,,1,,,,,,,,,,,00,0
1,"[""20211009"",""900388""]",,,,,2021-10-09,900388,Synthetic demo operating expense 900388,,,,,,,,,
1,"[""20211009"",""900388""]",669-C,,,,,,,C,124270,,,,,,,
1,"[""20211009"",""900388""]",669-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20211009"",""900388""]",669-C,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211009"",""900388""]",669-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20211009"",""900388""]",669-C,,,1,,,,,,,,,,,00,0
1,"[""20211009"",""900388""]",669-D,,,,,,,D,124270,,,,,,,
1,"[""20211009"",""900388""]",669-D,1,,,,,,,,6120,Demo Professional Fees,,,,,
1,"[""20211009"",""900388""]",669-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211009"",""900388""]",669-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211009"",""900388""]",669-D,,,1,,,,,,,,,,,Q5,11297
1,"[""20211010"",""900398""]",,,,,2021-10-10,900398,Synthetic demo financing settlement 900398,,,,,,,,,
1,"[""20211010"",""900398""]",670-C,,,,,,,C,469040,,,,,,,
1,"[""20211010"",""900398""]",670-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211010"",""900398""]",670-C,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211010"",""900398""]",670-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211010"",""900398""]",670-C,,,1,,,,,,,,,,,00,0
1,"[""20211010"",""900398""]",670-D,,,,,,,D,84420,,,,,,,
1,"[""20211010"",""900398""]",670-D,1,,,,,,,,2200,Demo Short-term Loans,,,,,
1,"[""20211010"",""900398""]",670-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211010"",""900398""]",670-D,,,1,,,,,,,,,,,00,0
1,"[""20211010"",""900398""]",671-D,,,,,,,D,187610,,,,,,,
1,"[""20211010"",""900398""]",671-D,1,,,,,,,,6070,Demo Bank Fees,,,,,
1,"[""20211010"",""900398""]",671-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211010"",""900398""]",671-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211010"",""900398""]",671-D,,,1,,,,,,,,,,,00,0
1,"[""20211010"",""900398""]",672-D,,,,,,,D,197010,,,,,,,
1,"[""20211010"",""900398""]",672-D,1,,,,,,,,7000,Demo Taxes and Dues,,,,,
1,"[""20211010"",""900398""]",672-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211010"",""900398""]",672-D,,,1,,,,,,,,,,,P0,0
1,"[""20211010"",""900400""]",,,,,2021-10-10,900400,Synthetic demo credit sale 900400,,,,,,,,,
1,"[""20211010"",""900400""]",673-C,,,,,,,C,246940,,,,,,,
1,"[""20211010"",""900400""]",673-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20211010"",""900400""]",673-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211010"",""900400""]",673-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
