C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
2021-12-03,900496,854-D,D,5010,Demo Freight-in,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,35183,387010,Synthetic demo purchase on account 900496
2021-12-04,900525,855-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,89390,Synthetic demo purchase on account 900525
2021-12-04,900525,855-D,D,5000,Demo Purchases,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,8126,89390,Synthetic demo purchase on account 900525
2021-12-05,900474,856-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,222820,Synthetic demo mixed sales and receipt 900474
2021-12-05,900474,857-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,125340,Synthetic demo mixed sales and receipt 900474
2021-12-05,900474,858-C,C,4000,Demo Product Sales,D01,Demo Sales,C006,Demo Customer Fjord,B5,10445,114890,Synthetic demo mixed sales and receipt 900474
2021-12-05,900474,859-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,21206,233270,Synthetic demo mixed sales and receipt 900474
2021-12-05,900514,860-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,375410,Synthetic demo operating cost bundle 900514
2021-12-05,900514,860-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,12285,135140,Synthetic demo operating cost bundle 900514
2021-12-05,900514,861-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,13992,153910,Synthetic demo operating cost bundle 900514
2021-12-05,900514,862-D,D,6060,Demo Office Supplies,D03,Demo Operations,V005,Demo Vendor Orchid,Q5,7851,86360,Synthetic demo operating cost bundle 900514
2021-12-05,900517,863-C,C,1110,Demo North Current Deposit,D04,Demo Logistics,B002,North Demo Bank,00,0,348390,Synthetic demo vendor settlement 900517
2021-12-05,900517,863-D,D,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,348390,Synthetic demo vendor settlement 900517
2021-12-05,900518,864-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,492500,Synthetic demo mixed sales and receipt 900518
2021-12-05,900518,865-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,182160,Synthetic demo mixed sales and receipt 900518
2021-12-05,900518,866-C,C,4000,Demo Product Sales,D01,Demo Sales,C010,Demo Customer Juniper,B5,46613,512740,Synthetic demo mixed sales and receipt 900518
2021-12-05,900518,867-C,C,4010,Demo Service Revenue,D01,Demo Sales,C001,Demo Customer Aurora,B5,14720,161920,Synthetic demo mixed sales and receipt 900518
2021-12-06,900473,868-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,112800,Synthetic demo customer receipt 900473
2021-12-06,900473,868-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,112800,Synthetic demo customer receipt 900473
2021-12-06,900484,869-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,656520,Synthetic demo operating cost bundle 900484
2021-12-06,900484,869-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,18502,203520,Synthetic demo operating cost bundle 900484
2021-12-06,900484,870-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,19695,216650,Synthetic demo operating cost bundle 900484
2021-12-06,900484,871-D,D,6060,Demo Office Supplies,D03,Demo Operations,V005,Demo Vendor Orchid,Q5,21486,236350,Synthetic demo operating cost bundle 900484
2021-12-06,900485,872-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,209170,Synthetic demo purchase on account 900485
2021-12-06,900485,872-D,D,5020,Demo Inventory Adjustment,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,19015,209170,Synthetic demo purchase on account 900485
2021-12-06,900498,873-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,100380,Synthetic demo operating expense 900498
2021-12-06,900498,873-D,D,6140,Demo Vehicle Expense,D02,Demo Administration,V001,Demo Vendor Keystone,Q5,9125,100380,Synthetic demo operating expense 900498
2021-12-06,900502,874-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,10454,114990,Synthetic demo credit sale 900502
2021-12-06,900502,874-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,114990,Synthetic demo credit sale 900502
2021-12-07,900500,875-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C001,Demo Customer Aurora,B5,29210,321310,Synthetic demo credit sale 900500
2021-12-07,900500,875-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,321310,Synthetic demo credit sale 900500
2021-12-07,900509,876-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,207880,Synthetic demo combined customer receipt 900509
2021-12-07,900509,876-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,424260,Synthetic demo combined customer receipt 900509
2021-12-07,900509,877-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,59390,Synthetic demo combined customer receipt 900509
2021-12-07,900509,878-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,156990,Synthetic demo combined customer receipt 900509
2021-12-08,900506,879-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,107000,Synthetic demo purchase on account 900506
2021-12-08,900506,879-D,D,5020,Demo Inventory Adjustment,D04,Demo Logistics,V001,Demo Vendor Keystone,Q6,7926,107000,Synthetic demo purchase on account 900506
2021-12-08,900521,880-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C004,Demo Customer Dawn,B5,33072,363790,Synthetic demo credit sale 900521
2021-12-08,900521,880-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,363790,Synthetic demo credit sale 900521
2021-12-09,900493,881-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,59810,Synthetic demo multi-vendor settlement 900493
2021-12-09,900493,882-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V007,Demo Vendor Quartz,00,0,121440,Synthetic demo multi-vendor settlement 900493
2021-12-09,900493,883-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,99680,Synthetic demo multi-vendor settlement 900493
2021-12-09,900493,884-C,C,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,81570,Synthetic demo multi-vendor settlement 900493
2021-12-09,900505,885-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,331470,Synthetic demo multi-vendor settlement 900505
2021-12-09,900505,886-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V009,Demo Vendor Summit,00,0,220980,Synthetic demo multi-vendor settlement 900505
2021-12-09,900505,887-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,160210,Synthetic demo multi-vendor settlement 900505
2021-12-09,900505,888-C,C,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,392240,Synthetic demo multi-vendor settlement 900505
2021-12-09,900531,889-C,C,4000,Demo Product Sales,D01,Demo Sales,C004,Demo Customer Dawn,B5,22337,245710,Synthetic demo credit sale 900531
2021-12-09,900531,889-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,245710,Synthetic demo credit sale 900531
2021-12-10,900490,890-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,488910,Synthetic demo operating cost bundle 900490
2021-12-10,900490,890-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,7555,83110,Synthetic demo operating cost bundle 900490
2021-12-10,900490,891-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,25778,283560,Synthetic demo operating cost bundle 900490
2021-12-10,900490,892-D,D,6060,Demo Office Supplies,D03,Demo Operations,V001,Demo Vendor Keystone,C5,11113,122240,Synthetic demo operating cost bundle 900490
2021-12-11,900507,893-C,C,1100,Demo Central Ordinary Deposit,D04,Demo Logistics,B001,Demo Central Bank,00,0,185680,Synthetic demo vendor settlement 900507
2021-12-11,900507,893-D,D,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,185680,Synthetic demo vendor settlement 900507
2021-12-11,900511,894-C,C,4010,Demo Service Revenue,D01,Demo Sales,C004,Demo Customer Dawn,B5,39509,434600,Synthetic demo credit sale 900511
2021-12-11,900511,894-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,434600,Synthetic demo credit sale 900511
2021-12-11,900520,895-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,189690,Synthetic demo operating cost bundle 900520
2021-12-11,900520,895-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,3965,43620,Synthetic demo operating cost bundle 900520
2021-12-11,900520,896-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,8795,96740,Synthetic demo operating cost bundle 900520
2021-12-11,900520,897-D,D,6060,Demo Office Supplies,D03,Demo Operations,V001,Demo Vendor Keystone,Q5,4485,49330,Synthetic demo operating cost bundle 900520
2021-12-12,900480,898-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,186920,Synthetic demo mixed sales and receipt 900480
2021-12-12,900480,899-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,560760,Synthetic demo mixed sales and receipt 900480
2021-12-12,900480,900-C,C,4000,Demo Product Sales,D01,Demo Sales,C002,Demo Customer Birch,B5,20391,224300,Synthetic demo mixed sales and receipt 900480
2021-12-12,900480,901-C,C,4010,Demo Service Revenue,D01,Demo Sales,C003,Demo Customer Cobalt,B5,47580,523380,Synthetic demo mixed sales and receipt 900480
2021-12-12,900510,902-C,C,4000,Demo Product Sales,D01,Demo Sales,C001,Demo Customer Aurora,B5,27209,299300,Synthetic demo credit sale 900510
2021-12-12,900510,902-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,299300,Synthetic demo credit sale 900510
2021-12-12,900523,903-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,385730,Synthetic demo customer receipt 900523
2021-12-12,900523,903-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,385730,Synthetic demo customer receipt 900523
2021-12-13,900486,904-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,113380,Synthetic demo mixed sales and receipt 900486
2021-12-13,900486,905-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,240960,Synthetic demo mixed sales and receipt 900486
2021-12-13,900486,906-C,C,4000,Demo Product Sales,D01,Demo Sales,C008,Demo Customer Halo,B5,23837,262210,Synthetic demo mixed sales and receipt 900486
2021-12-13,900486,907-C,C,4010,Demo Service Revenue,D01,Demo Sales,C009,Demo Customer Indigo,B5,8375,92130,Synthetic demo mixed sales and receipt 900486
2021-12-15,900495,908-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,193300,Synthetic demo purchase on account 900495
2021-12-15,900495,908-D,D,5000,Demo Purchases,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,17573,193300,Synthetic demo purchase on account 900495
2021-12-15,900527,909-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,291380,Synthetic demo financing settlement 900527
2021-12-15,900527,909-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,101980,Synthetic demo financing settlement 900527
2021-12-15,900527,910-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,2910,Synthetic demo financing settlement 900527
2021-12-15,900527,911-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,186490,Synthetic demo financing settlement 900527
2021-12-16,900513,912-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,497370,Synthetic demo customer receipt 900513
2021-12-16,900513,912-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,497370,Synthetic demo customer receipt 900513
2021-12-17,900479,913-C,C,1120,Demo Harbor Ordinary Deposit,D05,Demo Digital Services,B003,Harbor Demo Bank,00,0,235680,Synthetic demo prepaid service 900479
2021-12-17,900479,913-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S006,Demo Insurance Services,00,0,235680,Synthetic demo prepaid service 900479
2021-12-17,900499,914-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,320100,Synthetic demo multi-vendor settlement 900499
2021-12-17,900499,915-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V003,Demo Vendor Mosaic,00,0,80030,Synthetic demo multi-vendor settlement 900499
2021-12-17,900499,916-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,272080,Synthetic demo multi-vendor settlement 900499
2021-12-17,900499,917-C,C,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,128050,Synthetic demo multi-vendor settlement 900499
2021-12-17,900503,918-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,554020,Synthetic demo financing settlement 900503
2021-12-17,900503,918-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,99720,Synthetic demo financing settlement 900503
2021-12-17,900503,919-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,127420,Synthetic demo financing settlement 900503
2021-12-17,900503,920-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,326880,Synthetic demo financing settlement 900503
2021-12-17,900515,921-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,184330,Synthetic demo purchase on account 900515
2021-12-17,900515,921-D,D,5020,Demo Inventory Adjustment,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,16757,184330,Synthetic demo purchase on account 900515
2021-12-17,900530,922-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,84490,Synthetic demo mixed sales and receipt 900530
2021-12-17,900530,923-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,299560,Synthetic demo mixed sales and receipt 900530
2021-12-17,900530,924-C,C,4000,Demo Product Sales,D01,Demo Sales,C002,Demo Customer Birch,B5,29327,322600,Synthetic demo mixed sales and receipt 900530
2021-12-17,900530,925-C,C,4010,Demo Service Revenue,D01,Demo Sales,C003,Demo Customer Cobalt,B5,5586,61450,Synthetic demo mixed sales and receipt 900530
2021-12-18,900522,926-C,C,4000,Demo Product Sales,D01,Demo Sales,C007,Demo Customer Grove,B5,37529,412820,Synthetic demo credit sale 900522
2021-12-18,900522,926-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,412820,Synthetic demo credit sale 900522
2021-12-19,900481,927-C,C,4010,Demo Service Revenue,D01,Demo Sales,C004,Demo Customer Dawn,R5,41628,561980,Synthetic demo credit sale 900481
2021-12-19,900481,927-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,561980,Synthetic demo credit sale 900481
2021-12-19,900494,928-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,319590,Synthetic demo customer receipt 900494
2021-12-19,900494,928-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,319590,Synthetic demo customer receipt 900494
2021-12-19,900519,929-C,C,1100,Demo Central Ordinary Deposit,D05,Demo Digital Services,B001,Demo Central Bank,00,0,93290,Synthetic demo prepaid service 900519
2021-12-19,900519,929-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S004,Demo Logistics Services,00,0,93290,Synthetic demo prepaid service 900519
2021-12-20,900477,930-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,256700,Synthetic demo monthly payroll bundle 900477
2021-12-20,900477,930-D,D,6000,Demo Salaries,D02,Demo Administration,,,00,0,51340,Synthetic demo monthly payroll bundle 900477
2021-12-20,900477,931-D,D,6010,Demo Statutory Welfare,D02,Demo Administration,,,00,0,151450,Synthetic demo monthly payroll bundle 900477
2021-12-20,900477,932-D,D,2110,Demo Payroll Withholding,D02,Demo Administration,,,00,0,53910,Synthetic demo monthly payroll bundle 900477
2021-12-20,900478,933-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,90900,Synthetic demo operating expense 900478
2021-12-20,900478,933-D,D,6120,Demo Professional Fees,D03,Demo Operations,V001,Demo Vendor Keystone,Q5,8264,90900,Synthetic demo operating expense 900478
2021-12-20,900491,934-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C004,Demo Customer Dawn,B5,47696,524660,Synthetic demo credit sale 900491
2021-12-20,900491,934-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,524660,Synthetic demo credit sale 900491
2021-12-20,900526,935-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,359270,Synthetic demo purchase on account 900526
2021-12-20,900526,935-D,D,5010,Demo Freight-in,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,32661,359270,Synthetic demo purchase on account 900526
2021-12-21,900528,936-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,144240,Synthetic demo operating expense 900528
2021-12-21,900528,936-D,D,6080,Demo Advertising,D02,Demo Administration,V001,Demo Vendor Keystone,Q5,13113,144240,Synthetic demo operating expense 900528
2021-12-21,900529,937-C,C,1110,Demo North Current Deposit,D05,Demo Digital Services,B002,North Demo Bank,00,0,172630,Synthetic demo prepaid service 900529
2021-12-21,900529,937-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S002,Demo Energy Services,00,0,172630,Synthetic demo prepaid service 900529
2021-12-22,900497,938-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,516500,Synthetic demo financing settlement 900497
2021-12-22,900497,938-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,103300,Synthetic demo financing settlement 900497
2021-12-22,900497,939-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,51650,Synthetic demo financing settlement 900497
2021-12-22,900497,940-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,361550,Synthetic demo financing settlement 900497
2021-12-24,900501,941-C,C,4000,Demo Product Sales,D01,Demo Sales,C004,Demo Customer Dawn,B5,9897,108870,Synthetic demo credit sale 900501
2021-12-24,900501,941-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,108870,Synthetic demo credit sale 900501
2021-12-24,900524,942-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,236700,Synthetic demo mixed sales and receipt 900524
2021-12-24,900524,943-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,185990,Synthetic demo mixed sales and receipt 900524
2021-12-24,900524,944-C,C,4000,Demo Product Sales,D01,Demo Sales,C006,Demo Customer Fjord,B5,15370,169070,Synthetic demo mixed sales and receipt 900524
2021-12-24,900524,945-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,23056,253620,Synthetic demo mixed sales and receipt 900524
2021-12-25,900483,946-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,332990,Synthetic demo customer receipt 900483
2021-12-25,900483,946-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,332990,Synthetic demo customer receipt 900483
2021-12-26,900476,947-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,53400,Synthetic demo purchase on account 900476
2021-12-26,900476,947-D,D,5020,Demo Inventory Adjustment,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,4855,53400,Synthetic demo purchase on account 900476
2021-12-26,900508,948-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,64800,Synthetic demo operating expense 900508
2021-12-26,900508,948-D,D,6060,Demo Office Supplies,D03,Demo Operations,V001,Demo Vendor Keystone,Q5,5891,64800,Synthetic demo operating expense 900508
2021-12-27,900472,949-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,31448,345930,Synthetic demo credit sale 900472
2021-12-27,900472,949-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,345930,Synthetic demo credit sale 900472
2021-12-28,900475,950-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,327130,Synthetic demo purchase on account 900475
2021-12-28,900475,950-D,D,5010,Demo Freight-in,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,29739,327130,Synthetic demo purchase on account 900475
2021-12-30,900482,951-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,41682,458500,Synthetic demo credit sale 900482
2021-12-30,900482,951-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,458500,Synthetic demo credit sale 900482
2021-12-30,900504,952-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,389920,Synthetic demo customer receipt 900504
2021-12-30,900504,952-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,389920,Synthetic demo customer receipt 900504
2021-12-31,900487,953-C,C,1110,Demo North Current Deposit,D04,Demo Logistics,B002,North Demo Bank,00,0,340340,Synthetic demo vendor settlement 900487
2021-12-31,900487,953-D,D,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,340340,Synthetic demo vendor settlement 900487
2021-12-31,900488,954-C,C,1120,Demo Harbor Ordinary Deposit,D05,Demo Digital Services,B003,Harbor Demo Bank,00,0,39860,Synthetic demo operating expense 900488
2021-12-31,900488,954-D,D,6040,Demo Communication,D05,Demo Digital Services,V001,Demo Vendor Keystone,Q5,3624,39860,Synthetic demo operating expense 900488
