C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
2021-04-07,900056,12-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,222250,Synthetic demo purchase on account 900056
2021-04-07,900056,12-D,D,5020,Demo Inventory Adjustment,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,20205,222250,Synthetic demo purchase on account 900056
2021-04-08,900020,13-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C001,Demo Customer Aurora,B5,5930,65230,Synthetic demo credit sale 900020
2021-04-08,900020,13-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,65230,Synthetic demo credit sale 900020
2021-04-08,900028,14-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,418510,Synthetic demo mixed sales and receipt 900028
2021-04-08,900028,15-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,290830,Synthetic demo mixed sales and receipt 900028
2021-04-08,900028,16-C,C,4000,Demo Product Sales,D01,Demo Sales,C010,Demo Customer Juniper,B5,36112,397230,Synthetic demo mixed sales and receipt 900028
2021-04-08,900028,17-C,C,4010,Demo Service Revenue,D01,Demo Sales,C001,Demo Customer Aurora,B5,28374,312110,Synthetic demo mixed sales and receipt 900028
2021-04-09,900037,18-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,558900,Synthetic demo operating cost bundle 900037
2021-04-09,900037,18-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,34042,374460,Synthetic demo operating cost bundle 900037
2021-04-09,900037,19-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,2032,22350,Synthetic demo operating cost bundle 900037
2021-04-09,900037,20-D,D,6060,Demo Office Supplies,D03,Demo Operations,V008,Demo Vendor Rivulet,Q5,14735,162090,Synthetic demo operating cost bundle 900037
2021-04-10,900004,21-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,200680,Synthetic demo customer receipt 900004
2021-04-10,900004,21-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,200680,Synthetic demo customer receipt 900004
2021-04-11,900035,22-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,181350,Synthetic demo purchase on account 900035
2021-04-11,900035,22-D,D,5020,Demo Inventory Adjustment,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,16486,181350,Synthetic demo purchase on account 900035
2021-04-12,900003,23-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,298830,Synthetic demo multi-vendor settlement 900003
2021-04-12,900003,24-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V007,Demo Vendor Quartz,00,0,380340,Synthetic demo multi-vendor settlement 900003
2021-04-12,900003,25-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,516160,Synthetic demo multi-vendor settlement 900003
2021-04-12,900003,26-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,163010,Synthetic demo multi-vendor settlement 900003
2021-04-12,900043,27-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,402120,Synthetic demo operating cost bundle 900043
2021-04-12,900043,27-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,9870,108570,Synthetic demo operating cost bundle 900043
2021-04-12,900043,28-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,7311,80420,Synthetic demo operating cost bundle 900043
2021-04-12,900043,29-D,D,6060,Demo Office Supplies,D03,Demo Operations,V004,Demo Vendor Nimbus,Q5,19375,213130,Synthetic demo operating cost bundle 900043
2021-04-12,900060,30-C,C,4000,Demo Product Sales,D01,Demo Sales,C001,Demo Customer Aurora,B5,20680,227480,Synthetic demo credit sale 900060
2021-04-12,900060,30-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,227480,Synthetic demo credit sale 900060
2021-04-14,900026,31-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,78360,Synthetic demo purchase on account 900026
2021-04-14,900026,31-D,D,5020,Demo Inventory Adjustment,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,7124,78360,Synthetic demo purchase on account 900026
2021-04-14,900044,32-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,489180,Synthetic demo customer receipt 900044
2021-04-14,900044,32-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,489180,Synthetic demo customer receipt 900044
2021-04-15,900031,33-C,C,4010,Demo Service Revenue,D01,Demo Sales,C004,Demo Customer Dawn,B5,33865,372520,Synthetic demo credit sale 900031
2021-04-15,900031,33-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,372520,Synthetic demo credit sale 900031
2021-04-15,900033,34-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,341050,Synthetic demo customer receipt 900033
2021-04-15,900033,34-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,341050,Synthetic demo customer receipt 900033
2021-04-15,900048,35-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,132570,Synthetic demo operating expense 900048
2021-04-15,900048,35-D,D,6140,Demo Vehicle Expense,D02,Demo Administration,V001,Demo Vendor Keystone,Q5,12052,132570,Synthetic demo operating expense 900048
2021-04-15,900049,36-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,146320,Synthetic demo multi-vendor settlement 900049
2021-04-15,900049,37-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V003,Demo Vendor Mosaic,00,0,54120,Synthetic demo multi-vendor settlement 900049
2021-04-15,900049,38-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,156340,Synthetic demo multi-vendor settlement 900049
2021-04-15,900049,39-C,C,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,44100,Synthetic demo multi-vendor settlement 900049
2021-04-16,900014,40-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,270050,Synthetic demo customer receipt 900014
2021-04-16,900014,40-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,270050,Synthetic demo customer receipt 900014
2021-04-16,900034,41-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,388000,Synthetic demo mixed sales and receipt 900034
2021-04-16,900034,42-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,280970,Synthetic demo mixed sales and receipt 900034
2021-04-16,900034,43-C,C,4000,Demo Product Sales,D01,Demo Sales,C006,Demo Customer Fjord,B5,22501,247510,Synthetic demo mixed sales and receipt 900034
2021-04-16,900034,44-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,R5,31219,421460,Synthetic demo mixed sales and receipt 900034
2021-04-16,900046,45-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,254860,Synthetic demo combined customer receipt 900046
2021-04-16,900046,45-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,424770,Synthetic demo combined customer receipt 900046
2021-04-16,900046,46-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,33980,Synthetic demo combined customer receipt 900046
2021-04-16,900046,47-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,135930,Synthetic demo combined customer receipt 900046
2021-04-16,900058,48-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,515790,Synthetic demo operating cost bundle 900058
2021-04-16,900058,48-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,8440,92840,Synthetic demo operating cost bundle 900058
2021-04-16,900058,49-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,14066,154730,Synthetic demo operating cost bundle 900058
2021-04-16,900058,50-D,D,6060,Demo Office Supplies,D03,Demo Operations,V009,Demo Vendor Summit,Q5,24384,268220,Synthetic demo operating cost bundle 900058
2021-04-17,900007,51-C,C,1110,Demo North Current Deposit,D04,Demo Logistics,B002,North Demo Bank,00,0,106280,Synthetic demo vendor settlement 900007
2021-04-17,900007,51-D,D,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,106280,Synthetic demo vendor settlement 900007
2021-04-17,900051,52-C,C,4000,Demo Product Sales,D01,Demo Sales,C004,Demo Customer Dawn,B5,45112,496230,Synthetic demo credit sale 900051
2021-04-17,900051,52-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,496230,Synthetic demo credit sale 900051
2021-04-18,900008,53-C,C,1120,Demo Harbor Ordinary Deposit,D05,Demo Digital Services,B003,Harbor Demo Bank,00,0,71340,Synthetic demo operating expense 900008
2021-04-18,900008,53-D,D,6100,Demo Repairs,D05,Demo Digital Services,V001,Demo Vendor Keystone,Q5,6485,71340,Synthetic demo operating expense 900008
2021-04-18,900023,54-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,323360,Synthetic demo customer receipt 900023
2021-04-18,900023,54-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,323360,Synthetic demo customer receipt 900023
2021-04-19,900030,55-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,660970,Synthetic demo monthly payroll bundle 900030
2021-04-19,900030,55-D,D,6000,Demo Salaries,D02,Demo Administration,,,00,0,277600,Synthetic demo monthly payroll bundle 900030
2021-04-19,900030,56-D,D,6010,Demo Statutory Welfare,D02,Demo Administration,,,00,0,112360,Synthetic demo monthly payroll bundle 900030
2021-04-19,900030,57-D,D,2110,Demo Payroll Withholding,D02,Demo Administration,,,00,0,271010,Synthetic demo monthly payroll bundle 900030
2021-04-19,900032,58-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,9485,104340,Synthetic demo credit sale 900032
2021-04-19,900032,58-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,104340,Synthetic demo credit sale 900032
2021-04-19,900036,59-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,68760,Synthetic demo purchase on account 900036
2021-04-19,900036,59-D,D,5000,Demo Purchases,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,6251,68760,Synthetic demo purchase on account 900036
2021-04-19,900055,60-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,87280,Synthetic demo multi-vendor settlement 900055
2021-04-19,900055,61-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V009,Demo Vendor Summit,00,0,194270,Synthetic demo multi-vendor settlement 900055
2021-04-19,900055,62-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,219600,Synthetic demo multi-vendor settlement 900055
2021-04-19,900055,63-C,C,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,61950,Synthetic demo multi-vendor settlement 900055
2021-04-20,900005,64-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,398610,Synthetic demo financing settlement 900005
2021-04-20,900005,64-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,127550,Synthetic demo financing settlement 900005
2021-04-20,900005,65-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,187340,Synthetic demo financing settlement 900005
2021-04-20,900005,66-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,83720,Synthetic demo financing settlement 900005
2021-04-20,900015,67-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,479460,Synthetic demo multi-vendor settlement 900015
2021-04-20,900015,68-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V009,Demo Vendor Summit,00,0,135240,Synthetic demo multi-vendor settlement 900015
2021-04-20,900015,69-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,116790,Synthetic demo multi-vendor settlement 900015
2021-04-20,900015,70-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,497910,Synthetic demo multi-vendor settlement 900015
2021-04-20,900029,71-C,C,1120,Demo Harbor Ordinary Deposit,D05,Demo Digital Services,B003,Harbor Demo Bank,00,0,183370,Synthetic demo prepaid service 900029
2021-04-20,900029,71-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S001,Demo Property Services,00,0,183370,Synthetic demo prepaid service 900029
2021-04-20,900039,72-C,C,1100,Demo Central Ordinary Deposit,D05,Demo Digital Services,B001,Demo Central Bank,00,0,83970,Synthetic demo prepaid service 900039
2021-04-20,900039,72-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S005,Demo Professional Services,00,0,83970,Synthetic demo prepaid service 900039
2021-04-22,900016,73-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,241670,Synthetic demo purchase on account 900016
2021-04-22,900016,73-D,D,5010,Demo Freight-in,D04,Demo Logistics,V001,Demo Vendor Keystone,Q5,21970,241670,Synthetic demo purchase on account 900016
2021-04-22,900021,74-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,189620,Synthetic demo multi-vendor settlement 900021
2021-04-22,900021,75-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V005,Demo Vendor Orchid,00,0,93400,Synthetic demo multi-vendor settlement 900021
2021-04-22,900021,76-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,90560,Synthetic demo multi-vendor settlement 900021
2021-04-22,900021,77-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,192460,Synthetic demo multi-vendor settlement 900021
2021-04-22,900025,78-C,C,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,187410,Synthetic demo purchase on account 900025
2021-04-22,900025,78-D,D,5010,Demo Freight-in,D04,Demo Logistics,V006,Demo Vendor Prairie,Q5,17037,187410,Synthetic demo purchase on account 900025
2021-04-22,900040,79-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,43800,Synthetic demo mixed sales and receipt 900040
2021-04-22,900040,80-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,164790,Synthetic demo mixed sales and receipt 900040
2021-04-22,900040,81-C,C,4000,Demo Product Sales,D01,Demo Sales,C002,Demo Customer Birch,B5,5499,60490,Synthetic demo mixed sales and receipt 900040
2021-04-22,900040,82-C,C,4010,Demo Service Revenue,D01,Demo Sales,C003,Demo Customer Cobalt,B5,13464,148100,Synthetic demo mixed sales and receipt 900040
2021-04-23,900002,83-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,13834,152170,Synthetic demo credit sale 900002
2021-04-23,900002,83-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,152170,Synthetic demo credit sale 900002
2021-04-23,900041,84-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C004,Demo Customer Dawn,B5,8882,97700,Synthetic demo credit sale 900041
2021-04-23,900041,84-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,97700,Synthetic demo credit sale 900041
2021-04-23,900052,85-C,C,1110,Demo North Current Deposit,D03,Demo Operations,B002,North Demo Bank,00,0,246630,Synthetic demo operating cost bundle 900052
2021-04-23,900052,85-D,D,6030,Demo Utilities,D03,Demo Operations,S002,Demo Energy Services,Q5,8744,96180,Synthetic demo operating cost bundle 900052
2021-04-23,900052,86-D,D,6040,Demo Communication,D03,Demo Operations,S003,Demo Network Services,Q5,5381,59190,Synthetic demo operating cost bundle 900052
2021-04-23,900052,87-D,D,6060,Demo Office Supplies,D03,Demo Operations,V003,Demo Vendor Mosaic,Q5,8296,91260,Synthetic demo operating cost bundle 900052
2021-04-24,900009,88-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,206960,Synthetic demo multi-vendor settlement 900009
2021-04-24,900009,89-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V003,Demo Vendor Mosaic,00,0,101950,Synthetic demo multi-vendor settlement 900009
2021-04-24,900009,90-C,C,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,52510,Synthetic demo multi-vendor settlement 900009
2021-04-24,900009,91-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,256400,Synthetic demo multi-vendor settlement 900009
2021-04-24,900019,92-C,C,1110,Demo North Current Deposit,D05,Demo Digital Services,B002,North Demo Bank,00,0,83490,Synthetic demo prepaid service 900019
2021-04-24,900019,92-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S002,Demo Energy Services,00,0,83490,Synthetic demo prepaid service 900019
2021-04-24,900038,93-C,C,1120,Demo Harbor Ordinary Deposit,D05,Demo Digital Services,B003,Harbor Demo Bank,00,0,34930,Synthetic demo operating expense 900038
2021-04-24,900038,93-D,D,6040,Demo Communication,D05,Demo Digital Services,V001,Demo Vendor Keystone,Q5,3175,34930,Synthetic demo operating expense 900038
2021-04-25,900042,94-C,C,4000,Demo Product Sales,D01,Demo Sales,C007,Demo Customer Grove,B5,6427,70700,Synthetic demo credit sale 900042
2021-04-25,900042,94-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,70700,Synthetic demo credit sale 900042
2021-04-26,900057,95-C,C,1100,Demo Central Ordinary Deposit,D04,Demo Logistics,B001,Demo Central Bank,00,0,122790,Synthetic demo vendor settlement 900057
2021-04-26,900057,95-D,D,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,122790,Synthetic demo vendor settlement 900057
2021-04-26,900059,96-C,C,1120,Demo Harbor Ordinary Deposit,D05,Demo Digital Services,B003,Harbor Demo Bank,00,0,249310,Synthetic demo prepaid service 900059
2021-04-26,900059,96-D,D,1400,Demo Prepaid Expenses,D05,Demo Digital Services,S006,Demo Insurance Services,00,0,249310,Synthetic demo prepaid service 900059
2021-04-27,900022,97-C,C,4010,Demo Service Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,49623,545850,Synthetic demo credit sale 900022
2021-04-27,900022,97-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,545850,Synthetic demo credit sale 900022
2021-04-27,900061,98-D,D,2000,Demo Accounts Payable,D01,Demo Sales,V001,Demo Vendor Keystone,00,0,174850,Synthetic demo multi-vendor settlement 900061
2021-04-27,900061,99-D,D,2100,Demo Accrued Payables,D01,Demo Sales,V005,Demo Vendor Orchid,00,0,35820,Synthetic demo multi-vendor settlement 900061
2021-04-27,900061,100-C,C,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,61090,Synthetic demo multi-vendor settlement 900061
2021-04-27,900061,101-C,C,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,149580,Synthetic demo multi-vendor settlement 900061
2021-04-28,900053,102-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,326610,Synthetic demo customer receipt 900053
2021-04-28,900053,102-D,D,1120,Demo Harbor Ordinary Deposit,D01,Demo Sales,B003,Harbor Demo Bank,00,0,326610,Synthetic demo customer receipt 900053
2021-04-29,900013,103-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,151030,Synthetic demo customer receipt 900013
2021-04-29,900013,103-D,D,1110,Demo North Current Deposit,D01,Demo Sales,B002,North Demo Bank,00,0,151030,Synthetic demo customer receipt 900013
2021-04-29,900018,104-C,C,1100,Demo Central Ordinary Deposit,D02,Demo Administration,B001,Demo Central Bank,00,0,296470,Synthetic demo monthly payroll bundle 900018
2021-04-29,900018,104-D,D,6000,Demo Salaries,D02,Demo Administration,,,00,0,91900,Synthetic demo monthly payroll bundle 900018
2021-04-29,900018,105-D,D,6010,Demo Statutory Welfare,D02,Demo Administration,,,00,0,44470,Synthetic demo monthly payroll bundle 900018
2021-04-29,900018,106-D,D,2110,Demo Payroll Withholding,D02,Demo Administration,,,00,0,160100,Synthetic demo monthly payroll bundle 900018
2021-04-29,900047,107-C,C,1120,Demo Harbor Ordinary Deposit,D04,Demo Logistics,B003,Harbor Demo Bank,00,0,338130,Synthetic demo vendor settlement 900047
2021-04-29,900047,107-D,D,2000,Demo Accounts Payable,D04,Demo Logistics,V001,Demo Vendor Keystone,00,0,338130,Synthetic demo vendor settlement 900047
2021-04-30,900011,108-C,C,1120,Demo Harbor Ordinary Deposit,D06,Demo Management,B003,Harbor Demo Bank,00,0,360350,Synthetic demo financing settlement 900011
2021-04-30,900011,108-D,D,2200,Demo Short-term Loans,D06,Demo Management,,,00,0,82880,Synthetic demo financing settlement 900011
2021-04-30,900011,109-D,D,6070,Demo Bank Fees,D06,Demo Management,B003,Harbor Demo Bank,00,0,21620,Synthetic demo financing settlement 900011
2021-04-30,900011,110-D,D,7000,Demo Taxes and Dues,D06,Demo Management,,,P0,0,255850,Synthetic demo financing settlement 900011
2021-04-30,900054,111-C,C,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,163850,Synthetic demo customer receipt 900054
2021-04-30,900054,111-D,D,1100,Demo Central Ordinary Deposit,D01,Demo Sales,B001,Demo Central Bank,00,0,163850,Synthetic demo customer receipt 900054
2021-04-30,900062,112-C,C,4020,Demo Other Operating Revenue,D01,Demo Sales,C007,Demo Customer Grove,B5,47788,525670,Synthetic demo credit sale 900062
2021-04-30,900062,112-D,D,1200,Demo Accounts Receivable,D01,Demo Sales,C001,Demo Customer Aurora,00,0,525670,Synthetic demo credit sale 900062
