Document_ID,Document_Number,Document_Type,Partner_Type,Partner_Code,Document_Month,Transaction_ID,Line_ID,Line_Number,Item_Code,Item_Description,Quantity,Unit,Unit_Price,Net_Amount,Tax_Category,Tax_Rate,Tax_Amount,Gross_Amount,Tax_Rounding,Amount_Basis
DOC-20210328-0002,,Sales invoice,C,1,2021-03,4003,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,420,382,Standard 10%,10,38,420,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0003,,Sales invoice,C,1,2021-03,4004,1,1,AR-DEMO-01,Household goods (demo line),1,lot,31716,29367,Reduced 8%,8,2349,31716,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0003,,Sales invoice,C,1,2021-03,4004,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,14371,13065,Standard 10%,10,1306,14371,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0003,,Sales invoice,C,1,2021-03,4004,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,12885,11931,Reduced 8%,8,954,12885,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0003,,Sales invoice,C,2,2021-02,4005,1,1,AR-DEMO-01,Household goods (demo line),1,lot,6847099,6339907,Reduced 8%,8,507192,6847099,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0003,,Sales invoice,C,2,2021-02,4005,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,4002919,3639018,Standard 10%,10,363901,4002919,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0003,,Sales invoice,C,2,2021-02,4005,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,2633499,2438425,Reduced 8%,8,195074,2633499,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0004,,Sales invoice,C,2,2021-03,4006,1,1,AR-DEMO-01,Household goods (demo line),1,lot,3918993,3628698,Reduced 8%,8,290295,3918993,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0004,,Sales invoice,C,2,2021-03,4006,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,3448713,3135194,Standard 10%,10,313519,3448713,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0004,,Sales invoice,C,2,2021-03,4006,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,1881116,1741774,Reduced 8%,8,139342,1881116,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0005,,Sales invoice,C,2,2021-03,4007,1,1,AR-DEMO-01,Household goods (demo line),1,lot,7977,7252,Standard 10%,10,725,7977,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0005,,Sales invoice,C,2,2021-03,4007,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,5944,5504,Reduced 8%,8,440,5944,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0005,,Sales invoice,C,2,2021-03,4007,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,3598,3271,Standard 10%,10,327,3598,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0004,,Sales invoice,C,3,2021-02,4008,1,1,AR-DEMO-01,Household goods (demo line),1,lot,897724,816113,Standard 10%,10,81611,897724,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0004,,Sales invoice,C,3,2021-02,4008,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,418938,387906,Reduced 8%,8,31032,418938,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0004,,Sales invoice,C,3,2021-02,4008,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,269317,244834,Standard 10%,10,24483,269317,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0006,,Sales invoice,C,3,2021-03,4009,1,1,AR-DEMO-01,Household goods (demo line),1,lot,851297,773907,Standard 10%,10,77390,851297,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0006,,Sales invoice,C,3,2021-03,4009,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,478126,442710,Reduced 8%,8,35416,478126,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0006,,Sales invoice,C,3,2021-03,4009,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,256555,233232,Standard 10%,10,23323,256555,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0005,,Sales invoice,C,4,2021-02,4010,1,1,AR-DEMO-01,Household goods (demo line),1,lot,976655,887868,Standard 10%,10,88787,976655,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0005,,Sales invoice,C,4,2021-02,4010,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,683659,633018,Reduced 8%,8,50641,683659,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0005,,Sales invoice,C,4,2021-02,4010,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,566460,514964,Standard 10%,10,51496,566460,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0006,,Sales invoice,C,4,2021-02,4011,1,1,AR-DEMO-01,Household goods (demo line),1,lot,378,344,Standard 10%,10,34,378,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0006,,Sales invoice,C,4,2021-02,4011,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,184,171,Reduced 8%,8,13,184,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0006,,Sales invoice,C,4,2021-02,4011,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,89,81,Standard 10%,10,8,89,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0007,,Sales invoice,C,4,2021-03,4012,1,1,AR-DEMO-01,Household goods (demo line),1,lot,447983,414799,Reduced 8%,8,33184,447983,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0007,,Sales invoice,C,4,2021-03,4012,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,351987,319989,Standard 10%,10,31998,351987,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0007,,Sales invoice,C,4,2021-03,4012,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,175993,162957,Reduced 8%,8,13036,175993,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0008,,Sales invoice,C,4,2021-03,4013,1,1,AR-DEMO-01,Household goods (demo line),1,lot,367,340,Reduced 8%,8,27,367,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0008,,Sales invoice,C,4,2021-03,4013,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,164,150,Standard 10%,10,14,164,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0008,,Sales invoice,C,4,2021-03,4013,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,120,111,Reduced 8%,8,9,120,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0007,,Sales invoice,C,5,2021-02,4014,1,1,AR-DEMO-01,Household goods (demo line),1,lot,1804723,1671040,Reduced 8%,8,133683,1804723,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0007,,Sales invoice,C,5,2021-02,4014,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,829197,753816,Standard 10%,10,75381,829197,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0007,,Sales invoice,C,5,2021-02,4014,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,365822,338724,Reduced 8%,8,27098,365822,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0008,,Sales invoice,C,5,2021-02,4015,1,1,AR-DEMO-01,Household goods (demo line),1,lot,303,276,Standard 10%,10,27,303,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0008,,Sales invoice,C,5,2021-02,4015,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,186,173,Reduced 8%,8,13,186,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0008,,Sales invoice,C,5,2021-02,4015,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,139,126,Standard 10%,10,13,139,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0009,,Sales invoice,C,5,2021-03,4016,1,1,AR-DEMO-01,Household goods (demo line),1,lot,15841,14401,Standard 10%,10,1440,15841,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0009,,Sales invoice,C,5,2021-03,4016,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,8668,8026,Reduced 8%,8,642,8668,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0009,,Sales invoice,C,5,2021-03,4016,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,5978,5435,Standard 10%,10,543,5978,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0010,,Sales invoice,C,5,2021-03,4017,1,1,AR-DEMO-01,Household goods (demo line),1,lot,568120,516473,Standard 10%,10,51647,568120,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0010,,Sales invoice,C,5,2021-03,4017,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,352627,326507,Reduced 8%,8,26120,352627,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0010,,Sales invoice,C,5,2021-03,4017,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,284060,258237,Standard 10%,10,25823,284060,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0011,,Sales invoice,C,5,2021-03,4018,1,1,AR-DEMO-01,Household goods (demo line),1,lot,309,286,Reduced 8%,8,23,309,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0011,,Sales invoice,C,5,2021-03,4018,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,234,213,Standard 10%,10,21,234,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0011,,Sales invoice,C,5,2021-03,4018,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,85,79,Reduced 8%,8,6,85,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0009,,Sales invoice,C,6,2021-02,4019,1,1,AR-DEMO-01,Household goods (demo line),1,lot,620102,574169,Reduced 8%,8,45933,620102,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0009,,Sales invoice,C,6,2021-02,4019,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,238501,216820,Standard 10%,10,21681,238501,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0009,,Sales invoice,C,6,2021-02,4019,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,162180,150167,Reduced 8%,8,12013,162180,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0010,,Sales invoice,C,6,2021-02,4020,1,1,AR-DEMO-01,Household goods (demo line),1,lot,346,315,Standard 10%,10,31,346,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0010,,Sales invoice,C,6,2021-02,4020,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,227,211,Reduced 8%,8,16,227,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0010,,Sales invoice,C,6,2021-02,4020,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,102,93,Standard 10%,10,9,102,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0011,,Sales invoice,C,6,2021-02,4021,1,1,AR-DEMO-01,Household goods (demo line),1,lot,12347,11225,Standard 10%,10,1122,12347,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0011,,Sales invoice,C,6,2021-02,4021,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,8819,8166,Reduced 8%,8,653,8819,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0011,,Sales invoice,C,6,2021-02,4021,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,6173,5612,Standard 10%,10,561,6173,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0012,,Sales invoice,C,6,2021-03,4022,1,1,AR-DEMO-01,Household goods (demo line),1,lot,893342,812129,Standard 10%,10,81213,893342,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0012,,Sales invoice,C,6,2021-03,4022,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,463850,429491,Reduced 8%,8,34359,463850,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0012,,Sales invoice,C,6,2021-03,4022,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,446671,406065,Standard 10%,10,40606,446671,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0013,,Sales invoice,C,6,2021-03,4023,1,1,AR-DEMO-01,Household goods (demo line),1,lot,366,340,Reduced 8%,8,26,366,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0013,,Sales invoice,C,6,2021-03,4023,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,190,173,Standard 10%,10,17,190,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0013,,Sales invoice,C,6,2021-03,4023,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,119,110,Reduced 8%,8,9,119,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0012,,Sales invoice,C,7,2021-02,4024,1,1,AR-DEMO-01,Household goods (demo line),1,lot,797735,738644,Reduced 8%,8,59091,797735,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0012,,Sales invoice,C,7,2021-02,4024,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,490913,446285,Standard 10%,10,44628,490913,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0012,,Sales invoice,C,7,2021-02,4024,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,245457,227275,Reduced 8%,8,18182,245457,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0013,,Sales invoice,C,7,2021-02,4025,1,1,AR-DEMO-01,Household goods (demo line),1,lot,249,227,Standard 10%,10,22,249,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0013,,Sales invoice,C,7,2021-02,4025,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,187,174,Reduced 8%,8,13,187,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0013,,Sales invoice,C,7,2021-02,4025,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,80,73,Standard 10%,10,7,80,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0014,,Sales invoice,C,7,2021-03,4026,1,1,AR-DEMO-01,Household goods (demo line),1,lot,462912,420830,Standard 10%,10,42082,462912,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0014,,Sales invoice,C,7,2021-03,4026,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,313839,290592,Reduced 8%,8,23247,313839,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0014,,Sales invoice,C,7,2021-03,4026,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,141228,128389,Standard 10%,10,12839,141228,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0015,,Sales invoice,C,7,2021-03,4027,1,1,AR-DEMO-01,Household goods (demo line),1,lot,269,245,Standard 10%,10,24,269,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0015,,Sales invoice,C,7,2021-03,4027,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,166,154,Reduced 8%,8,12,166,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0015,,Sales invoice,C,7,2021-03,4027,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,81,74,Standard 10%,10,7,81,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0016,,Sales invoice,C,7,2021-03,4028,1,1,AR-DEMO-01,Household goods (demo line),1,lot,23513,21771,Reduced 8%,8,1742,23513,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0016,,Sales invoice,C,7,2021-03,4028,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,15214,13831,Standard 10%,10,1383,15214,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0016,,Sales invoice,C,7,2021-03,4028,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,13370,12380,Reduced 8%,8,990,13370,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0014,,Sales invoice,C,9,2021-02,4029,1,1,AR-DEMO-01,Household goods (demo line),1,lot,1304426,1207802,Reduced 8%,8,96624,1304426,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0014,,Sales invoice,C,9,2021-02,4029,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,772993,702721,Standard 10%,10,70272,772993,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0014,,Sales invoice,C,9,2021-02,4029,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,507277,469701,Reduced 8%,8,37576,507277,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0015,,Sales invoice,C,9,2021-02,4030,1,1,AR-DEMO-01,Household goods (demo line),1,lot,309,281,Standard 10%,10,28,309,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0015,,Sales invoice,C,9,2021-02,4030,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,176,163,Reduced 8%,8,13,176,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0015,,Sales invoice,C,9,2021-02,4030,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,157,143,Standard 10%,10,14,157,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0017,,Sales invoice,C,9,2021-03,4031,1,1,AR-DEMO-01,Household goods (demo line),1,lot,498061,461168,Reduced 8%,8,36893,498061,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0017,,Sales invoice,C,9,2021-03,4031,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,334634,304213,Standard 10%,10,30421,334634,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0017,,Sales invoice,C,9,2021-03,4031,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,132297,122497,Reduced 8%,8,9800,132297,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0018,,Sales invoice,C,9,2021-03,4032,1,1,AR-DEMO-01,Household goods (demo line),1,lot,380,346,Standard 10%,10,34,380,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0018,,Sales invoice,C,9,2021-03,4032,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,139,129,Reduced 8%,8,10,139,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0018,,Sales invoice,C,9,2021-03,4032,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,123,112,Standard 10%,10,11,123,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0019,,Sales invoice,C,10,2021-03,4033,1,1,AR-DEMO-01,Household goods (demo line),1,lot,36014,32740,Standard 10%,10,3274,36014,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0019,,Sales invoice,C,10,2021-03,4033,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,27011,25011,Reduced 8%,8,2000,27011,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0019,,Sales invoice,C,10,2021-03,4033,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,16721,15201,Standard 10%,10,1520,16721,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0020,,Sales invoice,C,11,2021-03,4034,1,1,AR-DEMO-01,Household goods (demo line),1,lot,3647471,3315883,Standard 10%,10,331588,3647471,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0020,,Sales invoice,C,11,2021-03,4034,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,2321118,2149184,Reduced 8%,8,171934,2321118,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0020,,Sales invoice,C,11,2021-03,4034,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,1724259,1567508,Standard 10%,10,156751,1724259,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0021,,Sales invoice,C,11,2021-03,4035,1,1,AR-DEMO-01,Household goods (demo line),1,lot,269306,249358,Reduced 8%,8,19948,269306,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0021,,Sales invoice,C,11,2021-03,4035,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,106867,97152,Standard 10%,10,9715,106867,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0021,,Sales invoice,C,11,2021-03,4035,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,81219,75203,Reduced 8%,8,6016,81219,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0016,,Sales invoice,C,12,2021-02,4036,1,1,AR-DEMO-01,Household goods (demo line),1,lot,16213,14740,Standard 10%,10,1473,16213,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0016,,Sales invoice,C,12,2021-02,4036,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,8694,8050,Reduced 8%,8,644,8694,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0016,,Sales invoice,C,12,2021-02,4036,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,5640,5127,Standard 10%,10,513,5640,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0017,,Sales invoice,C,12,2021-02,4037,1,1,AR-DEMO-01,Household goods (demo line),1,lot,4726969,4376824,Reduced 8%,8,350145,4726969,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0017,,Sales invoice,C,12,2021-02,4037,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,2254401,2049456,Standard 10%,10,204945,2254401,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0017,,Sales invoice,C,12,2021-02,4037,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,2036233,1885401,Reduced 8%,8,150832,2036233,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0022,,Sales invoice,C,12,2021-03,4038,1,1,AR-DEMO-01,Household goods (demo line),1,lot,21796,19815,Standard 10%,10,1981,21796,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0022,,Sales invoice,C,12,2021-03,4038,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,14414,13347,Reduced 8%,8,1067,14414,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0022,,Sales invoice,C,12,2021-03,4038,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,9843,8948,Standard 10%,10,895,9843,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0023,,Sales invoice,C,12,2021-03,4039,1,1,AR-DEMO-01,Household goods (demo line),1,lot,5052818,4593472,Standard 10%,10,459346,5052818,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0023,,Sales invoice,C,12,2021-03,4039,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,2253283,2086374,Reduced 8%,8,166909,2253283,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0023,,Sales invoice,C,12,2021-03,4039,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,1707033,1551848,Standard 10%,10,155185,1707033,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0018,,Sales invoice,C,13,2021-02,4040,1,1,AR-DEMO-01,Household goods (demo line),1,lot,1072621,975110,Standard 10%,10,97511,1072621,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0018,,Sales invoice,C,13,2021-02,4040,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,658896,610089,Reduced 8%,8,48807,658896,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0018,,Sales invoice,C,13,2021-02,4040,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,383079,348254,Standard 10%,10,34825,383079,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0019,,Sales invoice,C,13,2021-02,4041,1,1,AR-DEMO-01,Household goods (demo line),1,lot,28055,25977,Reduced 8%,8,2078,28055,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0019,,Sales invoice,C,13,2021-02,4041,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,15342,13948,Standard 10%,10,1394,15342,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0019,,Sales invoice,C,13,2021-02,4041,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,9644,8930,Reduced 8%,8,714,9644,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0024,,Sales invoice,C,13,2021-03,4042,1,1,AR-DEMO-01,Household goods (demo line),1,lot,832447,756770,Standard 10%,10,75677,832447,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0024,,Sales invoice,C,13,2021-03,4042,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,347888,322119,Reduced 8%,8,25769,347888,floor,document-rate-total-tax-floor-reference-demo
DOC-20210328-0024,,Sales invoice,C,13,2021-03,4042,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,236067,214607,Standard 10%,10,21460,236067,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0020,,Sales invoice,C,14,2021-02,4043,1,1,AR-DEMO-01,Household goods (demo line),1,lot,7274968,6613608,Standard 10%,10,661360,7274968,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0020,,Sales invoice,C,14,2021-02,4043,1,2,AR-DEMO-02,Daily consumables (demo line),1,lot,3968164,3674226,Reduced 8%,8,293938,3968164,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0020,,Sales invoice,C,14,2021-02,4043,1,3,AR-DEMO-03,General merchandise (demo line),1,lot,2645443,2404948,Standard 10%,10,240495,2645443,floor,document-rate-total-tax-floor-reference-demo
DOC-20210228-0021,,Sales invoice,C,14,2021-02,4044,1,1,AR-DEMO-01,Household goods (demo line),1,lot,341,316,Reduced 8%,8,25,341,floor,document-rate-total-tax-floor-reference-demo
