JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
2368,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
2368,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2369,,,,,,20,2022-02-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,42000,3818,S10,Standard 10%,10A100020,Cash and deposits,,,,42000,0,O,Exempt,,,,,,,,,,,,,,
2369,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,,,,,,,,,
2369,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2370,,,,,,76,2022-02-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,1.0,,,,,,,,,,Employee meals,10E200140,Welfare expenses,,,,15608,1418,S10,Standard 10%,10B100630,Accounts payable - other,,,,15608,0,O,Exempt,,,,,,,,,,,,,,
2370,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
2370,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2371,,,,,,85,2022-02-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,1.0,,,,,,,,,,"February 5th Slip No. 432 Watanabe Industries Co., Ltd.",10A100020,Cash and deposits,,,,2036596,0,O,Exempt,10A100090,Accounts receivable - trade,,,,2036596,0,O,Exempt,,,,,,,reporting,DOC-20220205-0001,Receipt,,DOC-20211231-0028,Sales invoice,,
2371,1.0,,1.0,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,1.0,,,,1.0,,,,,,,,,,,,,,,,,,22,"Watanabe Industries Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,
2371,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,,,,
2371,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2371,2.0,,,,,,,,,,"February 5th Slip No. 432 Watanabe Industries Co., Ltd.",10E200690,Commission expenses,,,,0,42,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,0,0,O,Exempt,,,,,,,reporting,,Receipt,,,,,
2371,2.0,,,,1.0,,,,,,,,,,,,,,,,,,22,"Watanabe Industries Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,
2371,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
2371,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2372,,,,,,86,2022-02-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,1.0,,,,,,,,,,"February 5th Slip No. 433 Sasaki Sales Co., Ltd.",10A100020,Cash and deposits,,,,2366012,0,O,Exempt,10A100090,Accounts receivable - trade,,,,2366012,0,O,Exempt,,,,,,,reporting,DOC-20220205-0002,Receipt,,DOC-20211231-0009,Sales invoice,,
2372,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,1.0,,,,1.0,,,,,,,,,,,,,,,,,,26,"Sasaki Sales Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,
2372,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,,,,
2372,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2372,2.0,,,,,,,,,,"February 5th Slip No. 433 Sasaki Sales Co., Ltd.",10E200690,Commission expenses,,,,0,42,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,0,0,O,Exempt,,,,,,,reporting,,Receipt,,,,,
2372,2.0,,,,1.0,,,,,,,,,,,,,,,,,,26,"Sasaki Sales Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,
2372,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
2372,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2373,,,,,,87,2022-02-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,1.0,,,,,,,,,,"February 5th Slip No. 434 Iwashita Trading Co., Ltd.",10A100020,Cash and deposits,,,,1655306,0,O,Exempt,10A100090,Accounts receivable - trade,,,,1655306,0,O,Exempt,,,,,,,reporting,DOC-20220205-0003,Receipt,,DOC-20211231-0015,Sales invoice,,
2373,1.0,,1.0,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,1.0,,,,1.0,,,,,,,,,,,,,,,,,,27,"Iwashita Trading Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,
2373,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,,,,
2373,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2374,,,,,,133,2022-02-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,1.0,,,,,,,,,,Tax Accountant Fee,10E200600,Fee expenses,,,,139710,12700,S10,Standard 10%,10A100020,Cash and deposits,,,,139710,0,O,Exempt,,,,,,,,,,,,,,
2374,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,
2374,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
2374,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2375,,,,,,142,2022-02-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,1.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,4991,453,S10,Standard 10%,10A100020,Cash and deposits,,,,12556,0,O,Exempt,,,,,,,,,,,,,,
2375,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,,,,,,,,,
2375,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2375,2.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,3004,273,S10,Standard 10%,,,,,,,,,,,,,,,,,,,,,,,
2375,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,,,,,,,,,
2375,3.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,4561,414,S10,Standard 10%,,,,,,,,,,,,,,,,,,,,,,,
2375,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,,,,,,,,,
2376,,,,,,161,2022-02-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,6980,634,S10,Standard 10%,10A100020,Cash and deposits,,,,6980,0,O,Exempt,,,,,,,,,,,,,,
2376,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
2376,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2377,,,,,,21,2022-02-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,1.0,,,,,,,,,,JR,10E201230,Travel and transportation expenses,,,,59600,5418,S10,Standard 10%,10A100020,Cash and deposits,,,,59600,0,O,Exempt,,,,,,,,,,,,,,
2377,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,,,,,,,,,
2377,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2378,,,,,,106,2022-02-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,1.0,,,,,,,,,,Golf Play Fee,10E200150,Entertainment expenses,,,,18600,1690,S10,Standard 10%,10A100020,Cash and deposits,,,,18600,0,O,Exempt,,,,,,,,,,,,,,
2378,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,,,,,,,,,
2378,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2379,,,,,,110,2022-02-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,1.0,,,,,,,,,,Taxi Fare,10E201230,Travel and transportation expenses,,,,2290,208,S10,Standard 10%,10A100020,Cash and deposits,,,,2290,0,O,Exempt,,,,,,,,,,,,,,
2379,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,,,,,,,,,
2379,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2380,,,,,,149,2022-02-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,1.0,,,,,,,,,,Coffee fee 2 people,10E200150,Entertainment expenses,,,,1260,114,S10,Standard 10%,10A100020,Cash and deposits,,,,1260,0,O,Exempt,,,,,,,,,,,,,,
2380,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,,,,,,,,,
2380,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2381,,,,,,43,2022-02-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,1.0,,,,,,,,,,Coffee Cost OtherOthers 2 People,10E200150,Entertainment expenses,,,,2210,200,S10,Standard 10%,10A100020,Cash and deposits,,,,2210,0,O,Exempt,,,,,,,,,,,,,,
2381,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
2381,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2382,,,,,,58,2022-02-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,70000,6363,S10,Standard 10%,10A100020,Cash and deposits,,,,70000,0,O,Exempt,,,,,,,,,,,,,,
2382,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
2382,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2383,,,,,,143,2022-02-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,1.0,,,,,,,,,,Vehicle management fee,10E201120,Vehicle expenses,,,,23200,2109,S10,Standard 10%,10A100020,Cash and deposits,,,,23200,0,O,Exempt,,,,,,,,,,,,,,
2383,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,,,,,,,,,
2383,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2384,,,,,,50,2022-02-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,1.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1200,109,S10,Standard 10%,10A100020,Cash and deposits,,,,1200,0,O,Exempt,,,,,,,,,,,,,,
2384,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,,,,,,,,,
2384,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2385,,,,,,75,2022-02-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,6630,602,S10,Standard 10%,10A100020,Cash and deposits,,,,9678,0,O,Exempt,,,,,,,,,,,,,,
2385,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
2385,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2385,2.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,2286,207,S10,Standard 10%,,,,,,,,,,,,,,,,,,,,,,,
2385,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
2385,3.0,,,,,,,,,,Parking Fee,10E201120,Vehicle expenses,,,,762,69,S10,Standard 10%,,,,,,,,,,,,,,,,,,,,,,,
2385,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
2386,,,,,,164,2022-02-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,1.0,,,,,,,,,,Office Supplies,10E201110,Office supplies expenses,,,,898,81,S10,Standard 10%,10A100020,Cash and deposits,,,,898,0,O,Exempt,,,,,,,,,,,,,,
2386,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
2386,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2387,,,,,,152,2022-02-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,1.0,,,,,,,,,,Golf Play Fee,10E200150,Entertainment expenses,,,,12000,1090,S10,Standard 10%,10A100020,Cash and deposits,,,,12000,0,O,Exempt,,,,,,,,,,,,,,
2387,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
2387,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2388,,,,,,10,2022-02-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,3000,272,S10,Standard 10%,10A100020,Cash and deposits,,,,3000,0,O,Exempt,,,,,,,,,,,,,,
2388,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,,,,,,,,,
2388,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2389,,,,,,60,2022-02-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,1.0,,,,,,,,,,Withdrawal,10A100020,Cash and deposits,,,,500000,0,O,Exempt,10A100020,Cash and deposits,,,,500000,0,O,Exempt,,,,,,,,,,,,,,
2389,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Head Office,sub-account,,,,,,,,,,,,,,,,,,
2389,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,,,,
2389,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2390,,,,,,62,2022-02-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,1.0,,,,,,,,,,Withholding Tax Payment,10B100690,Deposits received,,,,232482,0,O,Exempt,10A100020,Cash and deposits,,,,681982,0,O,Exempt,,,,,,,,,,,,,,
2390,1.0,,1.0,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,
2390,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,,,,
2390,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2390,2.0,,,,,,,,,,Resident Tax Payment,10B100690,Deposits received,,,,449500,0,O,Exempt,,,,,,,,,,,,,,,,,,,,,,,
2390,2.0,,1.0,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,,,,
2391,,,,,,65,2022-02-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,1.0,,,,,,,,,,Wired (Cable),10E201270,Miscellaneous expenses,,,,5000,454,S10,Standard 10%,10B100630,Accounts payable - other,,,,39286,0,O,Exempt,,,,,,,,,,,,,,
2391,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,,,,,,,,,
2391,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2391,2.0,,,,,,,,,,Security Fee,10E201270,Miscellaneous expenses,,,,34286,3116,S10,Standard 10%,,,,,,,,,,,,,,,,,,,,,,,
2391,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,,,,,,,,,
2392,,,,,,76,2022-02-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,6012,546,S10,Standard 10%,10A100020,Cash and deposits,,,,6012,0,O,Exempt,,,,,,,,,,,,,,
2392,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,,,,,,,,,
2392,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2393,,,,,,79,2022-02-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,22000,2000,S10,Standard 10%,10A100020,Cash and deposits,,,,22000,0,O,Exempt,,,,,,,,,,,,,,
2393,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,,,,,,,,,
2393,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2394,,,,,,88,2022-02-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,1.0,,,,,,,,,,"February 10th Slip No. 435 Check Co., Ltd.",10B100040,Accounts payable - trade,,,,0,0,O,Exempt,10A100090,Accounts receivable - trade,,,,0,0,O,Exempt,,,,,,,reporting,,Receipt,,,,,
2394,1.0,,1.0,,,,,,,,,,,3,"Check Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,1.0,,,,1.0,,,,,,,,,,,,,,,,,,3,"Check Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,
2394,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,,,,
2394,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2395,,,,,,89,2022-02-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,1.0,,,,,,,,,,"February 10th Slip No. 436 Fujita Tokyo Headquarters Co., Ltd.",10A100020,Cash and deposits,,,,2823042,0,O,Exempt,10A100090,Accounts receivable - trade,,,,2823042,0,O,Exempt,,,,,,,reporting,DOC-20220210-0001,Receipt,,DOC-20211231-0001,Sales invoice,,
2395,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,1.0,,,,1.0,,,,,,,,,,,,,,,,,,14,"Fujita Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,
2395,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,,,,
2395,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,,,,,,
2395,2.0,,,,,,,,,,"February 10th Slip No. 436 Fujita Tokyo Headquarters Co., Ltd.",10E200690,Commission expenses,,,,3452470,66,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,3452470,0,O,Exempt,,,,,,,reporting,DOC-20220210-0002,Receipt,,DOC-20211231-0008,Sales invoice,,
2395,2.0,,,,1.0,,,,,,,,,,,,,,,,,,14,"Fujita Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,
