Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2022-01,10B100790,Short-term Borrowings,1960500,653500,0,1307000,Current Liabilities
2022-01,10B100890,Temporary Consumption Tax Received,6540636,0,0,6540636,Current Liabilities
2022-01,10B200080,Long-term Borrowings,37343150,0,0,37343150,Non-current Liabilities
2022-01,10B200120,Provision for Retirement Benefits,18560000,0,0,18560000,Non-current Liabilities
2022-01,10B200130,Provision for Directors' Retirement Benefits,22000000,0,0,22000000,Non-current Liabilities
2022-01,10C110010,Capital Stock,10000000,0,0,10000000,Capital Stock
2022-01,10C120020,Capital Reserve,0,0,0,0,Capital Surplus
2022-01,10C130020,Legal Retained Earnings,7200000,0,0,7200000,Retained Earnings
2022-01,10C130360,General Reserve,4830000,0,0,4830000,Retained Earnings
2022-01,10C130370,Retained Earnings Brought Forward,82709171,0,0,82709171,Retained Earnings
2022-01,10D100100,Gross Sales,628917223,0,91476616,720393839,Net Sales
2022-01,10D100110,Sales Discounts and Returns,1267444,0,0,1267444,Net Sales
2022-01,10E100100,Beginning Merchandise Inventory,0,0,0,0,Cost of Sales
2022-01,10E100120,Purchase Discounts and Returns,733583,0,0,733583,Cost of Sales
2022-01,10E100130,Merchandise Purchases,375152755,54296895,0,429449650,Cost of Sales
2022-01,10E100140,Ending Merchandise Inventory,0,0,0,0,Cost of Sales
2022-01,10E200020,Sales Commissions,20000267,2509900,0,22510167,"Selling, General and Administrative Expenses"
2022-01,10E200050,Advertising Expenses,1604200,191500,0,1795700,"Selling, General and Administrative Expenses"
2022-01,10E200090,Directors' Compensation,15480000,1720000,0,17200000,"Selling, General and Administrative Expenses"
2022-01,10E200130,Bonuses,9061000,673667,0,9734667,"Selling, General and Administrative Expenses"
2022-01,10E200140,Employee Welfare Expenses,4300467,220092,0,4520559,"Selling, General and Administrative Expenses"
2022-01,10E200150,Entertainment Expenses,3250843,391213,0,3642056,"Selling, General and Administrative Expenses"
2022-01,10E200180,Communication Expenses,9929652,1114572,0,11044224,"Selling, General and Administrative Expenses"
2022-01,10E200200,Supplies Expenses,2439775,551936,275968,2715743,"Selling, General and Administrative Expenses"
2022-01,10E200210,Taxes and Dues,239000,4000,0,243000,"Selling, General and Administrative Expenses"
2022-01,10E200220,Depreciation Expenses,0,0,0,0,"Selling, General and Administrative Expenses"
2022-01,10E200240,Insurance Expenses,2869380,318820,0,3188200,"Selling, General and Administrative Expenses"
2022-01,10E200370,Salaries and Allowances,47058972,4813853,0,51872825,"Selling, General and Administrative Expenses"
2022-01,10E200520,Temporary Wages,3790337,313425,0,4103762,"Selling, General and Administrative Expenses"
2022-01,10E200540,Statutory Welfare Expenses,7008962,1591504,0,8600466,"Selling, General and Administrative Expenses"
2022-01,10E200600,Professional Fees,1257390,139710,0,1397100,"Selling, General and Administrative Expenses"
2022-01,10E200690,Service Fees,107930,12021,0,119951,"Selling, General and Administrative Expenses"
2022-01,10E200720,Rent Expenses,31011000,3449000,0,34460000,"Selling, General and Administrative Expenses"
2022-01,10E200730,Land and Building Rent,2350800,587700,0,2938500,"Selling, General and Administrative Expenses"
2022-01,10E200870,Freight Expenses,37366207,6260649,0,43626856,"Selling, General and Administrative Expenses"
2022-01,10E201000,Repairs and Maintenance,301650,0,0,301650,"Selling, General and Administrative Expenses"
2022-01,10E201040,Utilities Expenses,5413937,560492,0,5974429,"Selling, General and Administrative Expenses"
2022-01,10E201110,Office Supplies Expenses,1147431,119083,0,1266514,"Selling, General and Administrative Expenses"
2022-01,10E201120,Vehicle Expenses,5617052,631347,0,6248399,"Selling, General and Administrative Expenses"
2022-01,10E201130,Meeting Expenses,255434,24995,0,280429,"Selling, General and Administrative Expenses"
2022-01,10E201140,Membership Fees,1044000,116000,0,1160000,"Selling, General and Administrative Expenses"
2022-01,10E201160,Books and Publications,224838,24982,0,249820,"Selling, General and Administrative Expenses"
2022-01,10E201230,Travel and Transportation Expenses,9896123,959678,0,10855801,"Selling, General and Administrative Expenses"
2022-01,10E201270,Miscellaneous Expenses,4342686,473790,0,4816476,"Selling, General and Administrative Expenses"
2022-01,10E300020,Interest Expense,1050085,86333,0,1136418,Non-operating Expenses
2022-01,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,0,0,0,Other
