Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2022-02,10E100120,Purchase Discounts and Returns,733583,0,0,733583,Cost of Sales
2022-02,10E100130,Merchandise Purchases,429449650,36698676,0,466148326,Cost of Sales
2022-02,10E100140,Ending Merchandise Inventory,0,0,0,0,Cost of Sales
2022-02,10E200020,Sales Commissions,22510167,1548100,0,24058267,"Selling, General and Administrative Expenses"
2022-02,10E200050,Advertising Expenses,1795700,191500,0,1987200,"Selling, General and Administrative Expenses"
2022-02,10E200090,Directors' Compensation,17200000,1720000,0,18920000,"Selling, General and Administrative Expenses"
2022-02,10E200130,Bonuses,9734667,673666,0,10408333,"Selling, General and Administrative Expenses"
2022-02,10E200140,Employee Welfare Expenses,4520559,626457,0,5147016,"Selling, General and Administrative Expenses"
2022-02,10E200150,Entertainment Expenses,3642056,351170,0,3993226,"Selling, General and Administrative Expenses"
2022-02,10E200180,Communication Expenses,11044224,1043223,0,12087447,"Selling, General and Administrative Expenses"
2022-02,10E200200,Supplies Expenses,2715743,608814,304407,3020150,"Selling, General and Administrative Expenses"
2022-02,10E200210,Taxes and Dues,243000,0,0,243000,"Selling, General and Administrative Expenses"
2022-02,10E200220,Depreciation Expenses,0,0,0,0,"Selling, General and Administrative Expenses"
2022-02,10E200240,Insurance Expenses,3188200,318820,0,3507020,"Selling, General and Administrative Expenses"
2022-02,10E200370,Salaries and Allowances,51872825,5186684,0,57059509,"Selling, General and Administrative Expenses"
2022-02,10E200520,Temporary Wages,4103762,210240,0,4314002,"Selling, General and Administrative Expenses"
2022-02,10E200540,Statutory Welfare Expenses,8600466,754033,0,9354499,"Selling, General and Administrative Expenses"
2022-02,10E200600,Professional Fees,1397100,139710,0,1536810,"Selling, General and Administrative Expenses"
2022-02,10E200690,Service Fees,119951,12021,0,131972,"Selling, General and Administrative Expenses"
2022-02,10E200720,Rent Expenses,34460000,3449000,0,37909000,"Selling, General and Administrative Expenses"
2022-02,10E200730,Land and Building Rent,2938500,293850,0,3232350,"Selling, General and Administrative Expenses"
2022-02,10E200870,Freight Expenses,43626856,3540383,0,47167239,"Selling, General and Administrative Expenses"
2022-02,10E201000,Repairs and Maintenance,301650,17850,0,319500,"Selling, General and Administrative Expenses"
2022-02,10E201040,Utilities Expenses,5974429,402972,0,6377401,"Selling, General and Administrative Expenses"
2022-02,10E201110,Office Supplies Expenses,1266514,110000,0,1376514,"Selling, General and Administrative Expenses"
2022-02,10E201120,Vehicle Expenses,6248399,599608,0,6848007,"Selling, General and Administrative Expenses"
2022-02,10E201130,Meeting Expenses,280429,24995,0,305424,"Selling, General and Administrative Expenses"
2022-02,10E201140,Membership Fees,1160000,116000,0,1276000,"Selling, General and Administrative Expenses"
2022-02,10E201160,Books and Publications,249820,24982,0,274802,"Selling, General and Administrative Expenses"
2022-02,10E201230,Travel and Transportation Expenses,10855801,804634,0,11660435,"Selling, General and Administrative Expenses"
2022-02,10E201270,Miscellaneous Expenses,4816476,456715,0,5273191,"Selling, General and Administrative Expenses"
2022-02,10E300020,Interest Expense,1136418,32675,0,1169093,Non-operating Expenses
2022-02,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,0,0,0,Other
