Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2021-11,10E200600,Professional Fees,977970,139710,0,1117680,"Selling, General and Administrative Expenses"
2021-11,10E200690,Service Fees,83783,12126,0,95909,"Selling, General and Administrative Expenses"
2021-11,10E200720,Rent Expenses,24113000,3449000,0,27562000,"Selling, General and Administrative Expenses"
2021-11,10E200730,Land and Building Rent,2056950,293850,0,2350800,"Selling, General and Administrative Expenses"
2021-11,10E200870,Freight Expenses,25484533,4570408,0,30054941,"Selling, General and Administrative Expenses"
2021-11,10E201000,Repairs and Maintenance,283800,17850,0,301650,"Selling, General and Administrative Expenses"
2021-11,10E201040,Utilities Expenses,4066009,609480,0,4675489,"Selling, General and Administrative Expenses"
2021-11,10E201110,Office Supplies Expenses,899186,111684,0,1010870,"Selling, General and Administrative Expenses"
2021-11,10E201120,Vehicle Expenses,4265118,701800,0,4966918,"Selling, General and Administrative Expenses"
2021-11,10E201130,Meeting Expenses,205444,24995,0,230439,"Selling, General and Administrative Expenses"
2021-11,10E201140,Membership Fees,812000,116000,0,928000,"Selling, General and Administrative Expenses"
2021-11,10E201160,Books and Publications,174874,24982,0,199856,"Selling, General and Administrative Expenses"
2021-11,10E201230,Travel and Transportation Expenses,7162542,1004428,0,8166970,"Selling, General and Administrative Expenses"
2021-11,10E201270,Miscellaneous Expenses,3355588,482901,0,3838489,"Selling, General and Administrative Expenses"
2021-11,10E300020,Interest Expense,878014,93029,0,971043,Non-operating Expenses
2021-11,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,0,0,0,Other
