Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Source_Row,Entry_Key,Occurrence,Semantic_Path,Month
,,,Opening,2021-10-01,* Opening balance,4010,Demo Service Revenue,,,,,0,0,,,,,,,14116530,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,4020,Demo Other Operating Revenue,,,,,0,0,,,,,,,7290780,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,4030,Demo Interest Income,,,,,0,0,,,,,,,0,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,4040,Demo Miscellaneous Income,,,,,0,0,,,,,,,0,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,5000,Demo Purchases,,,,,0,0,,,,,,,2497080,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,5010,Demo Freight-in,,,,,0,0,,,,,,,3753620,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,5020,Demo Inventory Adjustment,,,,,0,0,,,,,,,3571310,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6000,Demo Salaries,,,,,0,0,,,,,,,3980570,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6010,Demo Statutory Welfare,,,,,0,0,,,,,,,2032740,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6020,Demo Office Rent,,,,,0,0,,,,,,,207810,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6030,Demo Utilities,,,,,0,0,,,,,,,3295020,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6040,Demo Communication,,,,,0,0,,,,,,,2114780,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6050,Demo Business Travel,,,,,0,0,,,,,,,0,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6060,Demo Office Supplies,,,,,0,0,,,,,,,3534490,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6070,Demo Bank Fees,,,,,0,0,,,,,,,1232550,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6080,Demo Advertising,,,,,0,0,,,,,,,234100,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6090,Demo Insurance,,,,,0,0,,,,,,,0,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6100,Demo Repairs,,,,,0,0,,,,,,,419650,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6110,Demo Depreciation Expense,,,,,0,0,,,,,,,0,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6120,Demo Professional Fees,,,,,0,0,,,,,,,124060,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6130,Demo Training,,,,,0,0,,,,,,,0,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6140,Demo Vehicle Expense,,,,,0,0,,,,,,,514910,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6150,Demo Software Subscription,,,,,0,0,,,,,,,0,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6160,Demo Shipping,,,,,0,0,,,,,,,119830,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,6170,Demo Miscellaneous Expense,,,,,0,0,,,,,,,0,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,7000,Demo Taxes and Dues,,,,,0,0,,,,,,,3364310,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,7010,Demo Corporate Tax,,,,,0,0,,,,,,,0,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,7020,Demo Consumption Tax Expense,,,,,0,0,,,,,,,0,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,8000,Demo Suspense,,,,,0,0,,,,,,,50000,,,,,2021-10
,,,Opening,2021-10-01,* Opening balance,8010,Demo Clearing,,,,,0,0,,,,,,,50000,,,,,2021-10
1,1,900367,Debit,2021-10-01,Synthetic demo multi-vendor settlement 900367,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D01,Demo Sales,146200,0,,,,,,,2614760,634,"[""20211001"",""900367""]",634-D,cor:monetaryAmount,2021-10
1,2,900367,Debit,2021-10-01,Synthetic demo multi-vendor settlement 900367,2100,Demo Accrued Payables,V001,Demo Vendor Keystone,D01,Demo Sales,341150,0,,,,,,,4170500,635,"[""20211001"",""900367""]",635-D,cor:monetaryAmount,2021-10
1,3,900367,Credit,2021-10-01,Synthetic demo multi-vendor settlement 900367,1110,Demo North Current Deposit,B002,North Demo Bank,D01,Demo Sales,0,341140,,,,,,,9604380,636,"[""20211001"",""900367""]",636-C,cor:monetaryAmount,2021-10
1,4,900367,Credit,2021-10-01,Synthetic demo multi-vendor settlement 900367,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,0,146210,,,,,,,9371260,637,"[""20211001"",""900367""]",637-C,cor:monetaryAmount,2021-10
2,1,900399,Credit,2021-10-01,Synthetic demo prepaid service 900399,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D05,Demo Digital Services,0,202420,1400,Demo Prepaid Expenses,,,,,5850110,638,"[""20211001"",""900399""]",638-C,cor:monetaryAmount,2021-10
2,2,900399,Debit,2021-10-01,Synthetic demo prepaid service 900399,1400,Demo Prepaid Expenses,S004,Demo Logistics Services,D05,Demo Digital Services,202420,0,1100,Demo Central Ordinary Deposit,,,,,3678120,638,"[""20211001"",""900399""]",638-D,cor:monetaryAmount,2021-10
3,1,900385,Credit,2021-10-02,Synthetic demo purchase on account 900385,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,0,36660,5010,Demo Freight-in,,,,,2651420,639,"[""20211002"",""900385""]",639-C,cor:monetaryAmount,2021-10
3,2,900385,Debit,2021-10-02,Synthetic demo purchase on account 900385,5010,Demo Freight-in,V006,Demo Vendor Prairie,D04,Demo Logistics,36660,0,2000,Demo Accounts Payable,,,,,3790280,639,"[""20211002"",""900385""]",639-D,cor:monetaryAmount,2021-10
4,1,900383,Credit,2021-10-03,Synthetic demo financing settlement 900383,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D06,Demo Management,0,434210,,,,,,,8937050,640,"[""20211003"",""900383""]",640-C,cor:monetaryAmount,2021-10
4,2,900383,Debit,2021-10-03,Synthetic demo financing settlement 900383,2200,Demo Short-term Loans,,,D06,Demo Management,121570,0,1120,Demo Harbor Ordinary Deposit,,,,,3845370,640,"[""20211003"",""900383""]",640-D,cor:monetaryAmount,2021-10
4,3,900383,Debit,2021-10-03,Synthetic demo financing settlement 900383,6070,Demo Bank Fees,B003,Harbor Demo Bank,D06,Demo Management,243150,0,1120,Demo Harbor Ordinary Deposit,,,,,1475700,641,"[""20211003"",""900383""]",641-D,cor:monetaryAmount,2021-10
4,4,900383,Debit,2021-10-03,Synthetic demo financing settlement 900383,7000,Demo Taxes and Dues,,,D06,Demo Management,69490,0,1120,Demo Harbor Ordinary Deposit,,,,,3433800,642,"[""20211003"",""900383""]",642-D,cor:monetaryAmount,2021-10
5,1,900401,Debit,2021-10-03,Synthetic demo multi-vendor settlement 900401,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D01,Demo Sales,231960,0,,,,,,,2419460,643,"[""20211003"",""900401""]",643-D,cor:monetaryAmount,2021-10
5,2,900401,Debit,2021-10-03,Synthetic demo multi-vendor settlement 900401,2100,Demo Accrued Payables,V005,Demo Vendor Orchid,D01,Demo Sales,61670,0,,,,,,,4108830,644,"[""20211003"",""900401""]",644-D,cor:monetaryAmount,2021-10
5,3,900401,Credit,2021-10-03,Synthetic demo multi-vendor settlement 900401,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,0,138000,,,,,,,8799050,645,"[""20211003"",""900401""]",645-C,cor:monetaryAmount,2021-10
5,4,900401,Credit,2021-10-03,Synthetic demo multi-vendor settlement 900401,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,0,155630,,,,,,,5694480,646,"[""20211003"",""900401""]",646-C,cor:monetaryAmount,2021-10
6,1,900406,Credit,2021-10-04,Synthetic demo purchase on account 900406,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,0,333950,5010,Demo Freight-in,,,,,2753410,647,"[""20211004"",""900406""]",647-C,cor:monetaryAmount,2021-10
6,2,900406,Debit,2021-10-04,Synthetic demo purchase on account 900406,5010,Demo Freight-in,V001,Demo Vendor Keystone,D04,Demo Logistics,333950,0,2000,Demo Accounts Payable,,,,,4124230,647,"[""20211004"",""900406""]",647-D,cor:monetaryAmount,2021-10
7,1,900395,Credit,2021-10-05,Synthetic demo purchase on account 900395,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,0,195440,5020,Demo Inventory Adjustment,,,,,2948850,648,"[""20211005"",""900395""]",648-C,cor:monetaryAmount,2021-10
7,2,900395,Debit,2021-10-05,Synthetic demo purchase on account 900395,5020,Demo Inventory Adjustment,V006,Demo Vendor Prairie,D04,Demo Logistics,195440,0,2000,Demo Accounts Payable,,,,,3766750,648,"[""20211005"",""900395""]",648-D,cor:monetaryAmount,2021-10
8,1,900372,Credit,2021-10-06,Synthetic demo credit sale 900372,4000,Demo Product Sales,C007,Demo Customer Grove,D01,Demo Sales,0,486740,1200,Demo Accounts Receivable,,,,,13903010,649,"[""20211006"",""900372""]",649-C,cor:monetaryAmount,2021-10
8,2,900372,Debit,2021-10-06,Synthetic demo credit sale 900372,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,486740,0,4000,Demo Product Sales,,,,,17440540,649,"[""20211006"",""900372""]",649-D,cor:monetaryAmount,2021-10
9,1,900396,Credit,2021-10-06,Synthetic demo combined customer receipt 900396,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,80610,1100,Demo Central Ordinary Deposit,,,,,17359930,650,"[""20211006"",""900396""]",650-C,cor:monetaryAmount,2021-10
9,2,900396,Debit,2021-10-06,Synthetic demo combined customer receipt 900396,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,268710,0,,,,,,,5963190,650,"[""20211006"",""900396""]",650-D,cor:monetaryAmount,2021-10
9,3,900396,Credit,2021-10-06,Synthetic demo combined customer receipt 900396,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,29550,1100,Demo Central Ordinary Deposit,,,,,17330380,651,"[""20211006"",""900396""]",651-C,cor:monetaryAmount,2021-10
9,4,900396,Credit,2021-10-06,Synthetic demo combined customer receipt 900396,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,158550,1100,Demo Central Ordinary Deposit,,,,,17171830,652,"[""20211006"",""900396""]",652-C,cor:monetaryAmount,2021-10
10,1,900408,Credit,2021-10-06,Synthetic demo operating expense 900408,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D02,Demo Administration,0,64460,6140,Demo Vehicle Expense,,,,,5898730,653,"[""20211006"",""900408""]",653-C,cor:monetaryAmount,2021-10
10,2,900408,Debit,2021-10-06,Synthetic demo operating expense 900408,6140,Demo Vehicle Expense,V001,Demo Vendor Keystone,D02,Demo Administration,64460,0,1100,Demo Central Ordinary Deposit,,,,,579370,653,"[""20211006"",""900408""]",653-D,cor:monetaryAmount,2021-10
11,1,900364,Credit,2021-10-07,Synthetic demo operating cost bundle 900364,1110,Demo North Current Deposit,B002,North Demo Bank,D03,Demo Operations,0,524240,,,,,,,9080140,654,"[""20211007"",""900364""]",654-C,cor:monetaryAmount,2021-10
11,2,900364,Debit,2021-10-07,Synthetic demo operating cost bundle 900364,6030,Demo Utilities,S002,Demo Energy Services,D03,Demo Operations,330270,0,1110,Demo North Current Deposit,,,,,3625290,654,"[""20211007"",""900364""]",654-D,cor:monetaryAmount,2021-10
11,3,900364,Debit,2021-10-07,Synthetic demo operating cost bundle 900364,6040,Demo Communication,S003,Demo Network Services,D03,Demo Operations,78630,0,1110,Demo North Current Deposit,,,,,2193410,655,"[""20211007"",""900364""]",655-D,cor:monetaryAmount,2021-10
11,4,900364,Debit,2021-10-07,Synthetic demo operating cost bundle 900364,6060,Demo Office Supplies,V005,Demo Vendor Orchid,D03,Demo Operations,115340,0,1110,Demo North Current Deposit,,,,,3649830,656,"[""20211007"",""900364""]",656-D,cor:monetaryAmount,2021-10
12,1,900380,Debit,2021-10-07,Synthetic demo mixed sales and receipt 900380,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,146410,0,,,,,,,8945460,657,"[""20211007"",""900380""]",657-D,cor:monetaryAmount,2021-10
12,2,900380,Debit,2021-10-07,Synthetic demo mixed sales and receipt 900380,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,78840,0,,,,,,,17250670,658,"[""20211007"",""900380""]",658-D,cor:monetaryAmount,2021-10
12,3,900380,Credit,2021-10-07,Synthetic demo mixed sales and receipt 900380,4000,Demo Product Sales,C002,Demo Customer Birch,D01,Demo Sales,0,128390,,,,,,,14031400,659,"[""20211007"",""900380""]",659-C,cor:monetaryAmount,2021-10
12,4,900380,Credit,2021-10-07,Synthetic demo mixed sales and receipt 900380,4010,Demo Service Revenue,C003,Demo Customer Cobalt,D01,Demo Sales,0,96860,,,,,,,14213390,660,"[""20211007"",""900380""]",660-C,cor:monetaryAmount,2021-10
13,1,900382,Credit,2021-10-08,Synthetic demo credit sale 900382,4010,Demo Service Revenue,C007,Demo Customer Grove,D01,Demo Sales,0,100740,1200,Demo Accounts Receivable,,,,,14314130,661,"[""20211008"",""900382""]",661-C,cor:monetaryAmount,2021-10
13,2,900382,Debit,2021-10-08,Synthetic demo credit sale 900382,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,100740,0,4010,Demo Service Revenue,,,,,17351410,661,"[""20211008"",""900382""]",661-D,cor:monetaryAmount,2021-10
14,1,900392,Debit,2021-10-08,Synthetic demo mixed sales and receipt 900392,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,110050,0,,,,,,,9055510,662,"[""20211008"",""900392""]",662-D,cor:monetaryAmount,2021-10
14,2,900392,Debit,2021-10-08,Synthetic demo mixed sales and receipt 900392,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,368460,0,,,,,,,17719870,663,"[""20211008"",""900392""]",663-D,cor:monetaryAmount,2021-10
14,3,900392,Credit,2021-10-08,Synthetic demo mixed sales and receipt 900392,4000,Demo Product Sales,C004,Demo Customer Dawn,D01,Demo Sales,0,291890,,,,,,,14323290,664,"[""20211008"",""900392""]",664-C,cor:monetaryAmount,2021-10
14,4,900392,Credit,2021-10-08,Synthetic demo mixed sales and receipt 900392,4010,Demo Service Revenue,C005,Demo Customer Elm,D01,Demo Sales,0,186620,,,,,,,14500750,665,"[""20211008"",""900392""]",665-C,cor:monetaryAmount,2021-10
15,1,900354,Credit,2021-10-09,Synthetic demo customer receipt 900354,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,451200,1100,Demo Central Ordinary Deposit,,,,,17268670,666,"[""20211009"",""900354""]",666-C,cor:monetaryAmount,2021-10
15,2,900354,Debit,2021-10-09,Synthetic demo customer receipt 900354,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,451200,0,1200,Demo Accounts Receivable,,,,,6349930,666,"[""20211009"",""900354""]",666-D,cor:monetaryAmount,2021-10
16,1,900356,Credit,2021-10-09,Synthetic demo purchase on account 900356,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,0,268000,5020,Demo Inventory Adjustment,,,,,3216850,667,"[""20211009"",""900356""]",667-C,cor:monetaryAmount,2021-10
16,2,900356,Debit,2021-10-09,Synthetic demo purchase on account 900356,5020,Demo Inventory Adjustment,V001,Demo Vendor Keystone,D04,Demo Logistics,268000,0,2000,Demo Accounts Payable,,,,,4034750,667,"[""20211009"",""900356""]",667-D,cor:monetaryAmount,2021-10
17,1,900381,Credit,2021-10-09,Synthetic demo credit sale 900381,4000,Demo Product Sales,C004,Demo Customer Dawn,D01,Demo Sales,0,335100,1200,Demo Accounts Receivable,,,,,14658390,668,"[""20211009"",""900381""]",668-C,cor:monetaryAmount,2021-10
17,2,900381,Debit,2021-10-09,Synthetic demo credit sale 900381,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,335100,0,4000,Demo Product Sales,,,,,17603770,668,"[""20211009"",""900381""]",668-D,cor:monetaryAmount,2021-10
18,1,900388,Credit,2021-10-09,Synthetic demo operating expense 900388,1110,Demo North Current Deposit,B002,North Demo Bank,D03,Demo Operations,0,124270,6120,Demo Professional Fees,,,,,8955870,669,"[""20211009"",""900388""]",669-C,cor:monetaryAmount,2021-10
18,2,900388,Debit,2021-10-09,Synthetic demo operating expense 900388,6120,Demo Professional Fees,V001,Demo Vendor Keystone,D03,Demo Operations,124270,0,1110,Demo North Current Deposit,,,,,248330,669,"[""20211009"",""900388""]",669-D,cor:monetaryAmount,2021-10
19,1,900398,Credit,2021-10-10,Synthetic demo financing settlement 900398,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D06,Demo Management,0,469040,,,,,,,8586470,670,"[""20211010"",""900398""]",670-C,cor:monetaryAmount,2021-10
19,2,900398,Debit,2021-10-10,Synthetic demo financing settlement 900398,2200,Demo Short-term Loans,,,D06,Demo Management,84420,0,1120,Demo Harbor Ordinary Deposit,,,,,3760950,670,"[""20211010"",""900398""]",670-D,cor:monetaryAmount,2021-10
19,3,900398,Debit,2021-10-10,Synthetic demo financing settlement 900398,6070,Demo Bank Fees,B003,Harbor Demo Bank,D06,Demo Management,187610,0,1120,Demo Harbor Ordinary Deposit,,,,,1663310,671,"[""20211010"",""900398""]",671-D,cor:monetaryAmount,2021-10
19,4,900398,Debit,2021-10-10,Synthetic demo financing settlement 900398,7000,Demo Taxes and Dues,,,D06,Demo Management,197010,0,1120,Demo Harbor Ordinary Deposit,,,,,3630810,672,"[""20211010"",""900398""]",672-D,cor:monetaryAmount,2021-10
20,1,900400,Credit,2021-10-10,Synthetic demo credit sale 900400,4010,Demo Service Revenue,C001,Demo Customer Aurora,D01,Demo Sales,0,246940,1200,Demo Accounts Receivable,,,,,14747690,673,"[""20211010"",""900400""]",673-C,cor:monetaryAmount,2021-10
20,2,900400,Debit,2021-10-10,Synthetic demo credit sale 900400,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,246940,0,4010,Demo Service Revenue,,,,,17850710,673,"[""20211010"",""900400""]",673-D,cor:monetaryAmount,2021-10
21,1,900411,Debit,2021-10-10,Synthetic demo multi-vendor settlement 900411,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D01,Demo Sales,260030,0,,,,,,,2956820,674,"[""20211010"",""900411""]",674-D,cor:monetaryAmount,2021-10
21,2,900411,Debit,2021-10-10,Synthetic demo multi-vendor settlement 900411,2100,Demo Accrued Payables,V005,Demo Vendor Orchid,D01,Demo Sales,221520,0,,,,,,,3887310,675,"[""20211010"",""900411""]",675-D,cor:monetaryAmount,2021-10
21,3,900411,Credit,2021-10-10,Synthetic demo multi-vendor settlement 900411,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,0,158910,,,,,,,6191020,676,"[""20211010"",""900411""]",676-C,cor:monetaryAmount,2021-10
21,4,900411,Credit,2021-10-10,Synthetic demo multi-vendor settlement 900411,1110,Demo North Current Deposit,B002,North Demo Bank,D01,Demo Sales,0,322640,,,,,,,8633230,677,"[""20211010"",""900411""]",677-C,cor:monetaryAmount,2021-10
22,1,900368,Credit,2021-10-11,Synthetic demo operating expense 900368,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D05,Demo Digital Services,0,154920,6100,Demo Repairs,,,,,8431550,678,"[""20211011"",""900368""]",678-C,cor:monetaryAmount,2021-10
22,2,900368,Debit,2021-10-11,Synthetic demo operating expense 900368,6100,Demo Repairs,V001,Demo Vendor Keystone,D05,Demo Digital Services,154920,0,1120,Demo Harbor Ordinary Deposit,,,,,574570,678,"[""20211011"",""900368""]",678-D,cor:monetaryAmount,2021-10
23,1,900394,Credit,2021-10-11,Synthetic demo customer receipt 900394,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,102750,1110,Demo North Current Deposit,,,,,17747960,679,"[""20211011"",""900394""]",679-C,cor:monetaryAmount,2021-10
23,2,900394,Debit,2021-10-11,Synthetic demo customer receipt 900394,1110,Demo North Current Deposit,B002,North Demo Bank,D01,Demo Sales,102750,0,1200,Demo Accounts Receivable,,,,,8735980,679,"[""20211011"",""900394""]",679-D,cor:monetaryAmount,2021-10
24,1,900360,Credit,2021-10-12,Synthetic demo credit sale 900360,4000,Demo Product Sales,C001,Demo Customer Aurora,D01,Demo Sales,0,302090,1200,Demo Accounts Receivable,,,,,14960480,680,"[""20211012"",""900360""]",680-C,cor:monetaryAmount,2021-10
24,2,900360,Debit,2021-10-12,Synthetic demo credit sale 900360,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,302090,0,4000,Demo Product Sales,,,,,18050050,680,"[""20211012"",""900360""]",680-D,cor:monetaryAmount,2021-10
25,1,900407,Credit,2021-10-12,Synthetic demo financing settlement 900407,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D06,Demo Management,0,690440,,,,,,,7741110,681,"[""20211012"",""900407""]",681-C,cor:monetaryAmount,2021-10
25,2,900407,Debit,2021-10-12,Synthetic demo financing settlement 900407,2200,Demo Short-term Loans,,,D06,Demo Management,207130,0,1120,Demo Harbor Ordinary Deposit,,,,,3553820,681,"[""20211012"",""900407""]",681-D,cor:monetaryAmount,2021-10
25,3,900407,Debit,2021-10-12,Synthetic demo financing settlement 900407,6070,Demo Bank Fees,B003,Harbor Demo Bank,D06,Demo Management,62130,0,1120,Demo Harbor Ordinary Deposit,,,,,1725440,682,"[""20211012"",""900407""]",682-D,cor:monetaryAmount,2021-10
25,4,900407,Debit,2021-10-12,Synthetic demo financing settlement 900407,7000,Demo Taxes and Dues,,,D06,Demo Management,421180,0,1120,Demo Harbor Ordinary Deposit,,,,,4051990,683,"[""20211012"",""900407""]",683-D,cor:monetaryAmount,2021-10
26,1,900377,Credit,2021-10-14,Synthetic demo financing settlement 900377,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D06,Demo Management,0,271640,,,,,,,7469470,684,"[""20211014"",""900377""]",684-C,cor:monetaryAmount,2021-10
26,2,900377,Debit,2021-10-14,Synthetic demo financing settlement 900377,2200,Demo Short-term Loans,,,D06,Demo Management,59760,0,1120,Demo Harbor Ordinary Deposit,,,,,3494060,684,"[""20211014"",""900377""]",684-D,cor:monetaryAmount,2021-10
26,3,900377,Debit,2021-10-14,Synthetic demo financing settlement 900377,6070,Demo Bank Fees,B003,Harbor Demo Bank,D06,Demo Management,95070,0,1120,Demo Harbor Ordinary Deposit,,,,,1820510,685,"[""20211014"",""900377""]",685-D,cor:monetaryAmount,2021-10
26,4,900377,Debit,2021-10-14,Synthetic demo financing settlement 900377,7000,Demo Taxes and Dues,,,D06,Demo Management,116810,0,1120,Demo Harbor Ordinary Deposit,,,,,4168800,686,"[""20211014"",""900377""]",686-D,cor:monetaryAmount,2021-10
27,1,900361,Debit,2021-10-15,Synthetic demo multi-vendor settlement 900361,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D01,Demo Sales,73490,0,,,,,,,2883330,687,"[""20211015"",""900361""]",687-D,cor:monetaryAmount,2021-10
