Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Source_Row,Entry_Key,Occurrence,Semantic_Path,Month
,,,Opening,2021-02-01,* Opening balance,6010,Demo Statutory Welfare,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6020,Demo Office Rent,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6030,Demo Utilities,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6040,Demo Communication,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6050,Demo Business Travel,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6060,Demo Office Supplies,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6070,Demo Bank Fees,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6080,Demo Advertising,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6090,Demo Insurance,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6100,Demo Repairs,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6110,Demo Depreciation Expense,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6120,Demo Professional Fees,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6130,Demo Training,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6140,Demo Vehicle Expense,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6150,Demo Software Subscription,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6160,Demo Shipping,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,6170,Demo Miscellaneous Expense,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,7000,Demo Taxes and Dues,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,7010,Demo Corporate Tax,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,7020,Demo Consumption Tax Expense,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,8000,Demo Suspense,,,,,0,0,,,,,,,0,,,,,2021-02
,,,Opening,2021-02-01,* Opening balance,8010,Demo Clearing,,,,,0,0,,,,,,,0,,,,,2021-02
RB001,1,REF-BF-AR-001,Debit,2021-02-10,Reference-before customer invoice,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,,,600000,0,4000,Demo Product Sales,,,,,600000,REF-RB001,"[""20210210"",""REF-BF-AR-001""]",1-D,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-02
RB001,2,REF-BF-AR-001,Credit,2021-02-10,Reference-before customer invoice,4000,Demo Product Sales,,,,,0,600000,1200,Demo Accounts Receivable,,,,,600000,REF-RB001,"[""20210210"",""REF-BF-AR-001""]",2-C,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-02
RB002,1,REF-BF-AP-001,Debit,2021-02-15,Reference-before vendor invoice,6000,Demo Salaries,,,,,1200000,0,2000,Demo Accounts Payable,,,,,1200000,REF-RB002,"[""20210215"",""REF-BF-AP-001""]",1-D,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-02
RB002,2,REF-BF-AP-001,Credit,2021-02-15,Reference-before vendor invoice,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,,,0,1200000,6000,Demo Salaries,,,,,1200000,REF-RB002,"[""20210215"",""REF-BF-AP-001""]",2-C,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-02
