Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
2022-01-05,"January 5th Slip No. 406 Watanabe Industries Co., Ltd.",10E200690,Commission expenses,,,,,472,0,10A100090,Accounts receivable - trade,22,"Watanabe Industries Co., Ltd.",,,109242,2022-01
2022-01-05,"January 5th Slip No. 407 Sasaki Sales Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Main Branch,,,1402191,0,10A100090,Accounts receivable - trade,26,"Sasaki Sales Co., Ltd.",,,317532673,2022-01
2022-01-05,"January 5th Slip No. 407 Sasaki Sales Co., Ltd.",10A100090,Accounts receivable - trade,26,"Sasaki Sales Co., Ltd.",,,0,1402191,10A100020,Cash and deposits,20,Mizuho Main Branch,,,97047147,2022-01
2022-01-05,"January 5th Slip No. 407 Sasaki Sales Co., Ltd.",10A100090,Accounts receivable - trade,26,"Sasaki Sales Co., Ltd.",,,0,472,10E200690,Commission expenses,,,,,97046675,2022-01
2022-01-05,"January 5th Slip No. 407 Sasaki Sales Co., Ltd.",10E200690,Commission expenses,,,,,472,0,10A100090,Accounts receivable - trade,26,"Sasaki Sales Co., Ltd.",,,109714,2022-01
2022-01-05,"January 5th Slip No. 408 Iwashita Trading Co., Ltd.",10A100020,Cash and deposits,30,Mitsui Nagoya,,,1412042,0,10A100090,Accounts receivable - trade,27,"Iwashita Trading Co., Ltd.",,,318944715,2022-01
2022-01-05,"January 5th Slip No. 408 Iwashita Trading Co., Ltd.",10A100090,Accounts receivable - trade,27,"Iwashita Trading Co., Ltd.",,,0,1412042,10A100020,Cash and deposits,30,Mitsui Nagoya,,,95634633,2022-01
2022-01-06,Taxi Fare,10A100020,Cash and deposits,,,,,0,2290,10E201230,Travel and transportation expenses,,,,,318942425,2022-01
2022-01-06,Taxi Fare,10E201230,Travel and transportation expenses,,,,,2290,0,10A100020,Cash and deposits,,,,,9928913,2022-01
2022-01-06,Postage Cost,10A100020,Cash and deposits,,,,,0,8000,10E200180,Communication expenses,,,,,318934425,2022-01
2022-01-06,Postage Cost,10E200180,Communication expenses,,,,,8000,0,10A100020,Cash and deposits,,,,,9937652,2022-01
2022-01-06,Revenue Stamp,10A100020,Cash and deposits,,,,,0,2000,10E200210,Taxes and dues,,,,,318932425,2022-01
2022-01-06,Revenue Stamp,10E200210,Taxes and dues,,,,,2000,0,10A100020,Cash and deposits,,,,,241000,2022-01
2022-01-07,Interruption,10A100020,Cash and deposits,,,,,0,1050,10E200150,Entertainment expenses,,,,,318931375,2022-01
2022-01-07,Interruption,10E200150,Entertainment expenses,,,,,1050,0,10A100020,Cash and deposits,,,,,3251893,2022-01
2022-01-07,New Year's party fee 2 people,10A100020,Cash and deposits,,,,,0,20000,10E200150,Entertainment expenses,,,,,318911375,2022-01
2022-01-07,New Year's party fee 2 people,10E200150,Entertainment expenses,,,,,20000,0,10A100020,Cash and deposits,,,,,3271893,2022-01
2022-01-07,Tax Accountant Fee,10A100020,Cash and deposits,20,Mizuho Main Branch,,,0,139710,10E200600,Fee expenses,,,,,318771665,2022-01
2022-01-07,Tax Accountant Fee,10E200600,Fee expenses,,,,,139710,0,10A100020,Cash and deposits,20,Mizuho Main Branch,,,1397100,2022-01
2022-01-07,Travel Expenses,10A100020,Cash and deposits,,,,,0,39000,10E201230,Travel and transportation expenses,,,,,318732665,2022-01
2022-01-07,Travel Expenses,10E201230,Travel and transportation expenses,,,,,39000,0,10A100020,Cash and deposits,,,,,9967913,2022-01
2022-01-07,JR,10A100020,Cash and deposits,,,,,0,69500,10E201230,Travel and transportation expenses,,,,,318663165,2022-01
2022-01-07,JR,10E201230,Travel and transportation expenses,,,,,69500,0,10A100020,Cash and deposits,,,,,10037413,2022-01
2022-01-07,Travel Expenses,10A100020,Cash and deposits,,,,,0,50000,10E201230,Travel and transportation expenses,,,,,318613165,2022-01
2022-01-07,Travel Expenses,10E201230,Travel and transportation expenses,,,,,50000,0,10A100020,Cash and deposits,,,,,10087413,2022-01
2022-01-07,New Year's party fee Aim,10A100020,Cash and deposits,,,,,0,10000,10E200150,Entertainment expenses,,,,,318603165,2022-01
2022-01-07,New Year's party fee Aim,10E200150,Entertainment expenses,,,,,10000,0,10A100020,Cash and deposits,,,,,3281893,2022-01
2022-01-08,New Year's party fee 2 people,10A100020,Cash and deposits,,,,,0,16000,10E200150,Entertainment expenses,,,,,318587165,2022-01
2022-01-08,New Year's party fee 2 people,10E200150,Entertainment expenses,,,,,16000,0,10A100020,Cash and deposits,,,,,3297893,2022-01
2022-01-08,New Year's party fee,10A100020,Cash and deposits,,,,,0,12000,10E200150,Entertainment expenses,,,,,318575165,2022-01
2022-01-08,New Year's party fee,10E200150,Entertainment expenses,,,,,12000,0,10A100020,Cash and deposits,,,,,3309893,2022-01
2022-01-08,Highway Toll,10A100020,Cash and deposits,,,,,0,1200,10E201120,Vehicle expenses,,,,,318573965,2022-01
2022-01-08,Highway Toll,10E201120,Vehicle expenses,,,,,1200,0,10A100020,Cash and deposits,,,,,5649452,2022-01
2022-01-08,Food and drink fee Snacklandi,10A100020,Cash and deposits,,,,,0,26480,10E200150,Entertainment expenses,,,,,318547485,2022-01
2022-01-08,Food and drink fee Snacklandi,10E200150,Entertainment expenses,,,,,26480,0,10A100020,Cash and deposits,,,,,3336373,2022-01
2022-01-08,Prize Cost,10A100020,Cash and deposits,,,,,0,39568,10E200140,Welfare expenses,,,,,318507917,2022-01
2022-01-08,Prize Cost,10E200140,Welfare expenses,,,,,39568,0,10A100020,Cash and deposits,,,,,4340035,2022-01
2022-01-09,Telephone Cost,10A100020,Cash and deposits,40,Mitsubishi Tokyo Umeda,,,0,171053,10E200180,Communication expenses,,,,,318336864,2022-01
2022-01-09,Telephone Cost,10E200180,Communication expenses,,,,,171053,0,10A100020,Cash and deposits,40,Mitsubishi Tokyo Umeda,,,10108705,2022-01
2022-01-09,Telephone Cost,10A100020,Cash and deposits,30,Mitsui Nagoya,,,0,106577,10E200180,Communication expenses,,,,,318230287,2022-01
2022-01-09,Telephone Cost,10E200180,Communication expenses,,,,,106577,0,10A100020,Cash and deposits,30,Mitsui Nagoya,,,10215282,2022-01
2022-01-10,Bill Due Date Check,10A100020,Cash and deposits,1,Mizuho Bank,,,0,2609859,10B100030,Notes payable - trade,,,,,315620428,2022-01
2022-01-10,Bill Due Date Check,10B100030,Notes payable - trade,,,,,2609859,0,10A100020,Cash and deposits,1,Mizuho Bank,,,20086291,2022-01
2022-01-10,Highway Toll,10A100020,Cash and deposits,,,,,0,3382,10E201120,Vehicle expenses,,,,,315617046,2022-01
2022-01-10,Parking Fee,10A100020,Cash and deposits,,,,,0,5343,10E201120,Vehicle expenses,,,,,315611703,2022-01
2022-01-10,Highway Toll,10A100020,Cash and deposits,,,,,0,2223,10E201120,Vehicle expenses,,,,,315609480,2022-01
2022-01-10,Highway Toll,10A100020,Cash and deposits,,,,,0,4306,10E201120,Vehicle expenses,,,,,315605174,2022-01
2022-01-10,Highway Toll,10A100020,Cash and deposits,,,,,0,429,10E201120,Vehicle expenses,,,,,315604745,2022-01
2022-01-10,Highway Toll,10E201120,Vehicle expenses,,,,,3382,0,10A100020,Cash and deposits,,,,,5652834,2022-01
2022-01-10,Parking Fee,10E201120,Vehicle expenses,,,,,5343,0,10A100020,Cash and deposits,,,,,5658177,2022-01
2022-01-10,Highway Toll,10E201120,Vehicle expenses,,,,,2223,0,10A100020,Cash and deposits,,,,,5660400,2022-01
2022-01-10,Highway Toll,10E201120,Vehicle expenses,,,,,4306,0,10A100020,Cash and deposits,,,,,5664706,2022-01
2022-01-10,Highway Toll,10E201120,Vehicle expenses,,,,,429,0,10A100020,Cash and deposits,,,,,5665135,2022-01
2022-01-10,New Year's party fee,10A100020,Cash and deposits,,,,,0,12000,10E200150,Entertainment expenses,,,,,315592745,2022-01
2022-01-10,New Year's party fee,10E200150,Entertainment expenses,,,,,12000,0,10A100020,Cash and deposits,,,,,3348373,2022-01
2022-01-10,New Year's party fee,10A100020,Cash and deposits,,,,,0,10000,10E200150,Entertainment expenses,,,,,315582745,2022-01
2022-01-10,New Year's party fee,10E200150,Entertainment expenses,,,,,10000,0,10A100020,Cash and deposits,,,,,3358373,2022-01
2022-01-10,Taxi Fare,10A100020,Cash and deposits,,,,,0,4200,10E201230,Travel and transportation expenses,,,,,315578545,2022-01
2022-01-10,Taxi Fare,10E201230,Travel and transportation expenses,,,,,4200,0,10A100020,Cash and deposits,,,,,10091613,2022-01
2022-01-10,Highway Toll,10A100020,Cash and deposits,,,,,0,381,10E201120,Vehicle expenses,,,,,315578164,2022-01
2022-01-10,Parking Fee,10A100020,Cash and deposits,,,,,0,762,10E201120,Vehicle expenses,,,,,315577402,2022-01
2022-01-10,Highway Toll,10E201120,Vehicle expenses,,,,,381,0,10A100020,Cash and deposits,,,,,5665516,2022-01
2022-01-10,Parking Fee,10E201120,Vehicle expenses,,,,,762,0,10A100020,Cash and deposits,,,,,5666278,2022-01
2022-01-10,Meeting Meal Cost,10A100020,Cash and deposits,,,,,0,24995,10E201130,Meeting expenses,,,,,315552407,2022-01
2022-01-10,Meeting Meal Cost,10E201130,Meeting expenses,,,,,24995,0,10A100020,Cash and deposits,,,,,280429,2022-01
2022-01-10,Wired (Cable),10B100630,Accounts payable - other,,,,,0,6000,10E201270,Miscellaneous expenses,,,,,44247694,2022-01
2022-01-10,Security Fee,10B100630,Accounts payable - other,,,,,0,42858,10E201270,Miscellaneous expenses,,,,,44290552,2022-01
2022-01-10,Wired (Cable),10E201270,Miscellaneous expenses,,,,,6000,0,10B100630,Accounts payable - other,,,,,4348686,2022-01
2022-01-10,Security Fee,10E201270,Miscellaneous expenses,,,,,42858,0,10B100630,Accounts payable - other,,,,,4391544,2022-01
2022-01-10,New Year greeting souvenirs Goegoshi department store,10A100020,Cash and deposits,,,,,0,24260,10E200150,Entertainment expenses,,,,,315528147,2022-01
2022-01-10,New Year greeting souvenirs Goegoshi department store,10E200150,Entertainment expenses,,,,,24260,0,10A100020,Cash and deposits,,,,,3382633,2022-01
2022-01-10,New Year's party fee,10A100020,Cash and deposits,,,,,0,12000,10E200150,Entertainment expenses,,,,,315516147,2022-01
2022-01-10,New Year's party fee,10E200150,Entertainment expenses,,,,,12000,0,10A100020,Cash and deposits,,,,,3394633,2022-01
2022-01-10,Travel Expenses,10A100020,Cash and deposits,,,,,0,19800,10E201230,Travel and transportation expenses,,,,,315496347,2022-01
2022-01-10,Travel Expenses,10E201230,Travel and transportation expenses,,,,,19800,0,10A100020,Cash and deposits,,,,,10111413,2022-01
2022-01-10,Withdrawal,10A100020,Cash and deposits,,,,,1000000,0,10A100020,Cash and deposits,1,Mizuho Bank,,,316496347,2022-01
2022-01-10,Withdrawal,10A100020,Cash and deposits,1,Mizuho Bank,,,0,1000000,10A100020,Cash and deposits,,,,,315496347,2022-01
2022-01-10,Withholding Tax Payment,10A100020,Cash and deposits,20,Mizuho Main Branch,,,0,436489,10B100690,Deposits received,3,Withholding Tax,,,315059858,2022-01
2022-01-10,Resident Tax Payment,10A100020,Cash and deposits,20,Mizuho Main Branch,,,0,449500,10B100690,Deposits received,2,Resident Tax,,,314610358,2022-01
2022-01-10,Withholding Tax Payment,10B100690,Deposits received,3,Withholding Tax,,,436489,0,10A100020,Cash and deposits,20,Mizuho Main Branch,,,2568256,2022-01
2022-01-10,Resident Tax Payment,10B100690,Deposits received,2,Resident Tax,,,449500,0,10A100020,Cash and deposits,20,Mizuho Main Branch,,,2118756,2022-01
2022-01-10,Wired (Cable),10B100630,Accounts payable - other,,,,,0,5000,10E201270,Miscellaneous expenses,,,,,44295552,2022-01
2022-01-10,Security Fee,10B100630,Accounts payable - other,,,,,0,34286,10E201270,Miscellaneous expenses,,,,,44329838,2022-01
2022-01-10,Wired (Cable),10E201270,Miscellaneous expenses,,,,,5000,0,10B100630,Accounts payable - other,,,,,4396544,2022-01
2022-01-10,Security Fee,10E201270,Miscellaneous expenses,,,,,34286,0,10B100630,Accounts payable - other,,,,,4430830,2022-01
2022-01-10,Tea and other,10A100020,Cash and deposits,,,,,0,3155,10E201270,Miscellaneous expenses,,,,,314607203,2022-01
2022-01-10,Tea and other,10E201270,Miscellaneous expenses,,,,,3155,0,10A100020,Cash and deposits,,,,,4433985,2022-01
2022-01-10,"January 10th Slip No. 409 Check Co., Ltd.",10A100090,Accounts receivable - trade,3,"Check Co., Ltd.",,,0,1038562,10B100040,Accounts payable - trade,3,"Check Co., Ltd.",,,94596071,2022-01
2022-01-10,"January 10th Slip No. 409 Check Co., Ltd.",10B100040,Accounts payable - trade,3,"Check Co., Ltd.",,,1038562,0,10A100090,Accounts receivable - trade,3,"Check Co., Ltd.",,,282779871,2022-01
2022-01-10,"January 10th Slip No. 410 Fujita Tokyo Headquarters Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Main Branch,,,15422792,0,10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,330029995,2022-01
2022-01-10,"January 10th Slip No. 410 Fujita Tokyo Headquarters Co., Ltd.",10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,0,15422792,10A100020,Cash and deposits,20,Mizuho Main Branch,,,79173279,2022-01
2022-01-10,"January 10th Slip No. 410 Fujita Tokyo Headquarters Co., Ltd.",10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,0,735,10E200690,Commission expenses,,,,,79172544,2022-01
2022-01-10,"January 10th Slip No. 410 Fujita Tokyo Headquarters Co., Ltd.",10E200690,Commission expenses,,,,,735,0,10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,110449,2022-01
2022-01-10,"January 10th Slip No. 411 Minami Co., Ltd.",10A100020,Cash and deposits,30,Mitsui Nagoya,,,936646,0,10A100090,Accounts receivable - trade,19,"Minami Co., Ltd.",,,330966641,2022-01
2022-01-10,"January 10th Slip No. 411 Minami Co., Ltd.",10A100090,Accounts receivable - trade,19,"Minami Co., Ltd.",,,0,936646,10A100020,Cash and deposits,30,Mitsui Nagoya,,,78235898,2022-01
2022-01-10,"January 10th Slip No. 411 Minami Co., Ltd.",10A100090,Accounts receivable - trade,19,"Minami Co., Ltd.",,,0,735,10E200690,Commission expenses,,,,,78235163,2022-01
2022-01-10,"January 10th Slip No. 411 Minami Co., Ltd.",10E200690,Commission expenses,,,,,735,0,10A100090,Accounts receivable - trade,19,"Minami Co., Ltd.",,,111184,2022-01
2022-01-10,January 10th Slip No. 412 Kameda Department Store,10A100060,Notes receivable - trade,,,,,8667020,0,10A100090,Accounts receivable - trade,28,Kameda Department Store,,,108150785,2022-01
2022-01-10,January 10th Slip No. 412 Kameda Department Store,10A100090,Accounts receivable - trade,28,Kameda Department Store,,,0,8667020,10A100060,Notes receivable - trade,,,,,69568143,2022-01
2022-01-10,"January 10th Slip No. 318 Check Co., Ltd.",10B100030,Notes payable - trade,,,,,0,3992957,10B100040,Accounts payable - trade,3,"Check Co., Ltd.",,,24079248,2022-01
2022-01-10,"January 10th Slip No. 318 Check Co., Ltd.",10B100040,Accounts payable - trade,3,"Check Co., Ltd.",,,3992957,0,10B100030,Notes payable - trade,,,,,278786914,2022-01
2022-01-10,"January 10th Slip No. 319 Yamashita Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Main Branch,,,0,406123,10B100040,Accounts payable - trade,8,"Yamashita Co., Ltd.",,,330560518,2022-01
2022-01-10,"January 10th Slip No. 319 Yamashita Co., Ltd.",10B100040,Accounts payable - trade,8,"Yamashita Co., Ltd.",,,406123,0,10A100020,Cash and deposits,20,Mizuho Main Branch,,,278380791,2022-01
2022-01-11,Rent Payment,10A100020,Cash and deposits,30,Mitsui Nagoya,,,0,399000,10E200720,Rent expenses on land and buildings,,,,,330161518,2022-01
2022-01-11,Rent Payment,10E200720,Rent expenses on land and buildings,,,,,399000,0,10A100020,Cash and deposits,30,Mitsui Nagoya,,,31410000,2022-01
2022-01-11,Gasoline Cost,10B100630,Accounts payable - other,,,,,0,6578,10E201120,Vehicle expenses,,,,,44336416,2022-01
2022-01-11,Gasoline Cost,10E201120,Vehicle expenses,,,,,6578,0,10B100630,Accounts payable - other,,,,,5672856,2022-01
2022-01-11,Rent Payment,10A100020,Cash and deposits,50,Fukuoka Kitakyushu,,,0,630000,10E200720,Rent expenses on land and buildings,,,,,329531518,2022-01
2022-01-11,Telephone Cost,10A100020,Cash and deposits,50,Fukuoka Kitakyushu,,,0,121564,10E200180,Communication expenses,,,,,329409954,2022-01
2022-01-11,Telephone Cost,10E200180,Communication expenses,,,,,121564,0,10A100020,Cash and deposits,50,Fukuoka Kitakyushu,,,10336846,2022-01
2022-01-11,Rent Payment,10E200720,Rent expenses on land and buildings,,,,,630000,0,10A100020,Cash and deposits,50,Fukuoka Kitakyushu,,,32040000,2022-01
2022-01-11,Rent Payment,10A100020,Cash and deposits,10,Hokkaido Station Front,,,0,320000,10E200720,Rent expenses on land and buildings,,,,,329089954,2022-01
2022-01-11,Telephone Cost,10A100020,Cash and deposits,10,Hokkaido Station Front,,,0,176983,10E200180,Communication expenses,,,,,328912971,2022-01
2022-01-11,Telephone Cost,10E200180,Communication expenses,,,,,176983,0,10A100020,Cash and deposits,10,Hokkaido Station Front,,,10513829,2022-01
2022-01-11,Rent Payment,10E200720,Rent expenses on land and buildings,,,,,320000,0,10A100020,Cash and deposits,10,Hokkaido Station Front,,,32360000,2022-01
2022-01-11,Rent Payment,10A100020,Cash and deposits,20,Mizuho Main Branch,,,0,1260000,10E200720,Rent expenses on land and buildings,,,,,327652971,2022-01
2022-01-11,Rent Payment,10E200720,Rent expenses on land and buildings,,,,,1260000,0,10A100020,Cash and deposits,20,Mizuho Main Branch,,,33620000,2022-01
2022-01-11,Rent Payment,10A100020,Cash and deposits,40,Mitsubishi Tokyo Umeda,,,0,840000,10E200720,Rent expenses on land and buildings,,,,,326812971,2022-01
2022-01-11,Rent Payment,10E200720,Rent expenses on land and buildings,,,,,840000,0,10A100020,Cash and deposits,40,Mitsubishi Tokyo Umeda,,,34460000,2022-01
2022-01-11,New Year's party fee 2 people,10A100020,Cash and deposits,,,,,0,16000,10E200150,Entertainment expenses,,,,,326796971,2022-01
2022-01-11,New Year's party fee 2 people,10E200150,Entertainment expenses,,,,,16000,0,10A100020,Cash and deposits,,,,,3410633,2022-01
2022-01-11,Employee meals,10B100630,Accounts payable - other,,,,,0,28910,10E200140,Welfare expenses,,,,,44365326,2022-01
2022-01-11,Employee meals,10E200140,Welfare expenses,,,,,28910,0,10B100630,Accounts payable - other,,,,,4368945,2022-01
2022-01-11,Tea Cost and Others,10A100020,Cash and deposits,,,,,0,2036,10E201270,Miscellaneous expenses,,,,,326794935,2022-01
2022-01-11,Tea Cost and Others,10E201270,Miscellaneous expenses,,,,,2036,0,10A100020,Cash and deposits,,,,,4436021,2022-01
2022-01-12,Food and Beverage Cost Izakaya Sasuke 4 People,10A100020,Cash and deposits,,,,,0,18642,10E200150,Entertainment expenses,,,,,326776293,2022-01
